Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Participação,Pressão na linha alta,Impacto do passe,Criação de oportunidades,Drible,Efetividade,Ameaça ofensiva,rating,percentil,rank
USA,2022,338375.0,Chris Durkin,DC United,2453.0,MC,Meio Campo,Segundo Volante,-0.2602971379528538,-0.3516899498204022,-0.3509979969922269,-0.2871087755994937,-0.5265280688758627,-0.6122246042564977,-0.5342466524108773,0.18,28.0,117
USA,2022,342789.0,Dru Yearwood,New York,1695.0,MC,Meio Campo,Segundo Volante,-0.0759860196741806,-0.4170351048403288,-0.5473730043719179,-0.2681884550936848,-0.2167786926379767,-0.2021018981854869,-0.3449902066647543,0.233,38.0,101
USA,2022,346839.0,McKinze Gaines,Charlotte FC,1187.0,MR,Meio Campo,Segundo Volante,-0.9195927012854064,-0.7703108410755997,-0.3344571074251621,0.7321183874710202,-0.3647278971401728,0.667281444413331,1.29294483601569,0.494,78.0,37
USA,2022,349220.0,Keaton Parks,New York City FC,1246.0,DMC,Meio Campo,Primeiro Volante,0.5975850201557108,0.9648121719392152,-0.0877791004746302,0.280995131851427,0.0107473316271206,0.3220873055737334,-0.0585175108256663,0.383,64.0,59
USA,2022,354033.0,Junior Moreno,FC Cincinnati,2353.0,MC,Meio Campo,Segundo Volante,-0.2667590793682051,-0.013088344620856,-0.5308775851172156,-0.503580859256066,-0.5102135813033052,-0.2104295635352455,-0.6211987198810462,0.175,23.0,124
USA,2022,354088.0,Mark-Anthony Kaye,Colorado,2056.0,MC,Meio Campo,Segundo Volante,0.3315340938263351,-0.0595409036246464,-0.0247049964543447,-0.1425113747828345,-0.3511350480645256,0.1899811653355233,-0.0209032331912433,0.323,54.0,75
USA,2022,354098.0,Cristhian Paredes,Portland,1823.0,MC,Meio Campo,Segundo Volante,-0.4592473383355548,-0.2322446994640825,-0.7708974323643751,-0.2092956809782657,-0.4218300561579298,-0.1086307486541057,-0.2848101917623427,0.217,34.0,107
USA,2022,354546.0,Pablo Ruiz,Salt Lake,2691.0,MC,Meio Campo,Segundo Volante,0.322446628255595,-0.0324706824953873,0.620436428839684,0.3036997820303342,0.0370178551716341,0.2567835347965835,-0.3575630128051181,0.411,68.0,53
USA,2022,355710.0,Gregore,Inter Miami CF,3051.0,DMC,Meio Campo,Primeiro Volante,0.7425752828609806,0.3697320847690586,0.0327703615428701,-0.6780741181406866,0.2123834230098298,-0.0020943146362552,-0.8321717389681957,0.256,42.0,93
USA,2022,358518.0,Eryk Williamson,Portland,1271.0,DMC,Meio Campo,Primeiro Volante,-0.022710145842223,-0.318784537763672,0.1226373298299379,0.8856985908863917,0.3123747974830878,0.2922381255512007,-0.3394625514781276,0.442,69.0,50
USA,2022,360292.0,Mathieu Choinière,Montreal,1528.0,DML,Meio Campo,Primeiro Volante,-0.0330039139903538,0.4771369400205617,-0.6229770498425982,-0.4550265056679097,-0.5004723566578362,-0.2416986960372595,-0.1314175814975923,0.206,31.0,111
USA,2022,360502.0,Cristian Cásseres,New York,2423.0,MC,Meio Campo,Segundo Volante,0.3806819317718934,-0.5036270274839542,0.0652140250124091,0.313530063981171,0.1961861331358686,0.0801678877042657,0.0248036587174137,0.398,67.0,54
USA,2022,361732.0,Thiago Almada,Atlanta United,2597.0,AMC,Meio Campo,Meia,0.5298066837363649,0.9439778067159952,1.5078614221383837,1.619767761783138,1.91447875841547,0.5905249565746636,0.8116012049259314,0.819,96.0,7
USA,2022,364065.0,Santiago Sosa,Atlanta United,1529.0,MC,Meio Campo,Segundo Volante,1.1586263535566443,1.9359630326851784,0.0788709954634837,-0.4961923681701621,-0.4717631396973601,-0.1859547076622763,-0.6791207971209003,0.22,35.0,105
USA,2022,364500.0,Matías Vera,Houston,2351.0,DMC,Meio Campo,Primeiro Volante,-0.494884326644382,-0.230355376068476,-0.7371746422838108,-0.9672418533735232,-0.257246760530805,-0.4041895530013924,-0.7518374409555686,0.121,14.0,139
USA,2022,365995.0,Federico Navarro,Chicago,2682.0,DMC,Meio Campo,Primeiro Volante,-0.0355689991878345,0.8616454680977547,-0.7843893286466737,-0.8217233583806098,0.1260995442331968,-0.1312824193217988,-0.7174521470368533,0.178,25.0,121
USA,2022,366706.0,Dániel Gazdag,Philadelphia,3523.0,AMC,Meio Campo,Meia,-0.2774284446011811,-1.163771192813451,0.1121187933488173,0.9881487161351528,-0.2448560398136774,1.3302344618169468,1.937269684762152,0.65,88.0,20
USA,2022,369114.0,Luquinhas,New York,2229.0,AMC,Meio Campo,Meia,-0.6860878361535724,-1.0726809180619985,-0.4697404018698183,0.492991006001943,0.0803825109203771,0.4435636099918394,0.725583332365831,0.442,69.0,51
USA,2022,371022.0,Omir Fernandez,New York,1633.0,AMC,Meio Campo,Meia,-0.7036040450740665,-1.4739282462904917,-0.644315188618819,1.1700838702434675,-0.6144801970187038,0.7129581479887763,0.9059275990916604,0.46,71.0,47
USA,2022,371024.0,Edwin Cerrillo,FC Dallas,2138.0,MC,Meio Campo,Segundo Volante,-0.2175398580175403,0.0305657021951052,-0.8321718319280609,-1.115738107201766,-0.5197592025638255,-0.4687657240611742,-0.9889647073864062,0.062,4.0,155
USA,2022,371025.0,John Nelson,FC Cincinnati,1321.0,ML,Meio Campo,Segundo Volante,-0.3017292287979364,-0.1953097594961393,-0.3964296594381434,-0.6690939484917839,-0.7929655927964244,-0.6184771529882289,-0.6701848423064988,0.119,13.0,140
USA,2022,371033.0,Andre Shinyashiki,Colorado,1217.0,ML,Meio Campo,Segundo Volante,-0.3278634335360674,0.0517928621377785,0.0091773704383881,1.154982726989732,0.2980772020906101,0.7755540635413876,2.2423316788754564,0.676,91.0,15
USA,2022,371038.0,Efraín Álvarez,L.A. Galaxy,1575.0,MR,Meio Campo,Segundo Volante,-0.0748493850872066,-0.4993564419542725,0.921161226011676,1.5078873896253904,0.1168316122170709,0.8618180832233084,1.475244408669039,0.705,92.0,13
USA,2022,371296.0,Brandon Servania,FC Dallas,1577.0,MC,Meio Campo,Segundo Volante,-0.5371665671016483,-0.0030850304142462,-0.6760715130668447,-0.3046729661583249,-0.3430603755037756,-0.5309873403927053,-0.1710605414222471,0.201,29.0,114
USA,2022,371960.0,Lassi Lappalainen,Montreal,2254.0,DML,Meio Campo,Primeiro Volante,-0.3222696590549008,-0.4119846437107925,0.1272599327277358,0.2035986763503776,1.7912210274789246,0.2897762201325402,0.9046854794708268,0.591,83.0,28
USA,2022,372336.0,Amar Sejdic,Atlanta United,1386.0,MC,Meio Campo,Segundo Volante,-0.2354032948442514,0.3480964580330226,-0.2955185582169298,-0.4517244544969532,-0.3161616267498131,-0.4488856953354663,-0.8206392033860932,0.178,24.0,122
USA,2022,372343.0,Frankie Amaya,New York,2255.0,MC,Meio Campo,Segundo Volante,-0.3954435637107572,-0.2909330361910865,-0.2101395512144798,-0.6352878289822577,0.172279997883797,-0.1060012442424,-0.6095011324457547,0.247,39.0,98
USA,2022,372827.0,Riqui Puig,L.A. Galaxy,1104.0,MC,Meio Campo,Segundo Volante,1.142884861986516,0.4552057367602385,1.2031849572586628,0.6165993563065301,0.1993463438925519,0.2190412108977496,-0.1526651557125213,0.501,78.0,36
USA,2022,373518.0,Danny Leyva,Seattle,1034.0,MC,Meio Campo,Segundo Volante,0.6844294193127498,0.5907291862893065,0.1994568295935685,-0.6675216170645932,-0.2121445826554156,-0.5626176496707994,-0.7590616025427536,0.202,31.0,112
USA,2022,376149.0,Justin Haak,New York City FC,993.0,DMC,Meio Campo,Primeiro Volante,-0.8020539458162503,-0.1698297108552218,-1.280351318028933,-1.1119423870903224,-0.5453898533421686,-0.7895946555723365,-1.044428186198577,0.0,1.0,160
USA,2022,377467.0,Jacob Shaffelburg,Toronto,1204.0,ML,Meio Campo,Segundo Volante,-0.4150574550031644,-0.3079115734324924,0.287122055413614,0.4301204645823603,-0.5683458394230825,0.2537366980291433,1.3140960438127272,0.474,74.0,42
USA,2022,383160.0,Felipe Hernández,Kansas City,1907.0,MC,Meio Campo,Segundo Volante,-1.3528045588498827,-0.8403247991491215,-0.687050832373028,-0.1736085062666058,-0.2348379636668736,-0.3988140995847619,0.089831279989279,0.246,39.0,99
USA,2022,389241.0,Franco Ibarra,Atlanta United,1066.0,DMC,Meio Campo,Primeiro Volante,0.1627434461244609,0.8642628914650481,-0.8111029379121951,-0.8410879697331083,-0.9935029480330946,-0.4199861591382225,-0.7618912798566735,0.069,6.0,151
USA,2022,393097.0,José Martínez,Philadelphia,3087.0,MC,Meio Campo,Segundo Volante,0.4045132756446746,-0.0436577912505964,-0.6000609632979075,-0.7542966585775843,0.1702137095518055,-0.5741942209528494,-0.9111501096628356,0.154,20.0,129
USA,2022,393099.0,Andrés Perea,Orlando City,942.0,DMC,Meio Campo,Primeiro Volante,0.2937969865006757,0.0211593614724766,-0.700500942393969,-0.371412871965091,-0.5129166242623284,-0.5457500216221404,-0.4728375074280087,0.158,21.0,127
USA,2022,393100.0,Maikel Chang,Salt Lake,2029.0,MR,Meio Campo,Segundo Volante,-0.6458673443959464,-0.812595426367229,0.0622009929901636,0.5513576951125722,-0.1843349325872,0.2105188165854036,0.6732557857147907,0.444,70.0,49
USA,2022,393102.0,Randall Leal,Nashville SC,2335.0,AMC,Meio Campo,Meia,0.0874179852229289,-0.6651659813942737,0.3292605472645713,0.9735970005575983,-0.3453272018056722,0.2904596861420935,0.284716510302815,0.461,72.0,46
USA,2022,393108.0,Cristian Dájome,Vancouver,1945.0,ML,Meio Campo,Segundo Volante,0.4393844033751365,-1.2429789372222184,0.6773561176900966,0.8185875200788384,-0.0730593085378819,0.2614106962547486,1.204792741015884,0.56,82.0,30
USA,2022,393132.0,Sebastian Berhalter,Vancouver,1106.0,MC,Meio Campo,Segundo Volante,0.4740466918535934,-0.1020880773363369,0.3210258388268237,-0.326493864525621,-0.1678579985464902,-0.4250806820818723,-0.6142204276341584,0.26,43.0,92
USA,2022,393135.0,John Tolkin,New York,3118.0,DML,Meio Campo,Primeiro Volante,-0.0644945820167166,-0.4720989103816457,0.0970151475610396,-0.0926702245423962,-0.6562792552246323,-0.3006887404305325,-0.098734813989301,0.272,48.0,84
USA,2022,393139.0,Mauricio Pineda,Chicago,2174.0,DMC,Meio Campo,Primeiro Volante,-0.4768745305035222,-0.6205253664788306,-0.734430740768066,-0.8556347526695425,-0.4053671795913443,-0.2617437051737558,-0.5142617479232388,0.146,19.0,131
USA,2022,393145.0,José Cifuentes,Los Angeles FC,2869.0,MC,Meio Campo,Segundo Volante,0.2025348429738117,0.2458332140358508,0.4176480871822964,0.923615905093749,0.8581095292085651,0.80069386713728,0.8564429091366847,0.63,86.0,23
USA,2022,393146.0,Bryce Duke,Inter Miami CF,1639.0,AMC,Meio Campo,Meia,0.028525816892461,-0.4590035596212958,0.1248617243628803,0.2224799029038937,0.0352201351521364,-0.2498069348790702,-0.0601634313988695,0.354,57.0,70
USA,2022,393386.0,Dylan Nealis,New York,2047.0,DMR,Meio Campo,Primeiro Volante,0.5455668867073693,-0.0839965275738078,-0.6766830601914421,-0.6323647730972839,-0.6979991639211975,-0.6074039403679923,-0.6312075997424361,0.111,12.0,142
USA,2022,393392.0,Leonard Owusu,Vancouver,954.0,MC,Meio Campo,Segundo Volante,-0.7581081683394351,-1.2481261642106165,-0.8206038091605403,-1.0240639626232095,-0.7247990310714927,-0.8107866164812869,-1.0313889220558146,0.026,2.0,157
USA,2022,393393.0,Ryan Raposo,Vancouver,1584.0,DML,Meio Campo,Primeiro Volante,0.1716912165610191,-0.9420744615529724,0.426480870781816,-0.0622926080674757,-0.1868626881505574,-0.3210454471100659,0.3368389666985483,0.363,58.0,68
USA,2022,396067.0,Nicolás Acevedo,New York City FC,2727.0,DMC,Meio Campo,Primeiro Volante,0.8992244452586393,1.4996621113854085,-0.2455830716503561,-0.7129244550888876,-0.1022397915758691,-0.1453655210424788,-0.7988597294856703,0.202,30.0,113
USA,2022,396153.0,Aidan Morris,Columbus,1989.0,MC,Meio Campo,Segundo Volante,0.1081072761702959,0.415844163536231,-0.5459410839712506,-0.8111959351964051,-0.5746960247467814,-0.4393052488293689,-0.6939160074015195,0.125,15.0,137
USA,2022,396193.0,Cameron Duke,Kansas City,1352.0,MC,Meio Campo,Segundo Volante,-0.3509000363587624,-0.2437850287296074,-0.7467737013164116,-0.2421263151273119,0.6077575162153044,0.2530429614021345,-0.0322978001061528,0.337,56.0,71
USA,2022,397859.0,Alistair Johnston,Montreal,3105.0,DMR,Meio Campo,Primeiro Volante,-0.1847112028340956,0.0527759981027562,-0.1218488477080013,-0.2954679896287417,-0.3758125313153787,0.0020475239858773,0.0221200651127457,0.292,52.0,78
USA,2022,397860.0,Brian Anunga,Nashville SC,1016.0,MC,Meio Campo,Segundo Volante,-0.3262834443364017,-0.7209472220445132,-1.0639337632721324,-1.1197223221635686,-0.4779858226056334,-1.1214481485105543,-0.888034408145905,0.007,2.0,158
USA,2022,401252.0,Leon Flach,Philadelphia,3320.0,MC,Meio Campo,Segundo Volante,-1.207087871935938,-0.796686657600477,-1.2528083083913328,-0.7491587291709471,-0.8972380471520193,-0.3900735474890992,-0.6015731351617715,0.064,5.0,153
USA,2022,403881.0,Obinna Nwobodo,FC Cincinnati,2451.0,MC,Meio Campo,Segundo Volante,0.4394140710410866,0.3248672784749019,-0.4677928453272359,-0.8831738989749122,0.3844784334154201,-0.1958418385048959,-0.991434586347556,0.191,29.0,115
USA,2022,413720.0,Daniel Pereira,Austin FC,2491.0,DMC,Meio Campo,Primeiro Volante,-0.1435100720973788,0.9002288868844611,-0.0130957715406759,-0.557250558467224,-0.0956917221908811,-0.1182846475649849,-0.6625905833433392,0.243,38.0,100
USA,2022,413780.0,Jack McGlynn,Philadelphia,1364.0,MC,Meio Campo,Segundo Volante,0.2755116078540791,-0.5485884070136924,1.0995973240228822,0.1700905337973067,-0.1948555404180485,0.0899951550346401,-0.5852201141311338,0.391,66.0,56
USA,2022,415674.0,Drew Skundrich,DC United,987.0,MC,Meio Campo,Segundo Volante,-0.5063273315163686,0.0076619232983236,-1.0162513587155355,-0.9225135343071638,-0.6408359225803091,-0.647986576273884,-0.9971757391420482,0.04,3.0,156
USA,2022,417706.0,Max,Colorado,1029.0,MC,Meio Campo,Segundo Volante,-0.0050443938537858,-0.4222905061730253,-0.1331087671849957,-0.0042401321725408,0.016056808512418,0.4319648160585827,0.1266107257219369,0.381,62.0,61
USA,2022,417966.0,Santiago Rodríguez,New York City FC,2916.0,AMC,Meio Campo,Meia,0.3887104414999022,0.4338289691496603,0.5884201925389148,1.1332213421256103,1.5886095644178388,0.6277434383420427,0.953526956837971,0.706,93.0,12
USA,2022,419580.0,Obed Vargas,Seattle,913.0,DMC,Meio Campo,Primeiro Volante,-0.594888363472616,0.0118155947278159,-0.8518643287316925,-1.000645256035845,-0.3580566606060615,-0.681320145884018,-0.9264095393488464,0.07,7.0,150
USA,2022,422036.0,Adalberto Carrasquilla,Houston,2534.0,DMC,Meio Campo,Primeiro Volante,0.2251175699431871,0.250217565272966,0.1302109231376934,-0.0396409345830346,0.2512642436579828,0.2685376820790979,-0.4894006046839608,0.357,57.0,69
USA,2022,422851.0,Ismaël Koné,Montreal,1897.0,MC,Meio Campo,Segundo Volante,-0.5829646826986972,-0.2254126280510747,-0.5070394782033706,-0.379535728812219,0.2167818578779554,0.0995888855846102,-0.2225843572178521,0.291,51.0,80
USA,2022,424003.0,Marcus Godinho,Vancouver,1113.0,DMR,Meio Campo,Primeiro Volante,-0.0864013892472083,-1.1385921225579243,-0.1908118745384203,-0.423536351343405,-0.2974953880649357,-0.501232782174824,-0.3783964156760548,0.218,34.0,106
USA,2022,425097.0,Joseph Rosales,Minnesota United,1205.0,DMC,Meio Campo,Primeiro Volante,0.3503054529229807,0.070415707830568,0.1842146512923911,-0.3960562584687545,0.1633686481547646,-0.4525995754098765,-0.6099797363289654,0.267,46.0,87
USA,2022,427879.0,Pedro Vite,Vancouver,1313.0,AMC,Meio Campo,Meia,-0.2299981411144289,-1.1623768993402226,0.7738568639435935,0.8030356303336352,0.7526885497087645,0.0830544002237072,0.4284754572162956,0.556,81.0,31
USA,2022,433488.0,Kervin Arriaga,Minnesota United,2088.0,DMC,Meio Campo,Primeiro Volante,0.730758694417081,0.1125751114365332,-0.1389377879601251,-0.4633591506008448,-0.2897431282990365,-0.3056088415370752,-0.6987245438419496,0.21,32.0,110
USA,2022,433502.0,Tsiki Ntsabeleng,FC Dallas,949.0,MC,Meio Campo,Segundo Volante,0.6122452914269167,0.1861312910574411,-0.337894346030363,0.3745521665392008,0.4149573894529669,-0.0567193495213647,-0.0115742068378775,0.377,61.0,63
USA,2022,433505.0,Deandre Kerr,Toronto,1421.0,MC,Meio Campo,Segundo Volante,-0.4103508886032492,-0.9652811514363396,-1.3429776816035186,0.0743154740748023,-0.4662819269076084,-0.2391047388143011,0.6097887277766182,0.249,41.0,96
USA,2022,433520.0,Daniel Edelman,New York,1227.0,DMC,Meio Campo,Primeiro Volante,-0.6229376392704963,-0.9743959447152288,-0.8195718304973165,-0.6311762028419033,-0.7596784651696948,-0.5072729037130472,-0.7365667858180641,0.096,9.0,146
USA,2022,433521.0,Sofiane Djeffal,DC United,1841.0,MC,Meio Campo,Segundo Volante,-0.3783906756908565,-0.2380298406529319,-0.7461025040179321,-0.815292063119847,-0.614737772914296,-0.4910535324453314,-0.96168500984339,0.083,8.0,148
USA,2022,433525.0,Jordy Alcívar,Charlotte FC,1112.0,MC,Meio Campo,Segundo Volante,-0.4514836387808144,0.4380306105906877,0.148227876193665,-0.0891750117407779,-0.2670063483840711,0.2677641974451564,0.3995119073056443,0.382,63.0,60
USA,2022,433529.0,Ben Bender,Charlotte FC,1775.0,MC,Meio Campo,Segundo Volante,-0.6990161988872621,-0.5199133778599466,-0.4613425100482854,-0.0586909551060883,0.0135249555117373,0.0349547085546423,0.1577439244959205,0.326,54.0,74
USA,2022,433587.0,César Araújo,Orlando City,2766.0,DMC,Meio Campo,Primeiro Volante,0.1396335822849659,0.4744210995611673,-0.5185654281374417,-0.6777512730504532,-0.8330480709104513,-0.2722325012794472,-0.8705789474522129,0.117,12.0,141
USA,2022,433621.0,Jasper Löffelsend,Salt Lake,1820.0,MC,Meio Campo,Segundo Volante,-0.0480935668381318,-0.1671557131253935,-0.4330650538616912,-0.4777773483000386,-0.4920589104469983,-0.4111818547310105,-0.5102265686029249,0.179,26.0,119
USA,2022,437098.0,Jackson Hopkins,DC United,1000.0,MC,Meio Campo,Segundo Volante,-1.0088777397569455,-0.5761548762094895,0.2187080790984193,-0.0016336400080904,-0.4830713357971182,-0.2319008854122228,0.2838075822687272,0.333,56.0,72
BEL1,2023,26875.0,Sven Kums,Gent,2345.0,MC,Meio Campo,Segundo Volante,-0.0567999425942155,0.0,0.6391758945211958,-0.1416561340878239,0.1959647550201835,0.1412663431851303,0.148359237488398,0.672,81.0,21
BEL1,2023,73744.0,Thomas Delaney,Anderlecht,1525.0,MC,Meio Campo,Segundo Volante,0.4102657554460261,0.0,0.0107495522320801,-0.0087613542250296,-0.4227780432202676,0.5023127189760407,-0.0371586781137,0.449,57.0,46
BEL1,2023,77176.0,Mats Rits,Club Bruges,3122.0,MC,Meio Campo,Segundo Volante,-0.0033955352491993,0.0,-0.0385865527311063,-0.1416561340878239,-0.096671864699796,-0.2814481715245692,-0.2047640477539332,0.258,29.0,76
BEL1,2023,80469.0,Xavier Mercier,RWD Molenbeek,1479.0,AMC,Meio Campo,Meia,-0.1855900984632955,0.0,0.3984872373295473,0.1324000380430229,0.5443424304478435,0.6260152860112789,0.1306697823456526,0.872,96.0,5
BEL1,2023,92586.0,Rob Schoofs,KV Mechelen,3365.0,MC,Meio Campo,Segundo Volante,-0.132474356004798,0.0,0.4159276957990694,0.1594798826889387,0.6512491065474806,0.5173761566081547,-0.0271173303264994,0.845,94.0,7
BEL1,2023,93657.0,Hannes Van der Bruggen,Cercle Bruges,2717.0,DMC,Meio Campo,Primeiro Volante,0.137183549932525,0.0,0.5008039591268602,-0.1416561340878239,0.2982330262698881,-0.3706902008500113,-0.2372791460224428,0.451,58.0,45
BEL1,2023,93937.0,Massimo Bruno,Kortrijk,1321.0,MC,Meio Campo,Segundo Volante,-0.1222987003427696,0.0,0.0056206380171469,-0.1416561340878239,0.1064560060133456,-0.1932410182895569,-0.044600650251116,0.376,48.0,56
BEL1,2023,99331.0,Serhii Sydorchuk,Westerlo,2608.0,DMC,Meio Campo,Primeiro Volante,-0.1563204494955332,0.0,0.1177548993539074,-0.0639473383475013,0.5218000147435996,0.0290434982657395,-0.2221390026726365,0.529,68.0,35
BEL1,2023,115401.0,Casper Nielsen,Club Bruges,1549.0,DMC,Meio Campo,Primeiro Volante,0.038697636309403,0.0,0.0055104686935863,-0.0108204082706765,-0.3187899591328235,0.926491616663863,0.2148566556187252,0.632,78.0,24
BEL1,2023,116569.0,Siebe Schrijvers,OH Leuven,3194.0,MC,Meio Campo,Segundo Volante,-0.086947040531638,0.0,0.1558694687889724,-0.1416561340878239,0.1411535508229582,-0.2872355446137846,-0.1432166826748624,0.374,47.0,57
BEL1,2023,116690.0,Patrik Hrosovsky,Genk,3006.0,DMC,Meio Campo,Primeiro Volante,-0.1039740763637144,0.0,-0.0658530226589597,-0.1416561340878239,0.4448054572871952,-0.1820824018216831,-0.1509749442939392,0.416,52.0,51
BEL1,2023,118234.0,Andrew Hjulsager,Gent,941.0,AMC,Meio Campo,Meia,-0.0023726156114302,0.0,0.5573258399432353,0.0737153210564494,-0.2493516029001071,1.040323380834489,0.6187227238133257,0.922,98.0,3
BEL1,2023,132276.0,Abner,RWD Molenbeek,2037.0,DML,Meio Campo,Primeiro Volante,-0.0419940423117908,0.0,-0.2315590032203894,-0.1416561340878239,-0.5605448850882602,-0.2379884875356899,-0.0990596071936477,0.138,8.0,98
BEL1,2023,136396.0,Julien De Sart,Gent,3218.0,MC,Meio Campo,Segundo Volante,0.111445822623033,0.0,0.4494199229924753,-0.0156993041992215,0.3226155487477312,-0.2612349202572967,-0.2410605351932803,0.499,64.0,39
BEL1,2023,137322.0,Marco Ilaimaharitra,Sporting Charleroi,2386.0,MC,Meio Campo,Segundo Volante,-0.0993044946784502,0.0,0.1757905182013766,-0.0567170983414864,0.283339265829871,-0.3782395329389326,-0.1695421166754406,0.404,50.0,53
BEL1,2023,140489.0,Pieter Gerkens,Gent,1404.0,MC,Meio Campo,Segundo Volante,0.17242738724184,0.0,0.2081442127560464,0.1470397908277904,-0.3352316655860293,0.7566807671534148,0.0928045431963646,0.645,79.0,23
BEL1,2023,144281.0,Kerim Mrabti,KV Mechelen,3411.0,AMC,Meio Campo,Meia,-0.0278063817732476,0.0,-0.1748174553471297,0.2148338206892408,-0.2507505336023878,0.7905222691298386,0.0477416562752533,0.587,72.0,30
BEL1,2023,243567.0,Hans Vanaken,Club Bruges,3512.0,AMC,Meio Campo,Meia,0.3787261731784641,0.0,0.4228442839881391,0.0314627776070177,0.417327532402535,0.6976604682753555,-0.0295619513660359,0.803,92.0,9
BEL1,2023,255363.0,Leonardo Lopes,Cercle Bruges,2716.0,MC,Meio Campo,Segundo Volante,0.2708660198099066,0.0,0.0827989018411422,0.0075813764355643,0.1868157242626404,0.496760944447333,-0.1109048786735189,0.596,74.0,28
BEL1,2023,257539.0,Sheyi Ojo,Kortrijk,1696.0,DML,Meio Campo,Primeiro Volante,-0.04791505936414,0.0,-0.0887982781264322,-0.1416561340878239,-0.2384054703203472,-0.1106586083067223,0.1698522674323274,0.342,37.0,67
BEL1,2023,275825.0,Kristiyan Malinov,Kortrijk,988.0,MC,Meio Campo,Segundo Volante,0.0799741146208112,0.0,-0.1557917770509589,-0.1416561340878239,0.1987864354554962,-0.5655153504953955,-0.2066901238926662,0.233,23.0,82
BEL1,2023,277239.0,Jeff Reine-Adélaïde,RWD Molenbeek,1608.0,AMC,Meio Campo,Meia,-0.1783222164507323,0.0,0.2791731879024307,-0.1416561340878239,0.3409701741218799,-0.1031400193075775,-0.0976354244701142,0.505,65.0,38
BEL1,2023,298436.0,Milos Pantovic,Eupen,1384.0,AMC,Meio Campo,Meia,0.0138911541788606,0.0,-0.1293438603429326,0.1512116972572068,-0.3742793563257703,-0.0997396389744598,-0.0099347803556958,0.33,34.0,70
BEL1,2023,317297.0,Jérôme Déom,Eupen,907.0,MC,Meio Campo,Segundo Volante,-0.084278568415635,0.0,-0.1323546978215267,0.0817887824400275,-0.3651462940325234,-0.0328581837319231,-0.0560840393695799,0.319,32.0,72
BEL1,2023,317306.0,Alessio Castro-Montes,Gent,2720.0,DMR,Meio Campo,Primeiro Volante,-0.0765960509757885,0.0,0.0067190006416061,0.081870931306398,0.1031664503894699,-0.1754582961212415,0.0938267032425489,0.465,60.0,43
BEL1,2023,317911.0,Kevin Möhwald,Eupen,1520.0,MC,Meio Campo,Segundo Volante,-0.0647657567178246,0.0,-0.2266570873470506,-0.008324200343902,-0.2310195302208231,-0.4948580907313569,-0.1138869777215215,0.185,12.0,93
BEL1,2023,319466.0,Abdoulaye Sissako,Kortrijk,2279.0,MC,Meio Campo,Segundo Volante,0.1899481041505453,0.0,-0.2348513921759378,-0.1416561340878239,0.0456023951299976,-0.4229294487777185,-0.2385001263959225,0.204,16.0,89
BEL1,2023,321073.0,Mathias Rasmussen,Union St.Gilloise,2198.0,MC,Meio Campo,Segundo Volante,0.0083590762773156,0.0,0.1115617814871563,0.0427519999347068,0.1888666338919281,0.6363359747450784,0.0859378811416654,0.691,85.0,17
BEL1,2023,322084.0,Dogucan Haspolat,Westerlo,1034.0,DMC,Meio Campo,Primeiro Volante,-0.0552186786122598,0.0,0.2538713233663419,-0.1416561340878239,-0.4797725584700298,-0.138303447696353,0.0793602717958757,0.338,36.0,68
BEL1,2023,322494.0,Hamza Mendyl,OH Leuven,1861.0,DML,Meio Campo,Primeiro Volante,-0.0607654000186771,0.0,-0.1922953515652767,0.1850465085087821,-0.2596894087219963,-0.502289319010005,-0.0162551552293967,0.253,27.0,78
BEL1,2023,323097.0,Aiden O'Neill,Standard Liege,1711.0,MC,Meio Campo,Segundo Volante,0.0592793007718359,0.0,-0.2437300340825035,-0.0232081274888986,0.2321536740312394,-0.7009524035187078,-0.2166307919504132,0.213,18.0,87
BEL1,2023,327684.0,Bryan Heynen,Genk,2333.0,DMC,Meio Campo,Primeiro Volante,0.1041248500933058,0.0,0.0510507963700065,0.0320811477730944,0.1363164011662122,0.6977018268912581,0.0035960274517397,0.657,80.0,22
BEL1,2023,331111.0,Youssef Maziz,OH Leuven,2224.0,AMC,Meio Campo,Meia,-0.106553339215654,0.0,0.3132851736696311,0.131722291214462,0.1549142876056244,0.5267551142941309,0.1826348675018262,0.749,90.0,12
BEL1,2023,335698.0,Hugo Vetlesen,Club Bruges,2475.0,DMC,Meio Campo,Primeiro Volante,-0.0798054816008817,0.0,-0.0977598787969842,0.0221131905915791,-0.1915151343432197,0.322383711598051,-0.074734125776129,0.434,55.0,48
BEL1,2023,355963.0,Jurgen Ekkelenkamp,Royal Antwerp,2695.0,AMC,Meio Campo,Meia,-0.0326389615818927,0.0,-0.2334357620362852,0.2343448664516218,0.0008635097742657,0.9923610592007238,0.0338535688921796,0.682,84.0,18
BEL1,2023,362146.0,Steven Alzate,Standard Liege,1909.0,MC,Meio Campo,Segundo Volante,-0.043952690441186,0.0,0.0952704605680011,-0.0354934629035592,0.0941026482515454,-0.3049104802339263,-0.1470860091078452,0.368,42.0,62
BEL1,2023,363676.0,Moussa Djenepo,Standard Liege,1732.0,DML,Meio Campo,Primeiro Volante,-0.1359948067660879,0.0,-0.1314032524778937,-0.0246442753749132,-0.3159141338943136,-0.2694909919191701,0.2838280788481624,0.331,35.0,69
