Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Participação,Pressão na linha alta,Impacto do passe,Criação de oportunidades,Drible,Efetividade,Ameaça ofensiva,rating,percentil,rank
SPA1,2023,112161.0,Saúl Ñíguez,Atletico,1248.0,MC,Meio Campo,Segundo Volante,0.355494798086962,-0.6309361207402235,-0.4824646311646272,-0.047738783052341,0.275568893308333,-0.0277071972321332,0.8740801242110973,0.533,59.0,49
SPA1,2023,113708.0,Óliver Torres,Sevilla,2300.0,AMC,Meio Campo,Meia,-0.1685514263896474,0.0435581057891735,0.5047926017459525,0.0817465598182404,-0.4971782847680804,0.4133297909896836,0.3780924947988175,0.558,63.0,45
SPA1,2023,114018.0,César de la Hoz,Almeria,1835.0,MC,Meio Campo,Segundo Volante,-0.981431547566161,-0.9830097701967352,-1.319595574310262,-1.1248271633093965,-0.6924043671768645,-0.6346908143316269,-1.0284127800493332,0.079,3.0,115
SPA1,2023,115996.0,Omar Mascarell,Elche,2685.0,MC,Meio Campo,Segundo Volante,-0.2689990239579575,0.121488289924629,-0.610254198472113,-1.151287470814914,-0.1413085779758421,-0.5919616466764926,-1.0179617834599155,0.187,10.0,107
SPA1,2023,119189.0,Rubén García,Osasuna,1270.0,MR,Meio Campo,Segundo Volante,0.0023876855808161,-1.022972386883119,0.696101737632913,1.0753706191398664,-0.5352915999942928,0.1030345533910446,1.0094184356541145,0.681,82.0,22
SPA1,2023,125547.0,Rodrigo De Paul,Atletico,2046.0,MC,Meio Campo,Segundo Volante,1.074471020154606,0.3803631771734271,1.372372498323028,1.5424488178938651,0.0442199586198617,0.2028185549695441,-0.209103032320574,0.732,84.0,20
SPA1,2023,127392.0,Dani García,Athletic Club,1598.0,DMC,Meio Campo,Primeiro Volante,-0.4796299634863857,-0.1094869962078782,-0.6904317830612514,-0.8132966621663693,-0.8201856406469791,-0.358459736297699,-0.9276142036406558,0.179,9.0,108
SPA1,2023,127764.0,Gonzalo Escalante,Cadiz,1233.0,MC,Meio Campo,Segundo Volante,0.1578050162123677,-0.2232269989533995,-0.7540804642134019,0.1826780758110449,0.5909566662186868,0.6372621950336876,0.8538882530678321,0.611,72.0,34
SPA1,2023,132962.0,Thomas Lemar,Atletico,1343.0,MC,Meio Campo,Segundo Volante,0.7034331862501019,0.0156745190412277,1.206483524535374,0.4638004233326093,0.1996572784361752,-0.063868364460267,0.2571749235533582,0.657,81.0,24
SPA1,2023,134893.0,Nabil Fekir,Real Betis,1055.0,AMC,Meio Campo,Meia,-0.0979624239120296,-0.2598945629404065,0.9286034751579776,0.6196420338757647,2.815696198641504,-0.140247217033002,1.3539859447392169,0.954,98.0,3
SPA1,2023,136392.0,Théo Bongonda,Cadiz,2071.0,MR,Meio Campo,Segundo Volante,-0.7504157666032527,-1.1481801541204164,-0.6345876512564479,0.7057399910319269,0.4105258065399733,-0.2507306928290135,1.2466202842935354,0.608,71.0,35
SPA1,2023,136987.0,Renato Tapia,Celta Vigo,1593.0,MC,Meio Campo,Segundo Volante,-0.0704500136496803,0.2048621701171768,-0.526095729145008,-0.9790041841363654,0.1334725450814183,-0.801204406025761,-0.8866392949314863,0.225,15.0,101
SPA1,2023,141641.0,Fede San Emeterio,Cadiz,1998.0,MC,Meio Campo,Segundo Volante,-1.0105666889691292,-0.7131173785675728,-1.2282306483090044,-1.099708460120106,-1.0563426583989803,-1.019190745960313,-1.177302059820858,0.013,2.0,117
SPA1,2023,143158.0,Munir El Haddadi,Getafe,1285.0,MC,Meio Campo,Segundo Volante,0.0957009263731781,-0.665219602932501,0.2340059270241935,0.860266572054226,-0.1294663184941276,0.0383095665190931,1.692041834414982,0.711,83.0,21
SPA1,2023,144890.0,Dani Ceballos,Real Madrid,1690.0,MC,Meio Campo,Segundo Volante,1.396298582560846,3.0172925767980434,1.6117953408434469,-0.2588195228863381,1.1071542979968492,-0.0358274135861755,-0.5300299289388355,0.643,77.0,28
SPA1,2023,231125.0,Viktor Tsyhankov,Girona,1602.0,MR,Meio Campo,Segundo Volante,-0.7294589967810031,-0.8904305975325513,0.1567728075890852,0.745634131646053,0.5081755089057594,0.5752993847822874,1.3325032203045333,0.763,86.0,17
SPA1,2023,236575.0,Unai López,Rayo Vallecano,1442.0,AMC,Meio Campo,Meia,0.3460088207468627,1.043020648371238,0.7795608989828028,-0.0464680400569942,-0.2827607194789793,-0.4737162593965575,-0.1194749616907693,0.471,50.0,60
SPA1,2023,238613.0,Íñigo Eguaras,Almeria,1096.0,MC,Meio Campo,Segundo Volante,-0.1014915069861059,-0.3693958036257899,-0.2095048285343869,-0.2604938213618092,-0.6219694770316084,-0.5890752270770216,-0.6889993615729096,0.283,21.0,94
SPA1,2023,238916.0,Mikel Merino,Real Sociedad,2707.0,MC,Meio Campo,Segundo Volante,1.554084739427828,1.0811946462389015,0.3728617530736461,0.794972976483626,0.0033435476623846,0.6351099614709876,0.106470577811527,0.645,78.0,27
SPA1,2023,238941.0,Joan Jordán,Sevilla,1726.0,MC,Meio Campo,Segundo Volante,-0.0311515374650465,0.6316264954571842,0.0394523970594396,-1.1047280694448556,-0.3295624887180904,-0.3819688401936487,-1.0007926050097755,0.249,18.0,98
SPA1,2023,249960.0,Lucas Torró,Osasuna,2658.0,MC,Meio Campo,Segundo Volante,0.2372983793581737,0.226110439593139,-0.941505482058178,-0.8464455408531762,-0.4126218509585501,-0.4354347063674361,-0.7314742321409139,0.199,11.0,106
SPA1,2023,254582.0,Marcos Llorente,Atletico,1829.0,MR,Meio Campo,Segundo Volante,0.1102727201090988,-0.0231753686650221,0.3446093924606141,1.680048128696832,-0.0817251104789628,0.8278705061140725,0.8070896336725116,0.785,89.0,14
SPA1,2023,261516.0,Mikel Vesga,Athletic Club,2773.0,DMC,Meio Campo,Primeiro Volante,0.5991241388611345,0.5185155623262808,-0.0357813498746727,-0.5311861541806717,-0.4067515327312887,0.1690537301595658,-0.6193481651006335,0.363,34.0,79
SPA1,2023,261698.0,Gonzalo Melero,Almeria,1947.0,MC,Meio Campo,Segundo Volante,-0.5917359300142095,-0.8623161904305511,-0.7755845589336058,-0.2108104248930589,-0.3476558983261401,-0.2107082984584291,0.0137062648065348,0.354,31.0,82
SPA1,2023,277269.0,Franck Kessie,Barcelona,1116.0,MC,Meio Campo,Segundo Volante,-0.696774706233025,0.3066876539546341,-1.0374245679420575,-0.2750152051332116,0.1352471981076625,-0.0101201653870465,-0.279715205387221,0.36,32.0,81
SPA1,2023,279320.0,Luis Milla,Getafe,2010.0,MC,Meio Campo,Segundo Volante,-0.15801492926672,-0.1735304814286726,0.2310274010618987,-0.516427707930155,-0.1279774014443269,-0.4768729811757582,-0.9130475764753462,0.331,27.0,87
SPA1,2023,279423.0,Frenkie de Jong,Barcelona,2716.0,MC,Meio Campo,Segundo Volante,1.4652042091207778,2.114513549909842,1.2487534905579354,0.2600940295189979,1.2323138535249565,0.8975307669465199,-0.3335283325132157,0.762,86.0,18
SPA1,2023,279711.0,Rubén Alcaraz,Cadiz,2240.0,MC,Meio Campo,Segundo Volante,0.2289341014326734,-0.2197838151658636,-0.1756473638047531,-0.3831690346613298,-0.3434270109771238,-0.5173545886625175,-0.4260374619071468,0.328,26.0,88
SPA1,2023,280027.0,Iván Alejo,Cadiz,1486.0,MR,Meio Campo,Segundo Volante,-0.3252050240924126,-0.8254064617400718,0.3448020502170035,0.1142450877543963,-0.6321123699134805,-0.5110310464924693,0.502322388443256,0.468,48.0,62
SPA1,2023,280663.0,Aleix García,Girona,2552.0,MC,Meio Campo,Segundo Volante,0.4131891864058196,0.2039355910867852,1.6456684842816585,0.6425669204067881,0.2047545236987084,0.3747498880776306,0.1861577287549946,0.741,85.0,19
SPA1,2023,294123.0,Gerard Gumbau,Elche,2956.0,MC,Meio Campo,Segundo Volante,0.015799406298318,-0.5608448702705396,0.7701846375496233,0.5327051351388404,-0.2821532734607037,-0.0311733083238841,-0.065021416470867,0.561,64.0,44
SPA1,2023,296367.0,Nemanja Maksimovic,Getafe,2227.0,MC,Meio Campo,Segundo Volante,-1.112600912112804,-1.1672014210848416,-1.1831779530693918,-0.559046093867166,-1.0059304208171116,-0.3245643389854435,-0.5551558678397542,0.177,8.0,109
SPA1,2023,303016.0,Mauro Arambarri,Getafe,1075.0,MC,Meio Campo,Segundo Volante,-0.4307845704526911,-0.6339586198795514,-0.3457246299572103,-0.5295031776285305,-0.4134594676766254,-0.1644004995549721,-0.2456034051866309,0.34,28.0,86
SPA1,2023,303268.0,Carles Aleñá,Getafe,2300.0,MC,Meio Campo,Segundo Volante,-0.4290450333503949,-1.0068478605934503,-0.0561741989243156,0.1682093782871196,-0.1723785855730236,-0.3513332223540314,0.019050981481078,0.45,45.0,66
SPA1,2023,303876.0,Guido Rodríguez,Real Betis,3135.0,DMC,Meio Campo,Primeiro Volante,0.4584087934587079,0.7122611035354952,-0.7371212189443774,-1.0515281401717254,-0.1863002881816428,-0.1063135583429038,-0.6861948500272452,0.25,19.0,97
SPA1,2023,303908.0,Giovani Lo Celso,Villarreal,1232.0,ML,Meio Campo,Segundo Volante,0.3388982582946844,0.6251946254649421,1.3323113085063514,2.0357269565957123,0.5742522718991494,1.0224047168636696,1.0438526765734149,0.99,99.0,2
SPA1,2023,303910.0,Franco Cervi,Celta Vigo,2077.0,MC,Meio Campo,Segundo Volante,-0.2011578034127112,0.285056527506309,0.5407798195836413,-0.0324957295265243,0.1390976733931919,-0.1549620084700803,0.2464129896136871,0.546,61.0,47
SPA1,2023,315298.0,Amath Ndiaye,Mallorca,1354.0,MR,Meio Campo,Segundo Volante,-0.7557061676338939,-1.3077592436557517,-1.1166953580006596,0.0702140420635195,0.0573434449630847,0.7191793826104682,1.9242672075728744,0.623,75.0,30
SPA1,2023,318505.0,Yangel Herrera,Girona,1056.0,MC,Meio Campo,Segundo Volante,0.1080259757196948,-0.3404267526558416,-0.2302862955595105,0.6425913120829281,-0.2638884246214214,0.5552627366403841,0.9561661441637184,0.623,76.0,29
SPA1,2023,322246.0,André Almeida,Valencia,2767.0,MC,Meio Campo,Segundo Volante,0.0997087552151423,0.3800544757450962,0.9549927821563226,-0.0550485382187473,0.3634729892406485,0.2646706482566544,-0.1855647749649339,0.597,69.0,38
SPA1,2023,322406.0,Luca de la Torre,Celta Vigo,1584.0,ML,Meio Campo,Segundo Volante,-0.6518807988893727,-0.2035530802389133,-0.2078105250424786,-0.5540024869111231,-0.0578015817763428,-0.0328778938315917,-0.334591890994062,0.383,36.0,76
SPA1,2023,323250.0,Rubén Sobrino,Cadiz,2707.0,ML,Meio Campo,Segundo Volante,-0.458927372169322,-1.0233153197556348,-1.0466889427017214,-0.1294318902651486,-0.6623997742901993,0.3099625703159432,0.4959895573729761,0.396,38.0,74
SPA1,2023,323511.0,Lucas Robertone,Almeria,3040.0,MC,Meio Campo,Segundo Volante,0.3214458636196206,-0.217473093538321,0.6924661370720462,0.2775162316161273,-0.2737141573690187,0.2303652812172665,0.1325575125829541,0.573,65.0,42
SPA1,2023,335696.0,Edu Expósito,Espanyol,1288.0,MC,Meio Campo,Segundo Volante,0.3720157189896372,-0.1984603996013321,0.410948603758715,0.7023504331271994,-0.0495176198155042,0.0884744677058006,0.2040075713764134,0.598,69.0,37
SPA1,2023,344542.0,Brais Méndez,Real Sociedad,2597.0,MC,Meio Campo,Segundo Volante,0.035050532571359,0.3166925024086316,0.3545821760933585,1.0199136741873271,0.0340060578038583,0.5465665658857156,1.4493279092451707,0.77,88.0,15
SPA1,2023,349660.0,Manu Morlanes,Villarreal,913.0,MC,Meio Campo,Segundo Volante,-0.8775637165224186,-1.0538291026262567,-0.9969931251218744,-0.8943680079415767,0.0799366049864209,-0.7873683577804427,-0.6569986526385818,0.209,13.0,104
SPA1,2023,353423.0,Aurélien Tchouaméni,Real Madrid,2282.0,MC,Meio Campo,Segundo Volante,1.6249034971047245,1.7733731575118632,0.1176014788890327,-0.1927446121471712,0.2821903887328316,0.3016223024058733,-0.7980848605840785,0.459,46.0,65
SPA1,2023,353783.0,Óscar Rodríguez,Celta Vigo,1966.0,MC,Meio Campo,Segundo Volante,-0.0535767413686036,0.2887025036251836,0.6663053963475676,0.3619506640163584,-0.4046400591372551,0.0558420225367149,0.316557434876801,0.567,64.0,43
SPA1,2023,362355.0,Toni Villa,Real Valladolid,1113.0,ML,Meio Campo,Segundo Volante,-0.2950938175892742,-0.4785556957146503,-0.0990331459769509,0.5081893253302177,0.330139948361131,0.1740399112275293,0.6423182115719299,0.614,74.0,32
SPA1,2023,362421.0,Fran Beltrán,Celta Vigo,3071.0,MC,Meio Campo,Segundo Volante,0.0423469772509457,0.3918786338556499,-0.2098157059814841,-0.8825690345087394,-0.2482983756886554,-0.2785983487060893,-0.9235091815323154,0.269,20.0,95
SPA1,2023,362735.0,Santi Comesaña,Rayo Vallecano,2610.0,DMC,Meio Campo,Primeiro Volante,-0.0099200200965061,0.1763486520649675,-0.1168176612724926,-0.25055248160993,1.2148754472151808,-0.0370341982748295,-0.1153883161324233,0.542,60.0,48
SPA1,2023,365619.0,Valery Fernández,Girona,1101.0,ML,Meio Campo,Segundo Volante,-0.7823540096259401,-0.7205151611224389,-0.3039981309952718,-0.1934438789530533,0.2356201225764844,0.4115883531386431,-0.0751815352079808,0.49,54.0,55
SPA1,2023,367780.0,Lee Kang-In,Mallorca,3009.0,ML,Meio Campo,Segundo Volante,-0.005234822622281,-0.8955287065261937,0.5967866026195836,0.602827919705843,1.176966368420472,0.2406808209429853,1.2341122482993307,0.808,92.0,11
SPA1,2023,369109.0,Eduardo Camavinga,Real Madrid,2198.0,MC,Meio Campo,Segundo Volante,1.0608707939186774,1.5906150425684404,0.1826125297278805,-0.3536008602082696,0.3694251750837871,0.1351066086693582,-0.529497716322237,0.467,47.0,63
SPA1,2023,372424.0,Martín Zubimendi,Real Sociedad,3395.0,DMC,Meio Campo,Primeiro Volante,0.1298003157196194,0.5036332996323563,-0.5084716339731472,-0.685548157029459,-0.4533205592371886,0.2153847678529475,-0.8733422354779813,0.289,22.0,93
SPA1,2023,372473.0,Iván Martín,Girona,1707.0,MC,Meio Campo,Segundo Volante,-0.2866162822430085,-0.7223529407030289,-0.5894570523886511,0.0998822670940143,0.2991460634335443,0.216572985592669,0.4578367718241996,0.524,57.0,52
SPA1,2023,373964.0,Vinicius Souza,Espanyol,2623.0,MC,Meio Campo,Segundo Volante,-0.0334770424746595,-0.2751991691245854,-1.0486329866425077,-1.0004541336698327,-0.5229926119491592,-0.6623861989775854,-0.9114913071685689,0.134,6.0,112
SPA1,2023,374869.0,Carles Pérez,Celta Vigo,2315.0,MR,Meio Campo,Segundo Volante,-0.7663238220630868,-0.4661148216040592,-0.5546358614294281,0.7649411539488317,0.9458497332115106,0.2328155425096865,0.945948701173692,0.68,81.0,23
SPA1,2023,381510.0,Oihan Sancet,Athletic Club,2660.0,AMC,Meio Campo,Meia,-0.1201495647717534,-0.6528582619067002,-0.1883531908834575,0.9218916243172764,0.5662521777954458,0.7882872515230853,1.5760296580222564,0.792,91.0,12
SPA1,2023,381644.0,Iddrisu Baba,Mallorca,1895.0,MC,Meio Campo,Segundo Volante,-0.6434691818099958,-0.9806836737284308,-1.2947032318868508,-1.223455684597284,-0.2803886577291876,-0.9966253276711126,-1.0930548179729958,0.071,3.0,116
SPA1,2023,381673.0,Jon Moncayola,Osasuna,2659.0,MC,Meio Campo,Segundo Volante,0.0297246615819731,0.0720860822972219,0.2332820698478815,-0.4340045236136652,-0.7380427436467698,-0.0999080455105185,-0.527867668173279,0.351,31.0,83
SPA1,2023,382631.0,Rodrigo Riquelme,Girona,2359.0,ML,Meio Campo,Segundo Volante,-0.4913489124123113,-0.7626472280216767,0.1676594807881885,1.4364628441177494,1.2775565132304632,0.8975643198716289,1.658963435247997,0.942,97.0,5
SPA1,2023,391562.0,Samú Costa,Almeria,2199.0,MC,Meio Campo,Segundo Volante,0.5377288738763243,0.3047460923774673,-0.6384395770033924,-0.707274148244359,-0.6125971715599079,-0.5474969112727843,-0.7259695256970922,0.211,14.0,103
SPA1,2023,392686.0,Hugo Guillamón,Valencia,1817.0,MC,Meio Campo,Segundo Volante,0.0083684847034046,0.5794111508666009,0.1524691916750168,-0.5486217595074377,-0.8011138451793198,-0.2285003931408367,-0.7773849109454565,0.298,25.0,90
SPA1,2023,395242.0,Álex Baena,Villarreal,2135.0,MC,Meio Campo,Segundo Volante,-0.3688645146715825,-0.2036705731829043,0.0418625280254444,1.242480229237044,1.3711373186200009,0.8246439318759873,0.9473561682097756,0.857,93.0,9
SPA1,2023,395267.0,Monchu,Real Valladolid,2220.0,MC,Meio Campo,Segundo Volante,-0.3518263097370255,-0.3314757932704287,-0.1123213872217138,-0.0955728585109023,-0.3065745661308677,-0.0945283762305637,-0.0866664016647031,0.425,41.0,71
SPA1,2023,395321.0,Aimar Oroz,Osasuna,2140.0,MC,Meio Campo,Segundo Volante,-0.2162096872415332,-0.70397270415579,-0.2419872859716779,-0.0053271584283309,0.7341278762693508,-0.237064810960589,0.2501636550027324,0.525,58.0,51
SPA1,2023,395541.0,Nico Melamed,Espanyol,1407.0,MC,Meio Campo,Segundo Volante,0.0125091682117847,-0.9166675935011862,0.0848645264525729,0.6028573630363431,-0.2016963565581756,0.4126968814180934,1.024499621151407,0.645,79.0,26
SPA1,2023,395579.0,Kike Pérez,Real Valladolid,2515.0,MC,Meio Campo,Segundo Volante,0.3247435684734245,0.4792992606418988,-0.0334886105131794,0.0077604795946238,0.0653656484245484,-0.4362915838091334,-0.2491197260341714,0.429,42.0,70
SPA1,2023,399047.0,Pape Gueye,Sevilla,1253.0,DMC,Meio Campo,Primeiro Volante,0.2068084872082719,-0.0036205971546601,-0.4513042292462955,-0.3047478181166592,1.0338894928735465,0.1610303061170702,-0.161548517934736,0.507,55.0,54
SPA1,2023,399953.0,Gabri Veiga,Celta Vigo,2419.0,MC,Meio Campo,Segundo Volante,-0.4731073961904262,-0.6047317105534215,-0.4322485030469453,1.4720616917798803,0.5813854589216289,0.7708667450605563,2.0543799424770475,0.858,94.0,8
SPA1,2023,399989.0,Oier Zarraga,Athletic Club,960.0,DMC,Meio Campo,Primeiro Volante,-0.5111138914672607,-0.2325162574015217,0.0623098419201904,-0.3893833142442459,-0.2259489802787661,0.3166690257984006,-0.3784134549348985,0.431,42.0,69
SPA1,2023,400357.0,Yunus Musah,Valencia,2303.0,MC,Meio Campo,Segundo Volante,-0.6325132015516077,-0.2144190761073921,-0.6664172631052803,-0.4367354428562162,0.9599247948104196,0.079370696663232,-0.1392840254336264,0.466,47.0,64
SPA1,2023,402086.0,Raúl Guti,Elche,1233.0,MC,Meio Campo,Segundo Volante,-1.0459997005240758,-0.8204522697718113,-0.9657796712586182,-0.717519584776951,-1.107178851984622,-0.5060161444855661,-0.3526549408025815,0.176,8.0,110
SPA1,2023,402087.0,Tete Morente,Elche,2259.0,MR,Meio Campo,Segundo Volante,-0.6613536785356242,-0.6066522491152736,-0.2611369376110075,0.2438041092826584,0.409139679850555,-0.0373270611314076,1.1973542173425724,0.614,73.0,33
SPA1,2023,402197.0,Pedri,Barcelona,2122.0,MC,Meio Campo,Segundo Volante,0.9562168017848858,1.4178566491417175,0.9873810041330072,1.717323566986762,0.6988826876543731,1.815437007421459,0.9088431494383156,1.0,100.0,1
SPA1,2023,408347.0,John Donald,Elche,1183.0,MC,Meio Campo,Segundo Volante,-0.6789325762872938,-0.4119452682095147,-1.5544642100324195,-1.330540701572435,-0.8554843031991888,-0.7623290530112731,-1.229474644999946,0.0,1.0,118
SPA1,2023,409030.0,Ilaix Moriba,Valencia,1124.0,MC,Meio Campo,Segundo Volante,0.6305135306271369,0.3725282455579847,-0.1600957083563062,0.393916032045722,0.0510389364001077,-0.3326154617375507,-0.5315727043387758,0.434,44.0,67
SPA1,2023,417946.0,Brian Ocampo,Cadiz,1197.0,ML,Meio Campo,Segundo Volante,-0.1922322165490881,-0.70003214348129,0.2914533855529061,0.5175153391813443,0.5118785259041564,-0.1781160352925318,0.0595745890309604,0.585,68.0,39
SPA1,2023,421975.0,Yan Couto,Girona,1288.0,MR,Meio Campo,Segundo Volante,-0.1618325586276018,0.0196109904564911,0.5650455695498796,0.346477656142879,0.8778381502571699,-0.5361366008071217,0.360598804558939,0.619,75.0,31
SPA1,2023,422937.0,Gavi,Barcelona,2686.0,MC,Meio Campo,Segundo Volante,0.0243068018331298,0.9081032275699908,-0.2369125044927102,0.1142979016718805,-0.3547056485623596,0.5355024572708246,-0.1243357302378414,0.478,51.0,59
SPA1,2023,422939.0,Nico González,Valencia,1560.0,MC,Meio Campo,Segundo Volante,-0.0175868895489351,0.0181033572133192,-0.1967568227547806,-0.3035957144410899,0.9369400387911516,0.2528542153091103,-0.1838405769357581,0.526,58.0,50
SPA1,2023,422956.0,José Ángel Carmona,Sevilla,1191.0,DMR,Meio Campo,Primeiro Volante,-0.2818257450817507,-0.0033220380873891,-0.7937650571039965,-0.5149744443914684,-0.1884935957646183,-0.4658303403198556,0.608319674569804,0.369,35.0,78
SPA1,2023,422958.0,Óscar Valentín,Rayo Vallecano,2742.0,DMC,Meio Campo,Primeiro Volante,-0.1525361617534687,0.6416589343962374,-0.8012885698053808,-1.0816387048169516,-0.93019672383073,-0.4040134099602721,-1.112147135609744,0.118,4.0,114
SPA1,2023,422963.0,Pathé Ciss,Rayo Vallecano,1485.0,DMC,Meio Campo,Primeiro Volante,0.3099056605521155,0.7034683959128489,-0.8890760963295823,-0.7661464568500926,-0.835093426433236,0.1187155207968668,0.0821822181352639,0.29,23.0,92
SPA1,2023,429468.0,Ángel Algobia,Getafe,1272.0,MC,Meio Campo,Segundo Volante,-0.7208896121827839,-0.6535847121778651,-0.5099622502829442,-0.9988767516016896,-0.8032673456748236,-1.1629267144574122,-0.8438907644576081,0.119,5.0,113
SPA1,2023,444244.0,Ramon Terrats,Girona,1109.0,MC,Meio Campo,Segundo Volante,-0.1332423789669063,0.8925279361329415,-0.2070025444195933,0.3859777402541752,0.1304539445821346,0.1628332324521198,-0.0004645748456384,0.523,56.0,53
SPA1,2023,444254.0,Pablo Ibáñez,Osasuna,1165.0,MC,Meio Campo,Segundo Volante,-0.1426192360667996,-0.8872716234231406,-0.8663092183362573,-0.4512157334232546,0.0265521015438261,-0.2065169086864255,-0.0842658071256673,0.35,30.0,84
SPA1,2023,444259.0,Álvaro Aguado,Real Valladolid,2086.0,MC,Meio Campo,Segundo Volante,0.0132511319598959,0.5006586248239627,0.3287001364534844,-0.2452888127217881,-0.4252952487781404,-0.2003829021394479,-0.4597364759052629,0.399,39.0,73
TUR,2023,13475.0,Marek Hamsík,Trabzonspor,1206.0,MC,Meio Campo,Segundo Volante,1.5707925489513397,1.823696457037201,2.5431944996990072,0.5665221610531931,8.542395745592124e-05,0.3390724094867181,0.4890994343714781,0.622,92.0,10
TUR,2023,14105.0,Luiz Adriano,Antalyaspor,1325.0,AMC,Meio Campo,Meia,-0.9684973643517788,-1.3825450821269731,-1.3203747475596794,0.0145313550671999,-1.275559304478695,0.574166103648559,0.1479041715421814,0.224,33.0,79
TUR,2023,15401.0,Gökhan Inler,Adana Demirspor,1342.0,MC,Meio Campo,Segundo Volante,0.5690952595649456,0.3370316752416772,0.5965910299135455,-0.047445240019258,0.7229433585319976,-0.1010076605731458,-0.6477954862605654,0.388,59.0,49
TUR,2023,22205.0,Lucas Biglia,Istanbul Basaksehir,1826.0,DMC,Meio Campo,Primeiro Volante,0.4337234709126844,1.6692290011728432,-0.0044287799214198,-1.014505571831068,-0.6147772441770916,-0.1671602350074049,-1.0634640024315876,0.155,16.0,99
TUR,2023,23100.0,Dries Mertens,Galatasaray,2264.0,AMC,Meio Campo,Meia,-0.0824251935066682,-0.1140827377889703,0.9749196898326492,1.813990230627159,0.2619457775528508,1.2449394937354823,2.119540300778977,0.792,98.0,3
TUR,2023,35007.0,Mahmut Tekdemir,Istanbul Basaksehir,2060.0,DMC,Meio Campo,Primeiro Volante,-0.3761439277806921,0.4444180532387109,-0.2078775909845143,-0.853862781943196,-0.7146454742432574,-0.2844243796320137,-0.918881488447188,0.147,14.0,101
TUR,2023,35174.0,Leroy Fer,Alanyaspor,2613.0,MC,Meio Campo,Segundo Volante,0.5520971978721604,1.2182967986450817,-0.5965797888539262,-1.0554310404737406,-0.2998313409582933,0.0939952246816004,-0.8397815918392119,0.167,21.0,93
TUR,2023,38943.0,Danijel Aleksic,Istanbul Basaksehir,1860.0,MC,Meio Campo,Segundo Volante,-0.9140154928331264,-1.0590939426179136,-0.5142362547483498,0.2500582696594225,-0.6683115669831915,0.994103524680886,1.2717485648509963,0.443,70.0,36
TUR,2023,40989.0,Souza,Besiktas,910.0,DMC,Meio Campo,Primeiro Volante,-0.3221033269579796,-0.0867337400038042,-1.0743852659682849,-0.8537185152668612,-1.2101230854340657,-0.1194229185844201,-0.7825690279012965,0.074,6.0,110
TUR,2023,42003.0,Jimmy Durmaz,Fatih Karagumruk,1051.0,MC,Meio Campo,Segundo Volante,0.1149170623009123,0.4246434324080465,0.6138500836416775,-0.2509230401272763,0.257937427860239,-0.0445251408739054,-0.4164406750788957,0.363,54.0,54
TUR,2023,67428.0,Andrea Bertolacci,Kayserispor,1189.0,MC,Meio Campo,Segundo Volante,-0.3594521340267735,-0.1045327871914789,0.611310928838843,0.0832096034666587,-0.3516622533607165,-0.0800386846323279,-0.3501190091352538,0.346,49.0,60
TUR,2023,67579.0,Efecan Karaca,Alanyaspor,2581.0,AMC,Meio Campo,Meia,-0.1421150630727058,-0.4590759858358231,0.3758994157488804,0.3338989708303808,-0.2968917914317652,0.209720356202806,0.3925652357149281,0.422,66.0,41
TUR,2023,67621.0,Hakan Arslan,Sivasspor,1547.0,MC,Meio Campo,Segundo Volante,-0.3164843234263933,-0.8899473759911949,-1.1771047255518607,-0.9801530995950484,-0.9773637215025528,-0.8030218439729933,-0.6981989856391247,0.033,3.0,114
TUR,2023,70142.0,Isaac Cofie,Sivasspor,986.0,MC,Meio Campo,Segundo Volante,0.0291645380232295,-0.3105882783487019,-1.0704416019391174,-0.9814051087748789,0.0429175035764711,-0.4695029511664118,-0.2317689579233996,0.166,20.0,94
TUR,2023,70614.0,Sérgio Oliveira,Galatasaray,2575.0,DMC,Meio Campo,Primeiro Volante,0.8810913235865798,1.2615463325532006,1.259989384396204,0.4873418886242515,0.2144716859620584,0.4209623059557846,0.4598989220506753,0.547,81.0,23
TUR,2023,78193.0,Fredrik Ulvestad,Sivasspor,2209.0,MC,Meio Campo,Segundo Volante,-0.4435543094225559,-0.9340413196659992,-0.6223196200995976,-0.247096778066562,-0.2589174691800939,-0.0200981959105816,-0.4188132757392512,0.244,37.0,74
TUR,2023,81998.0,Serdar Gürler,Istanbul Basaksehir,2066.0,ML,Meio Campo,Segundo Volante,-0.5303227008616809,-0.1205897149321856,-0.2337282434983488,0.5519304032468049,-0.1868169620365368,0.1227768667269835,0.8031729027592563,0.424,66.0,40
TUR,2023,83303.0,Benjamin Stambouli,Adana Demirspor,2364.0,DMC,Meio Campo,Primeiro Volante,0.1727297302860235,-0.0555129751325157,0.1967685049550436,-0.3523704968155075,0.4772116807044618,-0.8185349418819637,-1.0763760160463356,0.244,36.0,75
TUR,2023,86081.0,Tasos Bakasetas,Trabzonspor,2346.0,MC,Meio Campo,Segundo Volante,0.8387481541723973,0.5860997820092697,1.936107491111689,1.1568195331712023,0.2758249908398702,0.4944137641232398,0.4817206115095478,0.65,97.0,5
TUR,2023,87643.0,Magomed Ozdoev,Fatih Karagumruk,3036.0,MC,Meio Campo,Segundo Volante,-0.4601036684278634,-0.0030360828946344,-0.0378016653895601,0.1046384883844721,-0.5178450894100244,0.3026612910782609,0.0913963949508472,0.348,51.0,58
