Atleta,Código_Posição_Wyscout,Liga,Versão_Temporada,Posição
Neto Volpi,0,COL,2023,Goleiro
Netto,1,BRA3,2023,Lateral
Nico González,8,SPA1,2023,Segundo Volante
Nico Melamed,8,SPA1,2023,Segundo Volante
Nico Melamed,12,SPA2,2023,Atacante
Nico Williams,10,SPA1,2023,Extremo
Nicolas,12,BRA2,2023,Atacante
Nicolas,0,ITA2,2023,Goleiro
Nícolas Careca,12,BRA3,2023,Atacante
Nikão,10,BRA1,2023,Extremo
Nilton Varela,10,POR2,2023,Extremo
Nino,4,BRA1,2023,Zagueiro
Nonato,8,BRA3,2023,Segundo Volante
Nono,8,POL,2023,Segundo Volante
Nono,9,SAUD,2023,Meia
Nooa Laine,8,FIN,2023,Segundo Volante
Nuno Campos,1,POR2,2023,Lateral
Nuno Da Costa,12,FRA1,2023,Atacante
Nuno Lima,4,POR1,2023,Zagueiro
Nuno Moreira,10,POR1,2023,Extremo
Nuno Reis,4,AUS,2023,Zagueiro
Nuno Rodrigues,10,POR2,2023,Extremo
Nuno Santos,1,POR1,2023,Lateral
Nuno Sequeira,1,POR1,2023,Lateral
Nuno Sequeira,1,TUR,2023,Lateral
Nuno Tavares,1,FRA1,2023,Lateral
Nuno Tomás,4,POR2,2023,Zagueiro
Núrio Fortuna,1,BEL1,2023,Lateral
O. Abdumajidov,4,UZB,2023,Zagueiro
O. Acosta,1,COL,2023,Lateral
O. Adefunyibomi,8,GRE,2023,Segundo Volante
O. Afolayan,11,GER2,2023,Extremo
O. Al Oudah,1,SAUD,2023,Lateral
O. Alanís,4,MEX,2023,Zagueiro
O. Alderete,4,SPA1,2023,Zagueiro
O. Alou,9,CAN,2023,Meia
O. Andrievskyi,7,UKR,2023,Primeiro Volante
O. Añez,1,BOL,2023,Lateral
O. Atasayar,1,TUR,2023,Lateral
O. Aydın,10,TUR,2023,Extremo
O. Ayık,11,TUR,2023,Extremo
O. Ba,4,GRE,2023,Zagueiro
O. Baldomar,1,BOL,2023,Lateral
O. Bandura,0,UKR,2023,Goleiro
O. Bassett,8,CAN,2023,Segundo Volante
O. Baumann,0,GER1,2023,Goleiro
O. Beck,1,SCT,2023,Lateral
O. Bellatrèche,10,ALG,2023,Extremo
O. Belyaev,9,UKR,2023,Meia
O. Benbot,0,ALG,2023,Goleiro
O. Berg,9,SWE,2023,Meia
O. Bertel,1,COL,2023,Lateral
O. Bic,8,ROM,2023,Segundo Volante
O. Bjørtuft,4,NOR,2023,Zagueiro
O. Blanco,12,BOL,2023,Atacante
O. Blomberg,11,NOR,2023,Extremo
O. Boscagli,4,HOL,2023,Zagueiro
O. Boussaid,11,HOL,2023,Extremo
O. Bozanić,8,AUS,2023,Segundo Volante
O. Bozorov,11,UZB,2023,Extremo
O. Brizuela,4,PAR,2023,Zagueiro
O. Brynhildsen,12,NOR,2023,Atacante
O. Bukari,10,SER,2023,Extremo
O. Bulut,1,TUR,2023,Lateral
O. Bundgaard,1,DEN,2023,Lateral
O. Burke,10,ENG2,2023,Extremo
O. Buur,1,HOL,2023,Lateral
O. Camara,10,GEO,2023,Extremo
O. Camara,10,UAE,2023,Extremo
O. Campos,1,MEX,2023,Lateral
O. Cardozo,12,PAR,2023,Atacante
O. Chita,7,ALG,2023,Primeiro Volante
O. Chornomorets,4,UKR,2023,Zagueiro
O. Christensen,0,GER1,2023,Goleiro
O. Colley,4,TUR,2023,Zagueiro
O. Cooper,9,ENG2,2023,Meia
O. Custodio,8,SWZ,2023,Segundo Volante
O. Dada-Luke,1,CAN,2023,Lateral
O. De Rosario,12,CAN,2023,Atacante
O. Deman,1,BEL1,2023,Lateral
O. Dembélé,11,FRA1,2023,Extremo
O. Demchenko,8,UKR,2023,Segundo Volante
O. Diakité,7,AUT,2023,Primeiro Volante
O. Diao,4,POR2,2023,Zagueiro
O. Diomandé,4,POR1,2023,Zagueiro
O. Dorley,8,CZH,2023,Segundo Volante
O. Doumbia,4,SWZ,2023,Zagueiro
O. Dovin,0,SWE,2023,Goleiro
O. Drambaev,1,BEL1,2023,Lateral
O. Drambaev,1,CRO,2023,Lateral
O. Duarte,12,COL,2023,Atacante
Ó. Duarte,4,SAUD,2023,Zagueiro
O. Duda,8,ITA1,2023,Segundo Volante
O. Ebere,12,URU,2023,Atacante
O. Ebrahimi,8,QAT,2023,Segundo Volante
O. Édouard,12,ENG1,2023,Atacante
O. Edvardsen,10,HOL,2023,Extremo
O. Ejeheri,0,FIN,2023,Goleiro
O. El Azzouzi,7,BEL1,2023,Primeiro Volante
O. El Hajjam,1,FRA2,2023,Lateral
O. El Hanoudi,10,MOR,2023,Extremo
O. El Hilali,1,SPA2,2023,Lateral
O. Erdoğan,4,TUR,2023,Zagueiro
O. Ergün,7,TUR,2023,Primeiro Volante
O. Estupiñán,12,ENG2,2023,Atacante
O. Fallenius,11,SWE,2023,Extremo
O. Faraj,12,SWE,2023,Atacante
O. Fernandez,9,USA,2023,Meia
O. Fernández,10,MEX,2023,Extremo
O. Filippov,12,UKR,2023,Atacante
O. Gene,7,FRA2,2023,Primeiro Volante
O. Giménez,12,PAR,2023,Atacante
O. Giroud,12,ITA1,2023,Atacante
O. Glazer,0,SER,2023,Goleiro
O. Gloukh,9,AUT,2023,Meia
O. Gonzalez,4,FRA1,2023,Zagueiro
O. Gonzalez,4,SAUD,2023,Zagueiro
O. González,4,USA,2023,Zagueiro
O. Goshadze,0,GEO,2023,Goleiro
O. Govea,8,MEX,2023,Segundo Volante
O. Guettal,1,ALG,2023,Lateral
O. Gürbulak,8,TUR,2023,Segundo Volante
O. Gutsulyak,10,UKR,2023,Extremo
O. Haddadi,4,GER2,2023,Zagueiro
O. Haffari,12,MOR,2023,Atacante
O. Hamdiev,10,BUL,2023,Extremo
O. Hamrobekov,7,UZB,2023,Primeiro Volante
O. Hernández,1,COL,2023,Lateral
O. Hernández,10,ENG2,2023,Extremo
O. Herrera,10,MEX,2023,Extremo
O. Idrissi,10,HOL,2023,Extremo
O. Ighalo,12,SAUD,2023,Atacante
O. Ilyin,10,UKR,2023,Extremo
O. Iyoha,4,JAP,2023,Zagueiro
O. Jansson,0,SWE,2023,Goleiro
O. Jerrari,1,MOR,2023,Lateral
Ó. Jiménez,0,MEX,2023,Goleiro
O. Johansson,12,SWE,2023,Atacante
O. Jukkola,10,FIN,2023,Extremo
O. Juraboev,4,UZB,2023,Zagueiro
O. Jurakuziev,11,UZB,2023,Extremo
O. Kabak,4,GER1,2023,Zagueiro
O. Kakabadze,1,POL,2023,Lateral
O. Kakay,1,ENG2,2023,Lateral
O. Kamdem,1,BUL,2023,Lateral
O. Kanté,4,FRA2,2023,Zagueiro
O. Kaplienko,1,UKR,2023,Lateral
O. Karafiát,4,CZH,2023,Zagueiro
O. Karavaev,1,UKR,2023,Lateral
O. Kemen,8,TUR,2023,Segundo Volante
O. Kemppainen,1,FIN,2023,Lateral
O. Kiteishvili,9,AUT,2023,Meia
O. Kjærgaard,10,NOR,2023,Extremo
O. Koçuk,0,TUR,2023,Goleiro
O. Kökçü,7,HOL,2023,Primeiro Volante
O. Kolář,0,CZH,2023,Goleiro
O. Koskinen,12,FIN,2023,Atacante
O. Kossounou,4,GER1,2023,Zagueiro
O. Kozhemyakin,4,RUS,2023,Zagueiro
O. Kozhushko,12,UKR,2023,Atacante
O. Krusnell,1,NOR,2023,Lateral
O. Kucherenko,4,UKR,2023,Zagueiro
O. Kúdela,4,INDO,2023,Zagueiro
O. Kuzyk,9,UKR,2023,Meia
O. Lamlioui,12,MOR,2023,Atacante
O. Larin,4,UZB,2023,Zagueiro
O. Liimatta,8,FIN,2023,Segundo Volante
O. Lingr,9,CZH,2023,Meia
O. Linton,4,CRC,2023,Zagueiro
O. Litim,0,ALG,2023,Goleiro
O. Mahrous,7,MOR,2023,Primeiro Volante
O. Mamageishvili,8,GEO,2023,Segundo Volante
O. Mangala,7,ENG1,2023,Primeiro Volante
Ó. Manzanarez,4,MEX,2023,Zagueiro
O. Maritu,10,CHN,2023,Extremo
O. Mbaizo,1,USA,2023,Lateral
O. McBurnie,12,ENG2,2023,Atacante
O. Melnyk,4,UKR,2023,Zagueiro
O. Mendoza,1,MEX,2023,Lateral
O. Mfulu,7,SPA2,2023,Primeiro Volante
O. Midtskogen,12,NOR,2023,Atacante
O. Mihálik,12,CZH,2023,Atacante
O. Mizyuk,4,UKR,2023,Zagueiro
O. Morales,1,BOL,2023,Lateral
O. Moruţan,9,ITA2,2023,Meia
O. Moruţan,10,TUR,2023,Extremo
O. Mozil,0,UKR,2023,Goleiro
O. Mrsić,4,SER,2023,Zagueiro
O. Myny,1,BEL2,2023,Lateral
O. Nemssaoui,1,MOR,2023,Lateral
O. Nguette,12,UAE,2023,Atacante
O. Norwood,7,ENG1,2023,Primeiro Volante
O. Norwood,7,ENG2,2023,Primeiro Volante
O. Ntcham,8,ENG2,2023,Segundo Volante
O. Nwobodo,8,USA,2023,Segundo Volante
O. Ochowechi,12,POR2,2023,Atacante
O. Olsen,1,DEN,2023,Lateral
O. Olusegun,10,RUS,2023,Extremo
O. Omoijuanfo,12,DEN,2023,Atacante
O. O'runov,10,UZB,2023,Extremo
O. Óskarsson,12,DEN,2023,Atacante
O. Özdemir,0,TUR,2023,Goleiro
O. Ožegović,12,GRE,2023,Atacante
O. Özyakup,9,HOL,2023,Meia
O. Patarkatsishvili,4,GEO,2023,Zagueiro
O. Perea,10,COL,2023,Extremo
O. Petrusenko,7,CRO,2023,Primeiro Volante
O. Pettersson,11,SWE,2023,Extremo
O. Pikhalyonok,9,UKR,2023,Meia
O. Pineda,10,GRE,2023,Extremo
O. Piri,0,TUR,2023,Goleiro
Ó. Piris,4,ARG1,2023,Zagueiro
O. Provstgaard,4,DEN,2023,Zagueiro
O. Prytula,8,UKR,2023,Segundo Volante
O. Rathbone,8,ENG2,2023,Segundo Volante
O. Reabciuk,1,GRE,2023,Lateral
O. Rivero,12,URU,2023,Atacante
O. Rodríguez,1,MEX,2023,Lateral
O. Romeny,10,HOL,2023,Extremo
Ó. Romero,8,ARG1,2023,Segundo Volante
O. Rosengren,8,SWE,2023,Segundo Volante
Ó. Ruiz,10,PAR,2023,Extremo
O. Rustamov,7,UZB,2023,Primeiro Volante
O. Rybka,0,UKR,2023,Goleiro
Ö. Şahiner,1,TUR,2023,Lateral
O. Sahraoui,10,HOL,2023,Extremo
O. Sail,0,AUS,2023,Goleiro
O. Sako,4,BUL,2023,Zagueiro
O. Salomón,4,URU,2023,Zagueiro
O. Saputin,0,UKR,2023,Goleiro
O. Shukurov,8,TUR,2023,Segundo Volante
O. Siles,8,BOL,2023,Segundo Volante
O. Silverholt,1,SWE,2023,Lateral
O. Sinclair,12,CRC,2023,Atacante
O. Skarsem,8,NOR,2023,Segundo Volante
O. Skipp,8,ENG1,2023,Segundo Volante
O. Sklyar,8,UKR,2023,Segundo Volante
O. Solet,4,AUT,2023,Zagueiro
O. Sonne,1,DEN,2023,Lateral
O. Sørensen,10,DEN,2023,Extremo
O. Soukhane,1,MOR,2023,Lateral
O. Stanisic,4,SWE,2023,Zagueiro
O. Strunz,10,AUT,2023,Extremo
O. Suutari,12,FIN,2023,Atacante
O. Svatok,4,UKR,2023,Zagueiro
O. Sverrisson,1,SWE,2023,Lateral
O. Sych,1,BEL1,2023,Lateral
O. Sych,1,UKR,2023,Lateral
O. Sydorov,12,UKR,2023,Atacante
O. Syrota,4,UKR,2023,Zagueiro
O. Tannane,9,HOL,2023,Meia
O. Tannane,12,QAT,2023,Atacante
O. Thioune,7,FRA2,2023,Primeiro Volante
Ö. Toprak,4,TUR,2023,Zagueiro
O. Traore,10,UAE,2023,Extremo
O. Traorè,1,GER1,2023,Lateral
Ó. Trejo,9,SPA1,2023,Meia
O. Tufan,12,ENG2,2023,Atacante
O. Tymchyk,1,UKR,2023,Lateral
O. Ülgün,7,TUR,2023,Primeiro Volante
O. Urhoghide,4,BEL1,2023,Zagueiro
O. Ustari,0,MEX,2023,Goleiro
O. Vâlceanu,0,ROM,2023,Goleiro
O. Vanegas,4,COL,2023,Zagueiro
O. Vargas,7,USA,2023,Primeiro Volante
O. Vasylyev,7,UKR,2023,Primeiro Volante
O. Verdon,4,BUL,2023,Zagueiro
O. Villadsen,1,DEN,2023,Lateral
O. Virtanen,0,FIN,2023,Goleiro
O. Vlachodimos,0,POR1,2023,Goleiro
O. Vliegen,0,CZH,2023,Goleiro
O. Vorobey,0,GEO,2023,Goleiro
O. Vyshnevskyi,12,UKR,2023,Atacante
O. Watkins,12,ENG1,2023,Atacante
O. Wendt,1,SWE,2023,Lateral
O. Whyte,9,FIN,2023,Meia
O. Wijndal,1,HOL,2023,Lateral
O. Wolff,7,USA,2023,Primeiro Volante
O. Yokuşlu,7,ENG2,2023,Primeiro Volante
O. Zawada,12,AUS,2023,Atacante
O. Zbun,10,BUL,2023,Extremo
O. Zelenika,0,CRO,2023,Goleiro
O. Zemraoui,8,MOR,2023,Segundo Volante
O. Zinchenko,1,ENG1,2023,Lateral
O. Zmrzlý,1,CZH,2023,Lateral
O. Zubkov,10,UKR,2023,Extremo
Oberdan,7,KOR,2023,Primeiro Volante
Octavian Popescu,11,ROM,2023,Extremo
Odei Onaindia,4,IND,2023,Zagueiro
Oh Hyeon-Gyu,12,SCT,2023,Atacante
Oh-Kyu Kim,4,KOR,2023,Zagueiro
Oier Luengo,1,SPA2,2023,Lateral
Oihan Sancet,9,SPA1,2023,Meia
Olavio,12,BRA3,2023,Atacante
Óliver Torres,9,SPA1,2023,Meia
Omar Al Emadi,8,QAT,2023,Segundo Volante
Omar Al Somah,12,QAT,2023,Atacante
Omar Hawsawi,4,SAUD,2023,Zagueiro
Omar Khribin,12,UAE,2023,Atacante
Omar Marmoush,12,GER1,2023,Atacante
Omar Mascarell,8,SPA1,2023,Segundo Volante
Omar Yahya,1,QAT,2023,Lateral
Opa Sangante,4,FRA2,2023,Zagueiro
Oriol Busquets,7,POR1,2023,Primeiro Volante
Oriol Rey,8,SPA2,2023,Segundo Volante
Oriol Romeu,7,SPA1,2023,Primeiro Volante
Osama Al Khalaf,1,SAUD,2023,Lateral
Osamah Al Tairi,8,QAT,2023,Segundo Volante
Oscar,8,CHN,2023,Segundo Volante
Óscar Clemente,10,SPA2,2023,Extremo
Óscar Gil,1,SPA1,2023,Lateral
Óscar Melendo,10,SPA2,2023,Extremo
Óscar Mingueza,1,SPA1,2023,Lateral
Óscar Pinchi,10,SPA2,2023,Extremo
Óscar Plano,9,SPA1,2023,Meia
Óscar Plano,12,SPA2,2023,Atacante
Óscar Rivas,8,SPA2,2023,Segundo Volante
Óscar Rodríguez,8,SPA1,2023,Segundo Volante
Óscar Sielva,8,SPA2,2023,Segundo Volante
Óscar Ureña,10,SPA2,2023,Extremo
Óscar Valentín,7,SPA1,2023,Primeiro Volante
Óscar Whalley,0,SPA2,2023,Goleiro
Osman,12,BRA2,2023,Atacante
Osmar Barba,4,KOR,2023,Zagueiro
Osvaldo,10,BRA2,2023,Extremo
Otávio,8,BRA1,2023,Segundo Volante
Otávio,10,POR1,2023,Extremo
Otávio,4,POR1,2023,Zagueiro
Otávio,9,SAUD,2023,Meia
Ov. Popescu,8,ROM,2023,Segundo Volante
P. Abrahamsson,0,SWE,2023,Goleiro
P. Adorno,4,PAR,2023,Zagueiro
P. Aguilar,4,PAR,2023,Zagueiro
P. Ahiabu,8,FIN,2023,Segundo Volante
P. Alcocer,4,BOL,2023,Zagueiro
P. Almqvist,11,ITA1,2023,Extremo
P. Alvarado,4,ARG2,2023,Zagueiro
P. Ampem,10,CRO,2023,Extremo
P. Andreev,0,BUL,2023,Goleiro
P. Ankersen,1,DEN,2023,Lateral
P. Anton,7,ROM,2023,Primeiro Volante
P. Aquino,8,MEX,2023,Segundo Volante
P. Arboine,4,CRC,2023,Zagueiro
P. Arriola,11,USA,2023,Extremo
P. Aubameyang,12,FRA1,2023,Atacante
P. Ayala,8,PAR,2023,Segundo Volante
P. Azogue,8,BOL,2023,Segundo Volante
P. Ba,12,FRA2,2023,Atacante
P. Bajza,0,CZH,2023,Goleiro
P. Bamford,12,ENG1,2023,Atacante
P. Barrera,10,MEX,2023,Extremo
P. Barrios,4,ARG1,2023,Zagueiro
P. Bassene,12,MOR,2023,Atacante
P. Bellón,4,MEX,2023,Zagueiro
P. Bennevendo,1,MEX,2023,Lateral
P. Berg,7,NOR,2023,Primeiro Volante
P. Bernardoni,0,FRA1,2023,Goleiro
P. Bernardoni,0,TUR,2023,Goleiro
P. Beruatto,1,ITA2,2023,Lateral
P. Billing,9,ENG1,2023,Meia
P. Bochniewicz,4,HOL,2023,Zagueiro
P. Boolsen,4,ARG2,2023,Zagueiro
P. Borukov,12,BUL,2023,Atacante
P. Boumal,8,UAE,2023,Segundo Volante
P. Bourdin,1,BEL2,2023,Lateral
P. Bravo,7,POR2,2023,Primeiro Volante
P. Brlek,7,CRO,2023,Primeiro Volante
P. Bucha,7,CZH,2023,Primeiro Volante
P. Budkivskyi,12,UKR,2023,Atacante
P. Bueno,12,COL,2023,Atacante
P. Burner,1,FRA2,2023,Lateral
P. Calderón,4,ARG2,2023,Zagueiro
P. Capelle,8,FRA1,2023,Segundo Volante
P. Capelle,8,FRA2,2023,Segundo Volante
P. Carlgren,0,DEN,2023,Goleiro
P. Čavoš,8,CZH,2023,Segundo Volante
P. Ceccaroni,4,ITA2,2023,Zagueiro
P. Ceppelini,8,BRA1,2023,Segundo Volante
P. Černý,12,CZH,2023,Atacante
P. Charpentier,12,PAR,2023,Atacante
P. Chatzidiakos,4,HOL,2023,Zagueiro
P. Chaudhari,4,IND,2023,Zagueiro
P. Chavarría,12,SPA2,2023,Atacante
P. Ćirković,1,SER,2023,Lateral
P. Ciss,7,SPA1,2023,Primeiro Volante
P. Cissé,12,FRA2,2023,Atacante
P. Ciurria,1,ITA1,2023,Lateral
P. Clement,8,HOL,2023,Segundo Volante
P. Cucchi,12,ARG2,2023,Atacante
P. Čuić,8,BUL,2023,Segundo Volante
P. Cutrone,12,ITA2,2023,Atacante
P. Dahlberg,0,SWE,2023,Goleiro
P. Das,1,IND,2023,Lateral
P. Dawidowicz,4,ITA1,2023,Zagueiro
P. De Blasis,8,ARG1,2023,Segundo Volante
P. De Blasis,9,SPA2,2023,Meia
P. de la Vega,11,ARG1,2023,Extremo
P. De Schrijver,1,BEL2,2023,Lateral
P. Debarliev,0,BUL,2023,Goleiro
P. Delvalle,10,PAR,2023,Extremo
P. Díaz,4,ARG1,2023,Zagueiro
P. Dimov,4,BUL,2023,Zagueiro
P. Djilobodji,4,TUR,2023,Zagueiro
P. Djuričković,9,SER,2023,Meia
P. Dorn,8,SWZ,2023,Segundo Volante
P. Drewes,0,GER2,2023,Goleiro
P. Dybala,12,ITA1,2023,Atacante
P. Dziczek,7,POL,2023,Primeiro Volante
P. Ekwah,7,ENG2,2023,Primeiro Volante
P. Erras,4,GER2,2023,Zagueiro
P. Estupiñán,1,ENG1,2023,Lateral
P. Etebo,8,GRE,2023,Segundo Volante
P. Ferreira,7,ARG2,2023,Primeiro Volante
P. Foden,10,ENG1,2023,Extremo
P. Forsell,12,FIN,2023,Atacante
P. Förster,9,GER1,2023,Meia
P. Franco,4,COL,2023,Zagueiro
P. Frankowski,1,FRA1,2023,Lateral
P. Frick,12,SWE,2023,Atacante
P. Gabitashvili,1,GEO,2023,Lateral
P. Gallese,0,USA,2023,Goleiro
P. García,10,URU,2023,Extremo
P. Gavilán,0,PAR,2023,Goleiro
P. Gazzaniga,0,SPA1,2023,Goleiro
P. Gede,1,INDO,2023,Lateral
P. Gee,4,CAN,2023,Zagueiro
P. Gerkens,7,BEL1,2023,Primeiro Volante
P. Gigić,12,SER,2023,Atacante
P. Gill,0,IND,2023,Goleiro
P. Gladon,12,HOL,2023,Atacante
P. Głowacki,1,POL,2023,Lateral
P. Goltz,4,ARG1,2023,Zagueiro
P. Golubović,4,RUS,2023,Zagueiro
P. González,8,MEX,2023,Segundo Volante
P. Grabher,8,AUT,2023,Segundo Volante
P. Grazziani,0,COL,2023,Goleiro
P. Gregor,4,DEN,2023,Zagueiro
P. Greil,9,AUT,2023,Meia
P. Groß,8,ENG1,2023,Segundo Volante
P. Gudushauri,10,GEO,2023,Extremo
P. Gueye,7,SPA1,2023,Primeiro Volante
P. Guèye,12,BEL1,2023,Atacante
P. Gunnarsson,0,NOR,2023,Goleiro
P. Gwargis,8,SWE,2023,Segundo Volante
P. Halder,8,IND,2023,Segundo Volante
P. Hamel,12,FRA2,2023,Atacante
P. Hanlon,4,SCT,2023,Zagueiro
P. Hannola,8,FIN,2023,Segundo Volante
P. Heise,1,GER2,2023,Lateral
P. Hellebrand,9,CZH,2023,Meia
P. Hincapié,4,GER1,2023,Zagueiro
P. Hofmann,12,GER1,2023,Atacante
P. Højbjerg,8,ENG1,2023,Segundo Volante
P. Hristov,4,ITA2,2023,Zagueiro
P. Hronek,12,CZH,2023,Atacante
P. Hrošovský,7,BEL1,2023,Primeiro Volante
P. Iacob,4,ROM,2023,Zagueiro
P. Iemmello,12,ITA2,2023,Atacante
P. Iliev,0,ROM,2023,Goleiro
P. Impini,4,ARG2,2023,Zagueiro
P. Isenko,0,UKR,2023,Goleiro
P. Izzo,0,AUS,2023,Goleiro
P. Jagielka,4,ENG2,2023,Zagueiro
P. Janasik,1,POL,2023,Lateral
P. Jansson,4,SWE,2023,Zagueiro
P. Jaroszyński,1,POL,2023,Lateral
P. Johansson,1,SWE,2023,Lateral
P. Joly,1,FRA2,2023,Lateral
P. Juroška,10,CZH,2023,Extremo
P. Kadeřábek,1,GER1,2023,Lateral
P. Kalulu,4,ITA1,2023,Zagueiro
P. Keny,12,TUR,2023,Atacante
P. Kieszek,0,POR2,2023,Goleiro
P. Kirkevold,12,NOR,2023,Atacante
P. Klement,9,GER2,2023,Meia
P. Kodeš,8,CZH,2023,Segundo Volante
P. Köhn,0,AUT,2023,Goleiro
P. Köhn,0,FRA1,2023,Goleiro
P. Koller,4,AUT,2023,Zagueiro
P. Komposch,4,AUT,2023,Zagueiro
P. Konaté,1,BUL,2023,Lateral
P. Koopmeiners,8,HOL,2023,Segundo Volante
P. Kotal,4,IND,2023,Zagueiro
P. Kpozo,1,CZH,2023,Lateral
P. Krachunov,4,BUL,2023,Zagueiro
P. Krawczyk,12,POL,2023,Atacante
P. Kristian Bråtveit,0,NOR,2023,Goleiro
P. Kun,1,POL,2023,Lateral
P. Kunić,12,SER,2023,Atacante
P. Lachenpa,0,IND,2023,Goleiro
P. Lacoste,4,URU,2023,Zagueiro
P. Laldinpuia,4,IND,2023,Zagueiro
P. Laredo,1,BOL,2023,Lateral
P. Lasne,8,FRA2,2023,Segundo Volante
P. Leal,4,CRC,2023,Zagueiro
P. Lees-Melou,7,FRA1,2023,Primeiro Volante
P. Lemonnier,4,FRA2,2023,Zagueiro
P. Liagas,4,GRE,2023,Zagueiro
P. Lienhart,4,GER1,2023,Zagueiro
P. Lima,8,COL,2023,Segundo Volante
P. Lima,4,PAR,2023,Zagueiro
P. López,9,ARG2,2023,Meia
P. López,12,URU,2023,Atacante
P. Loretz,0,SWZ,2023,Goleiro
P. Lukyanchuk,4,UKR,2023,Zagueiro
P. Mainka,4,GER1,2023,Zagueiro
P. Mainka,4,GER2,2023,Zagueiro
P. Makuch,12,POL,2023,Atacante
P. Malarczyk,4,POL,2023,Zagueiro
P. Mantalos,9,GRE,2023,Meia
P. Marie,1,USA,2023,Lateral
P. Martino,1,ITA2,2023,Lateral
P. Matricardi,4,ROM,2023,Zagueiro
P. Mattsson,8,DEN,2023,Segundo Volante
P. Max,1,GER1,2023,Lateral
P. Mazzocchi,1,ITA1,2023,Lateral
P. Mbarga,11,INDO,2023,Extremo
P. Mboungou,10,UAE,2023,Extremo
P. McGinn,4,SCT,2023,Zagueiro
P. McNair,4,ENG2,2023,Zagueiro
P. Medina,1,ROM,2023,Lateral
P. Meïssa Ba,12,FRA2,2023,Atacante
P. Mensah,11,AUT,2023,Extremo
P. Menzel,0,AUT,2023,Goleiro
P. Michael,12,FIN,2023,Atacante
P. Michorl,7,AUT,2023,Primeiro Volante
P. Mićin,9,SER,2023,Meia
P. Milans,1,URU,2023,Lateral
P. Mlapa,12,UAE,2023,Atacante
P. Monroy,1,MEX,2023,Lateral
P. Mortensen,12,DEN,2023,Atacante
P. Moyano,10,ARG2,2023,Extremo
P. Mpanzu,8,ENG2,2023,Segundo Volante
P. M'Poku,12,KOR,2023,Atacante
P. Mroziński,1,POL,2023,Lateral
P. Musa,12,POR1,2023,Atacante
P. Mwene,1,HOL,2023,Lateral
P. Nardi,0,BEL1,2023,Goleiro
P. Nebel,9,GER2,2023,Meia
P. Neumann,4,GER2,2023,Zagueiro
P. Ng,1,ENG2,2023,Lateral
P. Niyongabire,11,CAN,2023,Extremo
P. Núñez,10,ARG2,2023,Extremo
P. Ofosu-Ayeh,1,SWE,2023,Lateral
P. Olayinka,10,CZH,2023,Extremo
P. Olayinka,12,SER,2023,Atacante
P. Olkowski,10,POL,2023,Extremo
P. Olsen,8,POL,2023,Segundo Volante
P. Onuachu,12,BEL1,2023,Atacante
P. Orikhovskyi,8,UKR,2023,Segundo Volante
P. Osterhage,8,GER1,2023,Segundo Volante
P. Otele,12,ROM,2023,Atacante
P. Owusu,12,GER2,2023,Atacante
P. Pagis,10,FRA2,2023,Extremo
P. Palacio,10,ARG2,2023,Extremo
P. Papp,4,ROM,2023,Zagueiro
P. Pavlov,1,UAE,2023,Lateral
P. Pedraza,4,BOL,2023,Zagueiro
P. Pennanen,12,FIN,2023,Atacante
P. Pentz,0,DEN,2023,Goleiro
P. Perdichizzi,4,BEL1,2023,Zagueiro
P. Pérez,9,ARG2,2023,Meia
P. Pérez,10,MEX,2023,Extremo
P. Pešukić,1,SER,2023,Lateral
P. Pflücke,10,SWZ,2023,Extremo
P. Pokorný,7,POL,2023,Primeiro Volante
P. Pomer,1,AUT,2023,Lateral
P. Pomykal,8,USA,2023,Segundo Volante
P. Porcile,8,URU,2023,Segundo Volante
P. Pudhorocký,9,CZH,2023,Meia
P. Pušić,9,SWZ,2023,Meia
P. Quinton,4,USA,2023,Zagueiro
P. Rajković,0,SPA1,2023,Goleiro
P. Ramírez,1,ARG2,2023,Lateral
P. Ratkov,12,SER,2023,Atacante
P. Reinberk,1,CZH,2023,Lateral
P. Retre,8,AUS,2023,Segundo Volante
P. Retsos,4,GRE,2023,Zagueiro
P. Riveros,4,PAR,2023,Zagueiro
P. Roberts,10,ENG2,2023,Extremo
P. Rodríguez,9,BOL,2023,Meia
P. Rojas,10,COL,2023,Extremo
P. Rommens,8,HOL,2023,Segundo Volante
P. Rosario,1,FRA1,2023,Lateral
P. Ruiz,9,ARG2,2023,Meia
P. Ruíz,8,USA,2023,Segundo Volante
P. Šafranko,12,ROM,2023,Atacante
P. Samiec-Talar,10,POL,2023,Extremo
P. Sander,8,GER2,2023,Segundo Volante
P. Sandler,4,HOL,2023,Zagueiro
P. Santamaría,8,CRC,2023,Segundo Volante
P. Sarr,7,ENG1,2023,Primeiro Volante
P. Schiattarella,7,ITA2,2023,Primeiro Volante
P. Schulte,0,USA,2023,Goleiro
P. Schürpf,10,SWZ,2023,Extremo
P. Schuurs,4,ITA1,2023,Zagueiro
P. Schwarz,8,POL,2023,Segundo Volante
P. Ševčík,8,CZH,2023,Segundo Volante
P. Shrivas,4,IND,2023,Zagueiro
P. Siles,7,URU,2023,Primeiro Volante
P. Silva,1,GRE,2023,Lateral
P. Silva,1,URU,2023,Lateral
P. Sitanggang,7,INDO,2023,Primeiro Volante
P. Smyth,1,ENG2,2023,Lateral
P. Soiri,1,FIN,2023,Lateral
P. Solari,12,ARG1,2023,Atacante
P. Sotiriou,12,JAP,2023,Atacante
