Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,E. Pérez,River Plate,River Plate,"DMF, LDMF, RDMF",DMF,7,39,600000,,17,1215,Argentina,Argentina,right,178,77,no,11.63,3.033852,17.108231,8.742119999999998,0.37,2.0025,0.37,0.44,8.147073,ARG1,Testing,2025,0.8316890910196817,0.8203850864135217,0.8259556153313691
1,R. Bochi,Aldosivi,Aldosivi,"DMF, LDMF",DMF,7,37,50000,,14,1024,Argentina,"Argentina, Italy",right,175,68,no,11.15,2.480399999999999,8.104761,4.769775,0.1,0.667116,0.0,0.19,3.528138,ARG1,Testing,2025,0.562247931201767,0.5547321799951992,0.5582832798580746
2,P. De Blasis,Gimnasia La Plata,Gimnasia La Plata,"RDMF, LCMF, LDMF",RDMF,7,37,300000,,12,745,Argentina,Argentina,right,165,65,no,9.66,5.313599,12.80238,8.457312,0.85,1.449855,0.363297,0.6,7.131035999999999,ARG1,Testing,2025,0.7321718619049257,0.7236969971880829,0.7278070109900627
3,I. Marcone,Independiente,Independiente,"LDMF, DMF, LCMF",LDMF,7,34,1000000,,18,1573,Argentina,"Argentina, Italy",right,182,76,no,8.4,5.781738000000001,15.092541,9.009435,0.85,2.067954,0.608309,1.34,8.274968,ARG1,Testing,2025,0.6928131168012763,0.7151853201427468,0.7038605901544889
4,L. Gil,Huracán,Huracán,LDMF,LDMF,7,34,750000,,19,1889,Argentina,"Argentina, Chile",left,171,65,no,8.91,2.76555,12.390678,6.145456,1.1,2.856964,0.526799,1.38,6.716766,ARG1,Testing,2025,0.5074989053136496,0.530280885801398,0.5186645735702717
5,F. Fattori,Argentinos Juniors,Argentinos Juniors,"DMF, RDMF, RCMF",DMF,7,32,700000,2025-12-31,16,1483,Argentina,Argentina,right,178,70,no,10.31,4.805188,17.874108,7.557760000000001,0.38,1.02521,0.25452,1.28,7.749279999999999,ARG1,Testing,2025,0.768745590190057,0.7896578748082217,0.7790983243521149
6,M. Martínez,Unión Santa Fe,Unión Santa Fe,"DMF, LCB, CB",DMF,7,32,600000,2026-12-31,14,918,Argentina,Argentina,right,186,80,yes,7.55,5.297124999999999,14.117504,6.471395999999999,1.57,2.548676,0.782144,2.65,6.666682,ARG1,Testing,2025,0.5150029594781375,0.5617766124095226,0.5381735964898847
7,R. Carrera,Lanús,Lanús,"RDMF, LAMF, LDMF",RDMF,7,31,1000000,2025-12-31,12,896,Argentina,Argentina,right,182,70,no,7.94,3.412780000000001,8.5375,4.119899,2.61,2.009007,1.105699,1.0,3.412432,ARG1,Testing,2025,0.3121267355747898,0.3483440673562792,0.3299217254713299
8,J. Goitía,Deportivo Riestra,Deportivo Riestra,"DMF, LCMF",DMF,7,31,375000,,15,1308,Argentina,Argentina,right,177,73,no,10.46,1.1696,4.405,3.164628,0.48,0.4825,0.136,0.14,2.611856,ARG1,Testing,2025,0.3619163021479486,0.3819910464493503,0.3716595365433068
9,A. Bouzat,Vélez Sarsfield,Vélez Sarsfield,"LDMF, LCMF",LDMF,7,31,450000,2026-12-31,15,1324,Argentina,Argentina,left,170,72,no,11.57,3.243544,12.530935,6.2663,1.7,2.80308,1.03479,1.7,5.971048,ARG1,Testing,2025,0.7126256607834923,0.7464805863098529,0.729426463085614
10,N. Tripichio,San Lorenzo,San Lorenzo,"RDMF, RCMF, LCMF",RDMF,7,29,1500000,2027-12-31,15,1313,Argentina,Argentina,right,176,69,no,9.87,2.190824,7.471950000000001,4.252308999999999,0.96,1.713465,0.478306,0.48,2.811456,ARG1,Testing,2025,0.4110400544467204,0.4252244711598369,0.4178597522206648
11,R. Cecchini,San Lorenzo,San Lorenzo,"LDMF, RDMF, LCMF",LDMF,7,28,350000,,13,668,Argentina,"Argentina, Italy",right,180,77,no,8.49,2.426788,6.196330000000001,3.366532,0.54,1.34532,0.27,0.81,4.313339999999999,ARG1,Testing,2025,0.2546957623107654,0.3089092630144905,0.2814661537219363
12,P. Monje,Deportivo Riestra,Deportivo Riestra,"DMF, LCMF",DMF,7,28,0,2028-12-31,8,650,Argentina,Argentina,right,172,73,no,9.0,1.109118,6.09228,3.325645,0.42,0.275,0.14,0.42,2.49088,ARG1,Testing,2025,0.2483787894497729,0.2658735706197247,0.2567782642378315
13,S. Ascacíbar,Estudiantes,Estudiantes,"RDMF, RCMF, LDMF",RDMF,7,28,6000000,2026-12-31,14,1389,Argentina,"Argentina, Italy",right,169,69,no,8.1,2.200792,11.07864,4.731468,1.3,1.49,0.45234,0.32,5.504064,ARG1,Testing,2025,0.3335884524010186,0.3574055091151287,0.3451904523364165
14,U. Ortegoza,Talleres Córdoba,Talleres Córdoba,"LDMF, LCMF",LDMF,7,28,1800000,2025-12-31,14,926,Argentina,Argentina,right,180,80,no,7.0,3.5973,7.481772000000001,4.469766,1.65,1.74894,0.973382,1.85,5.14941,ARG1,Testing,2025,0.2861689558611075,0.3289313279173142,0.3072258415333022
15,A. Cardozo,Lanús,Lanús,"LDMF, RDMF, LCMF",LDMF,7,27,1500000,,15,1391,Argentina,Argentina,right,182,79,no,9.19,1.291364,8.6702,4.722666,0.52,1.4904,0.325,0.71,4.139611,ARG1,Testing,2025,0.3606002510710195,0.3637287732983294,0.3618657897959169
16,K. Gutiérrez,Defensa y Justicia,Defensa y Justicia,"RDMF, LDMF, DMF",RDMF,7,27,3500000,2025-12-31,15,1346,Argentina,Argentina,right,168,65,no,8.42,5.148954,17.384601,9.42549,1.2,1.738215,0.66672,0.94,7.960106999999999,ARG1,Testing,2025,0.688410368465177,0.7081486954359076,0.6981382248883381
17,Gabriel Neves,Estudiantes,Estudiantes,"LDMF, RDMF, LCMF",LDMF,7,27,1800000,2027-12-31,15,1162,Uruguay,Uruguay,right,171,70,no,9.37,7.283567999999999,19.90429,10.843756,0.7,1.086721,0.3857220000000001,0.54,10.609655,ARG1,Testing,2025,0.9444943685229041,0.956372520687519,0.9504102307199498
18,E. Ojeda,Huracán,Huracán,"RDMF, LDMF, RCMF",RDMF,7,27,425000,2025-06-30,15,598,Argentina,Argentina,right,180,75,yes,11.74,1.808,11.590614,4.06204,1.51,1.504408,0.9045399999999999,1.2,4.213544000000001,ARG1,Testing,2025,0.5775264918633601,0.5978849756550689,0.5875126408215602
19,J. Portilla,Talleres Córdoba,Talleres Córdoba,"RDMF, RCMF",RDMF,7,26,2500000,2026-12-31,12,848,Colombia,Colombia,right,183,75,no,8.49,2.974116,10.082997,4.772918999999999,0.74,1.592732,0.5333760000000001,0.74,4.459423999999999,ARG1,Testing,2025,0.3499770167396681,0.3958917150094265,0.3726406874140162
20,L. Picco,Platense,Platense,"LDMF, LCMF",LDMF,7,26,800000,2025-12-31,19,1769,Argentina,Argentina,right,188,79,no,11.8,1.42254,8.243664,3.967086000000001,0.41,1.169883,0.253125,0.25,3.612759,ARG1,Testing,2025,0.5507128127255773,0.5582556124489161,0.5542755607596399
21,M. Barrios,Racing Club,Racing Club,"DMF, LCMF, RCMF",DMF,7,26,700000,2027-12-31,14,518,Uruguay,Uruguay,right,175,69,no,8.86,3.476262,9.731325,5.562953,1.56,1.042118,0.522892,1.39,4.693794,ARG1,Testing,2025,0.4874917125164668,0.484140565340781,0.4855753272551219
22,F. Navarro,Rosario Central,Rosario Central,"RDMF, LDMF, DMF",RDMF,7,25,2800000,2025-12-31,14,1248,Argentina,Argentina,right,171,69,no,8.8,2.1625,9.590364000000001,3.749416000000001,0.29,0.7222799999999999,0.216,0.87,3.825822,ARG1,Testing,2025,0.3503720303566754,0.3570375201736024,0.3534020908628698
23,R. Herrera,Platense,Platense,"RDMF, RCMF",RDMF,7,24,1200000,2025-12-31,18,1353,Argentina,Argentina,right,181,76,yes,12.84,3.25692,8.317898999999999,4.327818,0.93,1.398586,0.5978970000000001,0.33,4.254964999999999,ARG1,Testing,2025,0.6480051528104761,0.7223681394952395,0.685039207198973
24,A. Medina,Lanús Res.,Lanús,"RDMF, RCMF, LDMF",RDMF,7,18,0,,13,696,Argentina,Argentina,unknown,0,0,no,11.25,1.292256,10.989234,5.689500000000001,0.65,1.29404,0.39,0.78,5.174504,ARG1,Testing,2025,0.5776849294633488,0.5637151424805574,0.5704989786253524
25,F. Di Biasi,Gimnasia La Plata,Gimnasia La Plata,"RDMF, LDMF, LCMF",RDMF,7,19,0,,13,955,Argentina,Argentina,,0,0,no,10.37,2.73331,9.988170000000002,6.030002000000001,1.23,2.451372,0.846,0.66,5.845752,ARG1,Testing,2025,0.5652938158485921,0.5890571717923906,0.5769774691747575
26,M. Delgado,Boca Juniors,Boca Juniors,"DMF, LCMF",DMF,7,19,0,2028-12-31,12,1091,Argentina,Argentina,right,178,66,no,11.3,1.978543,10.066124,4.703895,0.74,1.897335,0.5791240000000001,0.66,4.535805,ARG1,Testing,2025,0.5846066115509273,0.5900360791983805,0.5871280724134377
27,J. Mosqueira,Talleres Córdoba,Talleres Córdoba,"RDMF, RCMF",RDMF,7,20,0,2029-12-31,11,535,Argentina,Argentina,right,0,0,no,9.59,3.530472,8.745135,6.730500000000001,0.67,0.6738629999999999,0.0,0.84,6.220356000000001,ARG1,Testing,2025,0.557763391803909,0.5634027912055407,0.5603772960118842
28,L. Pérez,Huracán,Huracán,"RDMF, LDMF",RDMF,7,20,0,2027-12-31,19,1639,Argentina,Argentina,right,0,0,no,10.71,0.770066,5.933249999999999,2.304035,0.22,1.809756,0.217132,0.38,2.691184,ARG1,Testing,2025,0.3600641189483637,0.3790470952851624,0.3692603462562143
29,C. Ordoñez,Vélez Sarsfield,Vélez Sarsfield,"RDMF, RCMF, DMF",RDMF,7,20,0,2026-12-31,14,1245,Argentina,Argentina,right,177,68,no,9.93,1.104476,7.564082000000001,3.233064,1.58,2.286438,1.100972,0.79,4.889304000000001,ARG1,Testing,2025,0.3827843687294514,0.4024019756170051,0.3923087006723127
30,E. Irala,San Lorenzo,San Lorenzo,"LDMF, LCMF, RDMF",LDMF,7,20,0,2027-12-31,16,1225,Argentina,Argentina,right,176,69,no,11.24,3.012594,9.995244,4.847251,0.96,2.203307,0.515484,0.88,4.558115,ARG1,Testing,2025,0.6391160242212496,0.6462039695803407,0.6424926411149168
31,B. Schamine,Defensa y Justicia,Defensa y Justicia,"LDMF, RDMF, LCMF",LDMF,7,21,0,2027-12-31,12,501,Argentina,Argentina,right,178,77,no,10.94,1.855838,8.66686,3.304683,1.03,2.061946,0.83,0.21,2.066832,ARG1,Testing,2025,0.4808767973882505,0.4751979432485447,0.477792915554498
32,R. Profini,Unión Santa Fe,Unión Santa Fe,"DMF, RCMF",DMF,7,21,0,2026-12-31,10,824,Argentina,Argentina,right,0,0,no,11.36,3.493508,10.049913,5.681051999999999,0.98,2.510615,0.436934,0.66,6.769424,ARG1,Testing,2025,0.7142452920743212,0.7173769839350238,0.7156780416540691
33,C. Pérez,Defensa y Justicia,Defensa y Justicia,"LDMF, RDMF, LCMF",LDMF,7,22,175000,2025-12-31,13,922,Chile,Chile,right,176,66,no,8.3,1.2717,10.73419,4.686336,1.27,1.758,0.682461,1.27,6.3416,ARG1,Testing,2025,0.3358311784153746,0.354374735841963,0.3447962441709015
34,M. Galarza,Talleres Córdoba,Talleres Córdoba,"LDMF, RDMF, RCMF",LDMF,7,23,0,2028-12-31,8,622,Argentina,Argentina,right,180,75,no,7.09,3.32915,9.838287000000001,6.949285,2.46,5.935828,1.735428,1.88,6.222670999999999,ARG1,Testing,2025,0.3908459320160479,0.3986608483667297,0.3944699304019552
35,F. Amarfil,Independiente Rivadavia,Independiente Rivadavia,"DMF, LCMF",DMF,7,23,0,2025-12-31,16,1508,Argentina,Argentina,unknown,0,0,yes,10.15,2.986816000000001,9.068545000000002,4.418415,1.31,2.028048,1.013656,0.95,3.936761999999999,ARG1,Testing,2025,0.5131530384373112,0.5314319402629625,0.5220687609257472
36,B. Leyes,Godoy Cruz,Godoy Cruz,"DMF, RCMF, RDMF",DMF,7,23,0,2025-12-31,13,1021,Argentina,Argentina,left,173,69,no,11.37,4.142016000000001,10.138176,5.818464000000001,0.35,0.9704630000000001,0.08665799999999999,0.88,5.73194,ARG1,Testing,2025,0.7287874909622727,0.7156212101535939,0.7220742483896265
37,M. Fernández,Gimnasia La Plata,Gimnasia La Plata,"LDMF, RCMF, DMF",LDMF,7,24,425000,2025-06-30,11,723,Uruguay,Uruguay,right,183,75,yes,6.6,2.489399,6.350266,3.1125,0.25,0.249561,0.0,0.0,2.616,ARG1,Testing,2025,0.1040696999944608,0.1385043629734021,0.1208754970961439
38,F. Ibarra,Rosario Central,Rosario Central,"LDMF, RDMF, LCMF",LDMF,7,24,1800000,,16,1495,Argentina,"Argentina, United States",right,175,69,no,11.74,2.525984,8.36715,4.333623999999999,0.6,2.165,0.36,0.54,4.03424,ARG1,Testing,2025,0.5887606473001055,0.6020759054540756,0.5952287955137064
39,T. Bottari,Independiente Rivadavia,Independiente Rivadavia,DMF,DMF,7,24,175000,,14,871,Argentina,Argentina,right,173,70,no,15.97,2.212569,9.209375999999999,3.616725,0.35,1.4,0.348,0.47,3.033485,ARG1,Testing,2025,0.615910829074652,0.6948736848019827,0.6552308641494897
40,W. Alarcón,Boca Juniors,Boca Juniors,"RDMF, LCMF, RCMF",RDMF,7,24,5000000,2026-12-31,10,508,Chile,Chile,right,182,69,no,6.02,2.477409,9.393408,5.312048,0.89,1.416,0.353351,0.71,3.900195,ARG1,Testing,2025,0.191424038306855,0.2083558687058772,0.199515231828248
41,F. Loyola,Independiente,Independiente,"RDMF, RCMF",RDMF,7,24,1500000,2028-06-30,18,1655,Chile,"Chile, Spain",right,190,80,no,7.5,1.383564,8.24461,3.861012999999999,3.0,3.516581,1.617062,1.44,3.116374,ARG1,Testing,2025,0.2065072980445292,0.2208043297245167,0.213287539277435
42,E. Giménez,Central Norte,Central Norte,"DMF, LCMF, RCMF",DMF,7,41,0,,14,1283,Argentina,Argentina,right,166,72,no,9.4,3.71917,9.048290000000001,5.82474,0.21,0.8400699999999999,0.0,0.07,5.68216,ARG2,Testing,2025,0.5189868342032712,0.5129539342516508,0.5157436949230634
43,F. Montero,Atlanta,Atlanta,"RDMF, RCMF, RW",RDMF,7,36,50000,,13,699,Argentina,Argentina,right,167,68,no,9.27,3.220956,7.20944,4.251447,0.64,1.159884,0.260013,0.77,3.607648,ARG2,Testing,2025,0.4329328129589801,0.4388943082623845,0.4356493776797243
44,R. Birge,Gimnasia y Tiro,Gimnasia y Tiro,"DMF, LDMF, RCMF",DMF,7,36,10000,2025-12-31,12,1142,Argentina,Argentina,right,173,0,no,12.29,2.758272,6.856113000000001,4.180400000000001,1.97,4.099212,1.815072,1.5,3.307975,ARG2,Testing,2025,0.5946955431054111,0.6292743115606083,0.6118032052564002
45,L. Jeréz,Almagro,Almagro,"DMF, LCMF, RCMF",DMF,7,36,75000,,15,1403,Argentina,Argentina,right,177,73,no,14.31,2.56347,5.518128000000001,2.889448,0.96,1.285,0.5775,0.64,2.242296,ARG2,Testing,2025,0.5709805661209014,0.6165782199775145,0.593589144635018
46,G. Papa,Club Atlético Güemes,Club Atlético Güemes,"DMF, LCMF, RCMF",DMF,7,36,50000,2025-12-31,13,623,Uruguay,Uruguay,right,177,72,no,12.71,2.743708,9.390124,5.781002,0.29,1.15544,0.0,0.29,4.33125,ARG2,Testing,2025,0.6890066659946427,0.7183044686785252,0.7035167780742876
47,I. Ramírez,Quilmes,Quilmes,"DMF, LCMF, RCMF",DMF,7,35,75000,2025-12-31,16,1547,Argentina,Argentina,left,178,78,no,12.86,2.440887,13.613824,5.234838000000001,0.41,1.687105,0.346684,0.58,4.713862,ARG2,Testing,2025,0.6933163801226159,0.7552697666494262,0.7241639494453053
48,C. Arce,Los Andes,Los Andes,"DMF, LCMF, RCMF",DMF,7,34,0,,13,1039,Argentina,Argentina,right,169,72,yes,11.17,3.37807,8.487828,4.93974,0.35,0.778687,0.09,0.0,4.937484,ARG2,Testing,2025,0.6520068549661691,0.6240892376906068,0.6378785305923059
49,M. Rojas,San Miguel,San Miguel,"DMF, RCMF",DMF,7,34,0,,15,877,Argentina,Argentina,right,170,66,no,7.39,1.949249,9.546012,5.850663,0.51,0.615494,0.0,0.72,5.339568000000001,ARG2,Testing,2025,0.3053974740423921,0.3036502464696395,0.3041981425784062
50,R. Vélez,Defensores Unidos,Defensores Unidos,"DMF, RDMF",DMF,7,34,0,,8,579,Argentina,Argentina,right,169,73,no,9.02,3.262512,8.392313,3.417411,0.31,1.087411,0.155,0.0,3.884459999999999,ARG2,Testing,2025,0.3812573515467837,0.4001088480254544,0.3903977337263446
51,S. Gallucci,Patronato,Patronato,"DMF, RCMF, LCMF",DMF,7,34,75000,,17,1533,Argentina,"Argentina, Italy",right,179,78,no,9.63,1.993824,7.689521,3.40659,0.29,0.821912,0.234274,0.23,1.763652,ARG2,Testing,2025,0.3432342769746662,0.3545593583567362,0.3485918815157534
52,M. Villarreal,Deportivo Maipú,Deportivo Maipú,"DMF, LDMF",DMF,7,33,225000,,14,1278,Argentina,Argentina,right,180,76,no,11.13,3.096909,8.800515,4.365736,0.07,1.058418,0.0,0.28,4.225,ARG2,Testing,2025,0.5877047278052132,0.5883929933788224,0.5878559283535861
53,A. Arregui,Temperley,Temperley,"DMF, RCMF, LCMF",DMF,7,32,550000,,16,1377,Argentina,Argentina,right,176,74,no,10.0,1.96047,8.039526,5.100816,0.52,0.5239429999999999,0.198,0.52,3.335,ARG2,Testing,2025,0.417278040103856,0.436733995574861,0.4267376631705379
54,D. Carrasco,Defensores Unidos,Defensores Unidos,"DMF, AMF, RCMF",DMF,7,31,0,,10,667,Argentina,Argentina,both,175,0,no,7.42,3.91178,8.636909999999999,5.264784,0.27,0.402884,0.0,0.13,3.915135,ARG2,Testing,2025,0.3438861238247787,0.3499068849482034,0.3465906314144748
55,F. Bravo,Chacarita Juniors,Chacarita Juniors,"RDMF, DMF, RCMF",RDMF,7,31,300000,,16,1452,Argentina,Argentina,right,185,82,no,11.71,2.728,12.085122,4.897752000000001,0.37,0.804105,0.12,0.37,3.408816,ARG2,Testing,2025,0.6385068269867693,0.6612105639421378,0.6496947111003164
56,J. Vázquez,Almirante Brown,Almirante Brown,"LDMF, LCMF, RCMF",LDMF,7,30,350000,,15,1090,Argentina,Argentina,right,183,77,no,7.76,1.649802,8.66875,4.29586,0.74,2.3135,0.661292,0.74,5.033898,ARG2,Testing,2025,0.289452277955124,0.2874495855148016,0.2881176864993953
57,I. Antonio,Gimnasia Mendoza,Gimnasia Mendoza,"LDMF, RCMF, LCMF",LDMF,7,30,175000,,16,1463,Argentina,Argentina,right,173,70,no,7.57,3.934408,6.45678,4.426136000000001,1.23,2.707173,0.9196019999999998,0.92,4.615786,ARG2,Testing,2025,0.3232534379444909,0.3503358550426207,0.3364840424409108
58,G. Ramírez,Ferro Carril Oeste,Ferro Carril Oeste,DMF,DMF,7,29,200000,,12,963,Argentina,Argentina,right,176,71,no,12.15,2.99022,11.212479,6.26338,0.75,1.1232,0.186648,0.47,4.39374,ARG2,Testing,2025,0.6829757037228111,0.7206567056192886,0.7016765539659212
59,N. Previtali,Atlanta,Atlanta,"DMF, LDMF, LCMF",DMF,7,29,275000,,17,1634,Argentina,Argentina,right,184,80,no,10.08,2.3142,9.252239999999999,4.960211,0.72,1.982024,0.497636,0.83,3.580346,ARG2,Testing,2025,0.4641468653006066,0.4804160650273799,0.4720343146928619
60,M. García,San Martín Tucumán,San Martín Tucumán,"DMF, LCMF, LDMF",DMF,7,29,100000,,15,1312,Argentina,Argentina,left,179,75,no,10.22,2.262912,9.258135,4.458015000000001,0.48,1.305,0.342864,0.07,3.632438,ARG2,Testing,2025,0.4574103833789219,0.478080861167011,0.4674963474957259
61,A. Bolívar,Alvarado,Alvarado,"RDMF, RCMF, LCMF",RDMF,7,29,250000,,15,1379,Argentina,Argentina,right,173,73,no,10.38,2.674372,8.28576,4.896948,0.65,1.175007,0.32691,0.2,4.372842,ARG2,Testing,2025,0.5039494974428519,0.523963704104349,0.5137289683385442
62,M. Muñoz,Gimnasia Mendoza,Gimnasia Mendoza,"RDMF, LCMF, RCMF",RDMF,7,29,200000,2025-12-31,14,1328,Argentina,"Argentina, Chile",right,183,77,no,10.3,2.507771,6.914412,3.32244,0.2,0.47357,0.13334,0.27,3.117164,ARG2,Testing,2025,0.4271803195795318,0.4369630373557182,0.4318056962385204
63,N. Palmieri,Talleres Remedios,Talleres Remedios,"DMF, LCMF",DMF,7,29,75000,,9,658,Argentina,Argentina,right,178,72,no,8.48,2.32648,7.38783,2.735648,0.55,0.546735,0.273347,0.55,3.965,ARG2,Testing,2025,0.2576554868165952,0.3012818178341184,0.2791312003499435
64,J. Gobetto,Alvarado,Alvarado,"LDMF, LCMF, RCMF",LDMF,7,29,75000,,13,1050,Argentina,Argentina,left,185,80,no,11.4,1.544,6.002954999999999,3.08592,0.86,0.9432389999999999,0.172,0.09,2.40171,ARG2,Testing,2025,0.4700845252834025,0.4705344781704032,0.4700614277110022
65,F. Recalde,Deportivo Madryn,Deportivo Madryn,"DMF, LCMF, RCMF",DMF,7,28,225000,2025-12-31,17,1586,Argentina,Argentina,right,168,72,no,12.03,3.744081,10.557872,6.580079999999999,1.93,3.917193,1.473288,1.53,5.562657000000001,ARG2,Testing,2025,0.7314441672732156,0.7832964806503451,0.7572566913436615
66,S. Briñone,Estudiantes Caseros,Estudiantes Caseros,"RDMF, RCMF, LDMF",RDMF,7,28,75000,,13,1076,Argentina,Argentina,right,178,82,no,11.29,3.683596,13.301871,7.945212000000001,0.75,2.509515,0.4167,0.5,5.603357,ARG2,Testing,2025,0.7815123446425162,0.7728254158742844,0.7770645200500857
67,M. Montenegro,Nueva Chicago,Nueva Chicago,"RDMF, LDMF, RCMF",RDMF,7,26,100000,2025-12-31,8,712,Argentina,Argentina,right,178,75,no,13.65,3.285,9.353772,4.04546,0.38,1.518646,0.125,0.76,3.41069,ARG2,Testing,2025,0.6852519663650618,0.7453621553261174,0.715173728416662
68,T. Pérez Serra,Tristán Suárez,Tristán Suárez,"DMF, RCMF, LCMF",DMF,7,26,0,,14,1319,Argentina,Argentina,right,186,0,no,15.56,1.36206,5.256664,2.251629,0.55,2.731497000000001,0.547706,0.61,2.185689,ARG2,Testing,2025,0.5053635034246357,0.531517381399623,0.5182149099290366
69,G. Rostagno,Racing Córdoba,Racing Córdoba,"DMF, RCMF",DMF,7,19,0,2026-12-31,15,1257,Argentina,Argentina,right,174,0,no,8.02,2.00362,5.296928,2.504802,0.64,0.7857999999999999,0.288,0.21,2.288928,ARG2,Testing,2025,0.1628852446389715,0.1942584249681583,0.1781871290473195
70,Valentín Chocobar,Chacarita Juniors,Chacarita Juniors,"LDMF, LCMF, RDMF",LDMF,7,20,0,2025-12-31,11,607,Argentina,Argentina,,0,0,no,8.15,0.8906949999999999,5.188427999999999,2.22639,1.04,3.40949,0.595,0.74,2.818452,ARG2,Testing,2025,0.1600657128795211,0.1841598810032625,0.1717250661743777
71,P. Ferreira,Deportivo Morón,Deportivo Morón,"DMF, RCMF, LDMF",DMF,7,20,0,,12,786,Argentina,Argentina,right,0,0,no,10.31,1.83,9.847458,5.838404000000001,0.46,2.632165,0.342,0.11,5.38251,ARG2,Testing,2025,0.4926918645795365,0.51553655052867,0.5038819655554999
72,R. Uriburu,San Telmo,San Telmo,"RDMF, RCMF",RDMF,7,21,0,2026-12-31,15,1035,Argentina,Argentina,right,0,0,no,7.57,2.259432,8.521799999999999,4.96001,1.04,2.087438,0.523281,2.17,3.825486,ARG2,Testing,2025,0.2684539641723678,0.2911052227131037,0.279442287092762
73,S. Gauna,Almirante Brown,Almirante Brown,"RDMF, LW, DMF",RDMF,7,22,0,2026-12-31,10,626,Argentina,Argentina,,0,0,no,9.2,3.163272,5.752596,4.314372000000001,1.87,1.2924,0.8625,0.72,3.163272,ARG2,Testing,2025,0.4431224538690637,0.4241517472688475,0.4333718514859966
74,T. Rodriguez,Nueva Chicago,Nueva Chicago,"LDMF, AMF, RCMF",LDMF,7,23,0,,11,805,Argentina,Argentina,right,0,0,no,7.71,1.231221,4.694448,2.459476,0.89,2.011964,0.33375,0.22,2.904178,ARG2,Testing,2025,0.1390085169467706,0.1527002658913479,0.1454543628514799
75,J. Velázquez,Almirante Brown,Almirante Brown,"DMF, LCMF, RDMF",DMF,7,23,0,,7,512,Argentina,Argentina,,0,0,no,13.36,1.055,6.857921999999999,4.04225,0.35,1.232,0.35,0.7,2.986509,ARG2,Testing,2025,0.5403748095154324,0.5873138819547867,0.5636400776104895
76,A. Melo,All Boys,All Boys,"RDMF, AMF, DMF",RDMF,7,23,0,2025-12-31,11,531,Argentina,Argentina,right,0,0,no,7.12,3.217725,8.642568,5.765562,0.85,3.04815,0.680034,0.51,6.273984,ARG2,Testing,2025,0.3374443318165776,0.3599566649542757,0.3483954702917638
77,J. Yangali,San Telmo,San Telmo,"LDMF, DMF, LCMF",LDMF,7,25,0,,16,1334,Argentina,Argentina,,0,0,no,8.03,1.211525,10.251901,3.7125,1.08,3.10387,1.014,2.36,3.303454,ARG2,Testing,2025,0.2247001581523553,0.2715857584018124,0.2477908352989835
78,G. Muscia,Nueva Chicago,Nueva Chicago,"DMF, RDMF, LDMF",DMF,7,25,300000,,14,1203,Argentina,Argentina,right,176,72,no,12.12,2.617152,6.732423,3.887033,0.37,1.121784,0.148,0.3,3.591156,ARG2,Testing,2025,0.5823502353849277,0.6032433004642568,0.5926060593100371
79,F. Cáceres,Estudiantes Caseros,Estudiantes Caseros,LDMF,LDMF,7,25,125000,2025-12-31,12,1009,Argentina,Argentina,left,0,0,no,13.74,2.31732,10.257753,6.157026999999999,1.34,2.04978,0.715484,0.89,5.352480000000001,ARG2,Testing,2025,0.7274244805072493,0.8046937122469755,0.7659495330384563
80,E. Alagich,Adelaide United,Adelaide United,"LDMF, LCMF",LDMF,7,21,0,2029-06-30,27,2634,Australia,Australia,,0,0,no,7.86,1.197812,11.68738,4.340316,1.16,2.290724,0.685728,0.96,5.296465999999999,AUS,Testing,2025,0.2943298331336401,0.3129839295120636,0.3033307576063453
81,C. Hollman,Sydney,Sydney,"RDMF, DMF",RDMF,7,21,0,2026-06-30,18,1179,Australia,Australia,right,0,0,no,8.93,0.9907429999999999,9.997605,3.96836,0.53,1.221696,0.38125,0.46,4.887456,AUS,Testing,2025,0.3507894942711936,0.3444955675106096,0.3473370073112031
82,J. Valadon,Melbourne Victory,Melbourne Victory,"LDMF, LCMF, RDMF",LDMF,7,22,0,2027-06-30,30,2781,Australia,Australia,,0,0,no,9.0,1.456875,9.6404,3.946464,0.87,1.132663,0.325,0.61,4.237064,AUS,Testing,2025,0.3499787639832964,0.3502232832696861,0.3497966514515621
83,R. Teague,Melbourne Victory,Melbourne Victory,"RDMF, RCMF",RDMF,7,23,400000,2026-06-30,28,2711,Australia,Australia,left,182,76,no,7.44,2.620584,14.142288,5.778968,0.66,1.562368,0.263536,0.86,6.904000000000001,AUS,Testing,2025,0.3653145824682295,0.3888064616630453,0.3767687760394995
84,J. Barnett,Adelaide United,Adelaide United,"RDMF, RCMF",RDMF,7,24,150000,2025-06-30,26,1949,Australia,Australia,right,179,75,no,7.2,0.9233349999999999,10.346602,3.46665,0.42,0.693824,0.182848,0.18,5.309556,AUS,Testing,2025,0.1726477712462592,0.1979582262716341,0.1849214454603714
