Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
283,Y. Gordillo,Deportivo Cali,Deportivo Cali,"RDMF, LDMF, LCMF",RDMF,7,32,350000,2025-12-31,11,786,Colombia,Colombia,right,176,73,no,9.85,2.06113,12.93638,4.233425,0.46,0.686701,0.226678,0.23,3.092349,COL,Testing,2025,0.4483403561972344,0.4674992894879039,0.4576659462732782
284,V. Mejía,Deportivo Cali,Deportivo Cali,"DMF, LDMF",DMF,7,32,400000,,15,1129,Colombia,Colombia,right,184,70,no,8.45,1.752587,11.000283,4.3043,0.64,2.630768,0.560032,1.43,5.02425,COL,Testing,2025,0.3232048383384567,0.3566906145109739,0.3396385990781913
285,F. Lozano,Boyacá Chicó,Boyacá Chicó,"DMF, LCB",DMF,7,31,450000,,19,1917,Colombia,Colombia,right,175,69,no,8.08,2.301313,10.278957,4.365,0.7,0.984375,0.282,0.66,3.661554000000001,COL,Testing,2025,0.2915275444684469,0.3211796423455844,0.3060287326623741
286,K. Osorio,Deportivo Pereira,Deportivo Pereira,"LDMF, LCMF, LAMF",LDMF,7,31,450000,,13,983,Colombia,Colombia,left,181,74,no,8.61,1.921928,8.60288,3.937663,0.73,1.19,0.276,1.01,3.937968,COL,Testing,2025,0.319850344181172,0.3278804320487227,0.3235487288035069
287,L. Flores,Atlético Bucaramanga,Atlético Bucaramanga,"LDMF, LCMF, DMF",LDMF,7,29,400000,,15,923,Venezuela,Venezuela,left,176,70,no,8.09,2.7328,12.480858,7.798511,2.15,2.047617,0.585,1.07,6.725233999999999,COL,Testing,2025,0.4971978199384073,0.5046150086441211,0.5006726699622256
288,S. Orozco,La Equidad,La Equidad,"DMF, LCMF, RCMF",DMF,7,29,400000,2026-06-30,14,969,Colombia,Colombia,right,177,70,no,9.1,4.645,10.58525,7.427321000000001,0.84,2.878785,0.2799719999999999,1.49,7.336095,COL,Testing,2025,0.6323942673652617,0.6271723602350189,0.6296099273784498
289,J. Campuzano,Atlético Nacional,Atlético Nacional,"DMF, RDMF, LDMF",DMF,7,29,1200000,2026-06-30,16,1438,Colombia,"Colombia, Argentina",right,175,77,yes,7.64,1.6874,10.76315,6.066784,0.38,1.627329,0.1875,1.38,6.318624,COL,Testing,2025,0.351075021929189,0.3506330425888813,0.3505500127464175
290,L. Pérez,Alianza,Alianza,"RDMF, RCMF, LCMF",RDMF,7,28,350000,,14,1137,Colombia,Colombia,left,176,73,no,6.65,2.21408,8.3094,4.745964,0.63,1.030575,0.24,0.95,5.226754,COL,Testing,2025,0.2207561620729842,0.2314290229565164,0.225730142519638
291,Jesus Rivas,Águilas Doradas,Águilas Doradas,"LDMF, LCMF, RDMF",LDMF,7,28,1000000,2026-12-31,13,1026,Colombia,Colombia,right,175,70,no,6.4,2.8096,12.014775,6.400772000000001,2.63,4.21187,1.753776,1.14,5.788118,COL,Testing,2025,0.274345138207879,0.3302884546625474,0.3019900451064674
292,J. Castillo,Alianza,Alianza,"RDMF, RCMF, LCMF",RDMF,7,28,400000,,14,870,Colombia,Colombia,right,175,70,no,7.55,2.690352,10.14005,5.898353999999999,0.83,1.137978,0.208,1.66,5.692971,COL,Testing,2025,0.349912718852687,0.3625478201076412,0.3559287678619815
293,S. Guzmán,Atlético Nacional,Atlético Nacional,"LDMF, LCMF, DMF",LDMF,7,27,250000,2025-06-30,9,521,Colombia,Colombia,right,186,76,no,2.94,2.244176,13.477909,3.975576,0.69,1.726753,0.52,0.52,3.9729,COL,Testing,2025,0.07488020705702525,0.1253639534231098,0.09970063350824408
294,I. Rojas,Once Caldas,Once Caldas,"LDMF, DMF, LCMF",LDMF,7,27,650000,2026-12-31,18,1467,Colombia,Colombia,left,178,76,no,6.01,1.1025,5.088644,1.716534,0.18,0.308358,0.059994,0.18,3.0647,COL,Testing,2025,0.0371319377737405,0.04050334154441889,0.03836748174814873
295,D. Chávez,Atlético Bucaramanga,Atlético Bucaramanga,"LDMF, RDMF, LCMF",LDMF,7,27,500000,,17,841,Argentina,Argentina,right,180,71,no,7.6,3.102624,14.341686,8.884943999999999,2.03,1.927959,0.5375,0.96,8.560386000000001,COL,Testing,2025,0.5319150688518104,0.5399725529567047,0.5357264759080516
296,S. Vega,Millonarios,Millonarios,"LDMF, LCMF, RCMF",LDMF,7,27,800000,2026-12-31,14,1017,Colombia,Colombia,right,178,65,no,7.43,1.41542,15.395282,7.872543,0.62,1.678245,0.35,0.27,6.905055999999999,COL,Testing,2025,0.4343919086104673,0.4085392341106183,0.4211946218919054
297,C. Trujillo,Tolima,Tolima,"RDMF, RCMF, LDMF",RDMF,7,26,550000,,19,1118,Colombia,Colombia,right,174,65,no,7.97,1.044855,9.902176,4.022856,0.72,1.2075,0.486,0.4,4.104774000000001,COL,Testing,2025,0.2527918701049471,0.2665232899110538,0.2593108497610586
298,M. García,Once Caldas,Once Caldas,"RDMF, RCMF",RDMF,7,26,700000,2027-06-30,17,1448,Colombia,Colombia,right,178,0,no,8.08,2.422947,11.8111,4.099146999999999,1.06,1.928138,0.433125,0.93,5.155726,COL,Testing,2025,0.3254774953782641,0.3603930825881799,0.3426275608247976
299,E. Restrepo,Llaneros,Llaneros,"DMF, LDMF, LCMF",DMF,7,26,0,,17,1292,Colombia,Colombia,,0,0,no,6.97,1.323597,9.0522,2.785559,1.11,2.43758,0.9031440000000001,0.77,3.625607,COL,Testing,2025,0.1569803115800241,0.1667163399910477,0.1614557877799759
300,J. Alvarado,Medellín,Medellín,"DMF, LCMF, RCMF",DMF,7,25,1400000,2026-12-31,21,1243,Colombia,Colombia,right,180,76,no,5.5,5.06692,16.074368,11.146485,0.65,1.52,0.36114,0.43,10.572996,COL,Testing,2025,0.6340805435260191,0.6274195063958218,0.6305770912864863
301,Y. Velásquez,Santa Fe,Santa Fe,"RDMF, RCMF, LCMF",RDMF,7,25,800000,,15,1157,Colombia,Colombia,right,184,76,no,9.96,1.635696,10.346754,4.901094000000001,0.47,1.556956,0.08,0.7,5.834405,COL,Testing,2025,0.4795659544868153,0.4816567051707205,0.4803680805470784
302,E. López,Envigado,Envigado,"RDMF, LCMF, LDMF",RDMF,7,25,250000,,17,1346,Colombia,Colombia,right,178,74,no,7.49,2.072501,7.290150000000001,3.341712,1.14,1.4696,0.602301,1.2,3.747438,COL,Testing,2025,0.2064995163676945,0.2271771835664036,0.2164715658615073
303,E. Murillo,Santa Fe,Santa Fe,"LDMF, LCMF, RDMF",LDMF,7,24,400000,2025-06-30,11,631,Colombia,Colombia,right,180,73,no,8.7,1.141262,4.42426,2.565,0.43,1.284417,0.426624,0.71,2.0001,COL,Testing,2025,0.2192336581455912,0.2116260491830449,0.2150624099068941
304,J. Colorado,Deportivo Cali,Deportivo Cali,"RDMF, RW, RCMF",RDMF,7,24,350000,,15,1096,Colombia,Colombia,right,180,72,yes,7.88,1.56078,9.688124,4.762367999999999,1.15,1.971528,0.738972,0.49,4.682225,COL,Testing,2025,0.2957742465270867,0.3007268151902155,0.2979218751445434
305,D. Mendoza,Alianza,Alianza,"LDMF, LCMF, RDMF",LDMF,7,24,150000,,16,1200,Colombia,Colombia,right,177,71,yes,8.33,1.64988,7.50027,3.975075,0.6,1.577204,0.375,0.45,3.221836,COL,Testing,2025,0.2704144192617352,0.2865741164956452,0.2781563595623315
306,J. Bermúdez,Deportivo Pereira,Deportivo Pereira,"RDMF, LDMF, LCMF",RDMF,7,24,0,2026-12-31,15,1061,Colombia,Colombia,,0,0,no,8.23,1.10182,8.564799999999998,3.651006000000001,0.76,1.526978,0.422256,0.76,4.326499999999999,COL,Testing,2025,0.2379670591170988,0.2643447104646737,0.2508051728797813
307,J. Hinestroza,Envigado,Envigado,"LDMF, RDMF, LCMF",LDMF,7,23,0,,15,1076,Colombia,Colombia,,176,70,no,8.11,1.085,6.359789999999999,2.00916,0.25,0.669638,0.25125,0.59,2.424136,COL,Testing,2025,0.1406819762036126,0.1691789785730587,0.1545346994937482
308,J. Palacios,Envigado,Envigado,"RDMF, RCMF, LDMF",RDMF,7,21,750000,,18,1446,Colombia,Colombia,right,180,82,no,6.6,2.115021,7.904318,3.73167,0.5,1.36983,0.436185,0.44,3.98147,COL,Testing,2025,0.1453010263353938,0.1753504242950526,0.1599324742185005
309,J. Mercado,Unión Magdalena,Unión Magdalena,"RDMF, LCMF, RCMF",RDMF,7,21,0,,11,653,Colombia,Colombia,right,0,0,no,6.2,4.407438,15.02011,9.09738,1.79,2.203416,0.8271979999999999,2.21,9.507255,COL,Testing,2025,0.5175838103915328,0.5347812347654629,0.5259606160032221
310,E. Rivero Almario,Atlético Nacional U18,Atlético Nacional,"RDMF, LDMF",RDMF,7,19,0,,9,534,Colombia,Colombia,unknown,0,0,no,7.08,2.525,9.43533,4.550193,0.51,1.515,0.505,0.0,5.224651,COL,Testing,2025,0.2644742053944432,0.2862947625959322,0.2750451192498783
311,D. Aguilar,Santos de Guápiles,Santos de Guápiles,"DMF, RCMF, LCMF",DMF,7,18,0,,14,920,Costa Rica,Costa Rica,unknown,0,0,yes,9.29,2.24761,8.023315,4.111818,1.08,2.839224,0.784,0.49,3.912059999999999,CRC,Testing,2025,0.3945155196155204,0.4065689295817342,0.4002614759384352
312,U. Micael Villan,San Carlos,San Carlos,"DMF, LCMF",DMF,7,20,0,,14,1249,Argentina,Argentina,,0,0,no,13.4,3.027024,9.87019,5.763603,1.66,2.450718,1.224,0.79,4.89855,CRC,Testing,2025,0.7558856308321825,0.8091892611131868,0.7824356000659495
313,J. Matarrita,Guanacasteca,Guanacasteca,"DMF, LCMF, RCMF",DMF,7,21,0,2025-06-30,27,1633,Costa Rica,Costa Rica,,0,0,yes,8.21,2.204325,6.2814,3.746907,1.16,2.536599,0.77,0.39,3.638943,CRC,Testing,2025,0.2401637719989303,0.2875740754815682,0.2635241658242353
314,S. Acuña,Deportivo Saprissa,Deportivo Saprissa,"DMF, LCMF, RCMF",DMF,7,22,0,2028-12-31,45,3886,Costa Rica,Costa Rica,right,175,0,no,8.31,1.758249,8.733231,4.351952,0.74,1.296988,0.414,0.63,4.354566,CRC,Testing,2025,0.299396252951134,0.3146618958771782,0.3067045300227182
315,F. Juárez,Santa Ana,Santa Ana,"DMF, RCMF, LCMF",DMF,7,24,0,,30,2077,Costa Rica,Costa Rica,,178,0,no,8.45,1.775079,6.762029999999999,3.334736,0.61,1.343277,0.304732,0.69,3.031236,CRC,Testing,2025,0.2379562350297982,0.2653790445830945,0.2513171675694951
316,E. Juárez,Herediano,Herediano,"DMF, LB",DMF,7,26,175000,2026-06-30,25,1086,Costa Rica,Costa Rica,left,172,67,no,9.86,2.736022,12.015654,6.384716,1.08,1.325648,0.41665,0.75,5.05791,CRC,Testing,2025,0.5366608207713129,0.5607873360416202,0.5485127288910157
317,J. Hadden,Sporting FC,Sporting FC,"DMF, LCMF, RCMF",DMF,7,27,175000,,32,2503,Costa Rica,Costa Rica,right,176,73,yes,6.72,2.412036,6.116019,3.092115,1.01,1.907061,0.8267279999999999,0.47,3.126784,CRC,Testing,2025,0.1537875815022593,0.1668770742128341,0.1599390798530433
318,A. Murillo,Herediano,Herediano,"DMF, RCMF, LCMF",DMF,7,27,150000,,28,1765,Costa Rica,Costa Rica,right,178,72,no,10.05,2.140584,9.588653999999998,5.05078,1.48,2.293632,0.7645620000000001,1.22,4.179525,CRC,Testing,2025,0.4733847086319856,0.4937280967429147,0.4833145326943331
319,C. Martínez,Cartaginés,Cartaginés,"DMF, LDMF, RCMF",DMF,7,31,250000,2026-06-30,25,1820,Costa Rica,"Costa Rica, El Salvador",right,177,71,no,8.41,2.77193,9.100224,4.744422,0.45,0.8408850000000001,0.25002,0.35,3.657912,CRC,Testing,2025,0.3210835284485613,0.3601618961502411,0.3403139010741917
320,Y. Tejeda,Herediano,Herediano,"DMF, LCMF, RCMF",DMF,7,33,250000,2026-06-30,23,1098,Costa Rica,Costa Rica,right,179,66,no,9.43,1.801534,8.03021,4.6725,0.49,1.228424,0.246,0.33,3.773522,CRC,Testing,2025,0.3823601848845241,0.3921952331528555,0.3869907480861242
321,M. Barrantes,Santa Ana,Santa Ana,"DMF, LCMF, CF",DMF,7,41,10000,,24,1742,Costa Rica,Costa Rica,left,177,71,no,5.63,4.391615000000001,12.65992,9.97208,2.48,1.290396,0.516,1.45,7.490380000000001,CRC,Testing,2025,0.5294122038909456,0.4704051682388215,0.499674474462128
322,I. Rakitić,Hajduk Split,Hajduk Split,"LDMF, LCMF",LDMF,7,37,3500000,2025-06-30,35,3377,Switzerland,"Switzerland, Croatia",right,184,78,no,7.78,3.70297,14.552402,8.477703,1.36,2.15825,0.586656,1.57,7.197410000000001,CRO,Testing,2025,0.5511340431534055,0.5701630075979037,0.5604427605279609
323,D. Petrovič,Rijeka,Rijeka,"RDMF, RCMF, LDMF",RDMF,7,27,300000,2026-06-30,34,3095,Slovenia,Slovenia,right,179,78,no,7.12,2.24016,6.542018000000001,3.69603,0.41,0.786258,0.20463,0.73,3.084642,CRO,Testing,2025,0.1667115430994429,0.1885250439928513,0.1772331412106071
324,A. Smakaj,Lokomotiva Zagreb,Lokomotiva Zagreb,"LDMF, LCMF",LDMF,7,22,0,2027-06-15,32,2862,Croatia,"Croatia, Kosovo",right,177,68,no,8.52,1.635105,7.922484,3.301128,1.13,1.824285,0.692033,0.94,3.870614999999999,CRO,Testing,2025,0.2567202219808338,0.2959862179754333,0.2760143089283812
325,F. Krovinović,Hajduk Split,Hajduk Split,"RDMF, RCMF, LDMF",RDMF,7,29,2800000,2027-05-31,33,2457,Croatia,Croatia,right,175,70,no,7.88,1.39009,10.54821,4.944572,0.92,1.31989,0.365,0.81,5.714562,CRO,Testing,2025,0.2990124560940533,0.3185232879070935,0.3084441419535527
326,M. Marina,Varaždin,Varaždin,"RDMF, LDMF, RCMF",RDMF,7,35,150000,2025-05-31,29,2440,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,184,81,no,13.5,2.030285,9.697636,4.354426999999999,0.33,0.7015679999999999,0.146674,0.41,4.50156,CRO,Testing,2025,0.6401345079464393,0.6904269956280845,0.6651239901531112
327,F. Fetai,Lokomotiva Zagreb,Lokomotiva Zagreb,RDMF,RDMF,7,20,0,2027-06-19,30,2399,North Macedonia,North Macedonia,right,172,60,no,12.94,1.05,4.916892,2.176456,0.41,1.49847,0.336,0.45,2.29034,CRO,Testing,2025,0.4888912988294862,0.5067279200040398,0.4975744147373325
328,J. Mišić,Dinamo Zagreb,Dinamo Zagreb,"DMF, LDMF",DMF,7,30,2500000,2026-06-30,25,2346,Croatia,Croatia,right,187,82,no,7.4,3.570424,11.359,7.363809,1.19,1.345,0.614733,1.3,7.860684,CRO,Testing,2025,0.4945885554411511,0.4952395916545154,0.4946775227798689
329,L. Crepulja,Slaven Belupo,Slaven Belupo,"LDMF, DMF, RDMF",LDMF,7,31,450000,2025-06-30,30,2334,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,178,72,no,8.41,2.890909999999999,14.497038,7.556159999999998,0.58,1.00342,0.268318,1.39,7.133489999999999,CRO,Testing,2025,0.5242303015254809,0.5368131966306491,0.530301874726035
330,L. Selahi,Rijeka,Rijeka,"LDMF, DMF",LDMF,7,26,3000000,2025-06-30,30,2061,Belgium,"Belgium, Albania",right,180,75,no,9.56,1.355532,8.954675,4.368538999999999,0.61,1.133577,0.3915,0.74,4.450752,CRO,Testing,2025,0.4113285695718784,0.4027702654060067,0.4067717163923329
331,P. Sučić,Dinamo Zagreb,Dinamo Zagreb,"RDMF, RCMF",RDMF,7,21,3000000,2028-06-19,26,2056,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,183,0,no,7.22,1.446945,9.281089999999999,4.683416,1.84,2.625604,0.876418,1.75,5.211259999999999,CRO,Testing,2025,0.2524409901994802,0.2638581136277806,0.2578021154003185
332,A. Maurić,Istra 1961,Istra 1961,"LDMF, LCMF",LDMF,7,21,0,2027-06-30,26,2023,Croatia,Croatia,left,187,82,no,8.54,1.782246,9.695184000000001,4.450089000000001,1.51,1.469325,0.62224,1.29,4.405730999999999,CRO,Testing,2025,0.3204254269335728,0.3456445201798934,0.3327226087076099
333,V. Jugović,Osijek,Osijek,"DMF, RCMF, LCMF",DMF,7,35,100000,2025-06-30,30,1932,Croatia,Croatia,right,178,69,no,6.66,0.976272,7.171632,3.077521,0.7,0.6534080000000002,0.278791,0.65,3.590515,CRO,Testing,2025,0.116661587961421,0.1236156260774622,0.1197265347812115
334,T. Duvnjak,Varaždin,Varaždin,"LDMF, RDMF, LCMF",LDMF,7,22,300000,2026-05-31,29,1875,Croatia,Croatia,right,172,63,no,9.36,2.83176,6.575317,3.742588,1.15,3.45847,0.865,0.77,4.417425,CRO,Testing,2025,0.4229985294731823,0.4380541433944841,0.4302596304628349
335,L. Belcar,Dinamo Zagreb,Dinamo Zagreb,"LDMF, RDMF",LDMF,7,23,400000,2027-05-31,22,1856,Croatia,Croatia,right,186,75,yes,7.95,4.46312,8.729903,4.845627,1.7,3.19871,0.968392,1.6,5.62243,CRO,Testing,2025,0.3755332240053854,0.4228272766997926,0.3988988638285464
336,R. Pukštas,Hajduk Split,Hajduk Split,"RDMF, AMF, RCMF",RDMF,7,20,0,2027-05-31,30,1660,United States,"United States, Lithuania",right,181,75,no,7.59,1.193393,4.76978,3.30705,1.46,3.632672,0.8665799999999999,1.41,3.364645,CRO,Testing,2025,0.1759027656414831,0.1927248966543782,0.1839318145848973
337,I. Ćubelić,Slaven Belupo,Slaven Belupo,"RDMF, DMF",RDMF,7,21,250000,2026-06-30,27,1642,Croatia,Croatia,right,184,79,no,14.09,3.1236,8.166813,4.551207000000001,1.1,1.645899,0.4950000000000001,0.71,4.658014,CRO,Testing,2025,0.7173207115900441,0.7766774521897345,0.7468805920283819
338,J. Pršir,Gorica,Gorica,"LDMF, DMF",LDMF,7,25,2500000,2026-08-31,20,1630,Croatia,Croatia,right,181,73,no,14.3,2.2659,10.1574,5.025726,1.77,3.59,0.94,1.1,4.361217,CRO,Testing,2025,0.699858662990024,0.7871938922379701,0.7434061613074128
339,Iker Pozo,Šibenik,Šibenik,DMF,DMF,7,24,350000,2026-06-15,19,1371,Spain,Spain,right,176,74,no,11.29,1.575,8.274123000000001,2.430747,1.12,2.755895999999999,0.8528,1.05,2.3625,CRO,Testing,2025,0.4798929877118343,0.4857540805669431,0.4825813209163205
340,J. Radošević,Istra 1961,Istra 1961,"RDMF, DMF",RDMF,7,31,1500000,2025-06-30,15,1330,Croatia,Croatia,right,180,74,no,8.12,2.571154,7.711641000000001,3.5165,0.61,1.285125,0.273347,0.41,3.652334,CRO,Testing,2025,0.2504615148294629,0.2937298465486826,0.2717547756732728
341,S. Blagojević,Istra 1961,Istra 1961,"RDMF, DMF, RCMF",RDMF,7,38,50000,2025-06-30,16,1262,Croatia,Croatia,right,179,80,no,8.84,4.067556,9.915521,4.918155,0.43,1.783476,0.216,0.36,5.064738,CRO,Testing,2025,0.4831038472531883,0.4880625741287768,0.4853422899284115
342,M. Agbekpornu,Slaven Belupo,Slaven Belupo,"RDMF, LDMF, RCMF",RDMF,7,26,400000,2026-05-31,18,1189,Ghana,Ghana,right,188,80,no,8.55,2.119212,8.25021,4.61495,0.91,2.042211,0.7571580000000001,0.83,4.922222000000001,CRO,Testing,2025,0.3365913637253077,0.3647112838483702,0.3503472093382069
343,I. Roca,Šibenik,Šibenik,"DMF, RCMF, LDMF",DMF,7,29,150000,2026-06-15,23,1106,Croatia,Croatia,right,184,77,no,13.18,2.439328,7.567092000000001,4.475625,0.33,1.220422,0.08199999999999999,0.08,3.25365,CRO,Testing,2025,0.637084678618951,0.6713835820326833,0.6540721951426657
344,L. Kapulica,Gorica,Gorica,"RDMF, LCMF",RDMF,7,20,0,2025-06-30,16,931,Croatia,Croatia,right,179,72,no,8.89,1.355532,5.125572999999999,2.031744,1.64,2.7055,1.2584,0.87,2.414808,CRO,Testing,2025,0.2524106724919127,0.2519773063785147,0.2518437637076233
345,K. Vacek,Pardubice,Pardubice,"LDMF, RDMF, RCMF",LDMF,7,38,125000,,29,2451,Czech Republic,Czech Republic,right,183,76,no,9.36,2.277105,9.36124,4.367736000000001,1.06,1.285515,0.547848,0.44,3.634268,CZH,Testing,2025,0.4100465888578064,0.4193457690619107,0.4144220591297298
346,R. Breite,Sigma Olomouc,Sigma Olomouc,"RDMF, LDMF",RDMF,7,35,200000,2026-06-30,32,2613,Czech Republic,Czech Republic,right,175,72,no,9.99,3.238074,11.438202,5.823535999999999,0.45,0.893016,0.102,0.65,5.271908000000001,CZH,Testing,2025,0.5310923468670241,0.5671456899424089,0.5489078538545458
347,M. Trávník,Slovácko,Slovácko,"RDMF, LDMF, RCMF",RDMF,7,31,450000,2026-06-30,31,2918,Czech Republic,Czech Republic,right,175,70,no,9.31,2.96112,8.976593999999999,5.36284,1.36,2.157538,0.525,0.71,4.194536,CZH,Testing,2025,0.4751412913402482,0.4841815814671266,0.4794177422511207
348,M. Hubínek,České Budějovice,České Budějovice,"DMF, RCMF, RCB",DMF,7,30,175000,2026-06-30,30,2542,Czech Republic,Czech Republic,left,181,81,no,8.14,2.55021,9.452109,5.029002,0.21,1.025532,0.14,0.6,3.719562,CZH,Testing,2025,0.3046374488163087,0.3410690194350174,0.3225361007843774
349,P. Čavoš,Karviná,Karviná,"RDMF, LDMF, DMF",RDMF,7,30,275000,,26,1904,Czech Republic,Czech Republic,right,180,74,no,7.04,2.361861,7.799637000000001,3.874345000000001,0.61,1.132759,0.2363400000000001,0.19,3.356891000000001,CZH,Testing,2025,0.1941093363573286,0.2093180884543609,0.2013398448627275
350,L. Hůlka,Bohemians 1905,Bohemians 1905,"DMF, RCB, RDMF",DMF,7,30,375000,2026-06-30,31,3008,Czech Republic,Czech Republic,right,182,74,no,10.62,2.485052,10.263448,4.995809,0.81,1.46537,0.270009,0.66,3.916489,CZH,Testing,2025,0.514046022402634,0.5664179833969528,0.5400166762254522
351,J. Spáčil,Sigma Olomouc,Sigma Olomouc,"LDMF, RDMF",LDMF,7,26,225000,2026-06-30,28,2282,Czech Republic,Czech Republic,,179,0,no,10.06,2.405977,10.21262,5.166508,0.67,0.868168,0.19446,1.03,4.533108,CZH,Testing,2025,0.4791455652439657,0.5044931058961732,0.491581335419719
352,Š. Langer,Sigma Olomouc,Sigma Olomouc,"RDMF, LDMF, RCMF",RDMF,7,24,225000,,24,1192,Czech Republic,Czech Republic,right,179,76,no,6.95,1.284725,5.889509999999999,2.64106,2.11,3.018295,1.2096,1.06,1.73553,CZH,Testing,2025,0.1215098441489674,0.1314261100001916,0.1260588691187989
353,Santiago Eneme,Slovan Liberec,Slovan Liberec,"RDMF, AMF, DMF",RDMF,7,24,325000,2027-06-30,24,1515,Equatorial Guinea,Equatorial Guinea,right,183,76,no,7.01,1.06875,5.585871,3.267845,1.96,2.615508,1.24932,1.78,3.265178,CZH,Testing,2025,0.1370642107483329,0.1662801788755246,0.1512748909408582
354,Q. Zyba,Slovan Liberec,Slovan Liberec,"LDMF, DMF, LCMF",LDMF,7,24,500000,2027-06-30,20,1008,Kosovo,Kosovo,right,184,76,no,9.29,2.5,10.80088,5.893125,2.14,1.697982,0.715312,1.7,5.805396000000001,CZH,Testing,2025,0.4964948679228824,0.5052838192203821,0.5006555912477324
355,P. Vydra,Sparta Praha,Sparta Praha,"DMF, LCMF, RCMF",DMF,7,21,0,2025-06-30,30,2349,Czech Republic,Czech Republic,right,190,87,no,7.85,3.565115,9.461571,5.476652999999999,1.8,3.029375,1.377954,1.42,4.67578,CZH,Testing,2025,0.4014238722390457,0.4209018256528931,0.4108870743242806
356,O. Kričfaluši,Teplice,Teplice,"DMF, CB, RCB",DMF,7,21,0,2027-06-30,25,2403,Czech Republic,Czech Republic,right,195,87,no,9.29,5.093226,12.69534,8.911026,1.84,1.5,0.9731990000000001,1.05,6.25605,CZH,Testing,2025,0.6747032300387003,0.700228416579167,0.6873194517795769
357,S. Míšek,Pardubice,Pardubice,"RDMF, AMF, LCMF",RDMF,7,19,0,2028-06-30,33,2353,Czech Republic,Czech Republic,right,0,0,no,7.15,1.45145,6.466239999999999,3.02096,1.45,2.142052,1.029756,0.8,2.910208,CZH,Testing,2025,0.1394756357753507,0.1634312170292365,0.151056020073735
358,D. Planka,Karviná,Karviná,"LDMF, RDMF, RCMF",LDMF,7,19,0,,29,2381,Czech Republic,Czech Republic,right,173,62,no,4.31,0.83,5.783399999999999,2.114,1.47,1.74,0.83,1.29,2.157285,CZH,Testing,2025,0.00178634258931664,0.01069455566245867,0.005775034089316955
359,V. Froholdt,København,København,"RDMF, RCMF",RDMF,7,19,400000,2028-06-30,30,2254,Denmark,Denmark,right,187,0,no,10.1,0.55998,6.505182000000001,2.273832,2.08,3.63484,1.4,2.72,2.831493,DEN,Testing,2025,0.3328161847448478,0.3377948612710013,0.33499422154265
360,K. Davidsen,AaB,AaB,"DMF, RDMF, RCMF",DMF,7,20,25000,2028-06-30,27,1899,Denmark,Denmark,,0,0,no,11.18,1.9422,7.4898,3.173411,0.81,1.848725,0.475,0.47,3.6985,DEN,Testing,2025,0.4998631733293704,0.5072377300145945,0.5033179456452606
361,P. Langhoff,Lyngby,Lyngby,DMF,DMF,7,21,0,2026-06-30,17,1415,Denmark,Denmark,,0,0,no,9.8,1.904721,9.094904,4.260012,1.4,2.60832,0.889,0.7,5.27799,DEN,Testing,2025,0.4680307376102149,0.4771543849513931,0.4723455565077044
362,T. Sommer,Sønderjyske,Sønderjyske,"DMF, LDMF, CB",DMF,7,23,300000,2027-06-30,25,1767,Denmark,Denmark,right,181,75,no,10.24,4.789867,12.88512,6.161925,0.71,1.373985,0.257148,0.51,6.110044,DEN,Testing,2025,0.6199505224671922,0.703301848566885,0.6614677123118214
363,P. Mattsson,Silkeborg,Silkeborg,DMF,DMF,7,23,650000,2026-12-31,26,2364,Denmark,"Denmark, Sweden",right,181,74,no,9.59,3.158672,17.896327,7.08,1.48,4.265076000000001,0.9119999999999999,1.07,7.842804000000001,DEN,Testing,2025,0.6364254823981099,0.6404372535875881,0.6382620317807437
364,Dani Silva,Midtjylland,Midtjylland,DMF,DMF,7,25,2000000,2028-06-30,13,913,Portugal,Portugal,right,180,73,no,8.18,1.282138,12.226104,4.138914,1.48,2.564294,0.693,0.59,5.027340000000001,DEN,Testing,2025,0.3013166914857834,0.3323574032110891,0.3165170964002291
365,L. Hetemi,Vejle,Vejle,"DMF, RCMF, LCMF",DMF,7,25,200000,2026-06-30,32,2664,Albania,"Albania, Denmark",right,170,67,no,9.46,2.330757,7.260533000000001,3.243,0.88,1.691372,0.372771,0.84,3.715349999999999,DEN,Testing,2025,0.3675929530200978,0.392018193209498,0.3795151126994833
366,J. Björkengren,Randers,Randers,"LDMF, LCMF",LDMF,7,26,750000,2027-06-30,32,3160,Sweden,Sweden,left,180,78,no,10.03,2.446882,10.625195,5.41221,0.46,1.53698,0.199245,0.71,4.556925000000001,DEN,Testing,2025,0.4906605805706828,0.5145671506011712,0.5023809209206561
