Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1216,S. Bajić,Bristol City,Bristol City,GK,GK,0,21,1500000,2025-06-30,11,1057,France,"France, Serbia",right,191,84,no,0.5950000000000001,58.18,-0.417,1.36,1.02,-0.2727272727272727,2.387755102040816,FRA2,Testing,2023,0.262796704949588,0.2775878570009691,0.27
1217,B. Drągowski,Spezia,Spezia,GK,GK,0,26,4500000,2025-06-30,21,1972,Poland,Poland,right,191,74,no,0.32375,65.59,-0.241,0.91,1.87,-0.1967213114754098,2.904109589041096,ITA1,Testing,2023,0.2790603985708356,0.2618068589765116,0.27
1218,V. Rybak,Metalist Kharkiv,Metalist Kharkiv,GK,GK,0,22,200000,,13,1283,Ukraine,Ukraine,right,192,0,no,0.28,64.86,-0.02,1.05,1.05,-0.02247191011235961,2.857142857142857,UKR,Testing,2023,0.2784780758905805,0.2620382409981637,0.27
1219,A. Okonkwo,Arsenal,Arsenal,GK,GK,0,21,1500000,2024-06-30,15,1466,England,"England, Nigeria",right,198,85,no,0.31,64.71,-0.122,1.11,1.17,-0.1326530612244898,2.819819819819819,AUT,Testing,2023,0.2882717945841775,0.2504123433879936,0.269
1220,A. Stejskal,WSG Swarovski Tirol,WSG Swarovski Tirol,GK,GK,0,21,325000,2024-06-30,16,1533,Czech Republic,Czech Republic,right,189,67,no,0.41125,64.71,-0.326,0.7,1.59,-0.2307692307692308,2.835227272727273,AUT,Testing,2023,0.2726399966479146,0.2655916998664036,0.269
1221,M. Igonen,Hebar 1918,Hebar 1918,GK,GK,0,27,350000,,14,1384,Estonia,Estonia,right,188,78,no,0.07,70.59,-0.131,1.11,1.3,-0.1111111111111112,3.4,BUL,Testing,2023,0.3049578632198232,0.2339794562653416,0.269
1222,K. Dawson,Plaza Colonia,Plaza Colonia,GK,GK,0,31,850000,,19,1891,Uruguay,Uruguay,right,178,81,no,0.3325,65.33,-0.099,1.05,0.71,-0.08771929824561409,2.879032258064516,COL,Testing,2023,0.2840481012848494,0.2546423836900341,0.269
1223,A. Hansen,Rosenborg,Rosenborg,GK,GK,0,33,500000,,23,2100,Norway,Norway,right,189,87,no,0.25713,60.24,0.134,0.73,1.24,0.09032258064516141,2.524822695035461,NOR,Testing,2023,0.2775581167425306,0.2595294865105917,0.269
1224,Vinícius,Portimonense,Portimonense,GK,GK,0,29,400000,2024-12-31,10,1003,Brazil,Brazil,right,194,90,no,0.45,61.29,-0.744,1.53,1.62,-0.5248226950354611,2.586046511627907,POR1,Testing,2023,0.2616158830589317,0.2753907242191159,0.269
1225,Iván Villar,Celta de Vigo,Celta de Vigo,GK,GK,0,26,1200000,,29,2812,Spain,Spain,right,186,76,no,0.225562,63.89,0.039,0.86,1.57,0.03100775193798455,2.768,SPA1,Testing,2023,0.2734175423211814,0.2648321983103699,0.269
1226,J. Ledesma,Club Atlético Mitre,Club Atlético Mitre,GK,GK,0,34,50000,2023-12-31,12,1173,Argentina,Argentina,left,187,84,no,0.228,72.73,-0.186,1.3,1.3,-0.2432432432432432,3.673913043478261,ARG2,Testing,2023,0.2528750120610604,0.2834552187263083,0.268
1227,J. De Smet,Lierse Kempenzonen,Lierse Kempenzonen,GK,GK,0,24,200000,2025-06-30,14,1330,Belgium,Belgium,left,187,80,no,0.14,68.66,-0.045,0.81,1.49,-0.02898550724637694,3.190140845070423,BEL2,Testing,2023,0.2680916448807124,0.2683622466344813,0.268
1228,Ramón Juan,Mirandés,Mirandés,GK,GK,0,23,300000,2024-06-30,15,1485,Spain,Spain,right,179,79,no,0.12,68.75,-0.008,0.97,1.21,-0.008333333333333304,3.206611570247934,SPA2,Testing,2023,0.2700865464282863,0.264734066348312,0.267
1229,Dênis,Sport Recife,Sport Recife,GK,GK,0,36,200000,,10,1043,Brazil,Brazil,left,188,86,no,0.6037499999999999,58.97,-0.374,1.38,1.04,-0.3663366336633662,2.442028985507247,BRA2,Testing,2023,0.2590062902242358,0.2724087317933953,0.266
1230,C. Cáceda,Melgar,Melgar,GK,GK,0,32,475000,2024-12-31,29,2879,Peru,Peru,right,183,76,no,0.13,70.79,-0.063,0.68,1.32,-0.07692307692307687,3.416666666666667,PER,Testing,2023,0.2793922215913143,0.2518668085840957,0.266
1231,F. Oswald,WSG Swarovski Tirol,WSG Swarovski Tirol,GK,GK,0,33,400000,2024-06-30,11,1084,Germany,"Germany, Austria",right,183,77,no,0.33,60.38,-0.061,1.08,1.41,-0.03571428571428581,2.528735632183908,AUT,Testing,2023,0.2732712029407583,0.2561485678047306,0.265
1232,Yousef Hassan,Al Gharafa,Al Gharafa,GK,GK,0,27,150000,,18,1851,Qatar,"Qatar, Egypt",right,186,78,no,0.392,61.96,-0.326,1.12,2.09,-0.2318840579710146,2.629411764705882,QAT,Testing,2023,0.2689996806454411,0.2603505924862542,0.265
1233,Ali Khaseif,Al Jazira,Al Jazira,GK,GK,0,36,200000,2024-06-30,25,2545,United Arab Emirates,United Arab Emirates,right,187,94,no,0.389252,62.61,-0.304,1.27,1.73,-0.2459016393442623,2.677631578947369,UAE,Testing,2023,0.2647080067170437,0.2662241670877881,0.265
1234,Caíque,Grêmio,Grêmio,GK,GK,0,26,0,2023-12-31,15,1532,Brazil,Brazil,left,198,100,no,0.3514109999999999,63.46,-0.272,1.47,1.76,-0.3333333333333335,2.723214285714285,BRA3,Testing,2023,0.2554682150609249,0.2719438839864792,0.264
1235,Miquel Parera,Racing Santander,Racing Santander,GK,GK,0,27,700000,2025-06-30,18,1698,Spain,Spain,right,182,77,no,0.37,70.15,-0.356,1.11,1.27,-0.5142857142857145,3.349056603773584,SPA2,Testing,2023,0.2722351661856942,0.2558752305876301,0.264
1236,D. St. Clair,Minnesota United,Minnesota United,GK,GK,0,26,1500000,2024-12-31,30,2919,Canada,"Canada, Trinidad and Tobago",left,191,80,no,0.188562,68.15,-0.064,0.62,1.36,-0.05555555555555558,3.12781954887218,USA,Testing,2023,0.2746279203363812,0.2529530118570164,0.264
1237,D. Iversen,Leicester City,Leicester City,GK,GK,0,26,2000000,2025-06-30,12,1181,Denmark,Denmark,right,193,80,no,0.153341,64.52,-0.057,1.45,1.22,-0.03703703703703698,2.809523809523809,ENG1,Testing,2023,0.2820628646751226,0.2445382185218494,0.263
1238,M. Hedenstad Christiansen,Lillestrøm,Lillestrøm,GK,GK,0,23,1300000,2025-12-31,30,2971,Norway,Norway,right,186,76,no,0.24,66.21,-0.07,0.79,1.24,-0.04964539007092195,2.966216216216216,NOR,Testing,2023,0.2687890895354036,0.2581554278935097,0.263
1239,M. Sjöeng,Vålerenga,Vålerenga,GK,GK,0,21,900000,2026-12-31,19,1873,Norway,Norway,right,197,84,no,0.286681,64.44,-0.255,1.54,1.54,-0.203125,2.805194805194805,NOR,Testing,2023,0.2711331827846606,0.2505519527599248,0.261
1240,L. Lezzerini,Brescia,Brescia,GK,GK,0,28,500000,2024-06-30,19,1876,Italy,Italy,right,195,86,no,0.38,67.65,-0.253,1.01,1.2,-0.325,3.075471698113207,ITA2,Testing,2023,0.2660607788101054,0.2531576028820355,0.26
1241,M. Vaca,Gran Mamoré,Gran Mamoré,GK,GK,0,33,75000,,24,2440,Bolivia,Bolivia,right,180,78,no,0.2625,65.38,-0.251,1.51,1.66,-0.177304964539007,2.891566265060241,BOL,Testing,2023,0.2562996375486153,0.2599003667114486,0.258
1242,J. Pickford,Everton,Everton,GK,GK,0,29,25000000,2027-06-30,38,3797,England,England,left,185,77,no,0.145707,63.86,-0.029,1.07,1.92,-0.02158273381294973,2.767605633802817,ENG1,Testing,2023,0.2591868996915313,0.2521913209744181,0.256
1243,P. Álvarez,Atlético Grau,Atlético Grau,GK,GK,0,29,400000,,9,912,Peru,Peru,right,180,74,no,0.2,62.86,-0.031,1.18,1.58,-0.02400000000000002,2.6953125,PER,Testing,2023,0.2612053901589287,0.2514523281407601,0.256
1244,J. Pinos,Mushuc Runa,Mushuc Runa,GK,GK,0,34,350000,2025-12-31,22,2088,Ecuador,Ecuador,right,184,82,no,0.13,68.04,-0.012,0.52,1.68,-0.01515151515151514,3.119402985074626,ECU,Testing,2023,0.2579584673349984,0.2523712097090369,0.255
1245,Amine Lecomte-Addani,Al Gharafa,Al Gharafa,GK,GK,0,33,100000,2024-06-30,11,1116,Morocco,"Morocco, Qatar",right,195,96,no,0.320016,61.54,-0.034,0.97,1.37,-0.018987341772152,2.60248447204969,QAT,Testing,2023,0.259089450475332,0.2515590684924194,0.255
1246,Abdulqaddous Attieh,Al Wehda,Al Wehda,GK,GK,0,26,75000,,14,1433,Saudi Arabia,"Saudi Arabia, Yemen",right,186,77,no,0.186,62.32,-0.129,1.44,1.76,-0.08666666666666667,2.656441717791411,SAUD,Testing,2023,0.263262943996783,0.247074235203146,0.255
1247,E. Taşkıran,Alanyaspor,Alanyaspor,GK,GK,0,34,200000,,16,1644,Turkey,Turkey,right,191,83,no,0.325698,62.32,-0.234,1.15,2.14,-0.1932773109243697,2.661971830985915,TUR,Testing,2023,0.2572480674736787,0.2518035756930427,0.255
1248,T. Melia,Sporting KC,Sporting KC,GK,GK,0,37,250000,2024-12-31,20,1950,United States,United States,right,185,86,no,0.09,67.47,0.058,0.32,1.48,0.03846153846153855,3.064,USA,Testing,2023,0.2676112744418657,0.2430279330261986,0.255
1249,J. Holmes,Rochedale Rovers,Rochedale Rovers,GK,GK,0,26,250000,,19,1876,Australia,"Australia, England",right,190,85,no,0.14,64.56,-0.019,1.01,1.78,-0.01515151515151514,2.828358208955224,AUS,Testing,2023,0.2555779943709416,0.2516015814337179,0.254
1250,O. Ustari,,Pachuca,GK,GK,0,37,1000000,,20,2030,Argentina,"Argentina, Italy",right,190,73,no,0.224991,68.63,-0.239,1.06,1.86,-0.2033898305084745,3.183098591549296,MEX,Testing,2023,0.2451949978701674,0.2628164522214553,0.254
1251,K. Tobiasz,Legia Warszawa,Legia Warszawa,GK,GK,0,21,4000000,2026-06-30,25,2487,Poland,Poland,left,191,80,no,0.473586,58.33,-0.185,1.19,1.27,-0.2111111111111112,2.394495412844036,POL,Testing,2023,0.2502756554486113,0.2563575719796339,0.253
1252,J. Klinsmann,Los Angeles Galaxy,Los Angeles Galaxy,GK,GK,0,26,200000,2023-12-31,10,927,Germany,"Germany, United States",right,194,89,no,0.39,60.53,-0.316,1.75,1.26,-0.2807017543859649,2.527397260273973,USA,Testing,2023,0.2368242283344671,0.2696621775135838,0.253
1253,Dong Chunyu,Shenzhen,Shenzhen,GK,GK,0,32,100000,2023-12-31,17,1669,China PR,China PR,right,187,77,no,0.486,56.38,-0.444,2.43,1.19,-0.2485875706214689,2.294117647058824,CHN,Testing,2023,0.2273724474787974,0.2772888563304706,0.252
1254,M. Flekken,Brentford,Brentford,GK,GK,0,30,7000000,,14,1379,Netherlands,Netherlands,right,195,87,no,0.264,65.45,-0.159,1.17,1.04,-0.1481481481481481,2.895161290322581,ENG1,Testing,2023,0.2780845604645837,0.2255527154646523,0.252
1255,S. Johnstone,Crystal Palace,Crystal Palace,GK,GK,0,30,4000000,2027-06-30,24,2405,England,England,right,193,85,no,0.222846,65.93,-0.157,1.09,1.27,-0.1599999999999999,2.939655172413794,ENG1,Testing,2023,0.2691086610045821,0.2341369154422026,0.252
1256,Adan,Sporting CP,Sporting CP,GK,GK,0,36,1500000,2024-06-30,30,2994,Spain,Spain,left,190,94,no,0.27,68.29,-0.17,1.11,1.17,-0.278688524590164,3.153846153846154,POR1,Testing,2023,0.2599201539269846,0.2447986344373373,0.252
1257,Carlos Coronel,New York RB,New York RB,GK,GK,0,26,600000,,37,3706,Brazil,Brazil,right,192,88,no,0.295392,58.33,-0.067,1.09,2.04,-0.05825242718446599,2.403669724770642,USA,Testing,2023,0.2680540111630627,0.2352662698112358,0.252
1258,J. Ayala,Deportivo Morón,Deportivo Morón,GK,GK,0,35,50000,2023-12-31,18,1775,Argentina,Argentina,right,183,80,no,0.2,67.27,-0.249,1.57,2.08,-0.3787878787878787,3.065934065934066,ARG2,Testing,2023,0.2411292705564477,0.2605476791883102,0.251
1259,Ygor Vinhas,Avaí,Avaí,GK,GK,0,29,200000,2024-11-30,11,1131,Brazil,Brazil,right,192,88,no,0.24,64.29,-0.09,0.8,1.51,-0.06000000000000005,2.80503144654088,BRA2,Testing,2023,0.2581259066553277,0.2447509431276668,0.251
1260,L. Choutesiotis,Aris,Aris,GK,GK,0,29,400000,2024-06-30,22,2186,Greece,Greece,right,192,85,no,0.25,64.77,-0.075,0.82,1.4,-0.06666666666666665,2.828125,GRE,Testing,2023,0.2618490782008672,0.2401820745415623,0.251
1261,J. Schendelaar,PEC Zwolle,PEC Zwolle,GK,GK,0,23,600000,2026-06-30,14,1353,Netherlands,Netherlands,right,187,87,no,0.33,66.18,-0.421,1.06,1.6,-0.3783783783783783,2.954248366013072,HOL,Testing,2023,0.2619604688649492,0.2341581820653139,0.248
1262,M. Verrips,Groningen,Groningen,GK,GK,0,26,800000,2025-06-30,15,1458,Netherlands,Netherlands,right,196,93,yes,0.42875,59.46,-0.323,0.99,2.1,-0.2091503267973858,2.47027027027027,HOL,Testing,2023,0.2446493113727205,0.251774962287555,0.248
1263,L. Barraza,New York City,New York City,GK,GK,0,26,300000,,24,2396,United States,"United States, Mexico",right,188,88,no,0.264452,67.02,-0.13,0.83,1.09,-0.1262135922330097,3.043103448275862,USA,Testing,2023,0.2586992684719912,0.2364664177887106,0.248
1264,F. Barrios,Botev Vratsa,Botev Vratsa,GK,GK,0,26,0,,15,1452,Colombia,Colombia,,186,78,no,0.248,63.16,-0.351,1.74,2.36,-0.2608695652173914,2.706896551724138,BUL,Testing,2023,0.2423679663655948,0.2520065026456996,0.247
1265,J. Wallens,Deportivo Cali,Deportivo Cali,GK,GK,0,31,150000,,11,1094,Colombia,Colombia,right,190,75,no,0.0,70.0,-0.17,0.66,1.81,-0.1603773584905659,3.341463414634147,COL,Testing,2023,0.2709421308608436,0.2226275867185961,0.247
1266,S. Pizzignacco,FeralpiSalò,FeralpiSalò,GK,GK,0,22,325000,2025-06-30,15,1483,Italy,Italy,right,188,76,no,0.120006,62.34,0.025,1.15,1.46,0.01675977653631289,2.653409090909091,ITA2,Testing,2023,0.2538994008495611,0.240315447802716,0.247
1267,J. McCarthy,Los Angeles FC,Los Angeles FC,GK,GK,0,31,350000,,25,2492,United States,United States,right,191,82,no,0.07,68.69,-0.039,0.94,1.34,-0.03703703703703698,3.196428571428571,USA,Testing,2023,0.2603107802733939,0.2334490719567978,0.247
1268,B. Guzan,Atlanta United,Atlanta United,GK,GK,0,39,100000,2023-12-31,30,2994,United States,"United States, Poland",left,193,95,no,0.299988,62.4,-0.184,1.14,1.38,-0.1463414634146341,2.666666666666667,USA,Testing,2023,0.2620647920706003,0.2309652238037478,0.247
1269,F. Agüero,Deportivo Riestra,Deportivo Riestra,GK,GK,0,30,0,,14,1367,Argentina,Argentina,left,191,86,no,0.26668,60.78,-0.354,3.42,2.77,-0.3750000000000002,2.545454545454545,ARG2,Testing,2023,0.2225072358801121,0.2672938487281364,0.245
1270,E. Room,Vitesse,Vitesse,GK,GK,0,34,600000,2023-12-31,14,1391,Netherlands,"Netherlands, Curaçao",right,189,88,no,0.126673,69.23,-0.01,0.58,1.04,-0.004854368932038833,3.2512077294686,HOL,Testing,2023,0.2518844651758829,0.2374064659654684,0.245
1271,D. Enriquez,Binacional,Binacional,GK,GK,0,21,425000,2024-12-31,32,3133,Peru,Peru,right,183,76,yes,0.18,67.27,-0.134,0.74,1.18,-0.09589041095890427,3.05,PER,Testing,2023,0.2597495074578801,0.2306135397960878,0.245
1272,G. Bazunu,Southampton,Southampton,GK,GK,0,21,18000000,2027-06-30,19,1895,Republic of Ireland,"Republic of Ireland, Nigeria",right,189,79,no,0.4274999999999999,62.5,-0.284,1.14,1.09,-0.28,2.671875,ENG2,Testing,2023,0.2505755962974958,0.2379153684820602,0.244
1273,J. Storevik,Vålerenga,Vålerenga,GK,GK,0,27,300000,2025-12-31,11,1074,Norway,Norway,right,188,83,no,0.59,56.1,-0.365,1.17,1.34,-0.3245614035087721,2.278145695364238,NOR,Testing,2023,0.2550377581578698,0.2322333731255845,0.244
1274,S. Scuffet,Cagliari,Cagliari,GK,GK,0,27,1500000,,21,2103,Italy,Italy,right,193,77,no,0.08667100000000001,68.0,-0.043,1.03,1.33,-0.05102040816326525,3.116504854368932,ROM,Testing,2023,0.2539745920338831,0.2332790240407978,0.244
1275,A. Silva,Santa Fe,Santa Fe,GK,GK,0,39,500000,2023-12-31,19,1883,Paraguay,"Paraguay, Italy",right,190,0,no,0.33,65.0,-0.293,1.24,1.34,-0.2884615384615385,2.850746268656716,COL,Testing,2023,0.2488364968693659,0.2369061434589478,0.243
1276,Filipe Ferreira,Penafiel,Penafiel,GK,GK,0,27,150000,,11,1063,Portugal,Portugal,right,193,90,no,0.336,62.75,-0.349,1.52,1.27,-0.2777777777777779,2.683229813664596,POR2,Testing,2023,0.2299727245520517,0.2559484669839551,0.243
1277,G. Bazunu,Southampton,Southampton,GK,GK,0,21,18000000,2027-06-30,17,1698,Republic of Ireland,"Republic of Ireland, Nigeria",right,189,79,no,0.5272779999999999,53.97,-0.357,1.38,1.91,-0.3050847457627119,2.168831168831169,ENG1,Testing,2023,0.2480451021497156,0.2355248026281843,0.242
1278,Andoni Zubiaurre,Eldense,Eldense,GK,GK,0,27,300000,2024-06-30,10,1007,Spain,Spain,left,190,80,no,0.18,67.65,-0.371,1.52,2.32,-0.6065573770491803,3.102040816326531,SPA2,Testing,2023,0.2329218122077014,0.2517452553220396,0.242
1279,J. Urbig,Greuther Fürth,Greuther Fürth,GK,GK,0,20,800000,2024-06-30,31,3058,Germany,Germany,right,189,83,yes,0.06,64.52,-0.068,1.21,1.82,-0.04724409448818911,2.827067669172932,GER2,Testing,2023,0.2599555191585065,0.2212525846727129,0.241
1280,A. Silva,Santa Fe,Santa Fe,GK,GK,0,39,500000,2023-12-31,17,1717,Paraguay,"Paraguay, Italy",right,190,0,no,0.258323,65.98,-0.243,1.05,1.15,-0.1610738255033557,2.936416184971098,MEX,Testing,2023,0.2644061975543202,0.2147038520942621,0.24
1281,T. Carson,Dundee,Dundee,GK,GK,0,35,350000,2025-05-31,35,3482,Northern Ireland,Northern Ireland,right,185,80,no,0.21,62.76,-0.148,1.27,1.63,-0.1199999999999999,2.678571428571429,SCT,Testing,2023,0.2510409624014281,0.2263215433467244,0.239
1282,L. Grill,Osnabrück,Osnabrück,GK,GK,0,24,1000000,2024-06-30,15,1503,Germany,Germany,right,192,85,yes,0.19,63.64,-0.25,1.78,1.34,-0.1225490196078431,2.755458515283843,GER2,Testing,2023,0.2587073730252382,0.2176784919893384,0.238
1283,A. Requena,Fénix,Fénix,GK,GK,0,24,450000,2023-12-31,9,919,Uruguay,Uruguay,left,187,80,no,0.59,51.72,-0.346,1.66,1.37,-0.3300970873786409,2.072992700729927,URU,Testing,2023,0.2500614241119501,0.2259432421964443,0.238
1284,J. Krahl,Kaiserslautern,Kaiserslautern,GK,GK,0,23,200000,,15,1478,Germany,Germany,right,194,90,no,0.3071490000000001,61.45,-0.275,1.22,1.71,-0.1676646706586826,2.58974358974359,GER2,Testing,2023,0.2427788639543224,0.2313947320141113,0.237
1285,M. Delanghe,Cercle Brugge,Lierse Kempenzonen,GK,GK,0,22,300000,,18,1727,Belgium,Belgium,right,190,80,no,0.208,62.0,-0.08,1.15,1.72,-0.04210526315789487,2.631313131313131,BEL2,Testing,2023,0.2437998238036058,0.2278987575669528,0.236
1286,G. Long,Norwich City,Norwich City,GK,GK,0,30,600000,,31,3042,England,England,left,193,94,no,0.12,68.22,-0.167,0.95,1.42,-0.1523809523809523,3.15702479338843,ENG2,Testing,2023,0.248687011512767,0.2214585892819746,0.235
1287,A. Popović,DAC,DAC,GK,GK,0,24,1800000,2024-06-30,13,1252,Serbia,Serbia,right,190,83,no,0.22,62.5,-0.005,0.72,1.44,-0.009345794392523477,2.666666666666667,SER,Testing,2023,0.2408927416184327,0.2284497167434069,0.235
1288,R. Strączek,Bordeaux,Bordeaux,GK,GK,0,24,700000,2026-06-30,17,1638,Poland,Poland,right,188,80,no,0.216,68.57,-0.135,0.71,0.93,-0.1308411214953269,3.181818181818182,FRA2,Testing,2023,0.2464588005327091,0.2222690248185544,0.234
1289,S. Rossbach,Degerfors,Degerfors,GK,GK,0,27,300000,2024-07-31,24,2383,Norway,Norway,right,188,83,yes,0.342,62.31,-0.289,1.32,1.32,-0.1858974358974359,2.654054054054054,SWE,Testing,2023,0.2289098125296672,0.2373202415382301,0.233
1290,P. Gunnarsson,Viking,Viking,GK,GK,0,23,700000,2025-12-31,30,2947,Iceland,Iceland,right,190,84,no,0.18,63.08,-0.126,1.16,1.53,-0.09701492537313428,2.700680272108844,NOR,Testing,2023,0.2445256158692173,0.2203642908002314,0.232
1291,Diego Altube,Albacete,Albacete,GK,GK,0,23,800000,2024-06-30,13,1287,Spain,Spain,right,188,87,no,0.14,65.22,-0.087,0.63,1.68,-0.08737864077669921,2.875,SPA2,Testing,2023,0.236933250209572,0.2241497952242564,0.231
1292,K. Letica,Lausanne Sport,Lausanne Sport,GK,GK,0,26,650000,2024-06-30,11,1088,Croatia,Croatia,right,201,90,no,0.17,65.31,-0.088,0.33,1.65,-0.06818181818181812,2.872340425531915,SWZ,Testing,2023,0.2381201459770345,0.2232303732273024,0.231
1293,C. Aracena,Almagro,Almagro,GK,GK,0,36,50000,2023-12-31,12,1173,Argentina,Argentina,right,180,80,no,0.460023,58.97,-0.257,1.23,1.15,-0.268041237113402,2.43089430894309,ARG2,Testing,2023,0.222407184180499,0.2384981090444034,0.23
1294,D. Mitov Nilsson,Sirius,Sirius,GK,GK,0,32,300000,2024-07-31,12,1170,Sweden,"Sweden, North Macedonia",right,191,87,no,0.31,61.9,-0.237,1.77,0.92,-0.2424242424242424,2.626016260162602,SWE,Testing,2023,0.2278067526663501,0.2327798587581433,0.23
1295,A. Maraval,Rouen,Rouen,GK,GK,0,30,400000,2025-06-30,19,1831,France,France,right,184,79,no,0.15,61.29,-0.128,1.43,1.52,-0.0792682926829269,2.581920903954802,FRA2,Testing,2023,0.2444663446069007,0.2142984780237815,0.229
1296,O. Vliegen,Slovan Liberec,Slovan Liberec,GK,GK,0,24,350000,2024-06-30,22,2163,Belgium,Belgium,right,189,88,no,0.28875,60.42,-0.167,1.21,1.08,-0.1205673758865249,2.525316455696203,CZH,Testing,2023,0.2473691264229528,0.2080225973724743,0.228
1297,C. Acevedo,Santos Laguna,Santos Laguna,GK,GK,0,27,5000000,2027-06-30,26,2646,Mexico,Mexico,right,182,68,no,0.13334,66.01,-0.163,1.16,1.05,-0.0993788819875776,2.937853107344633,MEX,Testing,2023,0.2528238728567575,0.2024821222703544,0.228
1298,M. Kuster,Winterthur,Winterthur,GK,GK,0,29,400000,2025-06-30,26,2502,Austria,Austria,right,195,90,no,0.18,62.6,-0.228,1.19,1.94,-0.1503267973856208,2.676136363636364,SWZ,Testing,2023,0.2388662742816925,0.2165738308010394,0.228
1299,Shi Xiaodong,,Nantong Zhiyun,GK,GK,0,26,150000,,18,1781,China PR,China PR,right,185,75,no,0.2,64.71,-0.154,1.06,1.26,-0.141509433962264,2.84297520661157,CHN,Testing,2023,0.2455800434804856,0.2059285365515496,0.226
1300,R. Allsop,Hull City,Hull City,GK,GK,0,31,900000,2024-06-30,35,3445,England,England,right,189,80,no,0.13,64.84,-0.112,0.78,1.78,-0.1132075471698113,2.830508474576271,ENG2,Testing,2023,0.2326630877482599,0.2169844805845678,0.225
1301,F. Bredlow,Stuttgart,Stuttgart,GK,GK,0,28,1500000,2026-06-30,15,1462,Germany,Germany,right,190,89,no,0.125,62.9,-0.128,1.23,1.48,-0.1007751937984496,2.690140845070423,GER1,Testing,2023,0.2429092468362791,0.2065252002505266,0.225
1302,A. Bobek,Łódzki KS,Łódzki KS,GK,GK,0,19,400000,2025-06-30,14,1435,Poland,Poland,right,192,81,no,0.316654,61.84,-0.151,0.75,1.13,-0.08982035928143728,2.62087912087912,POL,Testing,2023,0.2323517264543488,0.2131564484071986,0.223
1303,M. Trmal,Mladá Boleslav,Mladá Boleslav,GK,GK,0,25,700000,2025-06-30,16,1562,Czech Republic,Czech Republic,right,191,85,no,0.29,64.1,-0.323,1.09,1.5,-0.248062015503876,2.788819875776397,CZH,Testing,2023,0.2355098345029966,0.2088327638314252,0.222
1304,M. Schuhen,Darmstadt 98,Darmstadt 98,GK,GK,0,30,700000,2025-06-30,12,1194,Germany,Germany,both,188,85,no,0.3785790000000001,60.24,-0.605,1.06,2.11,-0.3244680851063833,2.514056224899598,GER1,Testing,2023,0.221315661828319,0.2226082954307706,0.222
1305,O. Christensen,Fiorentina,Fiorentina,GK,GK,0,24,4500000,2026-06-30,18,1756,Denmark,Denmark,right,190,82,no,0.408,54.46,-0.371,1.33,2.31,-0.1859296482412061,2.194915254237288,GER1,Testing,2023,0.2153142708366764,0.2289492507294402,0.222
1306,M. Backhaus,Volendam,Volendam,GK,GK,0,19,300000,,15,1487,Germany,"Germany, Japan",right,194,82,yes,0.12,63.89,-0.345,1.69,2.06,-0.1683168316831682,2.771186440677966,HOL,Testing,2023,0.2141768504579248,0.2301672994501596,0.222
1307,M. Higashiguchi,Gamba Osaka,Gamba Osaka,GK,GK,0,37,200000,2024-01-31,23,2299,Japan,Japan,right,184,78,no,0.19375,62.14,-0.088,1.21,1.17,-0.0625,2.633986928104575,JAP,Testing,2023,0.2342691332277629,0.2099017269547955,0.222
1308,K. Soufi,USM Alger,USM Alger,GK,GK,0,27,425000,,11,1043,Algeria,Algeria,right,181,74,no,0.0,66.67,-0.048,0.82,1.4,-0.07692307692307687,3.0,ALG,Testing,2023,0.2319212954441226,0.2083480391693012,0.22
1309,D. Livaković,Fenerbahçe,Fenerbahçe,GK,GK,0,28,14000000,2024-06-15,11,1105,Croatia,Croatia,right,188,79,no,0.328,62.5,-0.168,1.22,0.81,-0.2807017543859649,2.671232876712329,TUR,Testing,2023,0.229383520636125,0.2102577667469479,0.22
1310,E. Edwards,New England,New England,GK,GK,0,31,125000,2024-12-31,11,1071,United States,United States,right,191,93,no,0.2550000000000001,65.96,-0.226,1.18,1.26,-0.1964285714285714,2.947761194029851,USA,Testing,2023,0.2250144228646678,0.2153430222446408,0.22
1311,Zhang Yan,Chengdu Rongcheng,Chengdu Rongcheng,GK,GK,0,26,200000,2025-02-28,21,2004,China PR,China PR,right,184,78,no,0.224991,66.67,-0.116,1.08,0.72,-0.173913043478261,3.0,CHN,Testing,2023,0.2247313152765641,0.2128050273679901,0.219
1312,M. Kochalski,Stal Mielec,Stal Mielec,GK,GK,0,23,200000,2025-06-30,16,1565,Poland,Poland,right,190,88,no,0.12,68.0,-0.211,1.09,1.84,-0.1794871794871795,3.123188405797102,POL,Testing,2023,0.2009639935557262,0.2363957088757228,0.219
1313,M. Ouaya,Youssoufia Berrechid,Youssoufia Berrechid,GK,GK,0,32,250000,2024-06-30,16,1644,Morocco,Morocco,,187,0,no,0.162,64.86,-0.16,1.53,1.53,-0.2909090909090908,2.859154929577465,MOR,Testing,2023,0.2154965030717505,0.2212847570677062,0.218
