Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,A. Lezcano,Herediano,Herediano,GK,GK,0,22,125000,,21,2045,Costa Rica,Costa Rica,right,190,77,no,1.098267,78.02,0.135,3.83,1.32,0.1372549019607843,4.545454545454546,CRC,Testing,2023,1.0,1.0,1.0
1,J. Mendonca,Club Atlético Güemes,Club Atlético Güemes,GK,GK,0,37,10000,2023-12-31,16,1557,Argentina,Argentina,right,186,77,no,1.037091,80.0,0.332,3.47,1.39,0.3055555555555556,5.013333333333333,ARG2,Testing,2023,0.9909030536906386,0.998515833862637,0.995
2,H. Valdimarsson,Elfsborg,Elfsborg,GK,GK,0,22,600000,2027-12-31,29,2818,Iceland,Iceland,right,188,78,no,1.025908,77.32,0.186,3.0,2.68,0.2134831460674158,4.428571428571429,SWE,Testing,2023,0.9707827350003361,0.9877898375621947,0.979
3,Paulo Vítor,Al Akhdoud,Al Akhdoud,GK,GK,0,35,200000,,17,1683,Brazil,Brazil,right,195,89,no,0.8000160000000001,80.68,0.324,3.05,2.03,0.2601626016260162,5.175824175824175,POR1,Testing,2023,0.9557705875265904,0.9192249671111816,0.937
4,S. Sultanov,Bunyodkor,Bunyodkor,GK,GK,0,33,150000,2023-12-31,18,1723,Uzbekistan,Uzbekistan,,196,0,no,0.9000090000000001,75.0,0.54,2.96,1.08,0.3529411764705882,3.98989898989899,UZB,Testing,2023,0.9194435783275879,0.8694498759951699,0.894
5,D. Méndez,Royal Pari,Royal Pari,GK,GK,0,33,100000,,23,2209,Bolivia,Bolivia,,0,0,no,1.17873,73.91,0.156,2.49,1.02,0.1159420289855072,3.844262295081968,BOL,Testing,2023,0.857492487937202,0.8757639133600853,0.867
6,A. Potapov,Surkhon,Surkhon,GK,GK,0,29,200000,2023-12-31,24,2269,Russia,Russia,right,190,82,no,0.9856649999999999,76.6,0.137,2.7,1.56,0.1346153846153846,4.277777777777778,UZB,Testing,2023,0.8457083924335129,0.8879411112984226,0.867
7,N. Temperini,Deportivo Madryn,Deportivo Madryn,GK,GK,0,28,75000,2023-12-31,34,3340,Argentina,Argentina,right,186,83,no,0.62,79.71,0.282,2.75,1.62,0.2788461538461539,4.96,ARG2,Testing,2023,0.8666504895175918,0.8327530794730934,0.85
8,S. Dostál,Zlín,Zlín,GK,GK,0,32,150000,,18,1745,Czech Republic,Czech Republic,left,185,82,no,0.72,78.85,0.509,2.53,2.53,0.3109756097560976,4.743362831858408,CZH,Testing,2023,0.8598025085241956,0.8338671836374923,0.847
9,G. Merbah,Ittihad Tanger,Ittihad Tanger,GK,GK,0,29,450000,2025-06-30,23,2313,Algeria,Algeria,both,190,73,no,0.8924,75.51,0.214,2.68,1.63,0.1913043478260869,4.096774193548387,MOR,Testing,2023,0.8414160620819852,0.843397304915036,0.842
10,M. Riyandi,Persis Solo,Persis Solo,GK,GK,0,23,0,,12,1176,Indonesia,Indonesia,right,181,0,no,0.766636,80.65,0.065,2.45,2.07,0.06122448979591832,5.152173913043478,INDO,Testing,2023,0.8029539112698484,0.8348813021037276,0.819
11,S. Lammens,Antwerp,Club Brugge II,GK,GK,0,21,600000,,11,1050,Belgium,Belgium,right,193,92,no,0.774,79.1,0.405,2.14,2.31,0.2500000000000001,4.783333333333334,BEL2,Testing,2023,0.8252457747650832,0.8067298752028566,0.816
12,D. Parker,Cartaginés,Cartaginés,GK,GK,0,30,0,,17,1581,Costa Rica,Costa Rica,right,193,82,no,1.26907,68.75,-0.008,2.9,1.93,-0.006666666666666599,3.198675496688742,CRC,Testing,2023,0.8391284248600035,0.7927384744745256,0.816
13,A. Bessak,Difaâ El Jadida,Difaâ El Jadida,GK,GK,0,27,325000,2024-06-30,16,1593,Morocco,Morocco,right,190,0,no,1.019952,72.84,0.147,2.4,2.1,0.09589041095890405,3.674242424242424,MOR,Testing,2023,0.800290014408721,0.8272991945785142,0.814
14,Kbiri Khalid Alaoui,Olympic Safi,Olympic Safi,GK,GK,0,27,300000,2024-06-30,18,1706,Morocco,Morocco,,192,0,no,1.174035,71.93,0.018,2.67,1.34,0.02197802197802201,3.561797752808989,MOR,Testing,2023,0.7919890650403237,0.8256646581325412,0.809
15,D. Mitov,St. Johnstone,St. Johnstone,GK,GK,0,26,250000,,15,1486,Bulgaria,Bulgaria,right,188,82,no,0.849303,73.17,0.32,2.66,1.7,0.1939393939393939,3.736842105263158,SCT,Testing,2023,0.8250468700227992,0.7912483666413692,0.808
16,A. Turaev,Neftchi,Neftchi,GK,GK,0,34,100000,,11,1063,Uzbekistan,Uzbekistan,right,190,84,no,0.906678,75.76,0.21,2.38,0.91,0.1875,4.12087912087912,UZB,Testing,2023,0.7984191685509391,0.8109396511796446,0.805
17,L. Wahlstedt,Blackburn Rovers,Blackburn Rovers,GK,GK,0,24,1400000,2023-12-31,17,1658,Sweden,Sweden,right,190,80,no,0.706875,75.0,0.166,2.71,1.74,0.1416666666666666,4.009708737864077,NOR,Testing,2023,0.8060742526947122,0.7672538142523418,0.787
18,F. Petroli,Estudiantes Río Cuarto,Estudiantes Río Cuarto,GK,GK,0,25,50000,2024-12-31,22,2169,Argentina,Argentina,left,187,85,no,0.668252,82.09,0.09,2.24,1.66,0.1525423728813559,5.56,ARG2,Testing,2023,0.7744560124378382,0.7938742692544416,0.784
19,G. Banguera,Jaguares de Córdoba,Jaguares de Córdoba,GK,GK,0,27,250000,,17,1665,Colombia,Colombia,right,187,80,no,0.69875,81.08,0.188,2.11,1.3,0.1914893617021276,5.263157894736842,COL,Testing,2023,0.7737846568750343,0.7891528584294712,0.781
20,F. Henricot,Defensores Unidos,Defensores Unidos,GK,GK,0,33,50000,2023-12-31,34,3319,Argentina,Argentina,right,178,85,no,0.752154,79.26,0.234,1.87,1.87,0.2277227722772277,4.82051282051282,ARG2,Testing,2023,0.780764737834678,0.7789910687903857,0.78
21,F. Saravia,Alianza Lima,Alianza Lima,GK,GK,0,24,475000,2023-12-31,11,1078,Peru,Peru,right,182,80,no,0.64,80.0,0.241,2.1,1.64,0.2474226804123711,4.986301369863014,PER,Testing,2023,0.7833266762504985,0.7675091028062226,0.775
22,D. Alemdar,Troyes,Troyes,GK,GK,0,21,4000000,2026-06-30,14,1338,Turkey,Turkey,right,192,87,yes,0.6727339999999999,77.78,0.377,2.09,1.61,0.287878787878788,4.510638297872341,FRA2,Testing,2023,0.7834438649217402,0.7520824807508643,0.768
23,Ibrahim Essa,Al Bataeh,Al Bataeh,GK,GK,0,29,10000,,9,931,United Arab Emirates,United Arab Emirates,,180,75,yes,0.87,78.18,0.091,1.93,2.13,0.07200000000000006,4.586206896551725,UAE,Testing,2023,0.7684885956941458,0.7634219847910629,0.766
24,C. Rahmani,JS Kabylie,JS Kabylie,GK,GK,0,33,400000,,14,1256,Algeria,Algeria,right,193,87,no,0.63,84.38,0.411,1.89,1.76,0.3942307692307693,6.38095238095238,ALG,Testing,2023,0.7640435236423839,0.7619913445603238,0.763
25,R. García,Beroe,Beroe,GK,GK,0,31,0,2025-06-30,18,1698,Argentina,Argentina,both,185,77,no,0.79416,72.94,0.177,2.6,1.17,0.1285714285714286,3.69672131147541,BUL,Testing,2023,0.7834767895457432,0.7430165908581561,0.763
26,Yang Han-Been,Cerezo Osaka,Cerezo Osaka,GK,GK,0,32,600000,2025-01-31,13,1247,Korea Republic,Korea Republic,right,195,90,no,0.648,77.27,0.32,2.24,1.23,0.3076923076923077,4.416666666666667,JAP,Testing,2023,0.7875592550268983,0.7393972060992172,0.763
27,W. Cuesta,Tolima,Tolima,GK,GK,0,30,700000,,10,911,Colombia,Colombia,right,195,87,no,0.69,72.5,0.114,2.77,2.17,0.09166666666666656,3.623853211009174,COL,Testing,2023,0.7885288343161202,0.7308080398152137,0.76
28,Matheus,Botafogo SP,Botafogo SP,GK,GK,0,28,150000,2024-12-05,31,3098,Brazil,Brazil,left,187,85,no,0.6708099999999999,77.7,0.2,2.3,1.71,0.1818181818181819,4.488888888888889,BRA2,Testing,2023,0.7748760609324727,0.7423153957121102,0.759
29,E. Andrada,Monterrey,Monterrey,GK,GK,0,32,3000000,2024-06-30,38,3822,Argentina,Argentina,right,194,83,no,0.6854640000000001,78.32,0.145,2.12,2.14,0.1609195402298851,4.616438356164384,MEX,Testing,2023,0.7780800347539512,0.7362850044591394,0.757
30,D. Maekawa,Vissel Kobe,Vissel Kobe,GK,GK,0,29,300000,2024-01-31,34,3383,Japan,Japan,right,191,86,no,0.74664,73.87,0.004,2.58,2.47,0.01282051282051289,3.831168831168831,JAP,Testing,2023,0.7654857621144152,0.7465334046819344,0.756
31,O. Bandura,Minaj,Minaj,GK,GK,0,37,200000,,29,2773,Ukraine,Ukraine,right,186,76,no,0.6522,76.06,0.278,2.11,1.82,0.2028985507246376,4.19090909090909,UKR,Testing,2023,0.7775527324330066,0.7309980292923711,0.754
32,Gonçalo Tabuaço,Lugo,Lugo,GK,GK,0,22,550000,2024-06-30,20,1949,Portugal,Portugal,right,188,83,no,0.9735900000000001,68.6,-0.008,2.77,2.17,-0.008064516129032251,3.176,POR2,Testing,2023,0.7634851157620328,0.7356066215262114,0.75
33,A. Oukidja,Metz,Metz,GK,GK,0,35,600000,2025-06-30,23,2165,France,"France, Algeria",right,184,79,no,0.538588,82.46,0.105,2.33,1.91,0.1923076923076924,5.642857142857143,FRA2,Testing,2023,0.7346976116272819,0.7596053236194317,0.747
34,E. Selvik,Haugesund,Haugesund,GK,GK,0,26,700000,2024-12-31,29,2802,Norway,Norway,left,187,75,no,0.6461279999999999,73.97,0.199,2.51,1.57,0.1408450704225351,3.844262295081968,NOR,Testing,2023,0.7713566596813894,0.7213292260985334,0.746
35,F. Kaplan,Tuzlaspor,Tuzlaspor,GK,GK,0,34,50000,,13,1277,Turkey,Turkey,right,190,81,no,0.919314,71.67,0.151,2.11,1.62,0.1111111111111112,3.525,TUR,Testing,2023,0.7336443218705292,0.7502434477092429,0.742
36,K. Darlow,Leeds United,Leeds United,GK,GK,0,33,1000000,2025-06-30,12,1177,England,"England, Wales",right,190,88,no,0.766636,70.83,0.219,2.45,1.3,0.1705426356589147,3.429906542056075,ENG2,Testing,2023,0.7584104850769441,0.7226678250910262,0.741
37,I. de Arruabarrena,Arouca,Arouca,GK,GK,0,26,700000,2024-06-30,32,3189,Uruguay,"Uruguay, Spain",right,183,79,no,0.708305,74.44,0.174,2.12,2.14,0.1504424778761061,3.90625,POR1,Testing,2023,0.75868166004934,0.7168921053596043,0.738
38,B. Olivera,Gimnasia Mendoza,Gimnasia Mendoza,GK,GK,0,29,175000,2023-12-31,35,3271,Argentina,Argentina,right,183,79,yes,0.7617970000000001,74.59,0.084,2.12,1.7,0.08333333333333326,3.920454545454546,ARG2,Testing,2023,0.7540827051660094,0.7203893509434051,0.737
39,S. Barrouhou,Chabab Mohammédia,Chabab Mohammédia,GK,GK,0,29,400000,,29,2875,Morocco,Morocco,both,191,0,no,1.034604,71.67,-0.069,2.47,1.6,-0.06000000000000005,3.547169811320754,MOR,Testing,2023,0.7362254732453031,0.7387098304749314,0.737
40,Jordi,Grêmio Novorizontino,Grêmio Novorizontino,GK,GK,0,30,800000,2024-12-31,33,3314,Brazil,Brazil,right,192,92,no,0.8414149999999999,76.99,-0.02,2.23,2.17,-0.02898550724637694,4.323943661971831,BRA2,Testing,2023,0.7405917240184333,0.7292989720763356,0.735
41,B. Heras,Delfin,Delfin,GK,GK,0,28,350000,2024-12-31,14,1403,Ecuador,Ecuador,right,183,78,no,0.451124,85.51,0.305,2.25,1.48,0.3263157894736841,6.921874999999999,ECU,Testing,2023,0.7303008183748262,0.7375638645986566,0.734
42,Y. Georgiev,Krumovgrad,Krumovgrad,GK,GK,0,35,100000,,25,2374,Bulgaria,Bulgaria,right,186,82,no,0.87,70.48,0.032,2.65,1.55,0.02479338842975209,3.372881355932204,BUL,Testing,2023,0.7347023983669134,0.7262427379685256,0.73
43,J. Duncan,Wellington Phoenix,Wellington Phoenix,GK,GK,0,30,300000,2024-06-30,16,1595,Australia,Australia,right,189,85,no,0.736695,72.83,0.318,2.26,1.69,0.184971098265896,3.680851063829788,AUS,Testing,2023,0.7520487063903694,0.7051416853429492,0.729
44,Kyung-Min Kim,Gwangju,Gwangju,GK,GK,0,32,425000,,26,2538,Korea Republic,Korea Republic,right,190,78,no,0.672945,78.85,0.249,1.84,1.03,0.2427184466019418,4.730769230769231,KOR,Testing,2023,0.743309945362428,0.7153614195638647,0.729
45,M. Ferni,Khemis Zemamra,Khemis Zemamra,GK,GK,0,23,325000,2026-06-30,21,2149,Morocco,Morocco,right,186,79,no,0.88375,71.79,0.057,2.18,1.68,0.06122448979591832,3.554347826086957,MOR,Testing,2023,0.7278619671127871,0.7295962480933534,0.729
46,C. Ledesma,Cádiz,Cádiz,GK,GK,0,30,10000000,2026-06-30,33,3316,Argentina,"Argentina, Italy",right,186,83,no,0.5660599999999999,76.27,0.14,2.28,1.87,0.1093750000000001,4.210526315789473,SPA1,Testing,2023,0.7403278411168767,0.7123331911895477,0.726
47,L. Quiros,Sporting San José,Sporting San José,GK,GK,0,20,0,,17,1530,Costa Rica,Costa Rica,,0,0,no,0.609097,77.78,0.14,2.26,1.1,0.1414141414141414,4.529411764705882,CRC,Testing,2023,0.7417643214270371,0.70775362305427,0.725
48,N. Sumavil,Atlanta,Atlanta,GK,GK,0,23,25000,,29,2828,Argentina,Argentina,right,186,85,yes,0.66815,76.06,0.285,1.81,1.72,0.2116788321167883,4.185185185185184,ARG2,Testing,2023,0.7268112725229677,0.7185803931294066,0.723
49,Thiago Couto,Juventude,Juventude,GK,GK,0,24,200000,2024-12-31,34,3436,Brazil,Brazil,right,188,79,yes,0.65,77.12,0.083,2.04,1.81,0.1012658227848102,4.352112676056338,BRA2,Testing,2023,0.7346763583041289,0.7114277186956935,0.723
50,D. Tapia,Magallanes,Magallanes,GK,GK,0,28,175000,,11,1072,Chile,Chile,left,180,80,no,0.752744,70.59,-0.047,2.94,2.1,-0.04132231404958686,3.396825396825397,CHI,Testing,2023,0.7472832270204337,0.6979339297391733,0.723
51,S. Pérez,Unión Española,Unión Española,GK,GK,0,32,700000,2023-12-31,23,2294,Chile,Chile,right,180,76,no,0.59,78.72,0.28,1.8,2.43,0.2641509433962265,4.730769230769231,CHI,Testing,2023,0.7342544427530648,0.7090478361629748,0.722
52,G. Gallon,Rennes,Rennes,GK,GK,0,30,2000000,2024-06-30,18,1697,France,France,right,186,79,no,0.95,67.23,0.277,2.07,1.48,0.1191489361702128,3.048309178743962,FRA1,Testing,2023,0.7140548617862558,0.7272626010622429,0.721
53,M. Goicoechea,Danubio,Danubio,GK,GK,0,35,100000,2023-12-31,36,3533,Uruguay,"Uruguay, Italy",right,186,82,no,0.559187,78.15,0.147,1.96,1.86,0.1515151515151515,4.583333333333334,URU,Testing,2023,0.73696345610976,0.7021825712154948,0.72
54,J. Gauci,Adelaide United,Adelaide United,GK,GK,0,23,450000,,29,2901,Australia,"Australia, Malta",right,194,87,no,0.84,68.45,-0.097,2.61,2.45,-0.05806451612903207,3.176829268292683,AUS,Testing,2023,0.7411339631370872,0.6949132826613361,0.718
55,B. Verbruggen,Brighton,Anderlecht II,GK,GK,0,21,5000000,2025-06-30,13,1251,Netherlands,Netherlands,right,194,75,no,0.94,70.69,0.145,1.73,2.59,0.1094890510948906,3.418032786885246,BEL2,Testing,2023,0.7130371268498337,0.7212498455625909,0.717
56,F. Niţă,Gaziantep,Gaziantep,GK,GK,0,36,300000,,17,1617,Romania,Romania,right,184,78,no,0.609264,74.68,0.34,2.06,1.61,0.2344827586206896,3.963963963963964,CZH,Testing,2023,0.7321346904636302,0.7002717430662276,0.716
57,Kim Dong-Heon,Incheon United,Incheon United,GK,GK,0,26,450000,2024-12-31,24,2428,Korea Republic,Korea Republic,left,186,87,no,0.632748,72.34,0.145,2.56,1.63,0.1351351351351352,3.625,KOR,Testing,2023,0.7445070802928146,0.6831898334344187,0.714
58,M. Silveira,Wanderers,Wanderers,GK,GK,0,23,550000,2024-07-31,36,3551,Uruguay,Uruguay,right,187,89,no,0.6889399999999999,76.88,0.147,1.65,1.82,0.1296296296296298,4.319148936170213,URU,Testing,2023,0.7216534463012811,0.7060094894821971,0.714
59,M. Roffo,Instituto,Instituto,GK,GK,0,23,625000,2024-12-31,25,2396,Argentina,"Argentina, Croatia",right,184,81,no,0.602368,78.64,0.069,2.25,1.13,0.0674157303370787,4.662650602409639,ARG1,Testing,2023,0.7308763061583973,0.6948239416648815,0.713
60,S. Britos,Liverpool,Liverpool,GK,GK,0,35,50000,2023-12-31,31,3053,Uruguay,Uruguay,right,190,88,no,0.62125,78.95,0.136,1.89,1.56,0.1547619047619048,4.732394366197183,URU,Testing,2023,0.7260465690431785,0.6993739499653175,0.713
61,T. Nozawa,Tokyo,Tokyo,GK,GK,0,20,200000,2024-01-31,10,1011,Japan,Japan,right,193,90,no,0.62125,79.66,0.204,1.34,1.69,0.1574803149606299,4.906542056074766,JAP,Testing,2023,0.7245937283120709,0.6994586947078817,0.712
62,G. Herrera,Talleres Córdoba,Talleres Córdoba,GK,GK,0,31,1800000,2026-12-31,41,4047,Argentina,Argentina,left,187,79,no,0.553598,78.65,0.23,1.82,1.85,0.205607476635514,4.658823529411765,ARG1,Testing,2023,0.7272517650242163,0.6948500568870576,0.711
63,L. Ingolotti,Aldosivi,Aldosivi,GK,GK,0,23,150000,,16,1550,Argentina,Argentina,right,185,85,no,0.692325,76.62,0.077,1.86,2.55,0.0625,4.257142857142857,ARG2,Testing,2023,0.7186031247703285,0.7015580945447591,0.71
64,D. Sand,San Martín Tucumán,San Martín Tucumán,GK,GK,0,35,100000,2023-12-31,31,3058,Argentina,Argentina,right,180,74,no,0.6208400000000001,79.17,0.093,1.94,1.5,0.1323529411764707,4.796610169491526,ARG2,Testing,2023,0.7264409223212251,0.692924701245742,0.71
65,Luiz Júnior,Famalicão,Famalicão,GK,GK,0,22,4000000,2027-06-30,32,3230,Brazil,Brazil,left,192,88,no,0.668538,73.51,0.145,2.15,1.95,0.119047619047619,3.792792792792792,POR1,Testing,2023,0.7236596524785668,0.6942773764464041,0.709
66,V. Myhra,Strømsgodset,Strømsgodset,GK,GK,0,27,450000,2023-12-31,30,2928,Norway,Norway,right,194,94,no,0.587248,76.82,0.097,2.21,1.63,0.07692307692307676,4.296296296296296,NOR,Testing,2023,0.7232250672395623,0.6934982613190425,0.708
67,J. Ilyosov,Qizilqum,Qizilqum,GK,GK,0,29,200000,2023-12-31,24,2252,Uzbekistan,Uzbekistan,,182,70,no,0.91,65.31,0.066,2.33,2.33,0.04729729729729737,2.893617021276596,UZB,Testing,2023,0.7084857730414527,0.7066013580838677,0.708
68,N. Ivezić,Lommel SK,Lommel SK,GK,GK,0,20,150000,,14,1343,Montenegro,Montenegro,right,190,79,no,0.875367,76.39,-0.005,1.94,1.01,-0.008849557522123908,4.236842105263158,BEL2,Testing,2023,0.7010985775326977,0.7059292459381769,0.704
69,J. Devecchi,Sarmiento,Sarmiento,GK,GK,0,28,1000000,2023-12-31,20,1971,Argentina,Argentina,right,188,83,no,0.548544,83.51,0.333,1.6,1.05,0.3113207547169812,6.068493150684931,ARG1,Testing,2023,0.7171396275834396,0.6874789215057637,0.702
70,Igor Bohn,Avaí,Avaí,GK,GK,0,27,100000,2026-12-31,22,2240,Brazil,Brazil,right,193,80,no,0.3999840000000001,80.16,0.557,2.01,1.49,0.358974358974359,5.06,BRA2,Testing,2023,0.6842724935592462,0.7165581885355269,0.7
71,M. Kikkenborg,Lyngby,Lyngby,GK,GK,0,24,250000,2026-06-30,32,3163,Denmark,Denmark,right,197,93,no,0.7975899999999999,69.01,0.159,2.13,2.13,0.1134751773049645,3.232,DEN,Testing,2023,0.7178880304232887,0.681455345823359,0.7
72,N. Larsen,Silkeborg,Silkeborg,GK,GK,0,32,500000,2026-06-30,32,3146,Denmark,Denmark,right,187,83,no,0.776296,70.14,0.049,2.29,2.26,0.0390625,3.349593495934959,DEN,Testing,2023,0.7100037098890116,0.6875462065712548,0.699
73,D. Novoa,América de Cali,América de Cali,GK,GK,0,34,450000,2023-12-31,27,2690,Colombia,Colombia,right,186,80,no,0.736194,71.96,0.199,2.17,1.51,0.1666666666666666,3.58,COL,Testing,2023,0.7038769952007051,0.6901591274082461,0.697
74,J. Cozzani,Deportivo Maipú,Deportivo Maipú,GK,GK,0,25,500000,2025-12-31,39,3806,Argentina,Argentina,right,184,77,no,0.605745,77.27,0.101,1.65,2.69,0.1204819277108433,4.383561643835617,ARG2,Testing,2023,0.6999329306095564,0.6916020130339059,0.696
75,G. Poluzzi,Südtirol,Südtirol,GK,GK,0,35,400000,2024-06-30,40,3949,Italy,Italy,right,184,74,no,0.551118,80.0,0.261,1.78,1.0,0.2626262626262627,5.0,ITA2,Testing,2023,0.7091137445821798,0.6785391390245874,0.694
76,I. Arce,Deportivo Riestra,Deportivo Riestra,GK,GK,0,31,500000,2023-12-31,23,2254,Argentina,Argentina,right,185,66,no,0.32,86.67,0.266,2.0,2.2,0.4029850746268657,7.475000000000001,ARG2,Testing,2023,0.6780301304925639,0.707992858845354,0.693
77,A. Gianniotis,Kasımpaşa,Kasımpaşa,GK,GK,0,30,600000,,18,1669,Greece,Greece,right,190,80,no,0.536369,72.86,0.054,2.97,1.78,0.05555555555555558,3.696078431372549,GRE,Testing,2023,0.697535990898204,0.6894623712782332,0.693
78,S. Chihab,Maghreb Fès,Maghreb Fès,GK,GK,0,30,100000,,19,1889,Morocco,Morocco,right,198,0,no,0.6500199999999999,72.37,0.141,2.35,1.8,0.1176470588235293,3.619047619047619,MOR,Testing,2023,0.7074707758336065,0.6764152518540096,0.692
79,Kewin,Moreirense,Moreirense,GK,GK,0,28,600000,2025-06-30,12,1199,Brazil,Brazil,right,189,84,no,0.53,79.17,0.056,2.33,1.88,0.07407407407407418,4.8,POR1,Testing,2023,0.6768061950162219,0.707689358453322,0.692
80,N. Shinton,Club Brugge II,Club Brugge II,GK,GK,0,22,300000,2025-06-30,19,1822,Belgium,Belgium,left,194,93,no,0.493358,80.74,0.391,1.93,1.73,0.238095238095238,5.2109375,BEL2,Testing,2023,0.6872582405945293,0.6940381562080706,0.691
81,G. Kobylak,Legia Warszawa,Legia Warszawa,GK,GK,0,21,500000,2025-06-30,16,1570,Poland,Poland,right,190,84,no,0.5727329999999999,79.1,0.204,1.43,0.97,0.2079207920792079,4.8,POL,Testing,2023,0.7051356648101087,0.6765813727255331,0.691
82,A. Sosa,Gimnasia Jujuy,Gimnasia Jujuy,GK,GK,0,27,0,,25,2442,Argentina,Argentina,right,183,80,no,0.52,80.43,0.258,1.73,1.62,0.2,5.09,ARG2,Testing,2023,0.691844176337652,0.688036544198395,0.69
83,J. Louchet,Valenciennes,Valenciennes,GK,GK,0,27,150000,,22,2135,France,France,right,192,80,no,0.7157600000000001,70.69,0.192,2.23,2.23,0.1226993865030674,3.41958041958042,FRA2,Testing,2023,0.6998849243881894,0.6784600003688672,0.689
84,B. Niasse,Guingamp,Guingamp,GK,GK,0,26,400000,,19,1855,Mauritania,"Mauritania, Senegal",right,196,78,no,0.63375,76.47,0.087,1.7,1.8,0.08490566037735858,4.247422680412371,POR2,Testing,2023,0.6945738184427883,0.6808010967294273,0.688
85,E. Unsain,Necaxa,Necaxa,GK,GK,0,28,4000000,2024-12-31,21,2055,Argentina,Argentina,right,188,83,no,0.482334,83.51,0.401,1.62,1.97,0.3636363636363638,6.071428571428572,ARG1,Testing,2023,0.6788709244971342,0.6932878707635746,0.686
86,Andrew,Gil Vicente,Gil Vicente,GK,GK,0,22,2000000,2026-06-30,25,2499,Brazil,Brazil,right,189,76,no,0.608396,75.0,0.194,1.66,2.38,0.1376811594202898,3.991596638655462,POR1,Testing,2023,0.6874520839381553,0.6843790691992537,0.686
87,S. Nishikawa,Urawa Reds,Urawa Reds,GK,GK,0,37,300000,2024-01-31,34,3359,Japan,Japan,left,183,81,no,0.672438,75.68,-0.012,2.38,1.15,-0.0140845070422535,4.125,JAP,Testing,2023,0.6906329639905956,0.6790046737768682,0.685
88,Rubén Yáñez,Sporting Gijón,Sporting Gijón,GK,GK,0,30,1000000,2025-06-30,41,4011,Spain,Spain,right,188,85,no,0.5376000000000001,76.71,0.182,1.91,1.55,0.2,4.315789473684211,SPA2,Testing,2023,0.6930876825838518,0.6761637196877938,0.685
89,R. Romo,Universidad Católica,Universidad Católica,GK,GK,0,33,400000,2023-12-31,23,2308,Venezuela,"Venezuela, Spain",right,196,92,no,0.55,77.19,0.135,1.52,2.14,0.1217391304347826,4.405940594059406,ECU,Testing,2023,0.6883451662970419,0.678104958066357,0.683
90,C. Straton,Argeș,Argeș,GK,GK,0,34,350000,2024-06-30,10,935,Romania,Romania,right,191,89,no,0.58,77.78,0.213,0.87,1.73,0.1864406779661016,4.510416666666667,ROM,Testing,2023,0.693291960349446,0.6725412820914736,0.683
91,M. O’Leary,Bristol City,Bristol City,GK,GK,0,27,1200000,2026-06-30,44,4337,Republic of Ireland,Republic of Ireland,right,185,78,no,0.8272809999999999,71.43,-0.024,2.03,1.91,-0.0309278350515465,3.49,ENG2,Testing,2023,0.6828653760707859,0.6811348475319186,0.682
92,S. Stamenković,Mladost Lučani,Mladost Lučani,GK,GK,0,38,50000,2023-12-31,25,2414,Serbia,Serbia,right,194,85,no,0.45,79.51,0.409,1.83,1.83,0.3059701492537313,4.892473118279569,SER,Testing,2023,0.6846431096782065,0.680067818482765,0.682
93,L. Jachfe,Ferro Carril Oeste,Ferro Carril Oeste,GK,GK,0,22,25000,2023-12-31,23,2178,Argentina,Argentina,,189,76,no,0.49413,79.09,0.289,2.19,1.07,0.2338709677419355,4.789473684210527,ARG2,Testing,2023,0.6746322755228908,0.6845506054965904,0.68
94,S. Kuvvatov,Pakhtakor,Pakhtakor,GK,GK,0,33,350000,2024-12-31,20,1889,Uzbekistan,Uzbekistan,right,180,77,no,0.49998,78.13,0.401,1.6,2.1,0.3636363636363638,4.571428571428572,UZB,Testing,2023,0.6765608233191281,0.6833975898244611,0.68
95,Q. Braat,Real Oviedo,Real Oviedo,GK,GK,0,26,700000,2025-06-30,21,1983,France,France,right,194,90,no,0.5943039999999999,75.36,0.069,2.04,1.23,0.08333333333333326,4.064935064935065,SPA2,Testing,2023,0.6971774271167663,0.6604295061759653,0.679
96,K. Chamorro,Deportivo Saprissa,Deportivo Saprissa,GK,GK,0,23,300000,2026-06-30,44,4266,Costa Rica,Costa Rica,left,183,89,no,0.5489099999999999,79.01,0.105,1.6,1.22,0.1219512195121951,4.75,CRC,Testing,2023,0.6956843042892251,0.6604274024965664,0.678
97,Ricardo Friedrich,Kalmar,Kalmar,GK,GK,0,30,1000000,2023-12-31,27,2543,Brazil,"Brazil, Germany",right,188,83,no,0.53,72.81,0.193,2.44,2.55,0.1472868217054263,3.663636363636364,SWE,Testing,2023,0.6571392505763145,0.6994445050876942,0.678
98,M. Bułka,Nice,Nice,GK,GK,0,24,2000000,2026-06-30,14,1381,Poland,Poland,right,199,99,no,0.26,86.49,0.452,0.91,1.56,0.5769230769230769,7.303030303030303,FRA1,Testing,2023,0.6440559965929278,0.7099216847704626,0.677
