Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,xG,xA,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,E. Salvio,Lanús,Lanús,"RAMF, LAMF, RW",RAMF,10,34.0,1500000,2026-12-31,17,1262,Argentina,Argentina,right,173,78,no,6.49,2.99406,5.0623,3.208823999999999,4.420548,0.26,0.07,ARG1,Testing,2025,0.4169347377774318,0.39438416213252,0.4038993570814338
1,C. Auzqui,Atlético Tucumán,Atlético Tucumán,RW,RW,10,34.0,300000,,9,572,Argentina,Argentina,right,180,72,no,11.17,5.66229,5.822916,5.351083999999999,2.201598,0.04,0.12,ARG1,Testing,2025,0.7570501030509208,0.7548042736601969,0.755204385887566
2,E. Cerutti,San Lorenzo,San Lorenzo,"RAMF, RW",RAMF,10,33.0,225000,,15,886,Argentina,"Argentina, Italy",right,169,65,no,4.88,2.745,5.178095999999999,4.370262,3.85836,0.04,0.16,ARG1,Testing,2025,0.4195165871717277,0.4265161646167012,0.4213076841940399
3,S. Palacios,Talleres Córdoba,Talleres Córdoba,"RAMF, LW",RAMF,10,33.0,2000000,2026-06-30,11,534,Argentina,Argentina,right,169,69,no,4.38,2.188468,3.034488,2.696,4.549770000000001,0.38,0.14,ARG1,Testing,2025,0.2897461154376036,0.2824046604538936,0.2839611562618632
4,L. Menossi,Belgrano,Belgrano,"RW, RCMF, RAMF",RW,10,32.0,750000,2025-12-31,14,958,Argentina,Argentina,right,169,70,no,7.52,4.131036,7.609455000000001,4.225358,1.693125,0.16,0.07,ARG1,Testing,2025,0.636248327975943,0.5860465900734588,0.6099959027558622
5,B. Sánchez,Deportivo Riestra,Deportivo Riestra,"RW, LW, LCMF",RW,10,31.0,0,,12,623,Argentina,Argentina,right,170,66,no,10.4,5.924211000000001,6.644903999999999,2.88873,3.324305000000001,0.09,0.03,ARG1,Testing,2025,0.5442550893044211,0.5869437443085295,0.5643129735868707
6,F. Pizzini,Vélez Sarsfield,Vélez Sarsfield,"RAMF, LW, RW",RAMF,10,31.0,2700000,2026-12-31,14,761,Argentina,"Argentina, Italy",right,177,77,no,6.79,2.836716,6.540515,4.815195,6.912065999999999,0.09,0.06,ARG1,Testing,2025,0.5650794921686847,0.551660053546206,0.5570619196149305
7,L. Vietto,Racing Club,Racing Club,"RWF, RW, LWF",RWF,11,31.0,2000000,2026-12-31,11,691,Argentina,"Argentina, Italy",right,173,65,no,4.3,2.474976,6.51385,4.558215000000001,2.476425,0.37,0.2,ARG1,Testing,2025,0.4438044859903425,0.4604646150761615,0.4505120900210199
8,G. Alanís,Huracán,Huracán,LAMF,LAMF,10,31.0,1000000,2027-12-31,17,1086,Argentina,Argentina,left,186,73,no,5.06,2.73746,1.4926,1.40688,1.990386,0.07,0.09,ARG1,Testing,2025,0.1526941772555021,0.137895185151951,0.1427635385104038
9,A. Preciado,Aldosivi,Aldosivi,"LW, LAMF, LWF",LW,10,30.0,600000,,12,601,Ecuador,"Ecuador, Spain",right,181,68,no,5.27,2.321475,5.57648,3.565155,4.337745999999999,0.11,0.17,ARG1,Testing,2025,0.3955309513954259,0.3972515937859099,0.3946037327375642
10,H. Fértoli,Tigre,Tigre,"LW, RW, RAMF",LW,10,30.0,1000000,2025-12-31,13,571,Argentina,Argentina,right,175,66,no,6.15,3.309137,4.411207999999999,2.6775,3.784,0.26,0.03,ARG1,Testing,2025,0.3749338440198171,0.3492797592534482,0.3602177310146881
11,G. Mainero,Platense,Platense,"RAMF, RW",RAMF,10,30.0,300000,2025-12-31,20,1698,Argentina,Argentina,right,179,66,no,6.52,3.023648,4.34409,4.980144000000001,2.330625,0.16,0.15,ARG1,Testing,2025,0.507221122742117,0.4763361762735686,0.4902735918820162
12,B. Merlini,Gimnasia La Plata,Gimnasia La Plata,"RAMF, LW, LAMF",RAMF,10,29.0,700000,,10,514,Argentina,Argentina,right,179,76,no,7.88,3.50028,7.181482999999999,3.3288,4.378752,0.06,0.08,ARG1,Testing,2025,0.5054531395896296,0.5160183606919502,0.5092868324800466
13,L. Herrera,Newell's Old Boys,Newell's Old Boys,"LW, RW",LW,10,28.0,750000,2026-12-31,15,852,Argentina,Argentina,right,179,76,yes,7.5,2.851674,3.693712,1.375918,4.646334,0.15,0.06,ARG1,Testing,2025,0.2973388691938876,0.3036982009101317,0.2984470756142572
14,D. Batallini,Instituto,Instituto,"RW, LW",RW,10,28.0,1000000,2027-12-31,13,813,Argentina,"Argentina, Italy",right,176,77,yes,8.3,5.093098,3.318124,1.107165,6.090522,0.13,0.08,ARG1,Testing,2025,0.4259473672902429,0.4221018259438279,0.4223188906833698
15,W. Mazzantti,Huracán,Huracán,RAMF,RAMF,10,28.0,2500000,2026-12-31,19,1447,Argentina,Argentina,right,173,68,no,7.46,4.415652,3.544632,1.992,5.847554000000001,0.15,0.06,ARG1,Testing,2025,0.4237302543133153,0.4133050065404661,0.4167956160452395
16,M. Reali,San Lorenzo,San Lorenzo,"RAMF, RW, AMF",RAMF,10,28.0,0,2027-12-31,18,1238,Argentina,Argentina,right,165,64,no,7.2,3.486744,1.819782,2.037,5.087488,0.07,0.23,ARG1,Testing,2025,0.3406711426836035,0.3676193545621663,0.3522326004868018
17,J. Acevedo,Instituto,Instituto,"RW, LW, AMF",RW,10,28.0,1200000,,12,721,Argentina,Argentina,left,172,70,no,5.24,3.742932000000001,5.239484999999999,3.242328,1.747682,0.11,0.12,ARG1,Testing,2025,0.4302744677942947,0.3928224273303116,0.4098057944927929
18,M. Braida,San Lorenzo,San Lorenzo,"LAMF, LW",LAMF,10,28.0,4000000,2026-12-31,18,1744,Argentina,"Argentina, Italy",right,175,72,no,8.51,3.664892,4.387652,3.201025,4.851116000000001,0.13,0.09,ARG1,Testing,2025,0.5024017897966075,0.4766092301484546,0.4879937206224492
19,G. Togni,Defensa y Justicia,Defensa y Justicia,"LAMF, LW, LWF",LAMF,10,27.0,3200000,2026-12-31,12,937,Argentina,Argentina,left,181,81,no,2.21,0.5752269999999999,3.652884,2.590435,3.168,0.18,0.13,ARG1,Testing,2025,0.184335192606369,0.1743237656201459,0.1768991278016576
20,L. Suhr,Sarmiento,Sarmiento,"RW, CF, LW",RW,10,27.0,400000,,12,792,Uruguay,Uruguay,right,175,81,yes,6.25,3.635703,2.271104,1.475871,6.249375,0.15,0.1,ARG1,Testing,2025,0.3220907831315162,0.3250252523666672,0.3215547879303719
21,M. Salas,Racing Club,Racing Club,"LW, LWF, CF",LW,10,27.0,2500000,,17,1192,Argentina,Argentina,left,174,82,no,4.98,2.719864,3.169272,2.413071,4.681643999999999,0.19,0.15,ARG1,Testing,2025,0.3000702704556829,0.2980428683676483,0.2969807804774573
22,S. López,Banfield,Banfield,"RW, LCMF, RCMF",RW,10,27.0,500000,2026-12-31,13,785,Argentina,Argentina,right,180,69,yes,8.25,3.325916,8.82803,4.929918,3.325104,0.05,0.02,ARG1,Testing,2025,0.6473540907381018,0.6018619446063515,0.6234963237909494
23,E. Cetré,Estudiantes,Estudiantes,"LAMF, LW, AMF",LAMF,10,27.0,3500000,2026-12-31,13,574,Colombia,Colombia,right,171,79,no,3.61,1.566792,2.506792,3.762612,7.681520000000001,0.27,0.14,ARG1,Testing,2025,0.3282785858246957,0.3210212888754768,0.3226499411655312
24,S. Solari,Racing Club,Racing Club,"RW, RAMF, CF",RW,10,27.0,0,2027-12-31,14,691,Argentina,Argentina,right,178,74,no,5.21,3.126791999999999,4.035792,2.737856,2.863927,0.19,0.09,ARG1,Testing,2025,0.3466435528650298,0.3167827370812947,0.3297340659234061
25,N. Barrios,Barracas Central,Barracas Central,"LW, LWF, LCMF",LW,10,27.0,5000000,2026-12-31,16,757,Argentina,Argentina,right,156,56,no,3.69,2.01894,7.133626,3.805479,6.776622,0.05,0.07,ARG1,Testing,2025,0.4646160785126884,0.4315365285238246,0.4464418248261279
26,B. Reyna,Belgrano,Belgrano,"LW, LWF, CF",LW,10,26.0,0,,12,544,Peru,Peru,right,171,65,no,5.79,3.641818,3.143868,2.644194,3.639636,0.07,0.02,ARG1,Testing,2025,0.3312874917299433,0.3143300862490066,0.3208033403886101
27,G. Ríos,Banfield,Banfield,"LW, RW",LW,10,26.0,0,2026-12-31,14,981,Argentina,Argentina,right,172,68,yes,6.19,3.245907,5.3748,2.945952,6.594735000000001,0.13,0.07,ARG1,Testing,2025,0.4519577224815059,0.4382808400776424,0.4434760455982601
28,J. Palacios,Unión Santa Fe,Unión Santa Fe,"RW, LW, LCMF",RW,10,26.0,450000,2025-12-31,13,619,Argentina,Argentina,right,169,68,no,6.25,2.762424,8.431005,5.957809000000001,5.671897,0.09,0.19,ARG1,Testing,2025,0.6851509036425827,0.6662530114642449,0.6747415743633881
29,Rick,Talleres Córdoba,Talleres Córdoba,"RAMF, LAMF, LW",RAMF,10,25.0,2500000,2027-06-30,11,613,Brazil,Brazil,right,170,70,no,3.82,2.05707,3.963856,1.762164,5.872000000000001,0.28,0.08,ARG1,Testing,2025,0.240654129315758,0.2370372549215033,0.2365915933988539
30,M. Iacobellis,San Martín San Juan,San Martín San Juan,"LW, LAMF, LCMF",LW,10,25.0,275000,2025-12-31,12,834,Argentina,Argentina,left,172,68,yes,7.34,3.668796,4.207638,3.346375,6.260186,0.13,0.14,ARG1,Testing,2025,0.5173463816561472,0.4923683940615192,0.503391061889739
31,F. Colidio,River Plate,River Plate,"LWF, CF, LAMF",LWF,11,25.0,5000000,2025-12-31,16,1127,Argentina,"Argentina, Italy",right,180,76,no,5.19,2.793492000000001,3.353693,2.711825,5.50935,0.28,0.12,ARG1,Testing,2025,0.3477927608470781,0.3346282203027189,0.3392595371684455
32,A. Rodríguez,Argentinos Juniors,Argentinos Juniors,"RW, RAMF, RCMF",RW,10,25.0,1500000,2027-12-31,15,1325,Uruguay,"Uruguay, Italy",right,170,63,no,5.34,3.508926,6.508991999999999,3.001968,4.683324,0.07,0.18,ARG1,Testing,2025,0.4757748452630405,0.4689886571776608,0.4708192512032182
33,S. Medina,Tigre,Tigre,"LW, LAMF, LCMF",LW,10,25.0,300000,2026-12-31,15,746,Argentina,Argentina,left,178,72,no,9.41,4.705248,4.103996,2.8966,2.294712,0.07,0.08,ARG1,Testing,2025,0.4836885904204404,0.4700473107976242,0.4753187361191497
34,R. Ruíz Rodríguez,Atlético Tucumán,Atlético Tucumán,"RW, RWF, LW",RW,10,25.0,1300000,,13,664,Argentina,Argentina,right,185,80,no,5.83,2.8455,1.62448,1.218,2.033593,0.17,0.17,ARG1,Testing,2025,0.1836406985620957,0.176432101174518,0.1776081420470183
35,A. Urzi,Huracán,Huracán,"LAMF, RAMF",LAMF,10,25.0,1800000,2025-12-31,14,763,Argentina,"Argentina, Italy",left,169,71,yes,6.96,3.420604,4.008804,1.89098,3.06636,0.07,0.09,ARG1,Testing,2025,0.3154508141163343,0.3172869926669257,0.3143443835752031
36,J. Campaz,Rosario Central,Rosario Central,"LAMF, LW, LWF",LAMF,10,24.0,6500000,2026-12-31,13,1066,Colombia,Colombia,left,165,65,no,5.91,3.797626000000001,7.510968,4.809375,5.826053999999999,0.21,0.11,ARG1,Testing,2025,0.6965979402807689,0.6363724922802806,0.6654975384348838
37,L. González,Defensa y Justicia,Defensa y Justicia,"RAMF, AMF, RW",RAMF,10,24.0,2500000,2027-12-31,10,556,Argentina,Argentina,right,169,0,no,3.88,2.473192,7.412433999999999,3.8808,5.468224,0.01,0.18,ARG1,Testing,2025,0.4932794650607283,0.4746268942098773,0.4824249474948756
38,I. Schor,Platense,Platense,"RW, CF, RAMF",RW,10,24.0,1000000,2025-12-31,19,574,Argentina,Argentina,right,183,74,no,5.49,2.82277,2.978694,2.03651,4.859249999999999,0.17,0.02,ARG1,Testing,2025,0.2676782592574916,0.2632532414171805,0.2632904848298658
39,V. Burgoa,Sarmiento,Sarmiento,"LW, RW",LW,10,24.0,250000,2025-12-31,15,700,Argentina,Argentina,left,172,65,yes,5.79,2.829148,4.372571,2.826308,4.373116,0.1,0.06,ARG1,Testing,2025,0.3322442805992183,0.3291568411590985,0.3287184831411123
40,A. Portillo,San Martín San Juan,San Martín San Juan,"RW, RAMF, RWB",RW,10,24.0,250000,2027-12-31,14,1019,Argentina,Argentina,right,182,72,yes,6.98,3.356914,4.595719999999999,3.446226,1.854239,0.07,0.06,ARG1,Testing,2025,0.403128402027966,0.3677034768089479,0.3835958969779062
41,F. Mastantuono,River Plate,River Plate,"RWF, RAMF",RWF,11,17.0,0,2026-12-31,12,1009,Argentina,Argentina,left,177,71,no,3.48,1.6065,5.799809,3.569731,5.08368,0.38,0.22,ARG1,Testing,2025,0.3647302205627694,0.3795548716331125,0.3702831955452492
42,A. Montoro,Vélez Sarsfield,Vélez Sarsfield,"LAMF, LW, AMF",LAMF,10,18.0,0,,12,756,Argentina,Argentina,,0,0,no,6.31,3.093488,9.045738,5.360705,9.88,0.03,0.07,ARG1,Testing,2025,0.6930470584661146,0.6671980024931956,0.6791752384692634
43,M. Carrizo,Vélez Sarsfield,Vélez Sarsfield,"RAMF, CF, AMF",RAMF,10,19.0,0,2026-12-31,10,767,Argentina,Argentina,,0,0,no,3.74,2.455488,2.327298,2.066229,4.776759,0.12,0.03,ARG1,Testing,2025,0.185886349742609,0.1833112749211861,0.1821840657368962
44,S. López,Rosario Central,Rosario Central,"RAMF, LAMF, LW",RAMF,10,19.0,0,2026-12-31,11,687,Argentina,Argentina,right,170,60,no,7.07,3.798248,5.630522000000001,3.142500000000001,6.026485,0.26,0.08,ARG1,Testing,2025,0.4891622131706939,0.4875781536084714,0.4868550318589669
45,M. Silvetti,Newell's Old Boys,Newell's Old Boys,"RW, LW, CF",RW,10,19.0,0,2025-12-31,15,1168,Argentina,Argentina,,0,0,no,4.93,2.46792,2.544556,2.002,5.0078,0.16,0.16,ARG1,Testing,2025,0.2645957565002643,0.2639097829332711,0.2620739120624283
46,S. Andino,Godoy Cruz,Godoy Cruz,"LW, LWF, LAMF",LW,10,19.0,0,2026-12-31,11,669,Argentina,Argentina,,0,0,no,7.53,4.709379999999999,2.958179,2.421,6.85938,0.09,0.03,ARG1,Testing,2025,0.4041761425440389,0.4013430734885843,0.400990927488553
47,L. Millán,Independiente,Independiente,"RWF, RAMF, AMF",RWF,11,19.0,0,2027-12-31,16,903,Argentina,"Argentina, Chile",right,0,0,no,3.69,2.29425,4.881188,3.691545,3.688659,0.18,0.14,ARG1,Testing,2025,0.3473446406686403,0.3398920583064038,0.3416745267661827
48,D. Aquino,Lanús,Lanús,"LAMF, LW, CF",LAMF,10,19.0,0,2026-12-31,16,705,Argentina,Argentina,right,171,69,no,6.77,3.066,5.3625,3.320763,5.745740000000001,0.19,0.08,ARG1,Testing,2025,0.4809529747413549,0.4557571105196462,0.4667806178320415
49,S. Hidalgo Massa,Independiente,Independiente,"RWF, RAMF, LAMF",RWF,11,20.0,0,2026-12-31,9,549,Argentina,Argentina,left,176,74,no,5.93,3.75882,2.772,0.5914679999999999,4.154388,0.31,0.09,ARG1,Testing,2025,0.317243226371567,0.2881005031393602,0.3006067822345564
50,J. Tobio Burgos,Estudiantes,Estudiantes,LAMF,LAMF,10,20.0,0,2026-12-31,11,585,Argentina,Argentina,,0,0,no,6.15,3.076062,5.229972,4.463232,2.768958,0.17,0.32,ARG1,Testing,2025,0.5162535471862297,0.5022802419545331,0.5078136270091954
51,J. Ruiz,Barracas Central,Barracas Central,"RW, RWF, LW",RW,10,20.0,0,,12,881,Argentina,Argentina,right,173,0,yes,5.41,4.287942,2.863,1.632,10.41801,0.08,0.11,ARG1,Testing,2025,0.3634761341839195,0.3653558448054342,0.3625337573512651
52,J. Lázaro,Instituto,Instituto,"RW, RAMF, CF",RW,10,20.0,0,2027-12-31,12,542,Argentina,Argentina,right,0,0,no,6.31,3.652166,6.644079000000001,3.318336,4.649208000000001,0.06,0.1,ARG1,Testing,2025,0.4918245516439128,0.4936764130324786,0.4912483027189916
53,A. Segovia,Lanús,Lanús,"RAMF, RW",RAMF,10,20.0,0,2026-12-31,14,619,Argentina,Argentina,left,178,65,no,5.67,3.347309,4.944579,3.782537,5.960375,0.09,0.02,ARG1,Testing,2025,0.4879479935180159,0.462503446272775,0.4736716420681963
54,L. Angulo,Central Córdoba SdE,Central Córdoba SdE,"LW, LAMF",LW,10,21.0,450000,2027-12-31,16,1055,Colombia,Colombia,right,174,65,yes,3.07,1.960408,2.98683,2.647448,5.202015,0.19,0.18,ARG1,Testing,2025,0.269602412501897,0.2648982444624687,0.2650803478627701
55,G. Rivera,Banfield,Banfield,RW,RW,10,21.0,0,2027-12-31,13,884,Argentina,Argentina,left,168,0,no,7.66,3.488772,4.954929,3.155856,4.844818,0.19,0.17,ARG1,Testing,2025,0.4942847800996306,0.479179743078199,0.48521225948149
56,J. Gho,Sarmiento,Sarmiento,"RW, LW",RW,10,21.0,800000,2025-12-31,16,1181,Argentina,Argentina,right,176,74,no,6.71,3.579528,4.800854,2.742,3.049770000000001,0.12,0.1,ARG1,Testing,2025,0.411228735547615,0.3920617668177966,0.3998732705746796
57,A. Sosa,Gimnasia La Plata,Gimnasia La Plata,"LAMF, LW, RW",LAMF,10,22.0,0,2025-12-31,12,721,Argentina,Argentina,left,180,76,no,8.61,4.118125,5.618682000000002,2.996998,2.620341,0.19,0.04,ARG1,Testing,2025,0.485103560997883,0.4713429395685578,0.4766780494069099
58,D. Tarzia,Independiente,Independiente,"LAMF, LWF, LW",LAMF,10,22.0,0,2027-12-31,18,1168,Argentina,Argentina,,0,0,no,5.2,2.514755,4.7728,2.343024,3.772260000000001,0.22,0.04,ARG1,Testing,2025,0.2695997126161294,0.2626366320327171,0.2639448389134419
59,J. Herrera,Argentinos Juniors,Argentinos Juniors,"LW, LAMF",LW,10,22.0,0,2026-12-31,17,1150,Argentina,Argentina,left,172,68,no,5.17,2.898302,4.305282,3.444044,3.912942,0.19,0.1,ARG1,Testing,2025,0.3974696098259326,0.3739004519425991,0.3838657853369631
60,J. Saralegui,Tigre,Tigre,"RW, RAMF",RW,10,22.0,0,2028-12-31,15,1108,Argentina,Argentina,right,181,75,no,5.2,2.192505,5.927643000000001,4.060736,2.92374,0.08,0.13,ARG1,Testing,2025,0.3798981326246085,0.380743425190828,0.3784856475493681
61,A. Palavecino,Aldosivi,Aldosivi,"LW, RAMF, RW",LW,10,22.0,0,2025-12-31,13,645,Argentina,Argentina,right,185,77,no,9.6,4.802193,3.720124,2.477133,2.788514,0.16,0.09,ARG1,Testing,2025,0.4487343808321028,0.4514427224569008,0.4484600320672049
62,E. Cabrera,Tigre,Tigre,"LW, CF, AMF",LW,10,22.0,0,2025-12-31,15,1063,Argentina,Argentina,right,172,65,yes,5.84,2.794552,6.351609000000001,3.389694,2.454678,0.09,0.16,ARG1,Testing,2025,0.3834372420873587,0.4125498052257037,0.3962107287441563
63,G. Duarte,Rosario Central,Rosario Central,"RAMF, RW",RAMF,10,22.0,0,2025-12-31,17,894,Argentina,Argentina,right,0,0,no,6.24,3.827304,2.616411,1.711434,3.92496,0.32,0.02,ARG1,Testing,2025,0.2980378777789308,0.2846156508602345,0.2892280841745098
64,M. Panaro,Gimnasia La Plata,Gimnasia La Plata,"LAMF, LW, RAMF",LAMF,10,22.0,0,2025-12-31,11,573,Argentina,Argentina,right,181,73,no,6.44,4.555012000000001,1.72854,2.35625,4.241952,0.08,0.12,ARG1,Testing,2025,0.3826281888803219,0.3761826401213217,0.3775675723626517
65,E. Viveros,Argentinos Juniors,Argentinos Juniors,"LAMF, RW, LW",LAMF,10,22.0,0,,9,514,Argentina,Argentina,right,178,70,no,8.6,5.242689,7.7626,6.081924,4.616,0.12,0.11,ARG1,Testing,2025,0.8388663557705743,0.8001016289412468,0.8189494083727202
66,D. Puebla,Instituto,Instituto,"LW, RW",LW,10,22.0,0,2025-12-31,16,704,Argentina,Argentina,right,0,0,no,6.65,4.726926000000001,3.070846,2.812806,2.174,0.06,0.03,ARG1,Testing,2025,0.3857699672961041,0.3769533268658943,0.3795295981720191
67,A. Piedrahita,Gimnasia La Plata,Gimnasia La Plata,"LAMF, RAMF, RW",LAMF,10,22.0,900000,,10,639,Colombia,Colombia,right,177,78,yes,4.79,2.814606,4.78791,3.522087,3.94506,0.09,0.07,ARG1,Testing,2025,0.3677263085847985,0.3497968105406542,0.3568625822690361
68,A. Velasco,Boca Juniors,Boca Juniors,"LAMF, AMF, CF",LAMF,10,22.0,6000000,2028-12-31,13,638,Argentina,Argentina,right,167,63,no,5.92,3.24258,5.220152,2.538663,4.935915,0.11,0.13,ARG1,Testing,2025,0.3945823423718557,0.3986242515723509,0.3948163850125579
69,F. Nicola,Atlético Tucumán,Atlético Tucumán,"LW, RW",LW,10,23.0,0,2026-12-31,12,641,Uruguay,Uruguay,left,178,70,yes,5.05,3.507688,4.352399999999999,3.366787,4.071139,0.08,0.07,ARG1,Testing,2025,0.4413097659681383,0.39470714907506,0.4162849352643673
70,M. Galarza,Talleres Córdoba,Talleres Córdoba,LAMF,LAMF,10,23.0,800000,2025-12-31,13,899,Paraguay,Paraguay,left,175,67,no,6.91,3.805438000000001,3.905891,3.00011,2.003346,0.19,0.11,ARG1,Testing,2025,0.4049883711551574,0.3962184693515148,0.3988283543448132
71,M. Perelló,Central Córdoba SdE,Central Córdoba SdE,"RAMF, LW, RW",RAMF,10,23.0,0,2027-12-31,13,653,Argentina,Argentina,right,170,67,yes,4.96,3.032802,3.16965,3.028529,6.06236,0.26,0.28,ARG1,Testing,2025,0.433346010428341,0.4277220711552324,0.4288476120659471
72,T. Adoryan,Banfield,Banfield,"LW, LCMF, RCMF",LW,10,23.0,0,2025-12-31,11,525,Argentina,"Argentina, Armenia",right,177,70,no,9.6,4.288215,7.197684000000001,3.25728,4.11432,0.17,0.01,ARG1,Testing,2025,0.5514936395929687,0.573672140324935,0.5612875135319348
73,F. Altamira,Godoy Cruz,Godoy Cruz,"RW, RAMF, RWB",RW,10,23.0,0,2025-12-31,10,515,Argentina,Argentina,right,185,76,no,6.64,3.843896,2.970865,1.571521,4.719,0.03,0.03,ARG1,Testing,2025,0.311617865435067,0.3155214341205874,0.31153684019161
74,B. Yáñez,Godoy Cruz,Godoy Cruz,"LW, LAMF, RWF",LW,10,23.0,500000,,13,750,Chile,Chile,left,173,69,no,6.24,3.24,5.159868,3.96,3.000024,0.04,0.07,ARG1,Testing,2025,0.426468302843087,0.409155391625422,0.4160877427310937
75,F. González,Defensa y Justicia,Defensa y Justicia,"RAMF, RWF, CF",RAMF,10,24.0,2200000,2025-12-31,14,795,Argentina,Argentina,left,171,70,no,4.64,2.153492,2.944889,2.375048,3.168828,0.18,0.06,ARG1,Testing,2025,0.2121285511769997,0.190518415147974,0.1989582653669911
76,T. Palacios,Estudiantes,Estudiantes,"RAMF, CF, RW",RAMF,10,24.0,2800000,2027-12-31,16,1345,Argentina,"Argentina, Uruguay",left,167,68,no,6.29,3.481464,5.956799999999999,4.55009,5.021024,0.22,0.22,ARG1,Testing,2025,0.5861091229899548,0.5806242834754372,0.5821328764368212
77,F. Zapiola,Platense,Platense,"LAMF, LW",LAMF,10,24.0,1200000,2027-12-31,18,826,Argentina,Argentina,left,176,70,no,8.61,3.922824,5.668218,3.1603,2.940643,0.16,0.14,ARG1,Testing,2025,0.5031068799405571,0.4979926651001045,0.4990706898866297
78,L. Giaccone,Rosario Central,Rosario Central,"RAMF, RW, LAMF",RAMF,10,24.0,1500000,2026-12-31,15,656,Argentina,Argentina,left,172,68,no,4.66,2.060952,3.981115,3.155532,5.487516,0.07,0.16,ARG1,Testing,2025,0.3586438753750407,0.3395660336684706,0.3471773799504372
79,S. Montiel,Independiente,Independiente,"RAMF, LWF, LAMF",RAMF,10,24.0,0,2027-12-31,12,833,Argentina,Argentina,left,166,60,no,6.48,3.565477999999999,5.07754,4.537485,6.05,0.1,0.14,ARG1,Testing,2025,0.5749597740175915,0.5562437687856735,0.5643153351549767
80,V. Depietri,Talleres Córdoba,Talleres Córdoba,"RAMF, RW, LAMF",RAMF,10,24.0,600000,2026-12-31,14,748,Argentina,Argentina,right,178,78,no,4.21,1.805028,2.886226,1.8075,4.812294,0.31,0.09,ARG1,Testing,2025,0.1976823871239475,0.1822890836541322,0.187586941743711
81,W. Busse,Gimnasia y Tiro,Gimnasia y Tiro,"RW, RAMF, RDMF",RW,10,38.0,10000,2025-12-31,14,857,Argentina,Argentina,left,167,69,no,6.62,2.94,5.460440999999999,4.200272999999999,1.682685,0.01,0.23,ARG2,Testing,2025,0.4892462766398152,0.4541840852581525,0.4701507069363295
82,J. Cuevas,San Martín Tucumán,San Martín Tucumán,"LW, LCMF, RW",LW,10,37.0,100000,,14,978,Argentina,Argentina,left,162,66,no,6.07,3.497482,6.534704000000001,4.508184,4.971066,0.21,0.11,ARG2,Testing,2025,0.5597143732334284,0.5574121445364042,0.5572559786360801
83,C. Rius,Arsenal,Arsenal,"RW, LW",RW,10,36.0,100000,,12,561,Argentina,Argentina,right,175,71,no,5.29,3.046914,3.206827,1.446907,2.24541,0.17,0.07,ARG2,Testing,2025,0.2300813936545184,0.2004856634235829,0.2129596523218466
84,M. Fernández,Tristán Suárez,Tristán Suárez,"RWF, LWF, CF",RWF,11,36.0,175000,,15,1151,Argentina,"Argentina, Spain",right,175,74,no,4.38,2.345392,2.501177,2.581216,2.815227,0.11,0.08,ARG2,Testing,2025,0.1831646204805721,0.1832373912220357,0.1807821197621609
85,F. Brandán,Temperley,Temperley,"LW, CF, RW",LW,10,35.0,200000,,16,975,Argentina,"Argentina, Romania",right,165,63,no,6.65,3.417336,4.247106,3.505259999999999,2.955036000000001,0.1,0.07,ARG2,Testing,2025,0.419197943525772,0.390129797378915,0.4029008292482735
86,F. Molina,Gimnasia Jujuy,Gimnasia Jujuy,LW,LW,10,34.0,50000,2025-12-31,14,1077,Argentina,Argentina,left,178,75,no,4.76,3.591945,4.17932,3.848009999999999,4.345642,0.09,0.15,ARG2,Testing,2025,0.480672030153521,0.4492577020704617,0.4633804015719569
87,F. Jourdan,Colón,Colón,"RW, RAMF, RWF",RW,10,34.0,225000,,11,607,Argentina,Argentina,right,179,70,no,3.86,1.188,3.262528,2.3744,2.96625,0.2,0.08,ARG2,Testing,2025,0.1675898987249017,0.1460538438497712,0.154324865462374
88,J. Ferrero,San Miguel,San Miguel,"RW, CF, RWF",RW,10,33.0,0,,13,571,Argentina,Argentina,right,176,71,no,7.09,3.78471,4.573794,3.150063000000001,2.680788,0.13,0.11,ARG2,Testing,2025,0.4386308923669434,0.4149789523464555,0.4251074501394109
89,J. Aguirre,Gimnasia y Tiro,Gimnasia y Tiro,"LW, LB",LW,10,33.0,150000,,14,1155,Argentina,Argentina,left,174,74,no,7.25,3.815,5.144589,5.37462,3.274504,0.08,0.14,ARG2,Testing,2025,0.6199227724865006,0.5832976088841837,0.6004303905451475
90,G. Gudiño,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"RW, LCMF",RW,10,33.0,275000,2025-12-31,11,552,Argentina,Argentina,right,172,67,no,7.83,4.07712,3.423971,3.262281,4.240141,0.16,0.1,ARG2,Testing,2025,0.4945855624077374,0.4709496201951477,0.4812358481342526
91,Ivo Chaves,Gimnasia y Tiro,Gimnasia y Tiro,"RW, RB",RW,10,31.0,50000,2025-12-31,12,1001,Argentina,Argentina,right,174,65,no,8.72,4.493558,5.933091999999999,2.88,0.990171,0.23,0.05,ARG2,Testing,2025,0.5087972133759497,0.5017749908726803,0.5038210457588571
