Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Sucesso em desarmes (%),Posses recuperadas (p90),Ações defensivas (p90),Sucesso em 1v1 defensivo (%)
BRA1,2024,121009.0,Luciano,Sao Paulo,2522.0,AMC,Meio Campo,Meia,-0.1466688730929304,-0.7569090685015134,-0.4205367081082433,-0.9879229555972856
BRA1,2024,121771.0,Filipe Augusto,Cuiaba,945.0,MC,Meio Campo,Segundo Volante,1.2661738352754448,-0.9053088135753754,-0.892409132565891,-1.2839899198398734
BRA1,2024,125297.0,Lucas Romero,Cruzeiro,2759.0,MC,Meio Campo,Segundo Volante,-0.0808609570503507,0.8864833561296457,0.9831978678314892,-0.0043681815068637
BRA1,2024,128627.0,Giorgian de Arrascaeta,Flamengo,1134.0,AMC,Meio Campo,Meia,-0.0839669318408361,-0.1100198719558282,0.5784469784640319,1.0315081716244328
BRA1,2024,130449.0,Alisson,Sao Paulo,1780.0,DMC,Meio Campo,Primeiro Volante,0.8838447826908324,1.8730888264918408,1.7666571597497949,0.8435281901614874
BRA1,2024,130887.0,Willian Oliveira,Vitoria,2983.0,MC,Meio Campo,Segundo Volante,0.5184320768498948,-0.6906973263433858,-0.6056972263888202,0.4473814264505419
BRA1,2024,131057.0,Ramiro,Cruzeiro,1611.0,MC,Meio Campo,Segundo Volante,0.6735204398325986,-0.3308050666344192,-0.247696923106645,-0.4225097715375819
BRA1,2024,131079.0,Lucas Evangelista,Red Bull Bragantino,2818.0,DMC,Meio Campo,Primeiro Volante,-0.4574892124070676,-0.3585248599644226,-0.0312993540213351,-0.1132428832543236
BRA1,2024,132282.0,Bruno Henrique,Internacional,2112.0,DMC,Meio Campo,Primeiro Volante,0.4361118867487897,-0.2949934661887555,-0.1969893428471331,0.6396400841506995
BRA1,2024,142436.0,Pablo Galdames,Vasco da Gama,1242.0,MC,Meio Campo,Segundo Volante,0.9972145415664329,-0.2895923550010609,-0.6528596966250468,0.4652857865204441
BRA1,2024,146672.0,Zé Welison,Fortaleza,1014.0,DMC,Meio Campo,Primeiro Volante,1.3497414202869342,-0.0830233899225087,-0.5337581459106516,1.1139360430275969
BRA1,2024,146764.0,Otávio,Atletico MG,2161.0,MC,Meio Campo,Segundo Volante,-0.1888039312270441,1.2221216701883906,0.8681509567986012,0.1771075107059179
BRA1,2024,149572.0,Franco Cristaldo,Gremio,2355.0,AMC,Meio Campo,Meia,-0.5872205191861658,-0.8185388858034843,-0.1935391380557655,-0.3668050715474599
BRA1,2024,149738.0,Gustavo Scarpa,Atletico MG,2525.0,DMR,Meio Campo,Primeiro Volante,-1.5519206612513394,0.5966953014752442,0.9141492001854256,-0.3671179164434636
BRA1,2024,241822.0,Guilherme Arana,Atletico MG,1481.0,ML,Meio Campo,Segundo Volante,0.5784773357378585,2.22248509738184,2.021041006226422,-0.4016901006434123
BRA1,2024,241825.0,Barreto,Criciuma,2526.0,MC,Meio Campo,Segundo Volante,0.7147651928346521,-0.2792894310417838,-0.3928328688885414,-0.0624663185214782
BRA1,2024,248121.0,Thiago Maia,Internacional,2078.0,DMC,Meio Campo,Primeiro Volante,1.3147982786515953,0.8939678510483448,1.612055472253845,-0.7155679525619851
BRA1,2024,253963.0,Dodi,Gremio,2622.0,DMC,Meio Campo,Primeiro Volante,-0.8361164946791637,0.0485824622042241,-0.5408204656738463,1.344470107775352
BRA1,2024,277351.0,Emmanuel Martínez,Fortaleza,1135.0,MC,Meio Campo,Segundo Volante,-1.0343924369750508,-0.0723675562254374,-0.5088613850239303,-1.0349840003202797
BRA1,2024,279478.0,Lincoln,Red Bull Bragantino,1694.0,AMC,Meio Campo,Meia,0.0658311297122327,-0.6815300382669957,-0.624521568274611,0.649899541733571
BRA1,2024,280693.0,Matheuzinho,Vitoria,2758.0,MR,Meio Campo,Segundo Volante,-0.4003475464215939,-0.7520852763918658,-0.4258586077549127,0.7032510736967803
BRA1,2024,281935.0,Allano,Criciuma,1456.0,MR,Meio Campo,Segundo Volante,1.5747488826466065,-0.8304126049294273,-0.1754329189479413,-0.031257318884361
BRA1,2024,294056.0,Danilo Barbosa,Botafogo RJ,1298.0,DMC,Meio Campo,Primeiro Volante,0.3235013275949291,0.5140447118738387,0.598558576757426,0.108341233161181
BRA1,2024,295838.0,Allan,Flamengo,1568.0,DMC,Meio Campo,Primeiro Volante,-0.4591336547312766,-0.1302436472958581,-0.1360264516467486,-0.4061943423295328
BRA1,2024,297389.0,Matheus Pereira,Cruzeiro,3132.0,AMC,Meio Campo,Meia,0.2278815568344352,-0.8032368757665773,-0.1009079947428165,0.9583701083764428
BRA1,2024,299394.0,Ronaldo,Juventude,1284.0,DMC,Meio Campo,Primeiro Volante,1.3064604611628683,0.946784637746748,0.9906818304396756,-0.0106560097415473
BRA1,2024,299687.0,Tomás Pochettino,Fortaleza,1850.0,AMC,Meio Campo,Meia,-1.1573612060253389,-1.1068210235122375,-1.2117589686415329,-0.4782484010780196
BRA1,2024,317677.0,Raphael Veiga,Palmeiras,2716.0,AMC,Meio Campo,Meia,-1.5666881001280375,-1.3238697089286482,-1.0969675067804567,-0.6933298425376139
BRA1,2024,317741.0,Lucas Fernandes,Cuiaba,1246.0,AMC,Meio Campo,Meia,-0.1436366214727477,-1.0435010384680286,-1.3702449005557042,-0.0527231963847143
BRA1,2024,317747.0,Lucas Kal,Atletico GO,1298.0,MC,Meio Campo,Segundo Volante,-0.6889810590915882,-0.449351605481625,-0.6771756702332892,-1.9241844127416967
BRA1,2024,318247.0,Matheusinho,Criciuma,1755.0,AMC,Meio Campo,Meia,-1.809919741310796,-0.6702471097808238,-0.589151680322582,-0.4034924004160374
BRA1,2024,318252.0,Lucas Mineiro,Cuiaba,2700.0,MC,Meio Campo,Segundo Volante,0.4586550747716875,-0.4550601058808933,-0.5700036667695167,0.9628940878536456
BRA1,2024,318676.0,Marlon Freitas,Botafogo RJ,2672.0,DMC,Meio Campo,Primeiro Volante,-0.4857209126698139,0.0867567460026659,0.1970377299729047,-1.1438480121982133
BRA1,2024,319406.0,Matheus Rossetto,Fortaleza,1689.0,DMC,Meio Campo,Primeiro Volante,-0.6595739274927825,1.1771638995020974,0.5885819868394996,-0.37917741935987
BRA1,2024,320349.0,Filipe Machado,Cruzeiro,1130.0,MC,Meio Campo,Segundo Volante,-0.1079670096175359,-0.8173764210830526,-1.126187627961087,0.7801159578638767
BRA1,2024,321846.0,Lima,Fluminense,2074.0,DMC,Meio Campo,Primeiro Volante,-1.4544661063755726,0.7441428120456073,0.708506823077402,0.3665271464566867
BRA1,2024,326607.0,Lucas Sasha,Fortaleza,1362.0,DMC,Meio Campo,Primeiro Volante,0.7967729213180345,0.2272950799015274,0.2049436006503024,1.774156711858876
BRA1,2024,328510.0,Jean Carlos,Juventude,1170.0,AMC,Meio Campo,Meia,-0.5402766680370948,-1.4496153857917438,-1.6186829111319336,-2.042213570086115
BRA1,2024,332151.0,Matías Zaracho,Atletico MG,961.0,MC,Meio Campo,Segundo Volante,-0.6529792608160924,-0.4192472726306549,-0.5443846788793726,-0.7790389179214973
BRA1,2024,334972.0,Alan Franco,Atletico MG,1923.0,MC,Meio Campo,Segundo Volante,0.9553517272656296,-0.1366544719552422,-0.4829298365238456,0.0441898316224234
BRA1,2024,337817.0,Jefferson Savarino,Botafogo RJ,2234.0,AMC,Meio Campo,Meia,-3.480778392012976,-1.6573141144241972,-1.5682630127739003,-3.9441676744917338
BRA1,2024,342058.0,Cauly,Bahia,2890.0,AMC,Meio Campo,Meia,-2.72374809749233,-1.319551595657384,-1.3673480974449146,-1.5422779417647237
BRA1,2024,344723.0,Gonzalo Freitas,Atletico GO,943.0,DMC,Meio Campo,Primeiro Volante,0.6152300356233403,-0.5794612799224192,-0.2489010764389087,1.2704253148982052
BRA1,2024,344767.0,Mathías Villasanti,Gremio,2622.0,DMC,Meio Campo,Primeiro Volante,0.1405583877888553,1.8398625346713269,1.373922843724309,0.628591250155349
BRA1,2024,345389.0,Nicolás de la Cruz,Flamengo,1122.0,DMC,Meio Campo,Primeiro Volante,0.8929281195361108,0.7566539482873732,2.354881817697351,1.3695495685078471
BRA1,2024,348667.0,Matheus Henrique,Cruzeiro,1364.0,MC,Meio Campo,Segundo Volante,0.6614756518964416,0.4453464974933027,0.0886081079771424,0.678205597550931
BRA1,2024,349214.0,Igor Gomes,Atletico MG,1561.0,MC,Meio Campo,Segundo Volante,0.3295160302791464,-0.3689378649010889,-0.2943968490461123,-0.9179166415386596
BRA1,2024,349707.0,Matheus Fernandes,Red Bull Bragantino,928.0,DMC,Meio Campo,Primeiro Volante,1.7687352493141426,1.5396160702393027,0.9708339828073792,1.6158138837976674
BRA1,2024,352932.0,Ricardo Ryller,Vitoria,1149.0,MC,Meio Campo,Segundo Volante,0.1083470781599643,-0.3459985671230015,-0.4515026578495655,0.1152657415822483
BRA1,2024,355659.0,Jean Lucas,Bahia,3157.0,MC,Meio Campo,Segundo Volante,0.6604511935637734,-0.1390661216115875,0.050767538443897,-0.5304838353076329
BRA1,2024,355710.0,Gregore,Botafogo RJ,2512.0,DMC,Meio Campo,Primeiro Volante,0.879098970439038,4.404519256782359,4.513244149286331,1.8236779826054983
BRA1,2024,358737.0,Raul,Red Bull Bragantino,1480.0,MC,Meio Campo,Segundo Volante,0.7432373638608275,-0.0065401628577895,0.0071975778899801,-0.0113854872678186
BRA1,2024,360288.0,Luan Silva,Vitoria,1743.0,DMC,Meio Campo,Primeiro Volante,1.2472668469591457,-0.8384049118849265,-0.8741102409241577,-0.553467692153159
BRA1,2024,363107.0,Álvaro Barreal,Cruzeiro,1654.0,MC,Meio Campo,Segundo Volante,0.4694597089431307,-0.4241030961329258,-0.3888968840974176,-1.075993332010334
BRA1,2024,363129.0,Eric Ramires,Red Bull Bragantino,1243.0,MC,Meio Campo,Segundo Volante,-0.0080356564732969,-0.6018108850135382,-0.7450198233470383,0.3537348188912411
BRA1,2024,365617.0,Pepê,Gremio,1423.0,DMC,Meio Campo,Primeiro Volante,-0.1656030347950526,0.4659616829370221,0.5121515673319206,2.035150804913009
BRA1,2024,366428.0,Fausto Vera,Corinthians,2175.0,MC,Meio Campo,Segundo Volante,-0.4854573160396918,0.0954520023678978,-0.1323909463081811,-1.3736664471765778
BRA1,2024,366498.0,Jadsom,Red Bull Bragantino,1848.0,MC,Meio Campo,Segundo Volante,0.2176763531776356,-0.2085650790739677,-0.5048690878834456,0.245700925302895
BRA1,2024,370389.0,Aníbal Moreno,Palmeiras,2794.0,DMC,Meio Campo,Primeiro Volante,0.9739488249287336,1.3838089028366132,0.9920835393800648,0.6696580342361803
BRA1,2024,373449.0,Hugo Moura,Vasco da Gama,2305.0,DMC,Meio Campo,Primeiro Volante,1.1927883935245671,0.2483815298267298,-0.180505019085822,1.5496265053149678
BRA1,2024,373502.0,Fernando Sobral,Cuiaba,2232.0,MC,Meio Campo,Segundo Volante,-0.075545865971035,0.1005506045140247,0.0002958147384281,1.1202530801829291
BRA1,2024,373515.0,Erick,Athletico Paranaense,2848.0,DMC,Meio Campo,Primeiro Volante,1.25765800594374,0.1993378748832704,0.2147411633676787,0.1175133456332101
BRA1,2024,376914.0,Maurício,Internacional,1674.0,AMC,Meio Campo,Meia,-1.943708614819454,-1.0076906891853838,-0.9514737015547272,-1.4532646938754394
BRA1,2024,378823.0,Rômulo,Internacional,1997.0,DMC,Meio Campo,Primeiro Volante,0.3264145283999616,1.0336352599569254,0.9043191429575568,-0.5618702970727728
BRA1,2024,380894.0,Pedro Augusto,Fortaleza,1361.0,DMC,Meio Campo,Primeiro Volante,-0.2610210155289357,0.7642717138780785,0.141718466306914,1.2530141045965295
BRA1,2024,383781.0,Marcos Antônio,Sao Paulo,917.0,DMC,Meio Campo,Primeiro Volante,0.3788754009959104,0.0552679264624663,0.5442281062954403,-1.878017849372884
BRA1,2024,388735.0,Caio Alexandre,Bahia,2974.0,DMC,Meio Campo,Primeiro Volante,-0.2979998676890836,0.6955581238648862,0.7653431296584655,0.2057358255858439
BRA1,2024,389163.0,Rodrigo Nestor,Sao Paulo,1175.0,AMC,Meio Campo,Meia,-0.7748607507916505,-0.657419020295961,-0.9892661773357184,-1.3188443900358502
BRA1,2024,397491.0,Christian,Athletico Paranaense,1652.0,AMC,Meio Campo,Meia,0.7912539086656424,-1.012458821889744,-1.1353566033778717,-0.3442656900893056
BRA1,2024,397585.0,André,Fluminense,1199.0,DMC,Meio Campo,Primeiro Volante,0.0865109959516814,2.5615290094550383,2.904306380857454,0.8065196104574605
BRA1,2024,397847.0,Gabriel Menino,Palmeiras,1227.0,DMC,Meio Campo,Primeiro Volante,0.2801297563406384,-0.580819506837279,-0.2072158206466866,1.8306488790467703
BRA1,2024,397897.0,Ronald,Criciuma,1699.0,MC,Meio Campo,Segundo Volante,0.3420036140436039,-0.1521895114997258,-0.3288065692288108,-0.0717654795223751
BRA1,2024,397965.0,Roni,Atletico GO,1616.0,DMC,Meio Campo,Primeiro Volante,0.0966372052704885,0.1732605546117418,-0.3775379255021404,0.1624202414511223
BRA1,2024,401192.0,Martinelli,Fluminense,2909.0,DMC,Meio Campo,Primeiro Volante,0.7594746949324266,0.8571050654505757,0.8639243582669494,0.0833372059822748
BRA1,2024,402213.0,Richard Ríos,Palmeiras,1909.0,DMC,Meio Campo,Primeiro Volante,0.0805908369726522,1.9335091033694471,1.4977466303046327,0.9339540623231573
BRA1,2024,404487.0,Gabriel Baralhas,Atletico GO,2734.0,MC,Meio Campo,Segundo Volante,-0.3086032960735693,0.2823794921518041,-0.1681334313699975,-0.11604184721607
BRA1,2024,405839.0,Juan Sforza,Vasco da Gama,1449.0,DMC,Meio Campo,Primeiro Volante,0.2351013158818286,-0.2811732983265519,0.0644961276346987,1.0455364192586716
BRA1,2024,407747.0,Rubens,Atletico MG,1404.0,DML,Meio Campo,Primeiro Volante,0.1514475135562453,0.3903241497809643,1.833212445935892,0.6548521004696068
BRA1,2024,416897.0,Mandaca,Juventude,1320.0,AMC,Meio Campo,Meia,-1.3068192979740216,-1.478055136060522,-1.433003329857426,-0.6247505996916464
BRA1,2024,417706.0,Max,Cuiaba,1407.0,MC,Meio Campo,Segundo Volante,-1.062833141717041,-0.6625984813693403,-0.8732262659427394,-0.4039903063616319
BRA1,2024,420319.0,Raniele,Corinthians,2563.0,DMC,Meio Campo,Primeiro Volante,-0.747772477669105,-0.0570555829494283,0.3351790198170507,0.3998843451158062
BRA1,2024,429475.0,Jhon Jhon,Palmeiras,1433.0,AMC,Meio Campo,Meia,-0.0386285951901594,-0.6024393304255069,-0.5211427940330652,-1.028062011643866
BRA1,2024,432685.0,Rodrigo Garro,Corinthians,3375.0,AMC,Meio Campo,Meia,-0.3083360178391176,-0.057559916310194,0.985606518968264,0.210441652976065
BRA1,2024,436640.0,Hércules,Fortaleza,2567.0,DMC,Meio Campo,Primeiro Volante,0.3306861685622814,-0.7257800060958173,-1.1304078787156562,-0.3396316227963708
BRA1,2024,436657.0,Agustín Canobbio,Athletico Paranaense,1340.0,AMC,Meio Campo,Meia,-0.5047376983970326,-0.4837665555316651,-0.3831244271170172,0.9253796280226874
BRA1,2024,441410.0,Breno Bidon,Corinthians,1990.0,MC,Meio Campo,Segundo Volante,-0.5057759954735854,0.1220411290146887,0.3412226937895565,0.3035876264331537
BRA1,2024,442751.0,Rhaldney,Atletico GO,2350.0,MC,Meio Campo,Segundo Volante,1.205516860940461,0.2410916811873736,0.612408131807916,0.6035245413737523
BRA1,2024,443546.0,Alexsander,Fluminense,903.0,DMC,Meio Campo,Primeiro Volante,1.2391900569826253,0.5248414817090853,0.9221590613249616,-0.3948299860057853
BRA1,2024,444815.0,Denilson,Cuiaba,2320.0,MC,Meio Campo,Segundo Volante,-1.2329671547069545,-0.4641729769513401,-0.713347938578529,0.3958715675096299
BRA1,2024,445346.0,Brahian Palacios,Atletico MG,978.0,DMR,Meio Campo,Primeiro Volante,1.1174641252476525,-0.838644190642448,-0.5700926542306627,-0.2779485674156173
BRA1,2024,445709.0,Damián Bobadilla,Sao Paulo,1173.0,DMC,Meio Campo,Primeiro Volante,-0.4157548605276772,0.3338135521652464,-0.4157299603850455,0.0532876388866053
BRA1,2024,462994.0,Bruno Zapelli,Athletico Paranaense,1581.0,AMC,Meio Campo,Meia,0.6329739684044142,-0.8259232266066919,-0.8432345974340028,-0.5238326602125205
BRA1,2024,469349.0,Miguel Monsalve,Gremio,1072.0,AMC,Meio Campo,Meia,0.9331600517552798,-1.485986940328336,-1.2469047087337173,-0.0081655421224395
BRA1,2024,470938.0,Evertton Araújo,Flamengo,918.0,DMC,Meio Campo,Primeiro Volante,0.6112426177855727,1.518774692345599,0.9842083791134538,1.1825644570291116
BRA1,2024,471629.0,Newton,Criciuma,2567.0,MC,Meio Campo,Segundo Volante,1.0269526988293762,-0.1893244420564723,-0.1458872328012261,0.314171936362962
BRA1,2024,471637.0,Gustavinho,Red Bull Bragantino,1093.0,MC,Meio Campo,Segundo Volante,-1.2940328439529298,-1.0602558931400508,-1.3614970628908023,-1.01180959911575
BRA1,2024,475166.0,Alisson,Atletico MG,1010.0,DMR,Meio Campo,Primeiro Volante,1.8995563509558784,-0.5514317898626703,-0.1414948505263226,0.2455006744414578
BRA1,2024,478179.0,João Cruz,Athletico Paranaense,946.0,MC,Meio Campo,Segundo Volante,-1.967261547811256,-1.0776033843252502,-1.1743263074867802,-1.8208338264337247
BRA1,2024,482037.0,Mateus Carvalho,Vasco da Gama,2427.0,DMC,Meio Campo,Primeiro Volante,0.2653282053676343,1.2358289675555414,0.9153983869281336,0.4575955013648435
BRA1,2024,491556.0,Higor Meritão,Criciuma,1183.0,MC,Meio Campo,Segundo Volante,0.2982862343065306,0.4543841684333609,0.1394238768261663,-0.8976046836419771
BRA1,2024,512611.0,Facundo Bernal,Fluminense,1053.0,DMC,Meio Campo,Primeiro Volante,-1.2750286721525086,-0.1391066500627396,0.313231820917722,0.7724924991123578
BRA1,2024,513499.0,Fellipe Mateus,Criciuma,2075.0,ML,Meio Campo,Segundo Volante,-0.162923352225169,-0.5908201004465288,-0.5267124504530469,-0.3596235017262363
BRA1,2024,514437.0,Caíque,Juventude,1574.0,DMC,Meio Campo,Primeiro Volante,-0.627601673021183,1.260269899442279,1.4261114180296983,1.527045136282468
BRA1,2024,517830.0,Felipinho,Athletico Paranaense,1034.0,DMC,Meio Campo,Primeiro Volante,0.7192055287752037,0.2686118449217633,-0.3537014412198373,1.2320918776751109
BRA1,2024,518496.0,Léo Naldi,Vitoria,1260.0,MC,Meio Campo,Segundo Volante,0.8454795878182522,-0.3575277914849982,-0.6032439312915987,1.13961118956966
