Liga,Temporada,Atleta,Clube,função,Posição,Participação,Pressão na linha alta,Ameaça aérea,Conexão ofensiva,Movimentação ofensiva,Criação de oportunidades,Finalização,Oportunismo
BEL1,2022,Antoine Bernier,RFC Seraing,Atacante,Atacante,-0.1358876173204956,0.0,-0.507985849154994,-0.1455078509446631,0.0,-0.1422845025288009,-0.3388368096559053,-0.6783742457180073
BEL1,2022,Victor Boniface,Union St.Gilloise,Atacante,Atacante,-0.0426418436670177,0.0,0.7420436263685696,0.0980297725350076,0.0,-0.0273657449806812,-0.0747724529440438,-0.4000332523356922
BEL1,2022,Ferran Jutglà,Club Bruges,Atacante,Atacante,-0.0115680472649407,0.0,0.0107207566197841,0.0025114422476186,0.0,0.0569357152861458,0.1996525155299053,0.2199317189993208
BEL1,2022,Kamal Sowah,Club Bruges,Atacante,Atacante,-0.1779971122771805,0.0,-0.5139159761492498,0.3981818701955392,0.0,-0.2303551218727972,-0.9040944366551004,-1.2639069590125738
BEL1,2022,Konan N’Dri,Eupen,Atacante,Atacante,-0.0821059178501043,0.0,-0.7484657272740682,-0.3978772299714609,0.0,0.0231349263362702,-0.015529874422308,-0.538531234061233
BEL1,2022,Isaac Nuhu,Eupen,Atacante,Atacante,-0.1581898602946782,0.0,-0.7476970039097007,-0.402328945655126,0.0,-0.1590324836660187,-0.5725362679139704,-0.5899697117249327
BEL1,2022,Youssouph Badji,Sporting Charleroi,Atacante,Atacante,0.2287006634004356,0.0,1.0743884343749843,0.4078457423821399,0.0,0.0227713995158932,-0.1524278474031524,0.1664791410840677
BEL1,2022,Mario Stroeykens,Anderlecht,Atacante,Atacante,-0.1786795427861592,0.0,-0.5056544702069687,-0.1644370564732824,0.0,-0.0370775008832016,-0.3067322901567104,-0.2877526156166647
BEL1,2022,Alioune Ndour,Zulte Waregem,Atacante,Atacante,-0.0779879276628072,0.0,-0.0547770401287548,0.0645672822214508,0.0,-0.0455061490165824,0.4604148583895494,0.1887192992378598
BEL1,2022,Noah Ohio,Standard Liege,Atacante,Atacante,-0.0722334139734834,0.0,-0.1126851008704308,0.0342025214519474,0.0,0.0021263286224894,0.0546438647796129,0.1940800918369092
BEL1,2022,Yonas Malede,KV Mechelen,Atacante,Atacante,-0.0388718096490793,0.0,-0.3717679009771261,-0.3832248834922858,0.0,-0.2303551218727972,-1.0094436076513906,-1.2607902707569258
BEL1,2022,Daichi Hayashi,St.Truiden,Atacante,Atacante,-0.1355636839308796,0.0,-0.4669476211835461,-0.0944370603725226,0.0,-0.0747051478944714,0.7657919925231141,0.0183923862037482
BEL1,2022,Billal Messaoudi,Kortrijk,Atacante,Atacante,-0.0235033624869357,0.0,0.1537678271829313,0.084239072535657,0.0,-0.1841862704364093,-0.877549769311907,-0.849784636547936
BEL1,2022,Nachon Nsingi,OH Leuven,Atacante,Atacante,-0.1602660721470347,0.0,-0.6445618404466252,-0.3872262807485883,0.0,0.0331487729811851,0.0960864268568504,0.193732685987847
BEL1,2022,Simon Adingra,Union St.Gilloise,Atacante,Atacante,-0.2138254520422215,0.0,-0.6707832615934184,0.1395111457793934,0.0,0.0292875277892654,1.0467009165182128,-0.4824029042606734
BEL1,2022,Kyan Vaesen,Westerlo,Atacante,Atacante,0.0478556891623681,0.0,0.1529266078288728,-0.1979284778782537,0.0,0.0360613647968663,-0.0006953641277546,0.4969546378178555
BEL1,2022,Dorgeles Nene,Westerlo,Atacante,Atacante,-0.1557393787535666,0.0,-0.830748927431359,-0.1017118561103934,0.0,0.1301274791517857,0.8987259493930263,0.3142475826575738
BEL1,2022,Gift Orban,Gent,Atacante,Atacante,-0.0941184313131912,0.0,-0.4091767222219925,0.2381688860539385,0.0,0.4652056993428461,1.3357371393828288,0.8335083191031333
BEL1,2022,Yusuke Matsuo,Westerlo,Atacante,Atacante,-0.1768755985725023,0.0,-0.8592511197286237,-0.0238375127486977,0.0,-0.2303551218727972,-0.9107510262584432,-1.0442919288689951
BRA1,2022,Jô,Corinthians,Atacante,Atacante,0.2660543242475507,0.2104031465681717,1.4531027889304065,0.5191021085731067,-0.5527412875251265,-0.0168979113530535,-0.3416398595542758,0.1173826249197021
BRA1,2022,Hulk,Atletico MG,Atacante,Atacante,0.1132383337367356,0.9781051673014676,-0.6221444190503462,-0.143442984150851,1.1430680838368554,1.046593778962901,0.4306681729397277,-0.3289305872680581
BRA1,2022,Eduardo Vargas,Atletico MG,Atacante,Atacante,0.661255291417976,2.0789687125396066,-0.4334762938971916,0.563103840037326,-0.3201458489669639,0.049789488638249,-0.5725469266138548,-0.4956827675415585
BRA1,2022,Luo Guofu,America MG,Atacante,Atacante,0.1300546186450821,-0.0366795317900008,-0.3841549185896363,-0.0847020406877315,-0.4934547222877696,0.8678688617203563,-0.0698139684783476,-0.2098360674490439
BRA1,2022,Henrique Almeida,America MG,Atacante,Atacante,-0.0261343333848578,-0.0117411444085639,-0.4361682758350844,0.0759102463362873,0.4409220650644452,0.064230828747736,-0.2518899083036464,0.3884496872328291
BRA1,2022,Silvio Romero,Fortaleza,Atacante,Atacante,-0.5038056770866315,-0.2130950940585621,-1.0767666084656966,-0.7367792939392439,0.0277031017734256,0.3665874385602236,-1.100601384985247,-0.3374082087967416
BRA1,2022,Eduardo Sasha,Atletico MG,Atacante,Atacante,-0.0284188684533955,0.8417317423548734,0.043716405265255,0.1327882560282713,-0.8289054389747293,0.2161344979195039,-0.8457234444410007,-0.3723478881167728
BRA1,2022,Thiago Galhardo,Fortaleza,Atacante,Atacante,0.3220449725455507,-0.0957510750511323,0.7797448421631772,0.3581626165082602,0.8414053634882215,0.8307506210097185,0.9009178479791368,-0.125742953192159
BRA1,2022,Léo Gamalho,Coritiba,Atacante,Atacante,-0.2289079436756063,-0.8098105795288116,1.1671416680721058,0.0083815175723856,-0.8624920307998032,-0.4055685973960334,0.1379264602545433,-0.0641141430496422
BRA1,2022,Pablo,Athletico Paranaense,Atacante,Atacante,0.3969196473415509,0.4692877575433993,1.0786296630521697,0.5568030160356344,-0.6782364525090648,-0.2915465882535489,-0.3618352719840242,-0.0251280416326451
BRA1,2022,Luciano,Sao Paulo,Atacante,Atacante,0.0434250282582806,0.8133213174624137,-0.5598082860878293,0.6170994649145506,-0.6865760400685255,-0.0938172835792331,0.3578089228981191,0.0185774359773989
BRA1,2022,Gabriel Barbosa,Flamengo,Atacante,Atacante,-0.132189524507241,0.388440140686092,-1.1351372154161532,0.1942524885892657,1.4397031000180296,1.8113608011574047,0.5257310848422239,-0.159193171725342
BRA1,2022,Jonathan Calleri,Sao Paulo,Atacante,Atacante,0.4227723580601549,0.3423542932973047,1.2445449401397417,-0.0394646002941574,0.1517735873476457,0.053279169143553,1.2827665972240807,-0.0223203504350404
BRA1,2022,Deyverson,Cuiaba,Atacante,Atacante,0.7020166098308667,-0.3737688963245903,1.5456211326404623,0.3136687499809735,0.1718447964113136,-0.0782687016661886,0.0849032856843063,-0.6087774506710596
BRA1,2022,Rodriguinho,Cuiaba,Atacante,Atacante,0.3167595104199523,0.0384215764091284,-0.2835284530418711,0.6199024041682781,-0.2624589591608671,-0.4854577554686189,-0.8306363782956585,-0.2194857769807414
BRA1,2022,Róger Guedes,Corinthians,Atacante,Atacante,0.3196031872574644,0.6767729005665302,-0.7032584924095121,0.6987841414949929,0.9042378194266076,-0.0311664293326061,-0.292874214020973,-0.1626059770019497
BRA1,2022,Carlos Eduardo,Red Bull Bragantino,Atacante,Atacante,-0.4384830641748038,0.3711198979834809,-0.8660997151658336,-0.9022261180735124,-1.111742074852493,-1.5182260772054796,-1.2831732084636849,-1.1473886049565638
BRA1,2022,David,Internacional,Atacante,Atacante,0.02143808604176,-0.0054447916153778,-0.5576736072114057,0.1550707628382394,0.2125125329375556,-0.2017848594985244,-1.4041250275864712,-0.5943669693154547
BRA1,2022,Pedro,Flamengo,Atacante,Atacante,-0.0373845099036306,-0.6369452280699419,0.3033792856278934,-0.0309100304732421,0.2249012673341903,1.2136780952134556,1.0781729285461858,1.060253868615605
BRA1,2022,Tiquinho Soares,Botafogo RJ,Atacante,Atacante,0.8653410320551052,-0.0775542719622802,0.8724458480197262,0.1461651560817189,-0.0198290410899639,0.0577797596657045,-0.1022715425464566,0.4767435812437016
BRA1,2022,Robson,Fortaleza,Atacante,Atacante,0.6465407858709608,0.1100717031802017,0.4249318929692954,0.2035160427456676,0.5115439498043344,0.427493418467636,-0.4327236040666521,-0.1411134341184645
BRA1,2022,Romarinho,Fortaleza,Atacante,Atacante,0.5889496273568002,0.7635333972849039,-1.0668924697116642,0.4906653107476666,1.2809789701949503,-0.4086524783757188,-0.4500812737935962,-0.74506789802909
BRA1,2022,Yuri Alberto,Corinthians,Atacante,Atacante,0.005325067122142,-0.1116291915306971,0.4559653598764806,0.0300570409618841,0.0949447829145264,0.1410546831540414,0.5183970361766227,0.2427155999361344
BRA1,2022,Bissoli,Avai FC,Atacante,Atacante,-0.5917323491529508,-0.1536276697886616,-0.4396904546514538,-0.0737272655298188,-0.7511383565225882,-0.855272419183925,-0.2555858522064104,-0.6215183982330572
BRA1,2022,Alerrandro,Red Bull Bragantino,Atacante,Atacante,-0.5423906720076628,-0.2333200587954893,-0.7093919165839393,-0.4118429153443308,-0.1765812278790374,-0.0233983893989484,0.5910680858204077,0.7092386791250179
BRA1,2022,Rony,Palmeiras,Atacante,Atacante,-2.1017558219389594,-1.6667739206435246,-0.0995304803809211,-1.7503358893373784,-1.2071985569937755,-1.3193742872406171,-0.4302196774203829,-0.9097973774043854
BRA1,2022,Miguel Merentiel,Palmeiras,Atacante,Atacante,-2.8919773385035605,-2.383952402012277,-1.6485291044806216,-0.5282503774967013,-1.976587216365355,-2.1551032300969464,0.7586368053041826,4.159285361398998
BRA1,2022,Cléber,Ceara,Atacante,Atacante,0.4712769101196317,1.2670030086459407,1.547706962694404,0.5718662167734078,-0.5797859958548601,0.0895667086396497,-0.2046627652693863,0.0128965298590703
BRA1,2022,Marcos Leonardo,Santos FC,Atacante,Atacante,-0.4878102384542233,-0.8241208085263375,-0.2383076268364087,-0.6267429659482162,-0.0391314156400956,-0.2706760030274125,-0.2602040322444932,0.5553346879040246
BRA1,2022,Germán Cano,Fluminense,Atacante,Atacante,-0.6592114503369276,-0.220099911595153,-0.6037710231359024,-0.1465971576726767,-0.5319664179999254,-0.3135747123028922,2.169586557749179,0.9631643954306216
BRA1,2022,Pedro Raúl,Goias,Atacante,Atacante,0.0799690654853435,-0.8025227916791982,0.9724574994820664,-0.1085746340260677,0.2608002787150261,0.0892579302917452,1.6287153442542426,0.4696919120115929
BRA1,2022,Lázaro,Flamengo,Atacante,Atacante,0.8818013752367257,1.6585534864149245,-0.7989744059873448,0.4717245876321417,1.0182548090751242,0.9869060620924938,-0.0982542111689264,0.2169083955647637
BRA1,2022,Diego Churín,Atletico GO,Atacante,Atacante,0.3509514334294207,-0.1486461190791563,1.229289632857668,0.4362614219671593,-0.8489569189482118,-0.4846172033213158,-0.1902032723084417,-0.6082138480746891
BRA1,2022,Fabrício Daniel,Coritiba,Atacante,Atacante,0.744809840420167,0.4133149003845135,-1.226090933823978,0.2493828815145894,0.2670743434662896,1.0409233755678904,-0.5504196549837453,-0.6376752699237369
BRA1,2022,Alemão,Internacional,Atacante,Atacante,0.5811530051489677,-0.1437189811526862,0.3319156912292929,0.1682310136099645,0.3709105430502423,0.1234141358894387,0.1648563833595778,-0.02054089239755
BRA1,2022,Erison,Botafogo RJ,Atacante,Atacante,-0.3944552891712278,-0.5670744635483663,-0.2357006576836727,-0.8491066004716846,0.8004276975282278,-0.2179162213747451,0.0199997884101271,0.0362037338794879
BRA1,2022,Moisés,Fortaleza,Atacante,Atacante,-0.0062181873855602,0.0382056569009864,-0.776854820500348,-0.0849540995981054,2.197387901372873,0.2837252915007621,0.1561450136539922,-0.3476358518184612
BRA1,2022,Isidro Pitta,Juventude,Atacante,Atacante,-0.4288621039351881,-0.5218101141940357,-0.351975116008294,0.0599827368897441,0.4068689477200708,-0.1775769228867385,-0.7263178293592674,-0.2711594817286543
BRA1,2022,Adrián Martínez,Coritiba,Atacante,Atacante,-0.5623793765388965,-0.670489707427469,0.1356449091791821,-0.4734507046545348,-0.1564020913382854,-0.5435629009756475,0.0575635082549255,-0.066144569901998
BRA1,2022,Vitor Roque,Athletico Paranaense,Atacante,Atacante,0.0051675122784312,-0.6039769649640915,-0.3187003212961686,-0.8659113703358059,-0.040950822658432,-0.1593837656312271,-0.1756969382969408,0.4689618168900035
BRA1,2022,Nicolas,Goias,Atacante,Atacante,1.1252491262847022,-0.1470550877775257,1.986387094051948,0.2161370260325352,-0.6419830250440858,0.2914477912269515,0.3676364230403011,-0.6536123302260947
ENG1,2022,Cristiano Ronaldo,Man Utd,Atacante,Atacante,0.4289481359531508,-0.2016519094542767,-0.2645916228797069,1.0745744434274087,0.335129629343787,0.5092019513979112,1.2304788743442985,0.8765974934755532
ENG1,2022,Teemu Pukki,Norwich,Atacante,Atacante,-1.1572018230726249,-1.119501539621791,-1.2229366341595105,-0.2724470927781981,-0.1936737311058884,-0.0508862912888812,-0.1267238116844701,-0.7260215030574243
ENG1,2022,Jay Rodriguez,Burnley,Atacante,Atacante,0.5364241318292723,-0.7765181786153316,1.1178237724685225,0.2089961496387449,-0.7195989462699044,-0.1223631587965128,-0.7346225445729668,1.567647160286627
ENG1,2022,Danny Welbeck,Brighton,Atacante,Atacante,-0.5065183448182828,-0.522463360902607,0.3121819252602776,-0.6421881164970248,-1.17144015103745,-0.329896451916821,0.1884242482288944,0.8065588111713763
ENG1,2022,Pierre-Emerick Aubameyang,Arsenal,Atacante,Atacante,-0.9672544253265468,-0.3509954278078724,0.1034664184075558,-0.1615667650028292,-0.0827533021261893,-0.3416942792385534,0.3691229370615508,1.072413366411516
ENG1,2022,Christian Benteke,Crystal Palace,Atacante,Atacante,0.487146622569159,0.6059645806615682,2.002969225150337,0.1775739856414072,-0.2680944189370179,0.026559517422942,-0.4167561824202994,-0.2729910097134116
ENG1,2022,Michail Antonio,West Ham,Atacante,Atacante,0.2967870827803172,-0.3882441541712169,0.27848116513257,0.251070601754927,0.580059439995325,0.4439672603525297,0.2004785342403673,-0.2251442121594162
ENG1,2022,Alexandre Lacazette,Arsenal,Atacante,Atacante,-0.5953540037282716,-0.219654420294355,-0.4545754464853536,-0.1667243177263705,-0.3234947574978508,-0.1798327650933536,-1.339640141483473,-0.6952140011404957
ENG1,2022,Chris Wood,Burnley,Atacante,Atacante,-0.1246884158036074,-1.0692649834174135,2.4219741405276007,0.4201774634054621,-1.6487776169187902,-0.9168931617728155,-0.8040431880617458,0.2741419404807462
ENG1,2022,Romelu Lukaku,Chelsea,Atacante,Atacante,-0.7098304050710247,-0.6113495209620879,0.2095921627486214,-0.3609673593153542,-0.5073490868837438,-0.4604939380382961,0.8565372188396378,-0.1386145057080982
ENG1,2022,Joshua King,Watford,Atacante,Atacante,0.4921727331244873,-0.181517662220465,1.0670511336318025,0.3149392363957783,0.0282529172736015,0.0550920190675746,-1.4467055416569117,-0.0064187180424916
ENG1,2022,Harry Kane,Tottenham,Atacante,Atacante,0.6080115329961994,-0.0848768271452583,0.1600172188606903,0.4047708409335653,0.4915831070649857,1.0286444639590486,0.2043848255754343,0.8553632099153712
ENG1,2022,Danny Ings,Aston Villa,Atacante,Atacante,-0.7467827639370288,-0.2891964876054693,-0.3335086805117694,-0.3974343306263848,-0.2759868891282217,0.0094643057045637,0.2154144514615507,-0.5651972226293613
ENG1,2022,Roberto Firmino,Liverpool,Atacante,Atacante,1.2034953945746143,3.706187506915847,-0.6312469934862487,0.6774638285386148,0.0899146784539215,1.0747732435441792,0.613733201006294,0.2952568584667238
ENG1,2022,Jamie Vardy,Leicester,Atacante,Atacante,-1.3690763262193166,-1.2039654966339954,-0.4170344230601687,-0.8696162201659895,0.0671950289276935,0.1208074396581932,2.7573162984984663,1.469182519618256
ENG1,2022,Raúl Jiménez,Wolves,Atacante,Atacante,0.1405890065629981,0.5127152527355515,0.1628471455654252,0.035171758776469,-0.295672603450468,-0.0337673643034395,-0.7655394486600805,-0.2603973538449806
ENG1,2022,Leandro Trossard,Brighton,Atacante,Atacante,0.138779228596782,1.2451211721928013,-1.164496255139968,0.6078953221887357,0.818977977139108,0.3973720577089239,0.1211869877461094,-1.090265651203114
ENG1,2022,Wout Weghorst,Burnley,Atacante,Atacante,0.7167685291885417,-0.1665991293688895,1.035870038631308,1.1114627393894811,-0.9131661725590804,-0.2943965523204107,-0.7320105325783469,0.6919243500769546
ENG1,2022,Neal Maupay,Brighton,Atacante,Atacante,-0.5378750341496752,-0.1111158620456643,-0.8509445910892605,-0.3026712527405429,-0.6608591526631212,-0.1186661030383047,-0.0141398381266183,-0.2056319362626311
ENG1,2022,Maxwel Cornet,Burnley,Atacante,Atacante,0.1068637481244793,-0.4112522577838401,-0.2009210402626251,0.580200670576885,1.0009774842976644,0.3339013689843607,1.1348432496106606,-0.1466752751398907
ENG1,2022,Timo Werner,Chelsea,Atacante,Atacante,-0.5927305942597669,0.1969232756278352,-1.1299886558884231,-0.6986474188687097,1.0598591434346598,-0.0596399851050369,-0.662018614325368,-0.8400362724001451
ENG1,2022,Callum Wilson,Newcastle,Atacante,Atacante,-1.1146668182375616,-1.0886755187560635,0.0761149655761982,-1.35212055198342,-0.4518364131608954,-0.7830811001688294,0.9367260396669967,0.7374012473593121
ENG1,2022,Ivan Toney,Brentford,Atacante,Atacante,0.6515128363891609,0.1263107453203102,1.435690440578066,0.1151882360668924,0.0087841117145114,0.8059202688430834,-0.2142849684955468,-0.5075853996501463
ENG1,2022,Adam Armstrong,Southampton,Atacante,Atacante,-0.9459448222097362,-0.6759422340170864,-0.7890096348528173,0.2456603032585151,0.5769890844696101,-0.021533591787463,-1.0808322990438963,-0.8344000798141988
ENG1,2022,Dominic Calvert-Lewin,Everton,Atacante,Atacante,0.5698906110046806,-0.5139475526363445,2.151413081036778,-0.0667812704364621,-1.3979359708832768,0.1190072159224984,-0.081957971285243,0.4712048423262108
ENG1,2022,Ollie Watkins,Aston Villa,Atacante,Atacante,-0.190279811352867,-0.4420385278865213,-0.189574568817278,-0.0068182737939558,1.046708394402637,0.2147104572714213,0.5885549795542949,0.6038682161517739
ENG1,2022,Diogo Jota,Liverpool,Atacante,Atacante,0.4749117316703241,1.151785632418059,-0.1378610115804842,-0.1067489414176461,0.3323994784363274,0.296463456174869,1.0504960439316178,1.8555713528423268
ENG1,2022,Ché Adams,Southampton,Atacante,Atacante,-0.0437856711379051,-0.5562852722760672,0.1008042726005316,-0.1536950428082965,-0.732572747287253,-0.5448456106170952,0.0566714343941651,0.7862926426376108
ENG1,2022,Kelechi Iheanacho,Leicester,Atacante,Atacante,0.0905851270191363,-0.084022851565433,-1.025658664754762,0.1831975025066427,0.3780893425401074,0.9968060607197308,0.4338220664454604,-0.0410924305666349
ENG1,2022,Marcus Rashford,Man Utd,Atacante,Atacante,0.206177018713435,0.5741047196492277,-0.8428334523632162,0.2572078936265086,1.1614830350660024,-0.1592428236963311,0.0018413197933709,-1.4709002781188505
ENG1,2022,Daniel Podence,Wolves,Atacante,Atacante,0.5601101924796889,1.4329935799759683,-1.6838755902920612,0.0420620036387071,1.550573178967459,1.6581385461266809,-0.8830992435920636,-2.2077131402362635
ENG1,2022,Daniel James,Man Utd,Atacante,Atacante,-0.8835870816831912,-0.2523668601772458,-1.0543617692898817,-0.4377643417682495,0.1753831174616839,-0.7625247820744616,-1.1981547889969253,-1.0480580703196334
ENG1,2022,Odsonne Édouard,Crystal Palace,Atacante,Atacante,-0.0404384540263125,0.116656536921376,-0.2313958162387262,0.1319046514816845,-0.2549265694453527,-0.7146609659946047,-0.222156209385509,-0.5275613284631187
ENG1,2022,Richarlison,Everton,Atacante,Atacante,0.8550067327201428,-0.2258049339337901,0.226200031982062,-0.0246572922821036,0.0533197957388932,0.208369263341144,0.0150013079440467,-0.1426380795043587
ENG1,2022,Kai Havertz,Chelsea,Atacante,Atacante,0.459891050281722,1.1416892912914791,-0.1159708171626783,0.6511522236232322,0.349541681471328,-0.0781505119450655,0.2128967534585325,0.7309178290535177
ENG1,2022,Jean-Philippe Mateta,Crystal Palace,Atacante,Atacante,-0.3338685612016973,-0.2132996208592893,0.3479555902991263,-0.550638083159932,-0.4976759100641998,-0.4693493378916412,0.2989181355119452,0.8923973183297302
ENG1,2022,Emmanuel Dennis,Watford,Atacante,Atacante,0.6420894763684105,0.1525985784068096,-0.2674660714789182,0.0712413423792653,0.9120907336082432,0.0433369452301565,1.150123714635512,-0.6344696503264802
ENG1,2022,Patson Daka,Leicester,Atacante,Atacante,-0.6665400911978953,0.1410442571499333,-0.838589299630703,-1.1021036813666074,-1.2694375686546877,-0.9526196330153652,0.8628779839814565,1.1507176639196466
ENG1,2022,Eddie Nketiah,Arsenal,Atacante,Atacante,-0.1946995698092535,0.0664865611551577,-0.6728231450563389,-0.4783785421582213,0.1657308922852406,-0.0021715096908259,0.7605593754302227,0.7911028648494411
ENG1,2022,Bryan Mbeumo,Brentford,Atacante,Atacante,0.1816717871048104,-0.2888561350734612,-0.5235550441688749,0.0209528340442886,0.8343785853939415,0.511940900362005,-1.7480648287726852,-0.5629046706780159
