Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,S. Sosa,San Lorenzo Res.,San Lorenzo,"LDMF, RDMF, DMF",LDMF,7,19,0,,17,971,Argentina,Argentina,right,175,66,no,8.16,1.76022,5.378505000000001,2.226819,0.28,1.019898,0.185,0.19,2.40958,ARG1,Testing,2024,0.0,0.0,0.0
1,Gabriel Neves,Estudiantes,Estudiantes,"LDMF, LCMF, RDMF",LDMF,7,27,1800000,2027-12-31,18,978,Uruguay,Uruguay,right,171,70,no,9.29,4.695,13.806012,7.088634,0.37,0.368852,0.186676,0.37,8.099112,ARG1,Testing,2024,0.7477012374514976,0.779349512454633,0.7635253749530655
2,R. Villagra,River Plate,River Plate,"DMF, LDMF",DMF,7,23,7000000,2027-12-31,14,1013,Argentina,Argentina,right,178,77,no,8.97,1.953431,7.908491000000001,4.08342,0.53,1.954722,0.356631,0.89,4.172476,ARG1,Testing,2024,0.2370067068952691,0.249411945417956,0.2432093261566126
3,A. Gamarra,Argentinos Juniors,Argentinos Juniors,"DMF, LCMF",DMF,7,21,0,,18,1063,Argentina,"Argentina, Paraguay",right,175,68,no,11.51,2.373452,9.141404999999999,5.42088,0.93,2.286375,0.5100000000000001,0.42,5.081055000000001,ARG1,Testing,2024,0.7030027779094244,0.6964669749446989,0.6997348764270617
4,B. Zuculini,Racing Club,Racing Club,"DMF, LCMF, RCMF",DMF,7,31,700000,2025-12-31,17,1093,Argentina,"Argentina, Italy",right,182,77,no,9.14,1.482,9.220542,4.201305000000001,0.58,1.399362,0.4125,0.58,5.105218000000001,ARG1,Testing,2024,0.2684617495850699,0.2896277324083568,0.2790447409967133
5,M. Fernández,Gimnasia La Plata,Gimnasia La Plata,"DMF, RCMF, LCMF",DMF,7,23,425000,2025-06-30,14,1132,Uruguay,Uruguay,right,183,75,yes,6.28,3.262349,7.95088,4.6905,0.8,0.795375,0.16,0.8,4.847101,ARG1,Testing,2024,0.148497366102775,0.1908010543479893,0.1696492102253822
6,F. Mac Allister,Argentinos Juniors,Argentinos Juniors,DMF,DMF,7,29,325000,2026-12-31,16,1170,Argentina,"Argentina, Italy",right,176,71,no,10.69,2.151456,12.538271,5.997816,0.54,1.001888,0.3085560000000001,0.15,5.078189999999999,ARG1,Testing,2024,0.6188596193857586,0.6207184994817061,0.6197890594337324
7,K. Ortíz,Rosario Central,Rosario Central,"RDMF, RCMF, LCMF",RDMF,7,24,0,,18,1244,Argentina,Argentina,right,176,70,no,11.65,1.8102,7.23656,3.3252,1.23,2.167965,0.725,0.58,2.459478,ARG1,Testing,2024,0.4810991457277663,0.4756906601594642,0.4783949029436153
8,G. Pérez,Lanús,Lanús,"LDMF, LCMF, RDMF",LDMF,7,23,500000,2027-12-31,19,1318,Uruguay,Uruguay,right,184,72,no,9.63,2.87,11.40276,5.395320000000001,0.14,0.410824,0.07,0.68,4.436003,ARG1,Testing,2024,0.5125495088255398,0.5226818106764317,0.5176156597509858
9,U. Ortegoza,Talleres Córdoba,Talleres Córdoba,"RDMF, DMF, LDMF",RDMF,7,27,1800000,2025-12-31,22,1342,Argentina,Argentina,right,180,80,no,10.19,3.283824,7.977453,4.6275,1.61,2.08029,1.004388,1.14,5.570606999999999,ARG1,Testing,2024,0.5076136490593344,0.5536237993389871,0.5306187241991608
10,M. Martínez,Rosario Central,Rosario Central,"RDMF, LCB, RCMF",RDMF,7,31,600000,2026-12-31,18,1374,Argentina,Argentina,right,186,80,no,8.65,2.622432,8.909093,3.801312,0.66,2.161096,0.458902,1.7,3.928552,ARG1,Testing,2024,0.2342597209986258,0.2779453612241142,0.25610254111137
11,J. Portilla,Talleres Córdoba,Talleres Córdoba,"LDMF, RDMF, DMF",LDMF,7,26,2500000,2026-12-31,24,1468,Colombia,Colombia,right,183,75,no,9.13,2.084676,10.730928,5.330679,1.29,1.840566,0.8568000000000001,1.41,5.090085,ARG1,Testing,2024,0.4175595241650118,0.4087540941627277,0.4131568091638698
12,F. Quignón,Belgrano,Belgrano,"DMF, RCMF, LCMF",DMF,7,31,1200000,2025-12-31,21,1483,Argentina,Argentina,left,178,75,no,10.32,1.82138,9.100436,3.457727999999999,0.79,1.152906,0.486166,0.67,3.820025,ARG1,Testing,2024,0.3540197932065248,0.3808543610619748,0.3674370771342499
13,S. González,Tigre Res.,Tigre,"RDMF, RCMF",RDMF,7,21,0,,22,1485,Argentina,Argentina,right,0,0,no,12.79,1.271424,6.78564,3.208576,0.73,2.304504,0.4842649999999999,1.03,2.969078,ARG1,Testing,2024,0.4431466423013162,0.4815654667885971,0.4623560545449568
14,E. Méndez,Sarmiento,Sarmiento,"DMF, RCMF",DMF,7,35,50000,2025-12-31,18,1490,Argentina,Argentina,right,186,82,no,10.21,2.175,7.069384,3.684608,0.6,1.448668,0.360018,0.24,3.01851,ARG1,Testing,2024,0.3337654324133197,0.3445823546575328,0.3391738935354263
15,D. Martínez,Independiente,Independiente,"RDMF, RCMF, LDMF",RDMF,7,20,0,2027-12-31,21,1515,Argentina,Argentina,right,170,67,no,9.09,1.605243,6.651191,2.967758,1.13,2.674624,0.77375,0.71,2.495104,ARG1,Testing,2024,0.0952841058737499,0.1013213235574865,0.09830271471561822
16,C. Núñez,Banfield,Banfield,"LDMF, DMF, LCMF",LDMF,7,27,275000,2024-12-31,19,1556,Paraguay,Paraguay,right,166,69,no,12.67,2.141298,7.520630000000001,3.24038,0.12,0.925888,0.11428,0.35,2.658645,ARG1,Testing,2024,0.5264103331894193,0.5827912921531321,0.5546008126712758
17,R. Fernández,Newell's Old Boys,Newell's Old Boys,"LDMF, DMF, RCMF",LDMF,7,28,1300000,2025-12-31,17,1614,Uruguay,Uruguay,right,173,74,yes,10.43,4.406556,7.919353,4.62604,1.17,2.229345,1.060317,1.39,5.352574999999999,ARG1,Testing,2024,0.5359240170091435,0.6163073179517062,0.5761156674804249
18,F. Peña Biafore,Lanús,Lanús,"RDMF, RCMF, DMF",RDMF,7,23,3200000,2028-12-31,21,1623,Argentina,Argentina,right,180,75,no,9.09,4.32674,11.14374,5.93649,1.05,1.995966,0.6667000000000001,0.83,6.269247,ARG1,Testing,2024,0.6246320528513731,0.6745900733942066,0.6496110631227899
19,R. Herrera,Barracas Central,Barracas Central,"RDMF, RCMF, DMF",RDMF,7,24,1200000,2025-12-31,21,1653,Argentina,Argentina,right,181,76,yes,12.74,1.905512,6.643370999999999,2.884343,0.87,2.1255,0.598125,0.6,2.83026,ARG1,Testing,2024,0.5037174498836187,0.5343585361999497,0.5190379930417842
20,S. Rosané,Barracas Central,Barracas Central,"LDMF, LCMF",LDMF,7,24,800000,2024-12-31,26,1667,Argentina,Argentina,right,181,70,no,11.07,2.10715,8.475072,3.616779999999999,0.7,2.427264,0.4320000000000001,0.43,3.080844,ARG1,Testing,2024,0.4383417279460087,0.4717852468969613,0.4550634874214851
21,J. Mosqueira,Unión Santa Fe,Unión Santa Fe,DMF,DMF,7,20,0,,22,1848,Argentina,Argentina,right,0,0,no,8.67,1.753763,7.404285,3.167070000000001,0.39,0.583275,0.195536,0.73,3.606368,ARG1,Testing,2024,0.09928724574921181,0.1015221628764178,0.1004047043128148
22,F. Ibarra,Rosario Central,Rosario Central,"LDMF, LCMF, RCMF",LDMF,7,23,1800000,2024-12-31,20,1857,Argentina,"Argentina, United States",right,175,69,yes,14.39,3.536544,10.417891,5.624495999999999,1.02,3.099354,0.7275,0.29,5.624784,ARG1,Testing,2024,1.0,1.0,1.0
23,F. Fattori,Huracán,Huracán,"DMF, LDMF",DMF,7,32,700000,2025-12-31,25,1857,Argentina,Argentina,right,178,70,no,12.41,2.86,13.862685,6.54,0.68,1.11414,0.336,0.63,5.232968000000001,ARG1,Testing,2024,0.909247978446992,0.9539861922869611,0.9316170853669767
24,L. Picco,Platense,Platense,"LDMF, DMF, LCMF",LDMF,7,26,800000,2025-12-31,21,1883,Argentina,Argentina,right,188,79,yes,14.0,1.2428,7.360157,3.44267,0.57,1.432275,0.336,0.24,2.531562,ARG1,Testing,2024,0.4736131268647945,0.5068075226336917,0.4902103247492431
25,B. Leyes,Godoy Cruz,Godoy Cruz,"DMF, LCMF",DMF,7,23,0,,23,1891,Argentina,Argentina,left,173,69,no,9.19,4.903754,9.185307,5.334,0.67,1.238474,0.425464,0.33,4.233165000000001,ARG1,Testing,2024,0.5306757734506189,0.5155828488181552,0.5231293111343871
26,E. Pérez,Estudiantes,Estudiantes,"LDMF, DMF, RDMF",LDMF,7,38,600000,2024-12-31,23,1928,Argentina,Argentina,right,178,77,no,10.32,2.704555,15.40275,6.912108,0.61,1.72676,0.4642950000000001,0.7,6.162578000000001,ARG1,Testing,2024,0.7621724791673423,0.7677287152893081,0.7649505972283253
27,S. Ascacíbar,Estudiantes,Estudiantes,"RDMF, RCMF",RDMF,7,27,6000000,2026-12-31,21,1985,Argentina,"Argentina, Italy",right,169,69,no,10.38,1.811256,12.51404,5.71247,1.0,1.633828,0.273306,0.68,6.391274999999999,ARG1,Testing,2024,0.5960465178360606,0.5965894968986931,0.5963180073673768
28,C. Ordoñez,Vélez Sarsfield,Vélez Sarsfield,RDMF,RDMF,7,20,0,,25,2055,Argentina,Argentina,right,177,68,no,8.23,1.008387,7.272325,3.10726,1.36,2.715345,1.09368,1.36,3.28432,ARG1,Testing,2024,0.01307551467915315,0.02796114644708731,0.02051833056312023
29,K. Gutiérrez,Defensa y Justicia,Defensa y Justicia,"RDMF, LCMF, DMF",RDMF,7,27,3500000,2025-12-31,22,2091,Argentina,Argentina,right,168,65,no,8.69,4.173934,16.441168,9.470414,0.86,1.33416,0.47142,1.03,8.779630000000001,ARG1,Testing,2024,0.8130800750901183,0.9055617754834098,0.8593209252867642
30,I. Marcone,Independiente,Independiente,"DMF, LDMF, LCMF",DMF,7,34,1000000,2024-12-31,22,2122,Argentina,"Argentina, Italy",right,182,76,no,8.44,4.537044,11.110734,6.36093,0.81,2.245406,0.595,0.72,5.685563999999999,ARG1,Testing,2024,0.5652847955827346,0.6334969413913697,0.5993908684870521
31,A. Bouzat,Vélez Sarsfield,Vélez Sarsfield,"LDMF, LB",LDMF,7,30,450000,2026-12-31,24,2223,Argentina,Argentina,left,170,72,no,13.08,2.874735,11.984148,5.832025,0.97,1.822368,0.6068020000000001,1.34,5.344833,ARG1,Testing,2024,0.9517419432204717,0.9524653255749435,0.9521036343977076
32,A. Cardozo,Tigre,Tigre,"LDMF, LCMF, DMF",LDMF,7,27,1500000,2024-12-31,24,2321,Argentina,Argentina,right,182,79,no,7.33,3.370371,11.667222,5.19862,0.66,2.130742,0.546,1.71,5.27,ARG1,Testing,2024,0.4046910689385757,0.4080396470405054,0.4063653579895407
33,F. Romero,Independiente Rivadavia,Independiente Rivadavia,"DMF, RCMF, LCMF",DMF,7,24,650000,2026-12-31,26,2557,Argentina,Argentina,right,177,70,no,10.98,2.250526,7.251736999999999,3.65876,0.67,1.829064,0.594972,0.53,3.236302000000001,ARG1,Testing,2024,0.426757124143344,0.4552213296810376,0.4409892269121909
0,G. Vega,Nueva Chicago,Nueva Chicago,"RDMF, DMF, RCMF",RDMF,7,32,50000,2024-12-31,28,1121,Argentina,Argentina,right,182,75,no,11.88,1.928928,10.275655,4.735063999999999,0.64,1.044539,0.24,0.4,4.573764,ARG2,Testing,2024,0.7050871820847463,0.6835834249094349,0.6943353034970905
1,J. Fernández,Ferro Carril Oeste,Ferro Carril Oeste,"RDMF, RCMF, DMF",RDMF,7,19,0,,17,1135,Argentina,Argentina,,0,0,no,11.58,1.5057,7.292137,2.695524,0.32,1.18956,0.08,0.24,2.3,ARG2,Testing,2024,0.3827917082931279,0.4162039208382605,0.3994978145656942
2,D. Lemos,Agropecuario,Agropecuario,"DMF, LCMF, RCMF",DMF,7,35,150000,,14,1248,Argentina,Argentina,right,178,82,no,11.75,3.747915,11.103125,6.130788000000001,0.22,0.9388599999999999,0.14,0.14,4.468936,ARG2,Testing,2024,0.9551831950920323,0.9445894524109186,0.9498863237514754
3,I. Cechi,Tristán Suárez,Tristán Suárez,"DMF, RCMF",DMF,7,23,125000,2024-12-31,25,1312,Argentina,Argentina,right,179,70,no,8.99,2.536602,9.189897,5.0764,0.96,1.50864,0.478306,0.48,3.086220999999999,ARG2,Testing,2024,0.3702310941219092,0.3810925873431655,0.3756618407325374
4,G. Rostagno,Racing Córdoba,Racing Córdoba,"DMF, LCMF, RDMF",DMF,7,22,0,,19,1323,Argentina,Argentina,,0,0,no,9.25,0.8172360000000001,4.080775,1.428,0.34,0.816781,0.205,0.41,1.22625,ARG2,Testing,2024,0.0,0.0,0.0
5,S. Valenzuela,Chaco For Ever,Chaco For Ever,"DMF, RW, LCMF",DMF,7,23,0,,20,1455,Argentina,Argentina,,169,66,no,11.51,4.188708,9.910739999999999,5.052566,2.0,2.53,1.597681,0.73,4.056405000000001,ARG2,Testing,2024,0.8246254081894103,0.8417976138968218,0.833211511043116
6,P. Hernández,San Martín Tucumán,San Martín Tucumán,"LDMF, LCMF, RCMF",LDMF,7,38,25000,2024-12-31,25,1538,Argentina,"Argentina, Chile",left,185,85,no,8.78,2.397174,9.244983000000001,5.094743,1.4,3.920928,1.113658,1.4,5.267177999999999,ARG2,Testing,2024,0.3996588364401509,0.396366486292468,0.3980126613663094
7,G. Olguín,San Martín San Juan,San Martín San Juan,"DMF, RDMF, RCMF",DMF,7,24,75000,2024-12-31,34,1619,Argentina,Argentina,right,181,75,yes,11.23,2.558928,8.006127999999999,3.948552,1.06,1.444746,0.613634,0.61,4.667285999999999,ARG2,Testing,2024,0.5425157199854692,0.6012324537642848,0.571874086874877
8,F. Sivetti,Defensores Unidos,Defensores Unidos,"DMF, RCMF, LCMF",DMF,7,26,75000,,24,1632,Argentina,"Argentina, Italy",right,178,76,no,11.08,2.594304,9.154732,4.684779000000001,1.05,1.214495,0.495,0.33,4.1888,ARG2,Testing,2024,0.613421842452823,0.6203745736021391,0.616898208027481
9,M. García,San Martín Tucumán,San Martín Tucumán,"DMF, LDMF, RDMF",DMF,7,29,100000,,32,1852,Argentina,Argentina,left,179,75,no,11.61,1.993599,7.630141000000001,2.962624,0.24,1.022073,0.04999499999999999,0.05,2.528271,ARG2,Testing,2024,0.4463196405020889,0.4904219309070696,0.4683707857045792
10,G. Papa,Club Atlético Güemes,Club Atlético Güemes,"DMF, RCMF, LCMF",DMF,7,35,50000,2024-12-31,29,1890,Uruguay,Uruguay,right,177,72,no,14.19,2.80672,10.049052,4.955799999999999,0.81,1.383096,0.3325,0.1,3.857568,ARG2,Testing,2024,0.9105666491989787,0.9183513904732243,0.9144590198361013
11,J. Blanco,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"DMF, LCMF, RCMF",DMF,7,37,10000,2024-12-31,28,1919,Argentina,Argentina,right,186,81,no,10.74,3.23731,9.800271,5.580624,0.56,1.077256,0.28125,0.42,5.065431999999999,ARG2,Testing,2024,0.6996556499682504,0.728019238759307,0.7138374443637786
12,A. Bustos,Racing Córdoba,Racing Córdoba,"DMF, RCMF, LCMF",DMF,7,25,125000,,23,1930,Argentina,Argentina,right,172,70,no,10.77,3.406494,7.317936,3.962256,0.65,2.006592,0.4684070000000001,0.42,3.264394,ARG2,Testing,2024,0.5176011651012833,0.5504153843811584,0.5340082747412208
13,N. Pereyra,Brown de Adrogué,Brown de Adrogué,"DMF, LCMF, RCMF",DMF,7,32,25000,2024-12-31,26,1999,Argentina,Argentina,right,179,77,no,10.81,1.622628,7.385525,3.82778,0.27,0.629964,0.224991,0.09,2.207724,ARG2,Testing,2024,0.3464285937590722,0.3702070967854719,0.3583178452722721
14,M. Esponda,Aldosivi,Aldosivi,"DMF, RCMF, LCMF",DMF,7,21,0,2024-12-31,30,2242,Argentina,Argentina,right,179,77,yes,11.24,2.408792,9.392418,4.61334,0.48,0.56221,0.24002,0.28,2.97045,ARG2,Testing,2024,0.569179463338583,0.5667716691582418,0.5679755662484124
15,N. Gómez,Ferro Carril Oeste,Ferro Carril Oeste,"LDMF, RDMF, LCMF",LDMF,7,28,175000,2025-12-31,29,2281,Argentina,Argentina,right,179,75,no,11.92,3.078589,8.917452,4.774295,1.34,2.920008,1.023012,0.91,4.302452,ARG2,Testing,2024,0.8167116325131619,0.8073064295945409,0.8120090310538512
16,M. Villarreal,Agropecuario,Agropecuario,"DMF, LCMF, RCMF",DMF,7,32,225000,2024-12-31,32,2486,Argentina,Argentina,right,180,76,no,10.32,2.930312,8.184595999999999,3.87279,0.29,0.94,0.220011,0.29,3.587149,ARG2,Testing,2024,0.4371314748498361,0.4955430904687921,0.4663372826593141
17,S. Prediger,Colón,Colón,"DMF, LCMF, LDMF",DMF,7,38,100000,,34,2683,Argentina,Argentina,right,184,83,no,10.1,2.046924,9.69228,3.894003,0.6,2.312637,0.60326,0.5,4.091977,ARG2,Testing,2024,0.361417392949735,0.4226345897799437,0.3920259913648393
18,J. Vitale,Deportivo Morón,Deportivo Morón,"DMF, RCMF, RDMF",DMF,7,29,100000,2025-12-31,29,2727,Argentina,Argentina,right,182,76,yes,8.84,2.376724,8.649432,5.080375999999999,0.13,0.49375,0.06544799999999999,0.33,3.331464,ARG2,Testing,2024,0.3395852295653976,0.33545439592813,0.3375198127467637
19,Nicolás Watson,Chacarita Juniors,Chacarita Juniors,"DMF, RDMF, RCMF",DMF,7,26,100000,2024-12-31,34,3116,Argentina,Argentina,right,175,78,no,12.85,3.150264,11.295801,4.734319999999999,1.59,3.984698,1.327342,0.84,4.59355,ARG2,Testing,2024,0.9223236687365807,0.9377659947439154,0.9300448317402479
20,T. Cravero,San Miguel,San Miguel,"DMF, RCMF, LCMF",DMF,7,22,175000,2025-12-31,37,3118,Argentina,Argentina,right,0,0,no,11.7,2.397378999999999,7.194578000000002,3.785225,0.23,0.5762999999999999,0.14375,0.12,3.263784,ARG2,Testing,2024,0.5500165073489757,0.5787068695191593,0.5643616884340674
21,R. Birge,Gimnasia y Tiro,Gimnasia y Tiro,"DMF, RCMF, LCMF",DMF,7,35,10000,,37,3196,Argentina,Argentina,,0,0,no,12.78,2.138939,5.35242,2.985329999999999,2.08,2.956062,1.71549,0.59,2.61795,ARG2,Testing,2024,0.543480943994479,0.5905317548718896,0.5670063494331843
22,I. Ramírez,Quilmes,Quilmes,"DMF, LDMF, LCMF",DMF,7,34,75000,2025-12-31,35,3339,Argentina,Argentina,left,178,78,no,12.16,2.15376,12.778224,5.420624,0.49,1.832532,0.35,0.86,5.014368,ARG2,Testing,2024,0.7983889391232132,0.8180384674845611,0.808213703303887
23,N. Domingo,Arsenal,Arsenal,"DMF, RCMF",DMF,7,39,10000,2024-12-31,36,3395,Argentina,"Argentina, Italy",right,174,70,no,7.24,4.692663999999999,12.35304,8.347826,0.8,0.9815400000000001,0.3466880000000001,0.77,6.522282000000001,ARG2,Testing,2024,0.7298580867085687,0.8180293251998223,0.7739437059541954
24,G. Abregú,San Martín Tucumán,San Martín Tucumán,"RDMF, RCMF, DMF",RDMF,7,27,250000,2024-12-31,37,3436,Argentina,Argentina,right,170,73,no,11.05,2.983488,7.828839999999999,4.5864,1.0,2.43595,0.784584,0.65,4.580471999999999,ARG2,Testing,2024,0.6407205612420641,0.6631559568875913,0.6519382590648277
25,G. Ramírez,San Telmo,San Telmo,"DMF, LDMF, RDMF",DMF,7,29,200000,2024-12-31,38,3552,Argentina,Argentina,right,176,71,no,13.76,4.13028,12.99837,6.028281,0.86,1.877612,0.304,0.56,4.9938,ARG2,Testing,2024,1.0,1.0,1.0
26,N. Pelaitay,San Martín San Juan,San Martín San Juan,"LDMF, LCMF, CB",LDMF,7,31,250000,,39,3567,Argentina,Argentina,right,168,74,no,10.24,1.8144,7.4176,3.305025,0.33,1.738425,0.25002,0.23,3.125954000000001,ARG2,Testing,2024,0.2866639781053823,0.3218515765898856,0.3042577773476339
27,S. López,San Martín San Juan,San Martín San Juan,"RDMF, RCMF",RDMF,7,26,500000,2024-12-31,41,3672,Argentina,Argentina,right,180,69,no,6.99,1.517341,9.120384,5.075869999999999,2.48,3.84637,1.666098,2.48,4.853520000000001,ARG2,Testing,2024,0.3202656743818662,0.2902679447175454,0.3052668095497058
28,T. Bottari,Nueva Chicago,Nueva Chicago,"LDMF, LCMF",LDMF,7,23,175000,2024-12-31,40,3742,Argentina,Argentina,right,173,70,no,14.74,3.582016,10.223474,4.929133,0.48,1.513354,0.406757,0.55,4.566978000000001,ARG2,Testing,2024,0.9410398843903754,0.9431586814002055,0.9420992828952903
0,E. Camara,Charleroi,Charleroi,"LDMF, RDMF, LCMF",LDMF,7,21,0,,12,980,France,"France, Guinea",left,191,79,no,9.46,1.7459,9.08897,2.757456,1.1,2.662508,0.9214470000000001,1.1,3.40097,BEL1,Testing,2024,0.148199402069329,0.1541586864489183,0.1511790442591237
1,H. Sahabo,Standard Liège,Standard Liège,"DMF, LCMF, RDMF",DMF,7,18,0,2026-06-30,18,1092,Belgium,Belgium,unknown,0,0,no,7.5,2.47342,6.760478999999999,3.298171,0.49,1.814868,0.411144,0.33,3.707217,BEL1,Testing,2024,0.0,0.0,0.0
2,R. Morioka,Charleroi,Charleroi,"DMF, RCMF, LDMF",DMF,7,33,0,2024-06-30,23,1155,Japan,Japan,right,183,70,no,13.09,2.64846,8.882874,4.283538,1.25,1.324386,0.547304,0.39,3.898788999999999,BEL1,Testing,2024,0.7663824126961364,0.7755081216333608,0.7709452671647488
3,A. O'Neill,Standard Liège,Standard Liège,"DMF, RCMF, LCMF",DMF,7,25,0,2027-06-30,23,1708,Australia,"Australia, Northern Ireland",right,178,70,no,10.75,1.475,9.590816,4.108364,1.05,2.054052,0.685,0.95,4.482505000000001,BEL1,Testing,2024,0.4351585281978955,0.4450423333110471,0.4401004307544714
4,M. Konaté,Mechelen,Mechelen,"RDMF, RCMF, LDMF",RDMF,7,30,0,2026-06-30,25,1741,Guinea,Guinea,right,191,84,no,11.32,1.083096,7.647480000000001,2.065934,1.45,1.91222,1.134375,0.26,2.688,BEL1,Testing,2024,0.3466196080318506,0.3030307083937771,0.3248251582128139
5,N. Sadiki,Union Saint-Gilloise,Union Saint-Gilloise,"DMF, RCMF, LCMF",DMF,7,19,0,,37,1789,Belgium,"Belgium, Congo DR",right,174,74,no,10.41,1.711434,9.609625,3.670656,1.16,1.708992,0.7565519999999999,1.06,3.473778,BEL1,Testing,2024,0.3774294875876515,0.3654908245570284,0.37146015607234
6,C. Nielsen,Club Brugge,Club Brugge,"RDMF, RCMF",RDMF,7,30,0,2026-06-30,33,1791,Denmark,Denmark,right,182,76,no,8.54,2.111085,7.289712,4.523497000000001,2.31,1.407818,0.605684,0.55,3.318273,BEL1,Testing,2024,0.2026254378685654,0.1287925468429937,0.1657089923557796
7,B. Lambert,Eupen,Eupen,"DMF, LCMF, RCMF",DMF,7,24,0,2027-06-30,22,1938,Belgium,Belgium,right,187,78,no,13.24,3.717101,8.313687999999999,4.597074,1.02,1.485,0.787,0.65,4.083823,BEL1,Testing,2024,0.836879115757515,0.7640454750656287,0.8004622954115719
8,A. Yusuf,Antwerp,Antwerp,"RDMF, LDMF, RCMF",RDMF,7,23,0,2025-06-30,31,1990,Nigeria,Nigeria,right,173,66,no,9.23,2.214471,10.089,4.159443,1.99,2.39586,1.267,1.31,4.159527,BEL1,Testing,2024,0.3538195519578791,0.3418436276175197,0.3478315897876995
9,A. Vermeeren,Atlético Madrid,Atlético Madrid,"RDMF, DMF, RCMF",RDMF,7,19,0,,23,2246,Belgium,Belgium,right,180,65,no,8.54,1.599908,9.735508,4.567879,1.4,1.082955,0.640068,1.12,4.248565,BEL1,Testing,2024,0.2205779098808675,0.1670741981445718,0.1938260540127197
10,A. Piedfort,Westerlo,Westerlo,"LDMF, RCB",LDMF,7,19,0,2027-06-30,25,2257,Belgium,Belgium,right,180,73,no,8.77,1.954832,9.172191999999999,3.14727,0.96,1.756052,0.64,0.92,3.11331,BEL1,Testing,2024,0.0809612677508695,0.1047188672771808,0.09284006751402517
11,M. Keita,Antwerp,Antwerp,"LDMF, LCMF, DMF",LDMF,7,22,0,2025-06-30,30,2464,Belgium,"Belgium, Guinea",right,181,78,yes,11.36,1.27788,9.354099999999999,4.128084,2.08,3.61495,1.866,1.06,4.928596,BEL1,Testing,2024,0.5049913584865756,0.5433658154941676,0.5241785869903717
12,B. Heynen,Genk,Genk,"RDMF, AMF",RDMF,7,27,0,2026-06-30,27,2514,Belgium,Belgium,right,183,74,no,8.99,2.29392,7.624890000000001,3.762114,1.9,2.468572,0.8945160000000001,0.43,3.7245,BEL1,Testing,2024,0.2249906511441633,0.202757509878789,0.2138740805114762
13,A. Sissako,Kortrijk,Kortrijk,"DMF, RCMF, LCMF",DMF,7,25,0,2027-06-30,31,2537,France,"France, Mali",right,186,78,no,10.18,1.492182,7.807212,2.979611999999999,1.67,2.3067,1.135929,1.1,3.443713,BEL1,Testing,2024,0.2490053063584013,0.2303890835085273,0.2396971949334643
14,S. Sydorchuk,Westerlo,Westerlo,"RDMF, RCMF",RDMF,7,33,0,2026-06-30,29,2641,Ukraine,Ukraine,right,189,80,no,8.01,1.90701,9.94929,4.600092000000001,1.6,2.01072,1.161115,0.75,5.041468,BEL1,Testing,2024,0.251155259083352,0.1930604796914676,0.2221078693874098
15,R. Onyedika,Club Brugge,Club Brugge,"LDMF, DMF, LCMF",LDMF,7,23,0,2027-06-30,31,2651,Nigeria,Nigeria,right,184,78,no,9.37,2.206176,11.5388,6.142868999999999,0.95,2.511465,0.542646,0.24,5.469041,BEL1,Testing,2024,0.5448242972680223,0.5236615444455313,0.5342429208567768
16,H. Vetlesen,Club Brugge,Club Brugge,"RDMF, LDMF, RCMF",RDMF,7,24,0,2027-06-30,37,2717,Norway,Norway,right,174,72,no,7.06,1.358125,9.341629000000001,4.1075,2.02,2.38609,1.126824,1.36,4.44024,BEL1,Testing,2024,0.08698947645329168,0.06229568304657279,0.07464257974993224
17,Leonardo Lopes,Cercle Brugge,Cercle Brugge,"RDMF, RCMF, LB",RDMF,7,25,0,2024-06-30,34,3068,Portugal,Portugal,right,168,64,no,9.86,2.435856,9.12178,6.131527999999999,1.79,1.96401,1.02717,0.85,4.255188,BEL1,Testing,2024,0.618863506378578,0.5673848328712139,0.593124169624896
18,H. Van der Bruggen,Cercle Brugge,Cercle Brugge,"LDMF, LCMF, RDMF",LDMF,7,31,0,2025-06-30,35,3183,Belgium,Belgium,right,181,72,no,12.21,3.30875,12.525216,7.630464000000001,1.22,1.21604,0.5640800000000001,0.59,6.783408,BEL1,Testing,2024,1.0,1.0,1.0
19,M. Rits,Anderlecht,Anderlecht,"DMF, RCMF",DMF,7,30,0,2026-06-30,39,3486,Belgium,Belgium,right,178,72,no,9.73,2.96758,8.882392,4.050558,0.65,0.4914699999999999,0.105,0.36,3.870356,BEL1,Testing,2024,0.3815710701786097,0.4142363499361394,0.3979037100573746
20,P. Hrošovský,Genk,Genk,"LDMF, LCMF",LDMF,7,32,0,2025-06-30,41,3509,Slovakia,Slovakia,right,173,70,no,7.85,3.178605,8.338111999999999,4.18133,1.44,2.283865,0.818844,0.54,4.308395,BEL1,Testing,2024,0.1245536760824295,0.1994408591722676,0.1619972676273486
