Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
9,A. Nadruz,Deportes Iquique,Deportes Iquique,DMF,DMF,7,28,650000,2024-12-31,28,2619,Uruguay,"Uruguay, Spain",right,182,78,no,9.62,2.02818,8.41788,4.086264,0.79,1.340417,0.4138,0.65,4.3624,CHI,Testing,2024,0.4048838023769283,0.4185857609063555,0.4117347816416418
10,M. Díaz,Universidad de Chile,Universidad de Chile,"DMF, RCMF",DMF,7,37,50000,2024-12-31,29,2660,Chile,Chile,right,167,68,no,6.06,3.01224,13.565387,6.866988000000001,0.54,0.8115300000000001,0.268558,0.54,6.7971,CHI,Testing,2024,0.670637790677918,0.6858008693724715,0.6782193300251946
11,D. González,Unión Española,Unión Española,"DMF, RDMF, LDMF",DMF,7,36,50000,2024-12-31,28,2695,Argentina,Argentina,right,180,73,no,9.15,2.707848,12.558,6.415611999999999,1.07,1.434361,0.3015,1.17,5.97884,CHI,Testing,2024,0.7489791560244117,0.7432161697379118,0.7460976628811617
0,Xu Xin,Shanghai Port,Shanghai Port,"RDMF, LDMF, DMF",RDMF,7,30,300000,2026-12-31,25,1067,China PR,China PR,right,179,70,no,5.74,2.445952,15.353772,7.00064,2.11,2.61576,0.8453700000000001,0.51,8.010399999999999,CHN,Testing,2024,0.4187984365268365,0.4189061159256715,0.418852276226254
1,Zhang Huachen,Changchun Yatai,Changchun Yatai,"DMF, RCMF, LDMF",DMF,7,26,100000,2025-12-31,17,1072,China PR,China PR,right,175,67,no,9.49,2.013078,8.230424999999999,3.020625,0.84,1.176824,0.422256,0.59,2.856168,CHN,Testing,2024,0.1595469367109779,0.1348713191070925,0.1472091279090352
2,E. Karzev, Shenzhen Peng City, Shenzhen Peng City,"DMF, LCMF, RCMF",DMF,7,24,1800000,2027-06-30,11,1073,Israel,"Israel, Belarus",right,186,85,yes,9.23,3.016602,7.969176,5.115657,2.01,2.683035,0.920451,0.59,4.865511999999999,CHN,Testing,2024,0.4971426802799335,0.4475173345660852,0.4723300074230093
3,Wang Haijian,Shanghai Shenhua,Shanghai Shenhua,"DMF, RCMF",DMF,7,24,225000,2027-12-31,23,1143,China PR,China PR,right,185,67,no,8.66,1.966824,10.943511,4.645998,0.94,1.02414,0.474,0.71,6.69708,CHN,Testing,2024,0.1894373707603341,0.2375317331613606,0.2134845519608473
4,Zhang Jiaqi,Zhejiang Professional,Zhejiang Professional,"LDMF, DMF, LCMF",LDMF,7,33,175000,,21,1151,China PR,China PR,right,192,75,no,9.85,0.705813,10.08522,4.303128,1.33,1.955712,0.7036519999999998,0.86,5.007771,CHN,Testing,2024,0.2729395279449276,0.2848584760016264,0.278899001973277
5,Qian Jiegei,Zhejiang Professional,Zhejiang Professional,"LDMF, DMF, LCMF",LDMF,7,32,150000,2025-12-31,19,1354,Gabon,"Gabon, China PR",both,178,66,no,8.64,1.994604,14.021813,6.318520000000001,0.73,1.395792,0.4,1.06,7.314419,CHN,Testing,2024,0.5027034276295883,0.4932463828796787,0.4979749052546335
6,Huang Jiahui,Tianjin Tigers,Tianjin Tigers,"DMF, LDMF, RCMF",DMF,7,24,100000,2024-12-31,27,1564,China PR,China PR,right,183,74,no,9.26,2.014038,8.116355,3.569101,0.69,0.8042320000000001,0.288912,0.23,3.108427,CHN,Testing,2024,0.04430730484286471,0.07774930758609433,0.06102830621447952
7,Wang Yu,Changchun Yatai,Changchun Yatai,"DMF, RCMF",DMF,7,22,100000,2026-12-31,18,1584,China PR,China PR,right,178,70,no,8.98,2.385,6.247979999999999,3.125,0.34,0.9108660000000001,0.225,0.57,3.580953,CHN,Testing,2024,0.02376375177830847,0.02726999241606898,0.02551687209718873
8,Zhang Yudong, Shenzhen Peng City, Shenzhen Peng City,"DMF, RCMF",DMF,7,32,100000,2024-12-31,23,1791,China PR,China PR,right,175,65,no,9.6,2.061072,9.193951,3.972449,1.06,2.008818,0.5500349999999999,0.7,4.021314,CHN,Testing,2024,0.2630110596942815,0.2795663736480363,0.2712887166711589
9,N. Yennaris,Beijing Guoan,Beijing Guoan,"DMF, LCMF, RCMF",DMF,7,31,300000,2024-12-31,23,1860,England,"England, China PR",right,171,70,no,7.84,2.030809,9.24615,4.69477,0.97,1.162778,0.387702,0.63,5.175698,CHN,Testing,2024,0.0,0.0,0.0
10,Huang Zhengyu,Shandong Taishan,Shandong Taishan,"DMF, RCMF",DMF,7,27,400000,2025-12-31,29,2288,China PR,China PR,right,178,75,no,11.72,1.575126,7.040929999999999,3.22608,0.71,1.022124,0.392865,0.31,4.16953,CHN,Testing,2024,0.2072757877071728,0.2686732342988518,0.2379745110030123
11,Léo Cittadini,Shanghai Port,Shanghai Port,"RDMF, LDMF, RCMF",RDMF,7,30,1200000,2025-12-31,28,2313,Brazil,"Brazil, Italy",left,178,72,yes,8.05,1.71108,13.698428,5.762106,2.02,2.995,0.8548960000000001,1.52,7.823284,CHN,Testing,2024,0.2997901798677233,0.3512696410639674,0.3255299104658453
12,Li Tixiang,Zhejiang Professional,Zhejiang Professional,"RDMF, RCMF, LCMF",RDMF,7,35,50000,2024-12-31,28,2348,China PR,China PR,left,182,72,no,6.67,4.332647,13.300434,7.626616,1.38,2.02944,0.689162,1.76,8.546885999999999,CHN,Testing,2024,0.589993578968508,0.707841447047618,0.648917513008063
13,Matheus Jussa,Shanghai Port,Shanghai Port,"LDMF, RDMF, LCMF",LDMF,7,28,1500000,2025-12-31,28,2356,Brazil,Brazil,left,183,83,no,9.02,1.529124,15.46776,7.177800000000001,1.91,2.445326,1.183243,1.11,7.336,CHN,Testing,2024,0.6666740070776453,0.6416051780744325,0.6541395925760389
14,I. Amadou,Shanghai Shenhua,Shanghai Shenhua,DMF,DMF,7,31,1000000,2026-12-31,27,2443,Cameroon,"Cameroon, France",right,183,81,no,10.57,3.05505,13.704076,7.329154999999999,1.33,1.067896,0.370566,0.55,7.776636,CHN,Testing,2024,1.0,1.0,1.0
0,J. Vásquez,Deportivo Pereira,Deportivo Pereira,"RDMF, LDMF, LCMF",RDMF,7,37,50000,2024-12-31,14,923,Colombia,Colombia,right,177,76,no,6.34,2.828916,11.116868,4.781315,0.98,1.75726,0.585,0.68,4.485312,COL,Testing,2024,0.2506903614468924,0.2806172098858224,0.2656537856663573
1,J. Vélez,Junior,Junior,"RDMF, LCMF, RCMF",RDMF,7,21,500000,,23,932,Colombia,Colombia,right,178,73,no,6.57,2.122722,9.172467000000001,4.34504,0.58,0.8690559999999999,0.385,0.87,4.443981,COL,Testing,2024,0.1971977848416477,0.1991757297386047,0.1981867572901261
2,L. Paz,América de Cali,América de Cali,"DMF, RDMF",DMF,7,36,200000,2024-12-31,15,962,Colombia,Colombia,right,175,70,no,8.51,1.966848,8.983555,4.304136000000001,0.37,0.843186,0.0,0.37,4.206706000000001,COL,Testing,2024,0.4335749324834572,0.4434201094123892,0.4384975209479232
3,J. Valencia,Deportivo Cali,Deportivo Cali,"LDMF, RDMF, LCMF",LDMF,7,26,250000,,18,996,Colombia,Colombia,right,185,79,no,7.68,1.444704,6.50573,3.073487,0.81,1.175272,0.54,0.81,2.170531,COL,Testing,2024,0.2214231248421707,0.1858184169900975,0.2036207709161341
4,D. Padilla,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, LDMF, AMF",DMF,7,30,250000,,26,1202,Colombia,Colombia,right,175,70,no,11.23,2.697084,9.431484999999999,4.492255000000001,0.75,2.170636,0.52497,0.45,5.018111999999999,COL,Testing,2024,0.6830223121352165,0.7349952980823813,0.7090088051087988
5,D. Pino,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, LCMF, RCMF",DMF,7,29,250000,,25,1244,Colombia,Colombia,right,173,67,no,7.96,0.9425580000000001,7.888297999999999,2.894654,0.36,1.663539,0.286681,0.36,2.753025,COL,Testing,2024,0.2182834625900526,0.2152601713780128,0.2167718169840327
6,J. Zapata,Atlético Nacional,Atlético Nacional,"RDMF, LDMF, RCMF",RDMF,7,24,1500000,2026-06-30,18,1252,Colombia,Colombia,right,179,71,yes,7.19,2.943798,12.07943,7.90917,0.93,1.15062,0.4319999999999999,0.93,7.835807999999999,COL,Testing,2024,0.581935091165861,0.5696650709683162,0.5758000810670885
7,J. Villa,Envigado,Envigado,"RDMF, LCMF, RCMF",RDMF,7,25,400000,,28,1257,Colombia,Colombia,right,177,74,yes,9.24,2.217928,8.662856,5.515980000000001,2.94,4.722896,2.151071,1.29,4.796382,COL,Testing,2024,0.7060814284575311,0.6388280612806088,0.6724547448690699
8,J. Mahecha,La Equidad,La Equidad,"DMF, LCMF",DMF,7,37,100000,,25,1312,Colombia,Colombia,right,176,67,no,7.13,2.469556,9.401784000000001,4.392956,0.27,0.82147,0.068347,0.21,5.14178,COL,Testing,2024,0.312945122242002,0.2991709393191211,0.3060580307805615
9,S. Guzmán,Atlético Nacional,Atlético Nacional,"LDMF, LCMF",LDMF,7,27,250000,2025-06-30,15,1331,Colombia,Colombia,right,186,76,no,4.6,3.31476,16.2963,7.509237000000001,0.54,1.891932,0.134279,1.08,8.861193,COL,Testing,2024,0.5835064591863547,0.548873644692388,0.5661900519393712
10,J. Campuzano,Atlético Nacional,Atlético Nacional,"RDMF, LDMF, RCMF",RDMF,7,28,1200000,2026-06-30,18,1360,Colombia,"Colombia, Argentina",right,175,77,yes,7.87,2.446164,8.3371,4.761924,0.93,1.985,0.5925,2.51,5.161356,COL,Testing,2024,0.4304531232332669,0.4127176074696376,0.4215853653514522
11,G. Cabezas,Deportivo Cali,Deportivo Cali,"RDMF, RCMF",RDMF,7,21,600000,2025-12-31,24,1500,Colombia,Colombia,left,178,75,no,5.28,1.140096,7.62048,3.119988,2.34,2.45973,1.620108,1.62,4.50027,COL,Testing,2024,0.0,0.0,0.0
12,B. Rovira,Tolima,Tolima,"LDMF, LCMF, RDMF",LDMF,7,28,550000,2024-12-31,24,1568,Colombia,Colombia,right,177,75,yes,7.17,2.872158,11.941848,4.074504,0.4,0.9166880000000001,0.226678,0.69,5.736000000000001,COL,Testing,2024,0.3495431291489199,0.3738938318095802,0.36171848047925
13,E. Moreno,Deportivo Pereira,Deportivo Pereira,"LDMF, LCMF",LDMF,7,30,400000,,22,1604,Colombia,Colombia,left,176,68,no,6.62,1.569077,9.205197,4.092569999999999,0.56,1.177879,0.450926,0.39,4.26525,COL,Testing,2024,0.157113599521773,0.1538751092299857,0.1554943543758793
14,J. Quiñónes,América de Cali,América de Cali,"LDMF, AMF, LCMF",LDMF,7,24,700000,2027-06-30,31,1662,Colombia,Colombia,right,170,0,no,7.2,0.486,9.262872000000002,3.847296,2.82,4.332665,2.274168,4.39,4.006326,COL,Testing,2024,0.1940071755719353,0.2041628984334071,0.1990850370026712
15,P. Lima,Medellín,Medellín,"RDMF, DMF, LDMF",RDMF,7,34,400000,2024-12-31,23,1664,Uruguay,"Uruguay, Italy",right,181,80,yes,7.95,3.57,14.115384,6.763126,0.59,0.9188959999999998,0.163317,0.92,7.898526,COL,Testing,2024,0.6995833847532992,0.6967668864223648,0.698175135587832
16,J. Pereira,Millonarios,Millonarios,"RDMF, RCMF, LCMF",RDMF,7,31,550000,2025-12-31,28,1732,Colombia,Colombia,right,182,75,no,6.6,2.491827,8.834294,4.938279000000001,0.62,0.571896,0.155439,0.42,5.356,COL,Testing,2024,0.2605934671605088,0.2487931447814231,0.254693305970966
17,F. Leys,América de Cali,América de Cali,"DMF, RCMF",DMF,7,31,400000,2026-06-30,25,1870,Argentina,Argentina,right,177,70,no,9.67,1.155928,9.100199,4.527474000000001,0.43,1.152957,0.238908,0.63,4.238474,COL,Testing,2024,0.5360566805865685,0.5296864858384844,0.5328715832125264
18,R. Mejía,Khimki,Once Caldas,"LDMF, RDMF, LCMF",LDMF,7,24,0,,23,2017,Colombia,Colombia,left,173,69,yes,7.36,2.543184,13.568,7.452096000000001,1.65,3.434748,0.9373260000000001,1.43,6.157500000000002,COL,Testing,2024,0.6172266443169836,0.5666102853480793,0.5919184648325314
19,D. Giraldo,Millonarios,Millonarios,"RDMF, RCMF, LDMF",RDMF,7,32,650000,2025-12-31,36,2357,Colombia,Colombia,right,178,71,no,6.61,1.94619,10.921722,4.661583,0.53,1.107682,0.23,0.69,6.15125,COL,Testing,2024,0.2532148408745968,0.2513838666886417,0.2522993537816192
20,F. Jaramillo,Envigado,Envigado,"DMF, LCMF, RCMF",DMF,7,28,350000,,27,2420,Colombia,Colombia,right,185,80,no,7.92,2.382738,10.114976,5.209176000000001,0.86,1.375524,0.447228,0.74,4.016007,COL,Testing,2024,0.4570629317644471,0.4514754497827239,0.4542691907735855
21,J. Alvarado,Medellín,Medellín,"DMF, LCMF, LDMF",DMF,7,25,1400000,2026-12-31,34,2483,Colombia,Colombia,right,180,76,no,7.18,5.438385,13.516604,7.898114000000001,0.72,1.665,0.468,0.72,8.408916,COL,Testing,2024,0.6959785178225927,0.7208352616416928,0.7084068897321427
22,J. Díaz,Patriotas Boyacá,Patriotas Boyacá,"DMF, RCMF, RDMF",DMF,7,23,300000,,29,2497,Colombia,Colombia,right,183,74,no,7.75,0.7559999999999999,6.273504,2.48955,0.54,1.695744,0.397215,0.47,2.992875,COL,Testing,2024,0.1815917215422772,0.1585355203843397,0.1700636209633085
23,A. Mejía,Deportivo Cali,Deportivo Cali,"DMF, LDMF, RDMF",DMF,7,36,150000,2024-12-31,31,2602,Colombia,Colombia,right,177,75,no,9.75,4.152162000000001,10.82536,6.12125,0.14,0.690364,0.14,0.45,5.915253,COL,Testing,2024,0.853882013882845,0.8342308275246281,0.8440564207037364
24,A. García,Once Caldas,Once Caldas,"LDMF, LCMF, AMF",LDMF,7,23,600000,2025-12-31,41,2606,Colombia,Colombia,right,180,68,no,5.73,1.38033,8.87362,4.831942000000001,2.07,3.246544,1.41687,2.59,4.596732,COL,Testing,2024,0.08782171379069995,0.07586453594006745,0.0818431248653837
25,J. Torres,Santa Fe,Santa Fe,"DMF, RCMF",DMF,7,20,0,2026-07-17,42,2699,Colombia,Colombia,right,178,70,no,8.07,1.66656,8.76625,4.83336,1.53,2.102166,0.8681789999999999,1.37,4.73822,COL,Testing,2024,0.4066252095350177,0.3950914406172394,0.4008583250761285
26,Y. Velásquez,Santa Fe,Santa Fe,"DMF, LCMF, RCMF",DMF,7,25,800000,,44,2973,Colombia,Colombia,right,184,76,no,9.41,1.0304,9.961602000000001,5.480769,0.76,1.664641,0.425,0.85,5.724608000000001,COL,Testing,2024,0.6891664542951438,0.6033475721693999,0.6462570132322718
27,E. Serje,Jaguares de Córdoba,Jaguares de Córdoba,"DMF, RCB, LCMF",DMF,7,28,300000,,36,3018,Colombia,"Colombia, Spain",right,180,72,no,10.35,1.49375,10.11218,3.698217,0.57,1.73159,0.390024,0.57,2.894802,COL,Testing,2024,0.5204439105416868,0.5501029195571709,0.5352734150494288
28,C. Trujillo,Tolima,Tolima,"LDMF, RDMF, LCMF",LDMF,7,26,550000,,42,3076,Colombia,Colombia,right,174,65,no,8.72,1.198368,9.070476,3.88838,0.73,1.199416,0.438444,0.59,4.040508999999999,COL,Testing,2024,0.4322466795779226,0.4093110025997675,0.420778841088845
29,I. Rojas,Once Caldas,Once Caldas,"LDMF, LCMF, RDMF",LDMF,7,27,650000,2024-12-31,45,3104,Colombia,Colombia,left,178,76,no,7.16,1.305087,6.1448,2.290368,0.29,0.46482,0.060003,0.14,2.610058,COL,Testing,2024,0.05996186263129399,0.0634805837964603,0.06172122321387714
30,V. Cantillo,Junior,Junior,"LDMF, LCMF",LDMF,7,31,900000,2025-01-01,40,3113,Colombia,Colombia,right,180,70,no,8.27,3.76143,17.43048,9.974228,1.13,2.39855,0.754579,1.53,12.022744,COL,Testing,2024,1.0,1.0,1.0
31,C. Arrieta,Deportivo Pasto,Deportivo Pasto,"DMF, LCMF",DMF,7,28,450000,2024-12-31,39,3116,Colombia,Colombia,right,171,75,yes,7.25,1.298025,9.795098,4.504,1.88,2.89014,1.328964,1.18,4.590666,COL,Testing,2024,0.2806946357003126,0.2797260942916926,0.2802103649960026
32,S. Vega,Millonarios,Millonarios,"LDMF, RDMF, DMF",LDMF,7,26,800000,2024-12-31,38,3230,Colombia,Colombia,right,178,65,no,8.61,1.451356,13.152834,5.465376,0.22,0.6115999999999999,0.11428,0.25,5.768225999999999,COL,Testing,2024,0.5755237764367631,0.5254790407892811,0.550501408613022
33,G. Celis,Águilas Doradas,Águilas Doradas,"DMF, LCMF",DMF,7,31,450000,2027-06-30,33,3253,Colombia,Colombia,right,178,73,no,8.74,1.078638,9.60015,3.289072,0.64,2.21286,0.4965600000000001,0.53,3.185105000000001,COL,Testing,2024,0.4039099035400708,0.3745671256308853,0.3892385145854781
34,E. Ricardo,La Equidad,La Equidad,"DMF, LDMF, RCMF",DMF,7,20,0,2026-12-31,39,3260,Colombia,Colombia,unknown,0,0,no,7.7,1.7951,5.823928,3.0675,1.19,1.98806,0.636876,0.41,3.80904,COL,Testing,2024,0.2860209259231354,0.2419675966053196,0.2639942612642275
35,J. Ríos,Deportivo Pereira,Deportivo Pereira,"RDMF, LCMF, RCMF",RDMF,7,33,500000,2026-12-31,36,3323,Colombia,Colombia,right,174,67,no,7.75,2.90016,10.592559,5.01312,0.65,1.649544,0.4909199999999999,0.81,5.906268,COL,Testing,2024,0.4967923765783701,0.4835491039193488,0.4901707402488594
36,M. García,Once Caldas,Once Caldas,"RDMF, RCMF, DMF",RDMF,7,26,700000,2027-06-30,37,3409,Colombia,Colombia,right,178,0,no,9.37,2.452536,11.592812,5.806242,1.58,3.0384,0.9504,1.32,6.544398,COL,Testing,2024,0.8071852121628015,0.7611085558001874,0.7841468839814943
37,F. Lozano,Boyacá Chicó,Boyacá Chicó,"DMF, RCMF",DMF,7,31,450000,,37,3718,Colombia,Colombia,right,175,69,no,7.63,2.033434,8.378176000000002,3.946247999999999,0.56,1.112034,0.267848,0.44,3.897672,COL,Testing,2024,0.3204821183109675,0.2947953250753632,0.3076387216931653
38,D. Moreno,Junior,Junior,"RDMF, LDMF, RCMF",RDMF,7,33,500000,2025-12-31,41,3870,Colombia,Colombia,right,179,78,no,9.16,1.303428,12.956949,5.926609,0.72,1.745304,0.39669,0.4,5.724509999999999,COL,Testing,2024,0.7314405636223187,0.6463817859077207,0.6889111747650196
39,J. Nieto,Tolima,Tolima,"RDMF, LDMF, RCMF",RDMF,7,31,500000,,46,4087,Colombia,Colombia,right,177,75,no,5.97,2.116478,13.479172,5.881860000000001,1.28,1.827693,0.683316,1.23,6.341012999999999,COL,Testing,2024,0.2695578328076262,0.2645137134966686,0.2670357731521474
0,V. Murillo,Cartaginés,Cartaginés,"DMF, LCMF, LDMF",DMF,7,28,0,,18,1024,Costa Rica,Costa Rica,right,170,67,no,11.34,2.285766,10.7213,4.833139999999999,0.97,1.75608,0.353351,0.53,5.0947,CRC,Testing,2024,0.2956242014990759,0.41759359526505,0.340877794205805
1,Y. Tejeda,Herediano,Herediano,"DMF, LCMF, RCMF",DMF,7,32,0,2026-06-30,20,1112,Costa Rica,Costa Rica,right,179,66,no,8.34,3.078798,10.278528,6.31611,0.97,1.13458,0.6480000000000001,0.49,5.176807999999999,CRC,Testing,2024,0.3793464632496353,0.3234026473189386,0.3355154698593634
2,D. Guzmán,Deportivo Saprissa,Deportivo Saprissa,"DMF, LCMF, LDMF",DMF,7,34,0,2025-12-31,23,1445,Costa Rica,Costa Rica,right,175,78,no,6.98,3.86061,8.841711,5.728,1.56,2.991625,0.6835589999999999,0.62,5.35717,CRC,Testing,2024,0.1494120629850495,0.02655098478242257,0.0656824003453807
3,A. Ruíz,Santos de Guápiles,Santos de Guápiles,"DMF, LCMF, RCMF",DMF,7,22,0,,38,1920,Costa Rica,Costa Rica,right,183,0,no,9.0,3.421575,9.65958,6.700886000000001,1.64,1.594316,0.5630299999999999,0.61,6.046950000000001,CRC,Testing,2024,0.7537612147117375,0.7348210546751286,0.7380389767310135
4,C. Martínez,Cartaginés,Cartaginés,"DMF, RCMF, LCMF",DMF,7,30,0,2026-06-30,38,2074,Costa Rica,"Costa Rica, El Salvador",right,177,71,no,9.72,2.257056,9.285033,4.814905,0.43,0.824772,0.13,0.22,4.863098000000001,CRC,Testing,2024,0.1022567686364943,0.0,0.02792819053464127
5,M. Basulto,Herediano,Herediano,"DMF, RCB, LCB",DMF,7,32,0,2025-06-30,34,2477,Mexico,Mexico,right,183,78,no,8.54,3.306515,11.30253,6.214076000000001,0.51,0.801022,0.1818,0.69,5.124756,CRC,Testing,2024,0.5478224456840302,0.4818687496560308,0.5029834279486421
6,O. Galo,Herediano,Herediano,"RDMF, DMF, LDMF",RDMF,7,23,0,,28,2513,Costa Rica,Costa Rica,right,176,0,no,10.35,3.330262,10.639042,5.622618,1.33,2.290512,0.8267279999999999,0.39,4.976582,CRC,Testing,2024,0.9245088806192846,0.8933002180032139,0.9066772383938859
7,K. Cabezas,Alajuelense,Alajuelense,"DMF, RCMF, LCMF",DMF,7,24,0,,32,2668,Greece,"Greece, Costa Rica",,0,0,no,10.22,3.17128,10.85994,6.442444,0.98,0.84504,0.5076719999999999,0.51,5.866080999999999,CRC,Testing,2024,1.0,1.0,0.9999999999999999
8,L. Flores,Sporting FC,Sporting FC,"DMF, LDMF, RDMF",DMF,7,30,0,,38,3107,Costa Rica,Costa Rica,right,0,0,no,7.56,3.969,10.660881,6.225870000000001,0.9,0.518812,0.346684,0.35,4.376055,CRC,Testing,2024,0.5077456083182024,0.3527755429803074,0.4163302769316561
9,M. Pilone,Municipal Liberia,Municipal Liberia,"DMF, LCMF, RDMF",DMF,7,26,0,,39,3304,Argentina,Argentina,,0,0,no,8.42,3.512982,8.774688000000001,5.451732,2.34,3.86984,1.495661,0.9,5.09076,CRC,Testing,2024,0.0,0.04773349778832903,0.0
10,S. Acuña,San Carlos,San Carlos,"DMF, LCMF, RB",DMF,7,21,0,2026-05-30,40,3537,Costa Rica,Costa Rica,right,175,0,no,10.18,2.44127,11.784961,6.13452,1.53,1.476015,0.659123,0.76,5.346945999999999,CRC,Testing,2024,0.9524807224154025,0.8093136094224798,0.8779850661309503
0,E. Banda,Rijeka,Rijeka,"RDMF, DMF, RCMF",RDMF,7,26,0,2025-06-30,23,949,Zambia,Zambia,left,178,73,no,8.25,3.131849,9.767268,6.448,1.14,1.234905,0.09399999999999999,0.85,7.398821000000001,CRO,Testing,2024,0.6002459051805656,0.597838766479062,0.5990423358298138
1,M. Žaper,Hajduk Split,Hajduk Split,"DMF, LDMF",DMF,7,25,0,2028-05-31,13,1004,Croatia,Croatia,right,188,75,no,8.43,3.046708,8.604921000000001,3.675623,0.9,1.43605,0.54,1.08,4.304342999999999,CRO,Testing,2024,0.3546421599484506,0.4206749072132825,0.3876585335808665
2,K. Lusavec,Varaždin,Varaždin,"LDMF, LCMF",LDMF,7,20,0,2026-05-31,20,1390,Croatia,Croatia,right,175,73,no,9.19,1.423863,6.215999999999999,2.39607,0.45,1.74702,0.19287,1.17,2.137104,CRO,Testing,2024,0.2726296278059494,0.2686786872970656,0.2706541575515075
3,M. Pilj,Terengganu,Terengganu,"LDMF, AMF, LCMF",LDMF,7,27,0,2025-05-31,18,1400,Croatia,Croatia,right,165,56,no,5.79,1.219671,8.676096,4.04775,2.44,4.049155,1.73583,1.86,3.858179,CRO,Testing,2024,0.1320500562044661,0.128948380697314,0.1304992184508901
4,P. Sučić,Dinamo Zagreb,Dinamo Zagreb,"DMF, RCMF, LDMF",DMF,7,20,0,2028-06-19,25,1411,Bosnia and Herzegovina,Bosnia and Herzegovina,right,0,0,no,9.57,1.723059,9.24768,5.041995,2.3,2.042335,0.958122,1.47,6.634097000000001,CRO,Testing,2024,0.5771563594375096,0.5812265688500737,0.5791914641437916
5,M. Marina,Varaždin,Varaždin,"LDMF, DMF, RDMF",LDMF,7,34,0,2025-05-31,25,1441,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,184,81,no,12.37,1.811274,9.559239999999999,4.0001,0.25,0.813366,0.124,0.31,3.874925,CRO,Testing,2024,0.6072513979313899,0.7115551747417256,0.6594032863365578
6,P. Brlek,Osijek,Osijek,"LDMF, LCMF, RDMF",LDMF,7,30,0,2024-06-30,26,1533,Croatia,Croatia,right,180,74,no,7.69,2.524773,10.686331,5.6325,1.06,1.4097,0.64625,1.23,5.04504,CRO,Testing,2024,0.4516130609360633,0.4456556424323854,0.4486343516842244
7,A. Smakaj,Lokomotiva Zagreb,Lokomotiva Zagreb,"RDMF, LDMF",RDMF,7,21,0,,26,1764,Croatia,"Croatia, Kosovo",right,177,68,no,9.49,1.987677,8.060027999999999,3.012928,1.07,1.988415,0.5111519999999999,0.66,3.777345,CRO,Testing,2024,0.4132007605562713,0.4367891067436395,0.4249949336499554
8,M. Agbekpornu,Slaven Belupo,Slaven Belupo,"LDMF, RDMF, DMF",LDMF,7,25,0,2026-05-31,28,2018,Ghana,Ghana,right,188,80,no,10.48,1.604616,7.449248,2.985300000000001,0.98,2.542488,0.936,0.76,2.722504,CRO,Testing,2024,0.485709110740043,0.4962625047837185,0.4909858077618807
9,S. Blagojević,Istra 1961,Istra 1961,"DMF, RCMF, LCMF",DMF,7,37,0,2024-06-30,28,2036,Croatia,Croatia,right,179,80,no,9.64,2.82808,9.5472,5.170291,0.84,2.078356,0.221433,0.27,5.037375,CRO,Testing,2024,0.6803056607431894,0.656392806806088,0.6683492337746387
10,I. Lepinjica,Slaven Belupo,Slaven Belupo,"RDMF, LDMF, RCMF",RDMF,7,24,0,2025-05-31,24,2162,Croatia,Croatia,left,190,80,no,9.66,2.000918,8.907912,3.95692,1.62,2.331678,1.0855,1.29,4.617635000000001,CRO,Testing,2024,0.4864714888790594,0.525752079373969,0.5061117841265141
11,V. Bubanja,Lokomotiva Zagreb,Lokomotiva Zagreb,"RDMF, RCMF, RCB",RDMF,7,25,0,2026-06-15,27,2184,Montenegro,Montenegro,right,194,86,no,12.24,2.268684,11.747075,5.276377999999999,0.82,1.154636,0.33041,0.62,5.401906,CRO,Testing,2024,0.8625701970857411,0.8451507240974597,0.8538604605916005
12,L. Selahi,Rijeka,Rijeka,DMF,DMF,7,25,0,2025-06-30,31,2394,Belgium,"Belgium, Albania",right,180,75,no,10.75,1.12606,9.023164,4.137879999999999,1.24,2.220075,0.71256,0.64,4.397952,CRO,Testing,2024,0.5386418017249601,0.5840358311215131,0.5613388164232367
13,F. Mrzljak,Gorica,Gorica,"RDMF, RCMF, DMF",RDMF,7,31,0,2024-06-30,31,2529,Croatia,Croatia,right,175,70,no,10.68,3.0591,9.823053,5.0908,0.93,1.528263,0.5333760000000001,1.42,5.050292000000001,CRO,Testing,2024,0.8437913230314362,0.8348712462207406,0.8393312846260884
14,R. Pukštas,Hajduk Split,Hajduk Split,"RDMF, AMF, RCMF",RDMF,7,19,0,,28,2630,United States,"United States, Lithuania",right,181,75,no,6.88,0.789277,4.4821,1.882617,2.09,3.558743999999999,1.302912,0.82,1.504972,CRO,Testing,2024,0.0,0.0,0.0
15,I. Postonjski,Varaždin,Varaždin,"RDMF, RCMF, DMF",RDMF,7,29,0,2026-05-31,31,2831,Croatia,Croatia,right,177,72,no,8.46,2.700984,10.93795,6.324744999999999,1.3,1.685472,0.285,0.64,5.054741999999999,CRO,Testing,2024,0.5688396801581095,0.574396770669409,0.5716182254137592
