Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Passes_Curtos_Médios_Certos,Passes_Longos_Certos,Passes_Progressivos_Certos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,J. Carranza,Aldosivi,Aldosivi,GK,GK,0,43,25000,,12,1175,Argentina,Argentina,right,185,84,no,0.33,6.436543999999999,4.683812000000001,3.265269,64.15,0.04420159999999999,1.76,1.76,-0.6224489795918369,2.786163522012578,ARG1,Testing,2025,0.2666926974232531,0.3281146521727461,0.2987304109328843
1,E. Bologna,Defensa y Justicia,Defensa y Justicia,GK,GK,0,43,25000,,16,1589,Argentina,"Argentina, Italy",right,188,89,no,0.42,9.639952,5.961729,5.244495000000001,75.0,0.0012848,1.39,1.87,0.07692307692307676,4.018518518518518,ARG1,Testing,2025,0.5021260102439744,0.5746649897344427,0.5407973155188257
2,J. Broun,Rosario Central,Rosario Central,GK,GK,0,38,150000,2025-12-31,16,1590,Argentina,Argentina,right,190,90,no,0.1725,8.433974000000001,3.222946,2.720102000000001,82.69,0.0020928,1.19,0.91,0.1774193548387096,5.764705882352941,ARG1,Testing,2025,0.5781357869476998,0.5538566933829601,0.5685211842990779
3,F. Armani,River Plate,River Plate,GK,GK,0,38,1000000,2026-12-31,18,1788,Argentina,Argentina,right,189,88,no,0.2,9.10962,3.071882,2.214264,82.14,0.0207043,0.96,0.91,0.3975903614457831,5.64,ARG1,Testing,2025,0.5771537036993378,0.5332191614153347,0.5576631534726776
4,K. Navas,Newell's Old Boys,Newell's Old Boys,GK,GK,0,38,1500000,,14,1380,Costa Rica,"Costa Rica, Spain",right,185,80,no,0.46,6.714912000000001,4.044788,4.1076,84.72,0.0151034,1.3,1.17,0.3009708737864079,6.527777777777779,ARG1,Testing,2025,0.6763181211918381,0.6897603488606444,0.686086315178391
5,H. Galíndez,Huracán,Huracán,GK,GK,0,38,350000,2026-12-31,20,1988,Argentina,"Argentina, Ecuador",right,189,93,no,0.09333800000000002,7.87865,3.804416,3.483816,75.41,0.005301,1.09,0.91,0.180722891566265,4.058823529411764,ARG1,Testing,2025,0.3683805233037244,0.4307369903266891,0.4013412130711237
6,G. Arias,Racing Club,Racing Club,GK,GK,0,37,800000,2025-12-31,13,1204,Argentina,"Argentina, Chile",right,189,85,no,0.296,8.820863999999998,3.96268,3.738327,78.72,0.004013599999999999,0.67,2.02,0.1847826086956522,4.68,ARG1,Testing,2025,0.5095655550182386,0.562881769892146,0.5386157892836277
7,A. Marchesín,Boca Juniors,Boca Juniors,GK,GK,0,37,800000,2025-12-31,16,1571,Argentina,"Argentina, Italy",right,188,85,no,0.29,8.598108,2.918196,2.402865,80.0,0.009459799999999999,1.2,0.63,0.2674418604651163,5.0,ARG1,Testing,2025,0.5087714853812649,0.5170518615309811,0.5151998040639262
8,D. Rodríguez,Argentinos Juniors,Argentinos Juniors,GK,GK,0,35,300000,2026-12-31,18,1757,Argentina,"Argentina, Spain",left,184,77,no,0.27,12.781724,6.447528,5.039666,77.78,0.0001248,0.81,0.76,-0.03846153846153855,4.518518518518518,ARG1,Testing,2025,0.4114419550704064,0.4683485721843139,0.441857663527817
9,A. Aguerre,Central Córdoba SdE,Central Córdoba SdE,GK,GK,0,34,200000,,14,1376,Argentina,Argentina,right,184,76,no,0.33,4.77,3.01104,2.420943,61.22,0.003768,0.65,1.18,-0.1376146788990824,2.580645161290323,ARG1,Testing,2025,0.1867199948123081,0.2231496249885539,0.205849036726227
10,R. Rey,Independiente,Independiente,GK,GK,0,34,1800000,2026-12-31,19,1852,Argentina,"Argentina, Italy",right,190,78,no,0.208,9.878836,5.578091999999999,4.301154,78.57,0.00305,1.13,0.92,0.1756756756756757,4.704918032786885,ARG1,Testing,2025,0.4558283194842783,0.510662070576832,0.4854009816484978
11,I. Arce,Deportivo Riestra,Deportivo Riestra,GK,GK,0,33,400000,2026-12-31,17,1684,Argentina,Argentina,right,185,66,no,0.80625,2.832614,9.085904000000001,9.142752,84.13,0.0117,3.42,3.26,0.3205128205128205,6.358490566037736,ARG1,Testing,2025,0.9315097042709538,0.9408357396177359,0.9403490461929965
12,G. Herrera,Talleres Córdoba,Talleres Córdoba,GK,GK,0,33,2500000,2026-12-31,15,1427,Argentina,Argentina,left,187,79,no,0.38,11.86,5.174596,4.600496,67.44,0.0001716,1.89,1.07,-0.03529411764705892,3.079545454545455,ARG1,Testing,2025,0.3470423822618564,0.425830948729968,0.3881605832931824
13,N. Losada,Lanús,Lanús,GK,GK,0,32,3000000,2027-12-31,16,1567,Argentina,Argentina,right,188,79,no,0.4025,12.92498,3.73032,3.10309,83.05,0.0112268,2.41,1.38,0.3132530120481928,5.947368421052633,ARG1,Testing,2025,0.7474603665240858,0.7439534669461447,0.7490335612802372
14,J. Espínola,Belgrano,Belgrano,GK,GK,0,30,0,,11,1085,Paraguay,Paraguay,right,185,89,yes,0.82,10.153904,6.491008000000001,6.584000000000001,55.26,0.03665069999999999,3.02,1.65,-0.5816326530612246,2.245161290322581,ARG1,Testing,2025,0.3128852470103384,0.360322112979138,0.3381052897703656
15,L. Acosta,Sarmiento,Sarmiento,GK,GK,0,30,750000,2025-12-31,16,1582,Argentina,Argentina,right,187,82,yes,0.34,8.135404,4.43573,3.581504000000001,77.91,0.0132068,1.19,1.31,0.2058823529411765,4.527777777777777,ARG1,Testing,2025,0.4960775950473695,0.5390088259777966,0.5198520026928334
16,N. Insfrán,Gimnasia La Plata,Gimnasia La Plata,GK,GK,0,29,800000,2026-12-31,13,1275,Argentina,Argentina,right,179,83,no,0.14,7.837423999999999,6.138545000000001,5.64696,78.43,0.0189954,1.34,1.27,0.3157894736842104,4.615384615384615,ARG1,Testing,2025,0.4949911737936974,0.5412485314198938,0.5204312172229911
17,T. Marchiori,Vélez Sarsfield,Vélez Sarsfield,GK,GK,0,29,3000000,2027-12-31,15,1473,Argentina,Argentina,right,186,84,no,0.368553,9.47,3.176204,2.624556,66.67,0.0009906,1.16,0.86,-0.07843137254901977,3.0,ARG1,Testing,2025,0.2956207133152293,0.3418284735122918,0.3201464434815033
18,M. Mansilla,Estudiantes,Estudiantes,GK,GK,0,29,0,,17,1679,Argentina,Argentina,right,192,91,no,0.38,7.662774,3.057936,2.682706,65.57,0.0188574,1.13,1.5,-0.3950617283950615,2.893805309734514,ARG1,Testing,2025,0.2465004248424383,0.3055950409902178,0.2772791988774055
19,T. Cardozo,Unión Santa Fe,Unión Santa Fe,GK,GK,0,28,800000,,14,1372,Uruguay,Uruguay,right,182,83,no,0.524451,8.858746000000002,2.95,2.884392,71.93,0.000531,0.98,1.05,0.05405405405405406,3.561904761904762,ARG1,Testing,2025,0.4262579108544999,0.4597011008157359,0.4449556647302763
20,M. Ledesma,Barracas Central,Barracas Central,GK,GK,0,28,700000,,17,1689,Argentina,Argentina,right,191,81,yes,0.21,4.26,5.112654,4.794118,72.73,0.009936000000000002,2.08,2.24,-0.258426966292135,3.660714285714285,ARG1,Testing,2025,0.3996343353217167,0.4808520901389357,0.4422071648531902
21,E. Centurión,Independiente Rivadavia,Independiente Rivadavia,GK,GK,0,27,500000,2026-12-31,17,1672,Argentina,Argentina,right,184,79,yes,0.17,7.38525,4.064736,4.116476,72.31,0.0002405,1.49,1.49,-0.04040404040404044,3.611650485436893,ARG1,Testing,2025,0.376406758000493,0.4424223501118763,0.4112409776314246
22,F. Petroli,Godoy Cruz,Godoy Cruz,GK,GK,0,26,3000000,2027-12-31,16,1548,Argentina,Argentina,left,187,85,no,0.35,9.763416,8.720055,7.850887,72.73,6.8e-05,1.98,2.21,-0.01941747572815533,3.657142857142857,ARG1,Testing,2025,0.4603585438825475,0.5569007146154813,0.5108986573935257
23,M. Borgogno,San Martín San Juan,San Martín San Juan,GK,GK,0,26,275000,2025-12-31,16,1575,Argentina,"Argentina, Italy",right,187,73,no,0.57,6.227046000000001,6.170144999999999,5.431062000000001,72.31,0.0001792,2.23,1.2,0.02830188679245282,3.601941747572815,ARG1,Testing,2025,0.5369456557734634,0.5712434872921173,0.5565664215887635
24,J. Cozzani,Platense,Platense,GK,GK,0,26,1800000,2025-12-31,20,1988,Argentina,Argentina,right,184,77,no,0.36,3.624264,5.7024,5.660986,83.78,0.008385,1.58,1.63,0.2702702702702702,6.203703703703703,ARG1,Testing,2025,0.6968380853335513,0.7079380290120763,0.7055214536138485
25,T. Durso,Atlético Tucumán,Atlético Tucumán,GK,GK,0,26,1500000,2025-12-31,11,1071,Argentina,Argentina,right,185,80,no,0.166675,8.407994,6.136317,5.458152,65.31,0.0019456,1.09,2.02,-0.09999999999999987,2.881118881118881,ARG1,Testing,2025,0.2990729001787686,0.3500716969320752,0.3260202355964439
26,M. Roffo,Instituto,Instituto,GK,GK,0,25,3800000,2026-12-31,17,1680,Argentina,"Argentina, Croatia",right,184,81,no,0.1575,8.192664,3.645532,3.375,64.62,0.0016815,1.23,1.07,-0.07894736842105265,2.829268292682927,ARG1,Testing,2025,0.2499505892810231,0.2926688654874568,0.2725200568104345
27,F. Zenobio,Tigre,Tigre,GK,GK,0,25,400000,2026-12-31,17,1662,Argentina,Argentina,right,183,74,no,0.27,7.255906,3.954546,3.786866000000001,75.86,0.006045399999999999,1.73,1.14,0.1914893617021276,4.131578947368421,ARG1,Testing,2025,0.4421017342559274,0.5131704486545137,0.4797668555161865
28,O. Gill,San Lorenzo,San Lorenzo,GK,GK,0,24,0,2027-12-31,19,1894,Paraguay,Paraguay,left,0,0,no,0.6175,5.03755,4.417348,4.177792,80.0,0.007503300000000001,1.81,1.09,0.2345679012345679,4.983870967741935,ARG1,Testing,2025,0.6821172000823843,0.6863136123704927,0.6872677333508497
29,F. Sanguinetti,Banfield,Banfield,GK,GK,0,24,350000,2026-12-31,16,1573,Argentina,Argentina,right,185,74,no,0.24,6.878928000000001,4.809808,4.500415,68.85,0.001056,1.16,1.64,0.06451612903225812,3.198275862068966,ARG1,Testing,2025,0.348193086543512,0.4157478856752953,0.3836744800049904
30,S. López,Los Andes,Los Andes,GK,GK,0,39,0,2025-12-31,8,686,Argentina,Argentina,right,187,84,no,0.52,7.477614,5.378525999999999,5.246967000000001,78.26,0.0074256,1.71,1.18,0.3195876288659794,4.575757575757575,ARG2,Testing,2025,0.6147326468753139,0.6312322215448771,0.625761597269955
31,M. Díaz,Colón,Colón,GK,GK,0,39,50000,,11,1078,Argentina,"Argentina, Italy",right,187,87,no,0.5,11.189464,2.2518,2.171343,78.05,0.0012221,1.59,1.34,-0.1538461538461537,4.56,ARG2,Testing,2025,0.502442071517719,0.553521193039157,0.5303369909019489
32,A. Sánchez,Defensores Unidos,Defensores Unidos,GK,GK,0,38,25000,,13,1262,Argentina,Argentina,right,188,86,no,0.140007,6.278879999999999,6.136416000000001,6.129829999999999,62.07,0.0008502000000000002,1.35,1.85,-0.05369127516778538,2.636942675159236,ARG2,Testing,2025,0.2759639586765238,0.3124467084165998,0.2955178016838744
33,A. Medina,Defensores de Belgrano,Defensores de Belgrano,GK,GK,0,38,150000,,16,1553,Argentina,Argentina,right,182,79,no,0.06,7.074241000000001,4.69404,4.348555000000001,83.61,0.0126557,1.74,1.27,0.3176470588235294,6.103448275862069,ARG2,Testing,2025,0.6639357189544642,0.673184659085856,0.6715426772551186
34,J. Salvá,Deportivo Morón,Deportivo Morón,GK,GK,0,38,25000,,10,891,Argentina,Argentina,right,188,85,no,0.20001,5.858202,4.143404,3.434892000000001,72.0,4.41e-05,1.31,1.82,0.0273972602739726,3.563380281690141,ARG2,Testing,2025,0.4043183732564596,0.4515962653956003,0.4298664633207164
35,D. Sand,San Martín Tucumán,San Martín Tucumán,GK,GK,0,37,100000,,16,1557,Argentina,Argentina,right,180,74,no,0.2875,11.502795,4.392114,3.987387,86.44,0.0039,2.31,1.39,0.2459016393442622,7.413043478260869,ARG2,Testing,2025,0.830093563137335,0.800627322257956,0.8189978159177894
36,G. Canuto,Chaco For Ever,Chaco For Ever,GK,GK,0,36,0,2025-12-31,16,1570,Argentina,Argentina,right,179,78,no,0.404456,6.135625,6.879119,6.593029,78.18,0.0007839,1.89,2.98,0.0921052631578948,4.565217391304348,ARG2,Testing,2025,0.6240854032694476,0.6823689992649784,0.6561412880981828
37,G. Salort,Agropecuario,Agropecuario,GK,GK,0,36,10000,,17,1634,Argentina,Argentina,right,187,80,no,0.28,7.439769999999999,4.133664,3.747237,74.29,2.2e-05,1.05,1.43,-0.01020408163265296,3.898989898989899,ARG2,Testing,2025,0.396985917242117,0.4406893892562446,0.4207061138510663
38,F. Rago,Atlanta,Atlanta,GK,GK,0,36,100000,,17,1668,Argentina,Argentina,right,185,79,no,0.381122,11.652258,5.019344,4.04415,88.52,0.0277866,1.62,2.05,0.5064935064935066,8.657894736842104,ARG2,Testing,2025,0.8528167806175281,0.8311030208210721,0.8457159357621322
39,M. Álvarez,Gimnasia Jujuy,Gimnasia Jujuy,GK,GK,0,36,300000,,16,1588,Argentina,Argentina,right,185,86,no,0.226678,10.4304,3.9123,3.5109,85.71,0.0038628,1.36,0.68,0.25,7.044444444444444,ARG2,Testing,2025,0.6477273874301712,0.644037176965667,0.6487636028919417
40,F. Monetti,Ferro Carril Oeste,Ferro Carril Oeste,GK,GK,0,36,75000,,16,1558,Argentina,"Argentina, Italy",right,184,78,no,0.4,15.889803,7.218495999999999,5.892569999999999,73.08,0.0030096,1.04,1.44,0.1382978723404255,3.703703703703703,ARG2,Testing,2025,0.4359982678731346,0.4945388399841623,0.4673441456419721
41,Mariano Monllor,Los Andes,Los Andes,GK,GK,0,36,75000,2025-12-31,7,622,Argentina,Argentina,right,185,75,no,0.29,10.275162,6.507804,5.211,65.0,0.0067608,1.3,1.59,-0.4428571428571431,2.861386138613861,ARG2,Testing,2025,0.28279873525578,0.3339826937598409,0.3097664645044382
42,F. Henricot,Alvarado,Alvarado,GK,GK,0,35,25000,,12,1181,Argentina,Argentina,right,178,85,no,0.61,8.005023,3.732233,3.501768,68.29,0.004392,1.22,1.37,-0.2222222222222221,3.151515151515152,ARG2,Testing,2025,0.3923744968990914,0.4229290489214604,0.409470332610109
43,Y. Bonnin,Deportivo Madryn,Deportivo Madryn,GK,GK,0,34,100000,2027-12-31,16,1562,Argentina,Argentina,right,187,83,no,0.23,10.425114,5.643399999999999,5.183126,74.47,0.0007589999999999999,1.73,0.92,0.0921052631578948,3.927536231884058,ARG2,Testing,2025,0.4153652212880312,0.4842276313122401,0.4518029958979046
44,E. Mastrolía,Temperley,Temperley,GK,GK,0,34,200000,,17,1663,Argentina,"Argentina, Italy",right,190,77,no,0.32,5.84,6.712199999999999,6.222670000000001,81.25,0.0014344,1.73,1.41,0.1216216216216216,5.323076923076923,ARG2,Testing,2025,0.6593370625303163,0.6560581141021978,0.6606316178195523
45,R. Martínez,Almirante Brown,Almirante Brown,GK,GK,0,34,175000,,16,1562,Argentina,Argentina,right,182,76,no,0.29,4.786896,3.054915,2.70844,74.6,0.0041118,1.5,1.09,-0.1948051948051948,3.945652173913043,ARG2,Testing,2025,0.3738171452558996,0.431830333376715,0.4046207608605211
46,I. Pietrobono,Deportivo Maipú,Deportivo Maipú,GK,GK,0,33,200000,,17,1660,Argentina,Argentina,,175,74,no,0.325698,9.053082,9.760878,8.836632,72.22,0.0016625,1.57,2.22,-0.1250000000000002,3.617283950617284,ARG2,Testing,2025,0.42859504796154,0.5147941492977848,0.4737988573247071
47,J. Mattalia,Racing Córdoba,Racing Córdoba,GK,GK,0,33,50000,2025-12-31,17,1653,Argentina,Argentina,right,187,81,no,0.165,3.64561,4.245345,4.24683,60.34,0.0247358,1.58,1.52,-0.4044943820224718,2.528,ARG2,Testing,2025,0.2332772580084868,0.2611940673360574,0.2483385962110802
48,N. Avellaneda,Chacarita Juniors,Chacarita Juniors,GK,GK,0,32,300000,,17,1657,Argentina,Argentina,right,191,84,no,0.055,8.637200000000002,4.34213,3.530508,78.69,0.002222,1.03,1.47,0.1341463414634146,4.661971830985916,ARG2,Testing,2025,0.4571940847292482,0.5122670838852131,0.4868929973383441
49,M. Leguiza,Club Atlético Güemes,Club Atlético Güemes,GK,GK,0,31,0,,6,596,Argentina,Argentina,right,187,76,no,0.3,7.1,4.3807,3.926151,56.25,0.014508,1.21,2.87,-0.7966101694915255,2.283018867924528,ARG2,Testing,2025,0.1813411087212636,0.2165227299612361,0.1998193669020485
50,B. Olivera,Estudiantes Río Cuarto,Estudiantes Río Cuarto,GK,GK,0,31,300000,,11,1090,Argentina,Argentina,right,183,79,no,0.41,8.41755,4.372434,4.04931,86.67,0.004286399999999999,1.4,1.57,0.3653846153846154,7.515151515151515,ARG2,Testing,2025,0.7562823798049093,0.7524285255792705,0.7577206788894923
51,D. Sappa,San Miguel,San Miguel,GK,GK,0,30,350000,,16,1569,Argentina,Argentina,right,193,97,no,0.4,5.102724,4.873014,4.93038,78.79,0.01569,1.89,1.55,0.2727272727272727,4.7375,ARG2,Testing,2025,0.5814864814743262,0.6315612050195336,0.6092295835174611
52,F. Ferrero,Nueva Chicago,Nueva Chicago,GK,GK,0,30,175000,,16,1579,Argentina,Argentina,right,184,83,no,0.226678,6.78615,5.930279999999999,5.75943,72.73,0.002487099999999999,2.28,2.11,0.1043478260869565,3.650485436893204,ARG2,Testing,2025,0.4498983606346066,0.5472465158240903,0.5007966006244694
53,E. Di Fulvio,Colegiales,Colegiales,GK,GK,0,30,0,2026-12-31,16,1553,Argentina,Argentina,left,180,70,no,0.755625,3.763988,5.678053999999999,5.562578999999999,72.73,2.52e-05,2.26,1.56,0.01136363636363635,3.666666666666667,ARG2,Testing,2025,0.5985440959502015,0.6417039095716786,0.6228904141818182
54,M. Budiño,Estudiantes Caseros,Estudiantes Caseros,GK,GK,0,29,175000,,15,1479,Argentina,Argentina,right,186,73,no,0.37,7.1175,4.07513,3.708647999999999,78.0,0.0001815,1.1,2.01,0.0428571428571427,4.537313432835821,ARG2,Testing,2025,0.5344755781055823,0.5702979430049401,0.5548509919611387
55,D. Tello,Talleres Remedios,Talleres Remedios,GK,GK,0,29,0,,16,1584,Argentina,Argentina,right,190,85,no,0.453339,5.282988,2.785104,2.838348,67.74,0.0005544,1.42,1.36,-0.05555555555555536,3.087719298245614,ARG2,Testing,2025,0.3516980797563737,0.3986721073244544,0.3768588173812787
56,A. González,Central Norte,Central Norte,GK,GK,0,28,10000,,12,1186,Argentina,Argentina,right,187,79,no,0.383318,4.248200000000001,4.400192000000001,4.480724,56.25,0.004367999999999999,1.75,1.14,-0.2045454545454546,2.292452830188679,ARG2,Testing,2025,0.218068251159135,0.2610506302757367,0.2406281301566921
57,N. Pezzini,Club Atlético Güemes,Club Atlético Güemes,GK,GK,0,28,25000,,9,905,Argentina,Argentina,left,187,80,no,0.1,5.670756,3.878776999999999,3.683456000000001,73.33,0.0004761,1.19,1.39,-0.09589041095890427,3.725,ARG2,Testing,2025,0.3512223251798534,0.4109370366461428,0.3827797008716655
58,T. Libares,All Boys,All Boys,GK,GK,0,28,0,2025-12-31,9,823,Argentina,Argentina,unknown,0,0,no,0.22,12.571291,5.031072,4.590794,80.56,0.0321406,0.66,1.42,0.4338235294117647,5.116883116883117,ARG2,Testing,2025,0.5487401731961608,0.5405155091245945,0.547057459548323
59,L. Finochietto,Deportivo Morón,Deportivo Morón,GK,GK,0,28,125000,2025-12-31,6,570,Argentina,"Argentina, Italy",right,186,78,yes,0.313349,7.582103999999999,3.316512,3.158207,88.24,0.0019425,1.42,1.58,0.346938775510204,8.375,ARG2,Testing,2025,0.7879190032747326,0.7392673879723053,0.7669996319618526
60,E. González,Almagro,Almagro,GK,GK,0,27,300000,2025-12-31,14,1311,Argentina,Argentina,right,193,89,no,0.4812500000000001,7.07511,3.29239,2.880888000000001,82.61,0.007040000000000001,2.13,1.65,0.2857142857142857,5.745454545454545,ARG2,Testing,2025,0.7706849808889146,0.7414173670821347,0.7594239649001964
61,F. Abadía,Gimnasia y Tiro,Gimnasia y Tiro,GK,GK,0,26,0,2025-12-31,17,1655,Argentina,Argentina,left,186,86,no,0.6554009999999999,3.861222,5.273463,4.842872000000001,83.87,0.0166453,2.12,1.47,0.3571428571428571,6.24074074074074,ARG2,Testing,2025,0.8228308205133127,0.814467272723785,0.8223010905036001
62,J. Bigo,Estudiantes Río Cuarto,Estudiantes Río Cuarto,GK,GK,0,26,25000,,6,592,Argentina,Argentina,left,183,85,no,0.908526,5.925976,5.779767999999999,6.081435,75.0,0.0024511,3.34,3.65,0.2,4.0,ARG2,Testing,2025,0.7199491555086033,0.7839054497577066,0.7552816967033945
63,L. Petruchi,Gimnasia Mendoza,Gimnasia Mendoza,GK,GK,0,26,50000,2025-12-31,12,1185,Argentina,Argentina,left,184,82,no,0.38,8.73,5.313,5.016,81.48,2.52e-05,1.52,0.99,-0.02702702702702697,5.394736842105263,ARG2,Testing,2025,0.5706143612916171,0.6124066213839803,0.594149256119553
64,E. Glellel,Quilmes,Quilmes,GK,GK,0,26,300000,2025-12-31,17,1660,Argentina,Argentina,right,185,85,no,0.106672,8.184918,3.146283,2.98566,78.46,0.0005141,1.41,1.03,-0.07042253521126773,4.631578947368421,ARG2,Testing,2025,0.4395396629395392,0.4872140700937299,0.4654440192957482
65,L. Ramil Sauer,All Boys,All Boys,GK,GK,0,20,0,2026-12-31,9,834,Argentina,Argentina,,0,0,no,0.7525,13.702282,3.884214,3.341962,77.27,0.0006232,1.51,1.4,0.06896551724137923,4.398148148148148,ARG2,Testing,2025,0.6197402214799222,0.644053473497704,0.6347157782960825
66,L. Jachfe,Club Atlético Mitre,Club Atlético Mitre,GK,GK,0,23,250000,,16,1561,Argentina,Argentina,,189,76,no,0.34284,15.563968,6.919842,6.684288,80.95,0.0026322,1.61,1.27,0.2068965517241378,5.260869565217391,ARG2,Testing,2025,0.6440037702613711,0.6540484452647397,0.6519214532568115
67,A. Rufinetti,San Telmo,San Telmo,GK,GK,0,25,25000,2025-12-31,14,1374,Argentina,Argentina,right,185,75,yes,0.39,16.11428,7.203614,5.304320000000001,73.85,0.0007490000000000001,1.11,1.24,0.05932203389830493,3.837837837837837,ARG2,Testing,2025,0.4397860394987632,0.4856292740880264,0.4647718241866612
68,J. Pourtau,Arsenal,Arsenal,GK,GK,0,25,275000,,15,1466,Argentina,Argentina,right,193,91,yes,0.25,8.291084,3.62,3.624126,78.79,0.0011508,0.74,1.41,-0.1025641025641024,4.709302325581395,ARG2,Testing,2025,0.4157065889844508,0.4764531249607997,0.4480698467254143
69,I. Chaves,Patronato,Patronato,GK,GK,0,25,0,,15,1465,Argentina,Argentina,unknown,0,0,no,0.37,7.371576,4.238295,4.421861999999999,63.16,0.003527999999999999,1.47,2.03,-0.2112676056338028,2.709302325581395,ARG2,Testing,2025,0.3152626165671481,0.3384195753859571,0.3282991542627926
70,N. Sumavil,Tristán Suárez,Tristán Suárez,GK,GK,0,25,75000,2025-12-31,16,1563,Argentina,Argentina,right,186,85,yes,0.35,7.541855999999999,2.76458,2.531763,85.71,0.00028,1.9,0.98,0.06451612903225812,6.948275862068966,ARG2,Testing,2025,0.7000319858234069,0.717369813420617,0.7118624580425409
71,D. Peraic-Cullen,Central Coast Mariners,Central Coast Mariners,GK,GK,0,18,0,2027-06-30,25,2459,Australia,Australia,,196,0,no,0.4,12.52106,3.808151000000001,3.550262,65.69,0.002112,1.35,2.23,-0.05521472392638049,2.912790697674418,AUS,Testing,2025,0.3536985146011538,0.4068020854997181,0.3819466200899255
72,P. Beach,Melbourne City,Melbourne City,GK,GK,0,21,0,2026-06-30,29,2856,Australia,Australia,,183,75,no,0.248892,29.42802,4.536750000000001,3.022672,76.36,0.0048608,1.1,1.36,0.1276595744680851,4.231707317073171,AUS,Testing,2025,0.4465450463758139,0.5129755542347141,0.4819005405929151
73,A. Paulsen,Auckland FC,Auckland FC,GK,GK,0,22,0,,28,2776,New Zealand,"New Zealand, South Africa",right,193,84,yes,0.62,9.763227,3.208275,2.366168,72.38,0.009880799999999999,1.82,1.07,0.1607142857142858,3.617021276595745,AUS,Testing,2025,0.5119122379901329,0.5623419148623673,0.5395232334401261
74,J. Oluwayemi,Wellington Phoenix,Wellington Phoenix,GK,GK,0,24,200000,2026-06-30,18,1757,England,"England, Nigeria",right,186,0,no,0.51,7.174836,2.35468,1.588832,74.78,0.007049,1.43,0.61,0.113095238095238,3.953020134228188,AUS,Testing,2025,0.4666724556791546,0.5243882789889743,0.4977409588633095
75,M. Sutton,Western United,Western United,GK,GK,0,25,200000,2026-06-30,29,2827,Australia,Australia,right,194,73,no,0.188562,32.373675,4.167878,3.150519,65.32,0.0218856,0.64,2.36,-0.2342342342342343,2.883211678832116,AUS,Testing,2025,0.2800529916218965,0.3261809167853429,0.3044691776302849
76,J. Delianov,Adelaide United,Adelaide United,GK,GK,0,25,250000,2027-06-30,14,1404,Australia,"Australia, North Macedonia",right,188,87,no,0.195,16.535916,3.975,2.759064,58.21,0.0297597,1.73,1.03,-0.3161764705882353,2.396648044692737,AUS,Testing,2025,0.1991340854520691,0.2424486611355343,0.2217763372268086
77,M. Freke,Brisbane Roar,Brisbane Roar,GK,GK,0,26,300000,2026-06-30,16,1583,Australia,Australia,right,193,82,no,0.45,17.85215,2.785718,1.875,57.83,0.053185,1.31,1.99,-0.3819444444444444,2.371859296482412,AUS,Testing,2025,0.2775601337786014,0.3055192407031301,0.2928402637656117
78,H. Devenish-Meares,Sydney,Sydney,GK,GK,0,28,25000,2026-06-30,20,1874,Australia,Australia,right,190,0,no,0.5775,15.753719,2.687904,1.969253,65.52,0.002843100000000001,1.54,1.82,-0.09090909090909083,2.902777777777778,AUS,Testing,2025,0.3733185940461983,0.4275178407142698,0.4022045077427366
79,O. Sail,Perth Glory,Perth Glory,GK,GK,0,29,500000,2026-06-30,20,1943,New Zealand,"New Zealand, Australia",right,194,80,no,0.28,9.39888,4.214426,3.383484,62.5,0.020069,0.97,1.2,-0.1890243902439024,2.661538461538462,AUS,Testing,2025,0.2356304121657899,0.2557574849836567,0.2467900044318609
80,R. Scott,Newcastle Jets,Newcastle Jets,GK,GK,0,29,0,2025-06-30,19,1860,Australia,Australia,right,184,85,no,0.2925,11.423232,1.933488,1.20843,68.0,0.0008448,1.21,1.16,-0.04729729729729737,3.12258064516129,AUS,Testing,2025,0.2870582141381323,0.3456407085900133,0.3177607158212618
81,J. Duncan,Melbourne Victory,Melbourne Victory,GK,GK,0,32,250000,2025-06-30,19,1864,Australia,Australia,right,189,85,no,0.29,11.443159,3.428256,3.041526,71.05,0.00013,1.16,1.55,0.02752293577981657,3.462264150943396,AUS,Testing,2025,0.3743528564035483,0.4235586166763987,0.4007355026852528
82,M. Acton,Brisbane Roar,Brisbane Roar,GK,GK,0,32,200000,2025-06-30,10,984,Australia,"Australia, Finland",right,184,85,no,0.180009,14.997951,2.3764,1.921928,61.9,0.0239616,0.91,1.37,-0.4747474747474747,2.63013698630137,AUS,Testing,2025,0.1857682573571755,0.2079237293753378,0.1977241354826367
83,L. Thomas,Western Sydney Wanderers,Western Sydney Wanderers,GK,GK,0,33,450000,2025-06-30,23,2289,Australia,"Australia, Italy",right,191,91,no,0.550647,14.115151,4.678503,2.277834,70.43,0.0060368,1.81,0.9,0.1006711409395973,3.373134328358208,AUS,Testing,2025,0.4389265051377944,0.515191633459705,0.4791872592282892
