Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Passes_Curtos_Médios_Certos,Passes_Longos_Certos,Passes_Progressivos_Certos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
707,L. Thébault-Yamaguchi,Kawasaki Frontale,Kawasaki Frontale,GK,GK,0,27,350000,2026-01-31,16,1592,Japan,"Japan, France",right,187,76,no,0.055,10.970672,4.525,3.787461,68.75,0.0020628,1.36,1.47,-0.1486486486486487,3.188235294117647,JAP,Testing,2025,0.3237713062226442,0.3665596814561656,0.3467052983946214
708,A. Ichikawa,Yokohama,Yokohama,GK,GK,0,26,250000,2026-01-31,18,1785,Japan,Japan,right,190,86,no,0.25,7.817123999999999,6.454046000000001,5.496016000000001,66.07,0.0050244,2.22,1.71,-0.2,2.9375,JAP,Testing,2025,0.3343604430262,0.4172466580900098,0.3774800333738673
709,T. Hayakawa,Kashima Antlers,Kashima Antlers,GK,GK,0,26,700000,,19,1927,Japan,Japan,right,187,81,no,0.4172819999999999,11.53667,4.995141,4.345068,77.61,0.008051,1.68,1.91,0.2134831460674158,4.471428571428572,JAP,Testing,2025,0.5891718830044145,0.6297247487118145,0.6121671023813235
710,K. Osako,Sanfrecce Hiroshima,Sanfrecce Hiroshima,GK,GK,0,25,1600000,,18,1808,Japan,Japan,right,188,87,no,0.15,7.271927000000001,6.769399999999999,6.668435999999999,68.18,7.41e-05,0.95,1.39,-0.02941176470588225,3.128571428571429,JAP,Testing,2025,0.306911227049361,0.3554041006185644,0.3326349785956279
711,Y. Oki,Shimizu S-Pulse,Shimizu S-Pulse,GK,GK,0,25,200000,2026-01-31,19,1910,Japan,Japan,right,183,82,no,0.2375,8.388402,3.58231,3.112551,66.67,0.0008122,0.9,0.85,-0.06034482758620685,2.991869918699187,JAP,Testing,2025,0.2623742238251412,0.2940305303634679,0.2794434550559423
712,K. Tani,Machida Zelvia,Machida Zelvia,GK,GK,0,24,700000,,19,1896,Japan,Japan,right,190,84,no,0.382227,7.73529,7.644450000000002,7.26106,59.65,0.018349,1.61,1.61,-0.3625,2.486238532110092,JAP,Testing,2025,0.2580496959936725,0.3099940570429998,0.2852889156258072
713,K. Fujita,Albirex Niigata,Albirex Niigata,GK,GK,0,24,350000,,11,1086,Japan,Japan,right,186,82,no,0.4971179999999999,22.544424,4.555943,2.89808,54.29,0.0037701,1.49,1.33,-0.156521739130435,2.180451127819549,JAP,Testing,2025,0.2593361163507726,0.275985672891742,0.2688549463794638
714,T. Nozawa,Tokyo,Tokyo,GK,GK,0,22,600000,,15,1497,Japan,Japan,right,193,90,no,0.480006,20.379344,5.230974,4.446987999999999,68.75,0.0005059999999999999,1.8,1.92,0.04761904761904767,3.208333333333333,JAP,Testing,2025,0.4615314833835583,0.5303227347887505,0.4981394705048236
715,A. Pisano,Nagoya Grampus,Nagoya Grampus,GK,GK,0,19,0,2027-01-31,6,594,Japan,Japan,right,191,79,no,0.15,10.608284,5.760560000000001,5.300106,72.73,0.0013113,1.36,2.73,-0.4516129032258065,3.711111111111111,JAP,Testing,2025,0.3601327297773334,0.4495032817843912,0.4066239238707657
716,Tae-Hui Han,Daegu,Daegu,GK,GK,0,20,0,,6,605,Korea Republic,Korea Republic,right,196,84,no,0.891384,5.50246,3.869382,3.571854,66.67,0.003808,3.12,2.38,-0.2181818181818183,3.0,KOR,Testing,2025,0.59300997159693,0.5945308746307338,0.5964192695906148
717,Lee Gwang-Yeon,Gangwon,Gangwon,GK,GK,0,25,350000,,17,1699,Korea Republic,Korea Republic,right,184,85,no,0.37,6.992015,4.182692,3.760155,76.83,0.0001175,1.54,1.06,0.01941747572815533,4.297029702970297,KOR,Testing,2025,0.4533366374223672,0.5370290452595449,0.4973918825353131
718,Jun-Su Ahn,Suwon,Suwon,GK,GK,0,27,350000,,17,1693,Korea Republic,Korea Republic,right,188,78,no,0.317127,9.837335000000001,6.482662,5.474793000000001,71.83,0.0002736,0.74,0.9,0.03636363636363638,3.556603773584905,KOR,Testing,2025,0.3544255787858209,0.392480525337222,0.3751190491585296
719,Song Bum-Keun,Jeonbuk Motors,Jeonbuk Motors,GK,GK,0,27,1000000,2026-01-31,17,1718,Korea Republic,Korea Republic,right,196,93,no,0.21,9.6924,4.716599,4.45225,80.65,0.0023532,1.89,1.05,0.1486486486486487,5.158730158730159,KOR,Testing,2025,0.6175807673081831,0.6135430644179054,0.6183079755329159
720,Kim Dong-Heon,Gimcheon Sangmu,Gimcheon Sangmu,GK,GK,0,28,450000,,17,1713,Korea Republic,Korea Republic,left,186,87,yes,0.4725,9.775191999999999,5.25528,4.621808,75.68,0.012593,2.1,1.21,0.2083333333333334,4.094736842105264,KOR,Testing,2025,0.5179666354374868,0.5996750647001798,0.5613137843448369
721,Hyun-Moo Kang,Seoul,Seoul,GK,GK,0,30,550000,2026-12-31,17,1709,Korea Republic,Korea Republic,right,185,78,no,0.3375,14.901216,3.304224,2.185035,69.05,0.0008487,1.18,1.23,-0.106060606060606,3.219178082191781,KOR,Testing,2025,0.3118777192389649,0.3735354653686361,0.3442354275476203
722,Dong-Jun Kim,Jeju SK,Jeju SK,GK,GK,0,30,600000,,14,1398,Korea Republic,Korea Republic,right,189,85,no,0.455,13.711255,5.153004999999999,4.381208999999999,73.85,0.01305,2.0,1.8,0.2101449275362318,3.834862385321101,KOR,Testing,2025,0.5177292573008081,0.58461298406575,0.5536299290447161
723,Hwang In-Jae,Pohang Steelers,Pohang Steelers,GK,GK,0,31,550000,,16,1621,Korea Republic,Korea Republic,right,187,73,no,0.224,9.10314,6.549116000000001,5.775307000000001,72.88,0.0152775,1.72,0.83,0.2457627118644067,3.685393258426966,KOR,Testing,2025,0.3861657464434354,0.472577395925429,0.4312870242438794
724,Chang-Geun Lee,Daejeon Citizen,Daejeon Citizen,GK,GK,0,31,600000,,18,1800,Korea Republic,Korea Republic,right,186,80,no,0.579307,14.40801,6.939380000000001,6.623837,72.22,5.44e-05,1.75,1.22,-0.01923076923076916,3.594339622641509,KOR,Testing,2025,0.5191179424312552,0.5627051253056775,0.5433245735803889
725,Kyung-Min Kim,Gwangju,Gwangju,GK,GK,0,33,450000,,17,1662,Korea Republic,Korea Republic,right,190,78,no,0.16,13.318074,4.221386,3.19286,75.76,0.002664,1.25,0.81,0.1212121212121212,4.103448275862069,KOR,Testing,2025,0.3897189366053396,0.4525125472477185,0.4229943652224995
726,Jo Hyeon-Woo,Ulsan Hyundai,Ulsan Hyundai,GK,GK,0,33,900000,,15,1504,Korea Republic,Korea Republic,right,189,75,no,0.300006,14.90139,3.29398,2.633834,75.0,0.0001316,1.38,0.9,0.03030303030303028,3.989583333333333,KOR,Testing,2025,0.4076498287803199,0.4615982602218038,0.4365629291679073
727,Kim Da-Sol,Anyang,Anyang,GK,GK,0,36,175000,2026-12-31,15,1496,Korea Republic,Korea Republic,right,188,80,no,0.324987,6.391980000000001,5.094493,4.706503999999999,69.84,0.0039273,2.13,1.29,0.1151079136690647,3.300813008130081,KOR,Testing,2025,0.3866380260821601,0.4766287357144622,0.4335589240303832
728,Seung-Hoon Oh,Daegu,Daegu,GK,GK,0,36,300000,,9,927,Korea Republic,Korea Republic,right,192,75,no,0.392,6.798601,4.274208,3.69138,73.47,0.0093922,2.23,1.55,0.1923076923076923,3.777777777777778,KOR,Testing,2025,0.469444208361889,0.5484949090750623,0.5112401033093144
729,J. Corona,Club Tijuana,Club Tijuana,GK,GK,0,44,150000,,11,1061,Mexico,Mexico,right,184,84,no,0.25,19.595576,3.814362,2.713469,66.67,1.43e-05,0.42,1.53,-0.006578947368421018,2.993464052287582,MEX,Testing,2025,0.3078309903559932,0.3294267054938456,0.3200502708661316
730,N. Guzmán,Tigres UANL,Tigres UANL,GK,GK,0,39,600000,2025-06-30,34,3518,Argentina,Argentina,right,191,93,no,0.234,15.786771,4.554126,4.017312,76.03,0.0028135,1.05,1.23,0.08163265306122447,4.155555555555556,MEX,Testing,2025,0.4054583524760767,0.4660448448263462,0.4376955134066598
731,A. Blanco,León,León,GK,GK,0,37,300000,,27,2782,Mexico,Mexico,left,189,85,no,0.03333,13.938285,3.396044,3.2697,75.69,0.0027354,0.81,1.65,0.08130081300813019,4.123893805309735,MEX,Testing,2025,0.3988140177490151,0.4585953590415597,0.4306171664494838
732,Ó. Jiménez,León,León,GK,GK,0,36,150000,2026-06-30,9,925,Mexico,Mexico,right,182,78,yes,0.29,11.675332,4.477528,4.180575,72.0,0.005687,1.46,1.26,-0.2035398230088497,3.573529411764706,MEX,Testing,2025,0.3638450614375671,0.4133180983588071,0.3903150662908879
733,C. Vargas,Atlas,Atlas,GK,GK,0,36,1500000,2026-12-31,33,3404,Colombia,Colombia,left,185,81,no,0.24,13.169264,3.937197,3.409327999999999,66.27,0.043989,1.0,1.16,-0.2982456140350878,2.966216216216216,MEX,Testing,2025,0.251193665991859,0.3027689258056632,0.2782169265418784
734,M. Jiménez,Puebla,Puebla,GK,GK,0,35,700000,,24,2468,Mexico,Mexico,left,182,82,no,0.33,5.800871999999999,3.792107,3.831804,66.67,0.0085008,1.24,1.82,-0.140625,3.0,MEX,Testing,2025,0.3326842657104596,0.3681260761075456,0.3519683499867702
735,H. González,Mazatlán,Mazatlán,GK,GK,0,34,800000,,34,3493,Mexico,Mexico,right,185,84,no,0.334296,10.411786,4.38125,3.500331,70.0,0.000158,1.26,1.08,-0.01754385964912286,3.327586206896552,MEX,Testing,2025,0.333146844400414,0.3939140904687301,0.3651521992696094
736,G. Allison,Querétaro,Querétaro,GK,GK,0,34,500000,,25,2553,Mexico,Mexico,right,183,90,no,0.21,7.087187,3.73747,3.66618,68.66,0.007609599999999999,1.13,1.3,-0.1212121212121211,3.189189189189189,MEX,Testing,2025,0.2993329484461769,0.3538359416337916,0.3280413583905679
737,Tiago Volpi,Grêmio,Toluca,GK,GK,0,34,1500000,,21,2128,Brazil,Brazil,right,189,81,no,0.17,16.835839,3.761232,3.300936000000001,76.29,0.0073986,1.02,1.82,0.1565217391304348,4.22680412371134,MEX,Testing,2025,0.4293585270803348,0.5086549536671034,0.4710990083673173
738,E. Andrada,Monterrey,Monterrey,GK,GK,0,34,2000000,2025-06-30,28,2853,Argentina,Argentina,right,194,83,no,0.56844,16.306311,4.731929999999999,3.119436,70.83,0.0052632,1.89,1.83,-0.1224489795918369,3.445454545454545,MEX,Testing,2025,0.4833108794217258,0.5289186992589343,0.5083725986289123
739,J. González,Puebla,Puebla,GK,GK,0,33,1000000,,21,2122,Mexico,"Mexico, Spain",left,182,80,no,0.4,11.160024,2.891148,3.069275999999999,68.0,0.0046656,1.42,1.82,-0.1630434782608696,3.11214953271028,MEX,Testing,2025,0.356605472771753,0.3999064464347016,0.379943382766986
740,A. Rodríguez,Club Tijuana,Club Tijuana,GK,GK,0,32,1500000,,25,2524,Mexico,Mexico,right,186,80,no,0.32,23.214972,5.952491999999999,5.38371,67.72,0.0006949999999999999,1.14,1.18,-0.03546099290780136,3.102739726027397,MEX,Testing,2025,0.3416539724541259,0.3977741804908409,0.3713633937687972
741,L. García,Toluca,Toluca,GK,GK,0,32,600000,,10,1011,Mexico,Mexico,right,181,86,no,0.5314019999999999,10.772832,3.915648,3.386214,63.64,0.0028124,1.07,0.98,-0.2909090909090908,2.76056338028169,MEX,Testing,2025,0.289664150732395,0.3264838391786061,0.3094483320466727
742,L. Cárdenas,Monterrey,Monterrey,GK,GK,0,31,400000,2026-06-30,16,1630,Mexico,Mexico,right,183,84,no,0.274989,14.132712,2.537298,1.876406,68.12,0.002189,0.88,1.21,0.08333333333333337,3.148760330578512,MEX,Testing,2025,0.2874512779419084,0.3437996695301366,0.3170334984397526
743,Pau López,Toluca,Toluca,GK,GK,0,30,10000000,2026-06-30,11,1097,Spain,Spain,left,189,77,yes,0.0,22.562673,3.117795,1.804,64.44,0.03511980000000001,0.82,1.39,-0.6794871794871795,2.816793893129771,MEX,Testing,2025,0.1687631297225042,0.2194006302744251,0.1949476912346413
744,E. Unsain,Necaxa,Necaxa,GK,GK,0,30,3500000,2027-06-30,36,3715,Argentina,Argentina,right,188,83,no,0.46,10.002314,4.624816,3.923100000000001,68.16,0.0016443,1.36,1.04,-0.04545454545454541,3.144927536231884,MEX,Testing,2025,0.3525589230680206,0.4076282193460096,0.3817891920694683
745,C. Acevedo,Santos Laguna,Santos Laguna,GK,GK,0,29,4000000,2027-06-30,33,3366,Mexico,Mexico,right,182,68,no,0.293344,11.065776,4.19724,3.209076,67.17,0.032568,0.96,1.26,-0.2083333333333335,3.040229885057471,MEX,Testing,2025,0.2834861027898224,0.3287899185531327,0.3075037112173618
746,L. Malagón,América,América,GK,GK,0,28,5500000,2027-06-30,42,4211,Mexico,Mexico,right,180,78,no,0.26,12.437496,3.270996,2.6911,73.97,0.0006048,0.9,0.92,0.04705882352941171,3.851851851851852,MEX,Testing,2025,0.3693008493695343,0.4072479481865164,0.3900065148168045
747,S. Jurado,Juárez,Juárez,GK,GK,0,27,1000000,2025-06-30,22,2220,Mexico,Mexico,right,188,83,no,0.21,13.441842,4.138761,3.673152,65.91,0.004578,0.77,1.32,-0.1228070175438598,2.9375,MEX,Testing,2025,0.2431895469123564,0.2916933222641105,0.2686345073216979
748,A. Sánchez,Atlético de San Luis,Atlético de San Luis,GK,GK,0,27,1200000,,34,3359,Mexico,Mexico,right,192,95,no,0.403125,17.604218,2.973578,1.847448,69.09,0.0014868,1.15,1.82,-0.05384615384615388,3.226277372262774,MEX,Testing,2025,0.3722488989324002,0.4256481223987203,0.4007282445757682
749,C. Moreno,Pachuca,Pachuca,GK,GK,0,27,2500000,2026-06-30,34,3473,Mexico,Mexico,right,190,88,no,0.41,9.561888,3.366264,3.029116,68.52,0.011968,1.22,1.22,-0.1478260869565218,3.181818181818182,MEX,Testing,2025,0.3282790645548352,0.3817020815021417,0.3565742078679041
750,J. Hernández,Querétaro,Querétaro,GK,GK,0,26,400000,,9,903,Mexico,Mexico,right,191,83,no,0.2,4.580316,2.68866,2.492667,67.5,0.0012769,1.0,0.5,0.07801418439716301,3.069230769230769,MEX,Testing,2025,0.2696868585677047,0.312266397251865,0.2922746925921296
751,B. Díaz,Juárez,Juárez,GK,GK,0,26,400000,,11,1132,United States,"United States, Mexico",left,187,83,no,0.24,15.0226,3.260654,2.785544,60.0,0.0199398,1.27,2.15,-0.2395209580838322,2.497584541062802,MEX,Testing,2025,0.2524904658894663,0.2671166755501376,0.2609625704715037
752,R. Rangel,Guadalajara,Guadalajara,GK,GK,0,25,2000000,2028-06-30,33,3385,Mexico,Mexico,right,191,88,no,0.426672,15.1807,4.495962,3.214275,74.81,0.0061824,1.78,1.28,0.1262135922330098,3.988888888888888,MEX,Testing,2025,0.4960620065096961,0.5508492170898341,0.5257907795667898
753,K. Mier,Cruz Azul,Cruz Azul,GK,GK,0,25,5500000,2029-06-30,41,4155,Colombia,Colombia,right,190,73,no,0.22,23.227371,3.52536,3.260074,68.91,0.0031208,0.95,1.49,-0.1081081081081081,3.219512195121951,MEX,Testing,2025,0.3221881687635334,0.380738888671477,0.3530314291947281
754,Álex Padilla,Pumas UNAM,Pumas UNAM,GK,GK,0,21,0,2029-06-30,12,1213,Spain,"Spain, Mexico",right,190,79,yes,0.408317,11.81827,4.21074,3.720750000000001,56.1,0.0030108,1.78,1.94,-0.1230769230769231,2.273972602739726,MEX,Testing,2025,0.2677474412535261,0.3073789401851787,0.2888460278478757
755,A. El Houasli,UTS Rabat,UTS Rabat,GK,GK,0,40,0,,24,2404,Morocco,Morocco,right,185,0,no,0.222846,10.52304,4.421056,3.516702,69.77,4.549999999999999e-05,0.97,1.46,-0.01041666666666674,3.31958762886598,MOR,Testing,2025,0.3272601838390979,0.3806365071910776,0.3555273309132895
756,A. Zniti,Al Wasl,Raja Casablanca,GK,GK,0,36,900000,2025-06-30,10,998,Morocco,Morocco,right,182,0,no,0.45,21.368823,4.687078000000001,3.607252,75.61,0.0016214,1.17,1.53,-0.1538461538461537,4.111111111111112,MOR,Testing,2025,0.4710564588446465,0.5200537159443942,0.4977657892014797
757,R. Bounaga,CODM Meknès,CODM Meknès,GK,GK,0,36,0,2025-06-30,27,2716,Morocco,Morocco,,0,0,no,0.7,5.901139999999999,3.4452,3.248857,69.57,2.4e-06,2.29,1.33,0.0,3.28448275862069,MOR,Testing,2025,0.5030174559625216,0.5558168895409038,0.531778935409808
758,M. Fakhr,Khemis Zemamra,Khemis Zemamra,GK,GK,0,36,200000,2025-06-30,23,2309,Morocco,Morocco,,182,0,no,0.6211920000000001,9.039753000000001,1.949686,1.48082,76.62,0.008703200000000001,1.44,1.52,0.2134831460674158,4.285714285714286,MOR,Testing,2025,0.5228552705492001,0.6072504300995799,0.5675735859378763
759,Munir El Kajoui,RSB Berkane,RSB Berkane,GK,GK,0,36,850000,2026-06-30,27,2728,Morocco,"Morocco, Spain",right,190,89,no,0.494144,11.777799,4.08952,3.229668,81.82,0.0048895,1.19,1.06,0.2826086956521739,5.484848484848484,MOR,Testing,2025,0.6660778826154822,0.6353541490480145,0.6536189001096195
760,Y. El Filali,Khemis Zemamra,Moghreb Tétouan,GK,GK,0,35,300000,2025-06-30,12,1215,Morocco,Morocco,left,189,80,no,0.6659999999999999,8.742831,4.8125,3.779426,80.3,0.0085089,2.3,2.22,0.2066115702479339,5.09375,MOR,Testing,2025,0.8140000719809686,0.7844025418874516,0.8027665932531399
761,M. El Yousfi,Difaâ El Jadida,Difaâ El Jadida,GK,GK,0,34,0,,13,1295,Morocco,Morocco,right,184,0,no,0.4199789999999999,9.870861,3.892582,3.266361,63.27,0.0155617,1.25,1.88,-0.3586956521739131,2.728,MOR,Testing,2025,0.2823302780376958,0.3336513737512573,0.3093647919633382
762,S. Chihab,Maghreb Fès,Maghreb Fès,GK,GK,0,32,650000,2026-06-30,27,2750,Morocco,Morocco,right,198,0,no,0.79,7.820079999999999,4.155707,3.79908,74.26,0.0069611,1.77,1.41,0.15,3.894117647058824,MOR,Testing,2025,0.5933082527753442,0.6451169659497638,0.6219749550012741
763,Y. El Motie,Wydad Casablanca,Wydad Casablanca,GK,GK,0,30,1000000,2026-06-30,16,1525,Morocco,Morocco,right,193,0,no,0.83,15.286536,4.12827,4.069479,65.96,0.001504,2.18,2.83,-0.1058823529411765,2.946808510638298,MOR,Testing,2025,0.5551200769264778,0.5908707828004046,0.5755515978140895
764,A. El Ouaad,Ittihad Tanger,Ittihad Tanger,GK,GK,0,29,325000,,12,1220,Morocco,Morocco,right,188,81,no,0.445692,10.545152,4.059,3.686722,51.43,0.016146,1.62,1.62,-0.3736263736263736,2.064,MOR,Testing,2025,0.2014360563262779,0.2307005480730374,0.2170321962212302
765,A. Tagnaouti,Moghreb Tétouan,Moghreb Tétouan,GK,GK,0,29,700000,,10,974,Morocco,Morocco,right,192,70,no,0.2775,7.764765,4.620408,4.157226000000001,69.77,0.0085424,1.66,1.76,0.1891891891891893,3.308333333333334,MOR,Testing,2025,0.3940392003536729,0.472072550716346,0.4349877645033846
766,Kbiri Khalid Alaoui,Olympic Safi,Olympic Safi,GK,GK,0,28,600000,2026-06-30,28,2800,Morocco,Morocco,,192,0,no,0.515562,8.585345,3.05109,2.445786,68.48,0.0001008,1.96,2.41,0.02105263157894732,3.182795698924731,MOR,Testing,2025,0.4609551763541817,0.5107890491917846,0.4880396182329831
767,A. Bessak,Difaâ El Jadida,Difaâ El Jadida,GK,GK,0,28,0,2027-06-30,16,1553,Morocco,Morocco,right,190,0,no,0.58,8.69225,3.651186,2.66254,55.1,0.0180234,1.68,1.68,-0.3368421052631581,2.236220472440945,MOR,Testing,2025,0.26350397464578,0.2741147562160677,0.2700085405882412
768,E. Benabid,Wydad Casablanca,Wydad Casablanca,GK,GK,0,27,1800000,,15,1497,Morocco,Morocco,right,188,80,no,0.18,17.619668,6.253396,4.567601000000001,78.0,0.0024321,1.26,1.32,0.1538461538461539,4.56060606060606,MOR,Testing,2025,0.4963321269711987,0.5415004362647943,0.5212311991531288
769,A. El Khayati,FAR Rabat,FAR Rabat,GK,GK,0,27,0,,18,1816,Morocco,Morocco,unknown,191,0,no,0.2999849999999999,12.142684,3.5208,2.822337000000001,76.36,0.0004095,1.34,1.59,0.0724637681159419,4.265625,MOR,Testing,2025,0.4507175180888106,0.5254984565420007,0.4902854671496312
770,B. Abyir,Hassania Agadir,Hassania Agadir,GK,GK,0,26,0,2025-06-30,24,2423,Morocco,Morocco,unknown,0,0,no,0.6352369999999999,5.499648,3.974204,3.673718,70.48,0.0007632,2.19,1.89,0.04166666666666674,3.391304347826087,MOR,Testing,2025,0.5378379068712084,0.5876320821744906,0.5652453900386573
771,H. Doughmi,JS Soualem,JS Soualem,GK,GK,0,25,75000,2025-06-30,13,1299,Morocco,Morocco,right,185,0,no,0.21,21.336183,4.36358,3.18665,77.08,0.0010164,1.11,1.32,0.1058823529411764,4.381578947368421,MOR,Testing,2025,0.475969005467656,0.5147238182746843,0.4975561827637503
772,M. Al Harrar,Raja Casablanca,Raja Casablanca,GK,GK,0,24,150000,2027-06-30,20,2021,Morocco,Morocco,right,189,85,no,0.6253110000000001,17.54745,3.428701,2.490384,80.52,0.0207328,1.74,2.05,0.3092783505154638,5.119402985074627,MOR,Testing,2025,0.7778893958622127,0.745706155828429,0.7651962027052961
773,R. Ghanimi,FUS Rabat,FUS Rabat,GK,GK,0,24,0,,17,1690,Morocco,Morocco,,0,0,no,0.8560000000000001,10.970493,3.885648,3.730947,72.73,6.6e-06,2.72,1.54,-0.01265822784810133,3.6625,MOR,Testing,2025,0.6231556441109328,0.6567966002984834,0.6428310951547537
774,O. Errahmany,Chabab Mohammédia,Chabab Mohammédia,GK,GK,0,22,0,,14,1397,Morocco,Morocco,,0,0,no,0.260013,6.889324,4.765600000000001,4.37772,57.65,0.0268736,1.29,3.16,-0.2210526315789474,2.362068965517242,MOR,Testing,2025,0.2695419231609472,0.2944228780257451,0.2832403414729363
775,M. Ndiaye,Sarpsborg 08,Sarpsborg 08,GK,GK,0,19,0,,9,890,Senegal,Senegal,right,190,81,no,1.217082,9.408218,6.170318,6.272508,75.68,0.0004969999999999999,3.24,3.13,0.0714285714285714,4.10989010989011,NOR,Testing,2025,0.7661610603302251,0.817776210749467,0.7955016564656292
776,S. Tangvik,Rosenborg,Rosenborg,GK,GK,0,22,1200000,2027-12-31,11,1088,Norway,Norway,right,193,80,no,0.414294,14.307977,6.205932000000001,4.800527999999999,79.41,0.001984,1.08,0.99,0.1830985915492958,4.844827586206897,NOR,Testing,2025,0.5026795918312652,0.5694077534350863,0.5384349965159148
777,M. Sjöeng,Vålerenga,Vålerenga,GK,GK,0,23,850000,2026-12-31,8,785,Norway,Norway,right,197,84,no,0.460023,12.60667,7.915050000000001,6.879302999999998,55.56,0.005243,1.38,1.72,-0.2212389380530975,2.246376811594203,NOR,Testing,2025,0.2700490740971358,0.2938515442271296,0.2832081068798691
778,J. Fischer,Fredrikstad,Fredrikstad,GK,GK,0,23,1700000,2028-12-31,10,998,Denmark,Denmark,left,197,88,no,0.27,6.13,5.41275,5.318699000000001,76.92,0.0002646,1.17,0.63,0.05813953488372081,4.345679012345679,NOR,Testing,2025,0.4516244165160496,0.4881650112355673,0.471990943173963
779,A. Sæther,Kristiansund,Kristiansund,GK,GK,0,24,0,2025-12-31,9,869,Norway,Norway,left,197,91,no,0.41,12.32595,4.762998000000001,4.351268999999999,67.44,0.0006318,1.97,1.35,0.05228758169934644,3.068965517241379,NOR,Testing,2025,0.3996984846644597,0.4687150272936385,0.4361437790960627
780,J. de Boer,Bryne,Bryne,GK,GK,0,25,250000,2025-06-30,9,895,Netherlands,Netherlands,right,199,86,no,0.8,1.9095,5.026356,4.323277000000001,53.85,0.0028392,1.71,0.7,-0.1036585365853659,2.165745856353591,NOR,Testing,2025,0.2808619141253463,0.3143788051458259,0.2989480624148949
781,E. Ødegaard,KFUM,KFUM,GK,GK,0,26,350000,2025-12-31,9,890,Norway,Norway,right,186,80,no,0.1,11.329416,7.080799999999999,6.879089999999999,46.67,0.0228,1.72,1.62,-0.4210526315789476,1.87037037037037,NOR,Testing,2025,0.1545349500712159,0.1645046414850274,0.1602314234250632
782,T. Kinn,Viking,Viking,GK,GK,0,26,250000,,5,503,Norway,Norway,,189,0,no,0.54,12.881078,6.439082000000001,5.37,47.06,0.01353,1.07,1.43,-0.4375,1.888198757763975,NOR,Testing,2025,0.1756499583704521,0.184486158627361,0.180871353213107
783,E. Hadaya,Sandefjord,Sandefjord,GK,GK,0,26,350000,2025-12-31,9,901,Sweden,"Sweden, Syria",right,194,80,no,0.9,16.981056,5.193684999999999,4.292925,53.13,0.0025921,2.6,1.9,-0.1194029850746268,2.133333333333333,NOR,Testing,2025,0.4142098383052341,0.4250727335058851,0.4215133315622872
784,A. Wichne,Haugesund,Haugesund,GK,GK,0,28,200000,2026-12-31,9,901,Norway,Norway,right,182,79,no,0.4,10.29069,8.393753,6.99226,62.3,0.004,1.3,1.2,-0.09523809523809512,2.647826086956522,NOR,Testing,2025,0.2786019954448392,0.3349178124202801,0.3081283787826352
785,J. Karlström,Molde,Molde,GK,GK,0,28,700000,2025-12-31,10,997,Norway,Norway,right,200,90,no,0.27,24.548805,5.053312,3.975285,67.57,1.56e-05,1.35,1.08,-0.009345794392523477,3.092592592592592,NOR,Testing,2025,0.338028776479297,0.3874895401132329,0.3643774492736678
786,P. Bråtveit,Strømsgodset,Strømsgodset,GK,GK,0,29,500000,2025-12-31,8,786,Norway,Norway,right,188,75,no,0.23,19.467287,8.470174,5.83889,68.75,0.000234,1.49,0.8,-0.02994011976047917,3.197674418604651,NOR,Testing,2025,0.3331700747541999,0.4100638023100712,0.3732747446134515
787,M. Dyngeland,Brann,Brann,GK,GK,0,29,900000,2029-12-31,11,1090,Norway,Norway,right,184,81,no,0.33,14.614464,6.195849000000001,5.863805999999999,63.83,0.0003933,0.91,1.32,-0.03703703703703698,2.771428571428571,NOR,Testing,2025,0.2750848685146798,0.3248497187746899,0.3013054662413494
788,N. Haikin,Bodø / Glimt,Bodø / Glimt,GK,GK,0,29,1500000,2026-07-31,8,785,Israel,"Israel, Russia",right,188,74,no,0.69,19.491862,4.81481,4.47,73.33,0.0007885,1.49,1.15,-0.1219512195121952,3.739130434782608,NOR,Testing,2025,0.5064118594457685,0.556304226070395,0.5337284637569737
789,J. Haugaard,Tromsø,Tromsø,GK,GK,0,33,600000,2026-12-31,9,890,Denmark,Denmark,left,199,87,no,0.508313,17.1952,10.313485,9.205625,67.44,0.0023408,1.01,1.42,0.09554140127388544,3.063380281690141,NOR,Testing,2025,0.407205445753925,0.4528919389273645,0.4319671660793294
790,M. Sandberg,HamKam,HamKam,GK,GK,0,34,250000,2026-12-31,6,588,Sweden,Sweden,right,191,80,no,0.46,5.206704000000001,7.34573,7.345346999999999,73.33,0.0010332,2.3,1.68,0.09629629629629632,3.762295081967213,NOR,Testing,2025,0.4993278995221477,0.5968678792807057,0.5505429878885818
791,A. Espínola Oviedo,Sportivo Luqueño,Sportivo Luqueño,GK,GK,0,22,0,,6,529,Argentina,Argentina,,0,0,no,0.34,8.169863999999999,4.937504,5.440085,79.31,0.0048048,0.85,3.06,0.2213740458015268,4.833333333333333,PAR,Testing,2025,0.5531484174463084,0.6213536021713276,0.5898707727807789
