Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Participação,Intensidade defensiva,Inteligência defensiva,Controle de espaço,Controle defensivo,Transição ofensiva,Impacto do passe,Movimentação ofensiva,Criação de oportunidades,rating,percentil,rank
BEL1,2022,400502.0,Gerardo Arteaga,Genk,3629.0,DL,Lateral,Lateral,-0.0555650647000348,-0.0486718600707449,0.0,-0.2918099570215431,-0.0438834268449217,0.1155864550879299,0.0069157292381365,0.0,0.0712444779227916,0.621,34.0,22
BEL1,2022,400512.0,Louis Patris,OH Leuven,3016.0,DR,Lateral,Lateral,0.118721183049934,0.3200487452763489,0.0,-0.0938562820900906,-0.6993492292342796,-0.3047770107046373,-0.39243789501946,0.0,0.1094654049153486,0.585,25.0,25
BEL1,2022,400938.0,Jacob Laursen,Standard Liege,973.0,DL,Lateral,Lateral,0.0773134060688066,-0.6125556110057319,0.0,0.4044886422023397,1.0816735507042452,-0.2701149360636642,-0.0199053034786653,0.0,-0.1168049769051889,0.842,88.0,5
BEL1,2022,409239.0,Ángelo Preciado,Genk,1171.0,DR,Lateral,Lateral,-0.1467836408788691,0.2229025536117369,0.0,0.6821591344554617,-0.1178581407806541,-0.2806321085246939,0.3022052111815557,0.0,-0.1168049769051889,0.654,44.0,19
BEL1,2022,415775.0,Bjorn Meijer,Club Bruges,2989.0,DL,Lateral,Lateral,0.0980125959572992,-0.2291006206526135,0.0,0.1359132207762137,0.4191717528907192,-0.0569914269138789,0.3479903376266605,0.0,0.1115093327538078,0.76,69.0,11
BEL1,2022,420045.0,Junior Sambu Mansoni,RFC Seraing,2215.0,DR,Lateral,Lateral,-0.1329018012884224,0.0937849127283222,0.0,-0.1772519321121322,-0.0894721111022737,-0.4912141107305748,-0.3996867617088315,0.0,-0.1168049769051889,0.627,38.0,21
BEL1,2022,424604.0,Oleksii Sych,Kortrijk,1284.0,DR,Lateral,Lateral,-0.0356080407678837,0.2708373873769161,0.0,-0.1073839814940145,-0.9152257179129984,-0.3495548614315413,-0.352813303226495,0.0,0.1489393656067819,0.451,12.0,29
BEL1,2022,424609.0,Oleksandr Drambaiev,Zulte Waregem,1356.0,DL,Lateral,Lateral,-0.0125505275413738,-0.0130352134432438,0.0,-0.0291390186886575,-0.614516938913788,-0.2826974726023997,-0.1160753899650955,0.0,0.1348290465353498,0.464,16.0,28
BEL1,2022,425958.0,Alec Van Hoorenbeeck,KV Mechelen,1981.0,DL,Lateral,Lateral,0.2885216607304199,-0.4431039588237034,0.0,-0.3326593948262817,0.5375269841462111,0.0639364281928413,-0.1962028253326611,0.0,-0.1168049769051889,0.79,72.0,10
BEL1,2022,442945.0,Yentl Van Genechten,Eupen,2551.0,DR,Lateral,Lateral,-0.1295735082327197,-0.4758258620304303,0.0,0.100686222940523,1.0599647602927065,-0.2965259718442787,-0.4469526763699274,0.0,-0.1168049769051889,0.813,84.0,6
BEL1,2022,442970.0,Novatus Miroshi,Zulte Waregem,2515.0,DL,Lateral,Lateral,0.107111882594135,0.4557365133617825,0.0,-0.0810422224971188,0.2040567836757612,0.4557941070014561,0.0628390626259638,0.0,-0.1168049769051889,0.912,94.0,3
BEL1,2022,455820.0,Moussa N'Diaye,Anderlecht,923.0,DL,Lateral,Lateral,-0.0407753083627994,0.348558037420877,0.0,-0.0169202279987766,-0.120091448622174,0.0352234108099019,-0.127842913148667,0.0,-0.1168049769051889,0.728,59.0,14
BRA1,2022,13755.0,Rafinha,Sao Paulo,2837.0,DR,Lateral,Lateral,0.2419352459705473,0.1663566457192991,0.6623598621742934,0.401215118360174,-0.0107703527926101,1.5195734269720762,-0.0198178101762083,-0.8054097854210326,-0.8738430845252805,0.773,69.0,23
BRA1,2022,18265.0,Fábio Santos,Corinthians,1714.0,DL,Lateral,Lateral,0.5433384211746143,0.3844866383531526,0.3494934445296043,0.2165800440366537,-0.144771159639648,0.2311732423943724,0.0278393197039278,-0.3012334219592965,-0.7936283016334515,0.781,76.0,18
BRA1,2022,26410.0,Egídio,Coritiba,1373.0,DL,Lateral,Lateral,0.4166825940684516,-0.0767765040660033,0.9765209875419756,-0.0985947252829594,0.5086023333452127,0.2370897614302232,1.1022638446046251,-0.080057712596843,0.8720843010098641,0.851,91.0,7
BRA1,2022,40771.0,Mariano,Atletico MG,1946.0,DR,Lateral,Lateral,0.2363594875819079,1.2378342756869682,0.6972280363810978,0.3153077038460894,-0.2351493772644735,1.5717774326419736,0.5448267935100508,-0.5406560907525736,-0.2443604252521064,0.862,94.0,5
BRA1,2022,41230.0,William Matheus,Juventude,1008.0,DL,Lateral,Lateral,-0.3353846422207268,-0.7576830581028408,-0.9703307836722952,-0.6267295317737431,0.405946759017193,0.0436088945151917,-0.7692353295792258,-0.8603479042735394,-1.0024243682104812,0.499,14.0,61
BRA1,2022,41609.0,Uendel,Cuiaba,1453.0,DL,Lateral,Lateral,-0.0913713690549899,-1.6057105360876462,-0.8486847009332918,-0.6262552947717942,0.5214338785509328,1.80329096525294,0.4833372337642758,-0.3781513383303928,-0.0432553705668015,0.462,11.0,63
BRA1,2022,63806.0,Nino Paraíba,Ceara,2508.0,DR,Lateral,Lateral,0.0497594099263993,-0.2187690710575474,0.0390261856951568,0.0594930441627243,0.5486388634993401,-0.1675463478027472,0.8630917106887561,0.8740018289687489,0.1210549985900804,0.708,56.0,32
BRA1,2022,67199.0,Michel Macedo,Ceara,1192.0,DR,Lateral,Lateral,-0.4796471994535559,-0.0432933727245839,-0.2627053849658387,-0.4184005256945128,0.66686857037316,-0.8655012253274779,-0.4686218120296639,-0.5531128865851097,-0.4432864915398424,0.654,39.0,44
BRA1,2022,74447.0,Marcos Rocha,Palmeiras,2435.0,DR,Lateral,Lateral,1.239922057999739,0.7917678322717528,0.7213008598824615,0.2659070107859054,0.3689671628910254,3.678646543365336,1.251586347606472,0.2619022663277298,0.1005979861841802,0.982,99.0,2
BRA1,2022,76953.0,Dodô,Atletico MG,986.0,DL,Lateral,Lateral,-0.4708953350574794,-0.0601145968406544,-0.1138799807986366,-0.0671109259619946,0.4571360818540924,-1.003069518465036,0.3083283595096519,-0.3728466592046847,0.2911684853987236,0.647,37.0,45
BRA1,2022,78505.0,Patric,America MG,1930.0,DR,Lateral,Lateral,0.4909718226596267,0.0238726112150524,0.2218821946503555,-0.2030752954648829,0.0534076108922795,0.339892688482368,0.7060634006140575,0.4856041797930912,1.2407767007493198,0.746,64.0,26
BRA1,2022,87833.0,Raúl Cáceres,America MG,1763.0,DR,Lateral,Lateral,-0.5132342029793112,-0.9875130947124172,-0.7258692779782705,-0.0568750393295076,1.1270592620830795,-0.2552889412286141,0.858725003461318,1.125372566496993,0.7016044365103076,0.555,20.0,57
BRA1,2022,90132.0,Danilo Avelar,America MG,964.0,DL,Lateral,Lateral,0.7505032066664616,-0.0793283697299001,-0.8309135406781707,-0.2458935245547699,-0.2185416947435067,0.2714868723177971,-0.1058076353172578,-0.6731997361803423,0.974223923333614,0.628,34.0,47
BRA1,2022,101704.0,Bruno Cortez,Avai FC,2701.0,DL,Lateral,Lateral,-0.1907612754183745,-0.103215465482995,-0.5431434910177562,-0.1160622327143291,-0.6924711486051363,-0.3168438280674017,-0.6648834609993333,-0.18057693818321,-0.7915729001285207,0.512,16.0,60
BRA1,2022,102166.0,Fágner,Corinthians,1009.0,DR,Lateral,Lateral,0.1671843327124932,-0.1282005485409299,-0.0438930419602592,0.661320758817342,0.1606302339256796,0.6965045554864444,1.304807014125848,0.885409387173042,0.0952914687237311,0.682,47.0,38
BRA1,2022,114105.0,Renê,Internacional,2730.0,DL,Lateral,Lateral,0.8770686321793357,1.0496426577505973,1.053034903562352,0.0384607687831634,-0.1507945739988929,1.966859879136069,0.4025493273996642,0.1762597041548597,-0.4875532743863024,0.952,97.0,3
BRA1,2022,114194.0,Madson,Santos FC,2351.0,DR,Lateral,Lateral,-0.3235053791724079,-0.3755401491281172,-0.7747462365792999,-0.3683385197471081,0.2545375342245927,-0.6115339800621085,-0.6107689627675401,-0.3977403328662537,0.4425833105623671,0.543,17.0,59
BRA1,2022,121184.0,Rodinei,Flamengo,975.0,DR,Lateral,Lateral,0.6604131220755118,0.2699526954954488,0.331429370101914,0.5807104091658869,-0.5319616547369255,0.2704198644992885,0.7221188046601781,1.1508768533485203,0.134069161712811,0.74,63.0,27
BRA1,2022,121718.0,Marçal,Botafogo RJ,1697.0,DL,Lateral,Lateral,0.941864811364619,0.7025434403656686,1.1700288352760926,0.4377233751941593,-1.0559719169503246,0.2808702953421007,1.3012332524285974,0.1030848649268173,0.8470055817857698,0.844,90.0,8
BRA1,2022,125232.0,Emanuel Brítez,Fortaleza,1988.0,DR,Lateral,Lateral,-0.5025234227132824,0.0733325337854897,-0.6113963250729315,-0.3640558074304487,0.3356171554301627,-0.58841536686702,-1.1877665757160476,-0.7759303558991609,-0.8718045146199022,0.595,26.0,53
BRA1,2022,127618.0,Renzo Saravia,Botafogo RJ,2004.0,DR,Lateral,Lateral,0.3957547345538035,1.1189595151952183,1.1782921195126417,0.3403078850669305,-1.3815459205339686,-0.6509829092810814,-0.6752862231612572,0.2820672692301578,-0.5045232256027189,0.799,81.0,14
BRA1,2022,130563.0,Mayke,Palmeiras,6718.0,DR,Lateral,Lateral,-2.633564031848499,-1.9710195226326184,-2.026273090692151,-0.2040648248038799,0.5916910585181456,-2.124829673844265,-2.0039234583024284,-1.0832437157669197,-0.9917302600089792,0.056,3.0,69
BRA1,2022,132702.0,Daniel Borges,Botafogo RJ,2067.0,DR,Lateral,Lateral,-0.2020181252266572,-0.1324036665518358,0.2292967402089771,0.1252244852314127,-0.5467358745856249,-0.1445064726190521,0.3679964210593878,-0.0615560911248302,-0.1894695249557068,0.6,27.0,52
BRA1,2022,142408.0,Natanael,Avai FC,1337.0,DL,Lateral,Lateral,-0.4113351988083846,-0.4079949284007066,-0.4414803616027011,0.0570801352942603,-0.7182455223919411,-1.0472625756133742,-0.1850194149530911,0.2407063578635151,0.7879778890266884,0.466,13.0,62
BRA1,2022,146526.0,Tinga,Fortaleza,1302.0,DR,Lateral,Lateral,0.9234737504154144,0.4812043213857679,0.162810758691929,0.0346864065634205,-0.4515571026769957,0.9596617644379094,0.1453397916593221,-0.2744145579173969,0.5833939224683541,0.779,73.0,20
BRA1,2022,146795.0,Danilo Barcelos,Goias,1183.0,DL,Lateral,Lateral,-0.1073993734785709,-0.6734926650839723,-1.06512289044255,-0.4826508207927532,0.6949812523361308,0.3212269938203295,-0.2809421934018032,-0.4502389952126667,0.7249031227761893,0.55,19.0,58
BRA1,2022,149574.0,Victor Luís,Ceara,1639.0,DL,Lateral,Lateral,-0.0519510300443803,-0.5316880199797885,0.513814015930656,-0.2346279004884304,-0.4252097187421448,0.0533155336924719,-0.2511285594802415,-0.4291314428274756,-0.4178540764854506,0.616,30.0,50
BRA1,2022,234393.0,Aderlan,Red Bull Bragantino,8029.0,DR,Lateral,Lateral,-2.0456170279225083,-0.7602440202642,-1.7225896174922164,-0.0115503509131278,0.3337159502188312,-1.496162903695351,-1.5156823606621097,-0.8685349524698063,-0.7312981106058435,0.242,6.0,67
BRA1,2022,241822.0,Guilherme Arana,Atletico MG,1904.0,DL,Lateral,Lateral,0.8648178581734046,0.2163430101308619,0.6082637521157847,0.2696377515056962,0.3332058396830444,1.1129187981680035,1.2059752078798749,1.0413539908925369,1.01201697294304,0.871,96.0,4
BRA1,2022,247903.0,Daniel Guedes,Cuiaba,900.0,DR,Lateral,Lateral,0.0232969624390655,-0.5378369414037757,0.3893957934498299,-0.1889172787887194,1.3585408818195448,0.6061344622157123,1.1168715861039031,0.0791467831547681,0.8154590012682209,0.791,79.0,16
BRA1,2022,271550.0,Rafael Ramos,Corinthians,1394.0,DR,Lateral,Lateral,0.2008390552937586,0.8944812672723217,1.0843553921329618,-0.1744186421812799,1.1233573835444228,0.1102210332949662,-0.2719858173751055,-0.4914830342606575,-0.4300980507107538,1.0,100.0,1
BRA1,2022,280413.0,Samuel Xavier,Fluminense,3089.0,DR,Lateral,Lateral,0.1835456420234553,-0.0879513793909171,0.3039486340722446,0.6283677976987593,0.0298835863932227,-0.4581386422201919,-0.237576347330275,0.2137694002676437,0.3155146707474446,0.71,57.0,31
BRA1,2022,290844.0,Rodrigo Soares,Juventude,2993.0,DR,Lateral,Lateral,-0.1040480322943751,-0.6112995641935486,-0.4517494721287696,-0.0439721645854902,0.5269406566570711,0.2575002422883296,0.0062237932030938,-0.4340134649280155,-0.4451718718024217,0.601,29.0,51
BRA1,2022,294983.0,Kevin,Avai FC,2881.0,DR,Lateral,Lateral,0.3129362327305406,0.5679344024155176,0.5498148244106957,-0.3036925882449392,-0.0925480709939346,0.4246773033945836,0.6567904543322768,0.2033141205895535,0.0616734352406382,0.801,83.0,13
BRA1,2022,297581.0,Ayrton Lucas,Flamengo,2818.0,DL,Lateral,Lateral,0.6121107604542927,0.982606588948286,0.5565453396406178,0.3177906637215077,-0.6151172162757006,-0.1806493135862591,-0.0560659091916839,0.1611823593525696,-0.114342192577214,0.821,86.0,11
BRA1,2022,310881.0,Luis Orejuela,Athletico Paranaense,1242.0,DR,Lateral,Lateral,0.0265323739707401,-0.2588650627124494,-0.4453386228532476,-0.119260074423097,0.7575671546829402,-0.1838990831525511,-0.3037540430984164,0.1706666225797607,-0.3304015692816758,0.674,43.0,41
BRA1,2022,328564.0,Fabricio Bustos,Internacional,2928.0,DR,Lateral,Lateral,0.1211868949090041,-0.2287323195466514,-0.0159333542989751,-0.0608905954126903,0.7395539123727243,0.2840106505255063,-0.0445910379524206,-0.2319243179538996,0.3457932095902388,0.728,60.0,29
BRA1,2022,329404.0,Dudu,Atletico GO,1787.0,DR,Lateral,Lateral,0.1400293313408472,-0.3750221586458375,0.3165821522736852,-0.0359692201400505,0.0401407917541844,-0.0134825541413002,0.2905706919693608,0.221470531884203,0.3391567053941879,0.678,46.0,39
BRA1,2022,337900.0,Juninho Capixaba,Fortaleza,3228.0,DL,Lateral,Lateral,1.0847162078863155,1.0514065249464606,0.7995796582439898,0.5715113401460065,-1.2308538845508596,0.7240409905434473,0.589146207042199,0.8313710782173047,0.5116540834085002,0.838,89.0,9
BRA1,2022,337971.0,Bruno Pacheco,Ceara,2583.0,DL,Lateral,Lateral,0.0045501878924968,0.3399773133938943,-0.20411446709459,-0.4363388519819274,0.1882653744935976,0.2286670275017965,0.2133534177656408,0.2560667199571388,-0.3608777552283218,0.699,49.0,37
BRA1,2022,357474.0,Igor Cariús,Cuiaba,1275.0,DL,Lateral,Lateral,0.3454139791255038,0.4086038619967206,0.2067849211623758,-0.2063479983310195,-0.9533670278270558,0.6108754737594794,-0.0812150778049927,-0.0053049640613163,-0.1916566237582119,0.667,40.0,43
BRA1,2022,358143.0,Felipe Jonatan,Santos FC,2287.0,DL,Lateral,Lateral,0.4556769662055913,0.4511812271448704,0.7075544690095389,0.2904623843912062,-0.1763182869160214,1.1329428463914153,0.452508540415428,-0.4197470895679227,-0.5005793120210417,0.811,84.0,12
BRA1,2022,364161.0,Luan Cândido,Red Bull Bragantino,7975.0,DL,Lateral,Lateral,-2.2408709621788097,-1.097648786289568,-1.9761786416690328,-0.5656233823148569,0.6413067692007941,-1.985205621746015,-1.9935517643255096,-1.195103537011133,-0.8421901519032899,0.194,4.0,68
BRA1,2022,364781.0,Rafael Santos,Coritiba,1264.0,DL,Lateral,Lateral,-0.6500906266970297,-1.1844729675006658,-1.1929162049797752,-0.4431559433219689,0.3967002625361485,-0.0426742916966467,-0.2524007473067528,-0.50474044895898,-0.5042368896919243,0.4,7.0,66
BRA1,2022,373432.0,Guga,Atletico MG,1846.0,DR,Lateral,Lateral,0.2388867697342016,0.6585847294315579,0.5449460669989593,1.159977438537937,-0.2395125360635695,-0.1264462525029685,0.1774034613621637,-0.0547152384780531,-0.3157912783274052,0.788,77.0,17
BRA1,2022,373513.0,Lucas Piton,Corinthians,1952.0,DL,Lateral,Lateral,0.1631981736881562,0.2451258969346109,0.1589876464546459,-0.0209997703447269,0.5108027066821024,-0.2671815991499721,0.4109598032911259,-0.3141257258941742,-0.1079277221321139,0.775,70.0,22
BRA1,2022,373514.0,Bruno Méndez,Internacional,1706.0,DR,Lateral,Lateral,-0.0895743022755075,-0.0264827356840953,-0.0817008204903848,-0.0107717721216675,0.7083834646202958,-1.1095343233962218,-1.434474934736098,-1.0324675609326155,-1.2068911701223166,0.718,59.0,30
BRA1,2022,373526.0,Jefferson,Atletico GO,2514.0,DL,Lateral,Lateral,0.3180053827796528,-0.1127232767850458,0.0338887362056062,-0.1669585886192225,-0.1982198676815929,0.8080438855615495,0.4793921771564225,-0.5901297000493588,-0.1087526969604209,0.67,41.0,42
BRA1,2022,374903.0,Khellven,Athletico Paranaense,2345.0,DR,Lateral,Lateral,0.0070169335506563,-0.2837383692731431,-0.377832269082198,0.0506387669505165,0.1843269421253939,-0.3797265175001196,0.2176018526269589,-0.092608111510202,0.576728180446688,0.619,31.0,49
BRA1,2022,374916.0,Caio Paulista,Fluminense,1798.0,DL,Lateral,Lateral,0.1975619992049176,0.614975387185646,0.6752587591226823,1.8173769489272225,-1.0726527486378177,-1.4551124566012947,-0.2669666123194363,1.9024906289852623,0.7988088547242034,0.708,54.0,33
BRA1,2022,376939.0,João Lucas,Cuiaba,2364.0,DR,Lateral,Lateral,-0.0485802505396274,0.1428975835210228,-0.227314339416499,-0.3265643076304486,-0.7346328655143647,0.1660706365633672,-0.5017611928901051,0.0887664518642752,-0.3634410061149716,0.578,24.0,54
BRA1,2022,379228.0,Abner Vinícius,Athletico Paranaense,2307.0,DL,Lateral,Lateral,0.3581766131226614,0.0802591443609647,0.020547690963438,-0.359445238875459,-0.0648109926810592,0.937174003694646,0.1889633073722494,-0.3851923278532136,-0.1742602097581304,0.706,53.0,34
BRA1,2022,380650.0,Arthur Henrique,Atletico GO,1098.0,DL,Lateral,Lateral,0.0073233175907604,0.5354097023371395,1.1753920519354113,-0.2487982538466783,-0.5952181467028446,0.1714764369976094,0.1724965135904744,0.412019479514302,0.522900922197028,0.78,74.0,19
BRA1,2022,389158.0,Welington,Sao Paulo,1888.0,DL,Lateral,Lateral,0.4067205998865291,0.0334673058340502,-0.0369548652428476,0.2548461711260201,0.6814980464202347,0.2673436185458339,1.546376298590853,0.9464267037249688,0.9395141822760292,0.776,71.0,21
BRA1,2022,397498.0,Natanael,Coritiba,1593.0,DR,Lateral,Lateral,-0.2458979868695809,-0.1135790896546278,-0.7548026389906034,-0.2022941477526061,0.7232110019358923,-0.652202111755328,-0.6693153896912712,-0.4644895551390962,-0.5730293046225305,0.627,33.0,48
BRA1,2022,398130.0,Matheuzinho,Flamengo,2356.0,DR,Lateral,Lateral,0.2980360295079747,0.1711104114433273,0.1937953850919951,0.1894314937381973,0.1341879348604951,0.1647707096475922,0.2510558750348189,-0.1713179021757407,0.503642480619339,0.747,66.0,25
BRA1,2022,400652.0,Gustavo Mantuan,Corinthians,945.0,DR,Lateral,Lateral,-0.0838824148489464,-1.214081800225791,-0.2141696690841665,0.8087620873422336,0.5033195100658331,-0.5976750588098931,-0.5203047261569738,3.0295954593345207,1.4214266900618688,0.564,23.0,55
BRA1,2022,406718.0,Vanderlan,Palmeiras,5831.0,DL,Lateral,Lateral,-3.2493800992820066,-1.7587454419444608,-2.486724285313829,-0.3712502108714205,0.9047247202879032,-2.5264917663537543,-2.4282109322198484,-1.362699124482004,-1.4730262306711392,0.0,1.0,70
BRA1,2022,407747.0,Rubens,Atletico MG,1396.0,DL,Lateral,Lateral,0.1308849125225752,0.8976666263569146,0.9562458884293136,0.2753750519489202,-0.4376165990088784,-1.2563993531406628,-0.2828923314068542,0.4744735043337905,0.1891420567007855,0.823,87.0,10
BRA1,2022,410287.0,Sávio,Goias,931.0,DL,Lateral,Lateral,0.2763372563441275,-1.120549247011165,0.1208609827087732,-0.6366457454268462,-0.2930514098605211,0.7186640830175979,0.3661255090138879,-0.4137914568734382,-0.0877432275281779,0.563,21.0,56
BRA1,2022,416790.0,Paulo Henrique,Juventude,1625.0,DR,Lateral,Lateral,0.0951336862124753,0.3228322510592762,-0.1174163670749623,-0.1007083015884295,0.0619256650659733,-0.5411028739690584,0.1622203192631645,1.40734177497828,0.701629563476019,0.703,51.0,35
BRA1,2022,416800.0,Moraes,Juventude,1474.0,DL,Lateral,Lateral,0.162788828718815,0.9257689863441848,0.625999717312122,-0.2021156239650879,-0.418995722003066,-0.1821352405332482,-0.2875115464995255,0.0969188963961426,0.2640731614848127,0.797,80.0,15
BRA1,2022,416911.0,Marlon,America MG,2365.0,DL,Lateral,Lateral,0.3349085558680679,0.9276852547727342,0.5230219398989746,-0.2271684172995714,-0.8304931181977895,0.6362615698913517,0.0846620684968019,0.1915066378574163,0.0190767687838602,0.763,67.0,24
BRA1,2022,416921.0,Hayner,Atletico GO,1530.0,DR,Lateral,Lateral,-0.1688349699702757,-0.0310647061600616,0.1288043781462541,0.1061690351827352,0.4123292521947256,-0.6675679241522972,-0.0681237069852751,0.5981781672751991,0.2270967454726635,0.701,50.0,36
BRA1,2022,418965.0,Matheus Alexandre,Coritiba,1546.0,DR,Lateral,Lateral,-0.1888159607571979,-0.1251480115823419,-0.0478641965337175,-0.8005932352698892,1.0132127108765918,-1.0531408834457263,-0.7976187066646916,-0.5908973430822294,-0.9616471739236888,0.732,61.0,28
BRA1,2022,422035.0,Joaquín Piquerez,Palmeiras,2409.0,DL,Lateral,Lateral,0.3150852065566433,1.2434657531342592,1.120751451613065,0.288771478103466,-0.780174980224468,0.2614353204271946,0.2839820775217385,-0.5113963412798461,-0.1751318297824533,0.858,93.0,6
BRA1,2022,425770.0,Pedro Henrique,Athletico Paranaense,1555.0,DL,Lateral,Lateral,-0.2075886349532734,-0.2559725602667533,0.1969652710921154,-0.3530521452767985,0.3836447271741529,-0.0922821733786732,0.2932866989637018,0.0942031357839069,-0.3248585839905127,0.678,44.0,40
BRA1,2022,436501.0,Lucas Pires,Santos FC,1618.0,DL,Lateral,Lateral,0.3026069052362725,-0.1032307002152151,-0.1357146543536591,-0.4457429557563465,-0.2521060080417934,0.3178141679100574,1.268566713518742,0.6726716655027377,0.1266796938306121,0.647,36.0,46
