Atleta,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
T. Pilík,10,2444,CZH,2021,Extremo
T. Poznar,12,2784,CZH,2021,Atacante
T. Schumacher,1,1374,CZH,2021,Lateral
T. Smola,12,900,CZH,2021,Atacante
T. Solil,8,2499,CZH,2021,Segundo Volante
T. Vondrášek,1,2102,CZH,2021,Lateral
T. Wiesner,1,1140,CZH,2021,Lateral
T. Zahradníček,10,1033,CZH,2021,Extremo
T. Zajíc,12,1721,CZH,2021,Atacante
V. Beneš,4,1732,CZH,2021,Zagueiro
V. Daníček,7,2138,CZH,2021,Primeiro Volante
V. Drchal,12,982,CZH,2021,Atacante
V. Fendrich,0,1919,CZH,2021,Goleiro
V. Jovović,10,1586,CZH,2021,Extremo
V. Jurečka,10,1547,CZH,2021,Extremo
V. Juřena,12,1145,CZH,2021,Atacante
V. Kubista,4,2300,CZH,2021,Zagueiro
V. Levin,7,2413,CZH,2021,Primeiro Volante
V. Nemrava,0,2195,CZH,2021,Goleiro
V. Pilař,10,1477,CZH,2021,Extremo
V. Procházka,4,2437,CZH,2021,Zagueiro
V. Smrž,8,1463,CZH,2021,Segundo Volante
V. Svoboda,1,1080,CZH,2021,Lateral
V. Tchanturishvili,1,1510,CZH,2021,Lateral
V. Vorel,0,1128,CZH,2021,Goleiro
V. Vukadinović,12,1310,CZH,2021,Atacante
Y. Dramé,11,2142,CZH,2021,Extremo
Z. Ondrášek,12,1553,CZH,2021,Atacante
A. Bah,1,1077,DEN,2021,Lateral
A. Brunst,0,1833,DEN,2021,Goleiro
A. Bruus,1,2026,DEN,2021,Lateral
A. Dreyer,10,2433,DEN,2021,Extremo
A. Grønbæk,10,2011,DEN,2021,Extremo
A. Jacobsen,12,2510,DEN,2021,Atacante
A. Juel Andersen,4,1393,DEN,2021,Zagueiro
A. Jung,4,3001,DEN,2021,Zagueiro
A. Kamara,12,1330,DEN,2021,Atacante
A. Ludwig,4,2640,DEN,2021,Zagueiro
A. Mabil,10,1198,DEN,2021,Extremo
A. Maxsø,4,2906,DEN,2021,Zagueiro
A. Mucolli,10,1835,DEN,2021,Extremo
A. Munksgaard,1,1736,DEN,2021,Lateral
A. Okosun,8,1917,DEN,2021,Segundo Volante
A. Pavlović,12,941,DEN,2021,Atacante
A. Rømer,8,1411,DEN,2021,Segundo Volante
A. Schjelderup,12,1031,DEN,2021,Atacante
A. Scholz,4,2922,DEN,2021,Zagueiro
A. Thrándarson,7,1286,DEN,2021,Primeiro Volante
Allan Sousa,10,2614,DEN,2021,Extremo
B. Blume,8,2358,DEN,2021,Segundo Volante
B. Hamalainen,1,1180,DEN,2021,Lateral
B. Hvidt,8,1077,DEN,2021,Segundo Volante
B. Jacobsen,7,2306,DEN,2021,Primeiro Volante
B. Kopplin,1,2209,DEN,2021,Lateral
C. Højer,1,2681,DEN,2021,Lateral
C. Jakobsen,12,1606,DEN,2021,Atacante
C. Tengstedt,10,1070,DEN,2021,Extremo
D. Cools,1,1754,DEN,2021,Lateral
D. Granli,4,2136,DEN,2021,Zagueiro
D. Kolinger,4,1738,DEN,2021,Zagueiro
D. Svensson,1,1485,DEN,2021,Lateral
E. Holm,1,937,DEN,2021,Lateral
E. Kornvig,8,1391,DEN,2021,Segundo Volante
E. Marxen,4,2058,DEN,2021,Zagueiro
E. Nielsen,11,1590,DEN,2021,Extremo
E. Sabbi,10,1757,DEN,2021,Extremo
E. Sviatchenko,4,2698,DEN,2021,Zagueiro
Evander,7,2270,DEN,2021,Primeiro Volante
F. Børsting,1,1828,DEN,2021,Lateral
F. Lauenborg,8,1654,DEN,2021,Segundo Volante
F. Onyeka,7,2312,DEN,2021,Primeiro Volante
F. Tingager,4,1242,DEN,2021,Zagueiro
F. Winther,4,1157,DEN,2021,Zagueiro
G. Links,10,2000,DEN,2021,Extremo
H. Hansson,8,2546,DEN,2021,Segundo Volante
H. Hermannsson,4,1885,DEN,2021,Zagueiro
H. Wright,12,2065,DEN,2021,Atacante
I. Atanga,12,1006,DEN,2021,Atacante
I. Fossum,9,2924,DEN,2021,Meia
I. Groothuizen,0,1265,DEN,2021,Goleiro
I. Jebali,12,2445,DEN,2021,Atacante
I. Mesík,4,1604,DEN,2021,Zagueiro
J. Ahlmann,1,2439,DEN,2021,Lateral
J. Andersson,1,1195,DEN,2021,Lateral
J. Buus,1,1684,DEN,2021,Lateral
J. Cajuste,7,2079,DEN,2021,Primeiro Volante
J. Eskesen,11,1923,DEN,2021,Extremo
J. Gammelby,11,1740,DEN,2021,Extremo
J. Gemmer,8,1451,DEN,2021,Segundo Volante
J. Gomez,4,950,DEN,2021,Zagueiro
J. Hansen,0,1706,DEN,2021,Goleiro
J. Juelsgård,4,2028,DEN,2021,Zagueiro
J. Lauridsen,1,1397,DEN,2021,Lateral
J. Lindstrøm,8,2492,DEN,2021,Segundo Volante
J. Lössl,0,1270,DEN,2021,Goleiro
J. Ojala,4,1748,DEN,2021,Zagueiro
J. Okore,4,1146,DEN,2021,Zagueiro
J. Radošević,7,2411,DEN,2021,Primeiro Volante
J. Rinne,0,3076,DEN,2021,Goleiro
J. Schoop,9,1677,DEN,2021,Meia
J. Simonsen,1,1955,DEN,2021,Lateral
J. Skjelvik,1,1709,DEN,2021,Lateral
J. Stage,8,1635,DEN,2021,Segundo Volante
J. Steen Christensen,8,2425,DEN,2021,Segundo Volante
J. Thomasen,7,2135,DEN,2021,Primeiro Volante
J. Thorsen,8,1041,DEN,2021,Segundo Volante
J. Thorsteinsson,10,2201,DEN,2021,Extremo
J. Tverskov,4,2665,DEN,2021,Zagueiro
J. Wind,12,2572,DEN,2021,Atacante
K. Bartolec,1,1135,DEN,2021,Lateral
K. Diks,1,1977,DEN,2021,Lateral
K. Enghardt,4,2254,DEN,2021,Zagueiro
K. Grabara,0,2843,DEN,2021,Goleiro
K. Hansen,4,1380,DEN,2021,Zagueiro
K. Johnsson,0,2227,DEN,2021,Goleiro
K. Jørgensen,1,1385,DEN,2021,Lateral
K. Kusk,12,2132,DEN,2021,Atacante
K. Larsen,4,1899,DEN,2021,Zagueiro
K. Mensah,1,1946,DEN,2021,Lateral
K. Pallesen,1,2772,DEN,2021,Lateral
K. Sulemana,12,2621,DEN,2021,Atacante
K. Tshiembe,4,2148,DEN,2021,Zagueiro
K. Wilczek,12,1418,DEN,2021,Atacante
K. Yamga,1,1113,DEN,2021,Lateral
L. Andersen,9,1124,DEN,2021,Meia
L. Berg Johnsen,8,1211,DEN,2021,Segundo Volante
L. Engel,10,1038,DEN,2021,Extremo
L. Fosgaard,1,1975,DEN,2021,Lateral
L. Hetemi,8,1094,DEN,2021,Segundo Volante
L. Lerager,7,1239,DEN,2021,Primeiro Volante
L. Prip,10,2857,DEN,2021,Extremo
L. Qamili,12,1219,DEN,2021,Atacante
L. Thomas,0,3110,DEN,2021,Goleiro
L. Vigen Christensen,8,1263,DEN,2021,Segundo Volante
M. Albæk,8,2281,DEN,2021,Segundo Volante
M. Amundsen,1,1239,DEN,2021,Lateral
M. Anderson,10,1201,DEN,2021,Extremo
M. Brajanac,12,1114,DEN,2021,Atacante
M. Dal Hende,1,2791,DEN,2021,Lateral
M. Daramy,10,1535,DEN,2021,Extremo
M. Delač,0,2993,DEN,2021,Goleiro
M. Diomande,1,934,DEN,2021,Lateral
M. Egho,12,2435,DEN,2021,Atacante
M. Frendrup,8,2520,DEN,2021,Segundo Volante
M. Frese,1,1090,DEN,2021,Lateral
M. Frøkjær-Jensen,10,1249,DEN,2021,Extremo
M. Greve,4,1255,DEN,2021,Zagueiro
M. Greve,10,2730,DEN,2021,Extremo
M. Hannesbo,10,1010,DEN,2021,Extremo
M. Hebo Rasmussen,8,2685,DEN,2021,Segundo Volante
M. Kallesøe,1,1466,DEN,2021,Lateral
M. Kiilerich,4,2698,DEN,2021,Zagueiro
M. Kofod Andersen,8,2913,DEN,2021,Segundo Volante
M. Nielsen,4,1188,DEN,2021,Zagueiro
M. Opondo,10,1441,DEN,2021,Extremo
M. Rømer,7,2082,DEN,2021,Primeiro Volante
M. Ross,4,1965,DEN,2021,Zagueiro
M. Rygaard,9,984,DEN,2021,Meia
M. Schwäbe,0,3098,DEN,2021,Goleiro
M. Thychosen,4,2350,DEN,2021,Zagueiro
M. Uhre,12,2746,DEN,2021,Atacante
M. Warming,11,1743,DEN,2021,Extremo
M. Zanka Jørgensen,4,2421,DEN,2021,Zagueiro
N. Boilesen,1,2239,DEN,2021,Lateral
N. Brock-Madsen,12,1323,DEN,2021,Atacante
N. Dyhr,1,1611,DEN,2021,Lateral
N. Geertsen,4,994,DEN,2021,Zagueiro
N. Poulsen,7,2152,DEN,2021,Primeiro Volante
O. Christensen,0,2373,DEN,2021,Goleiro
O. Lund,1,1870,DEN,2021,Lateral
O. Villadsen,1,1505,DEN,2021,Lateral
P. Ankersen,1,1924,DEN,2021,Lateral
P. Banggaard,4,2553,DEN,2021,Zagueiro
P. Bengtsson,1,1613,DEN,2021,Lateral
P. Bjur,1,1404,DEN,2021,Lateral
P. Carlgren,0,2980,DEN,2021,Goleiro
P. Kanstrup,4,2124,DEN,2021,Zagueiro
P. Mortensen,12,2762,DEN,2021,Atacante
P. Nymann,1,1599,DEN,2021,Lateral
P. Olsen,8,2855,DEN,2021,Segundo Volante
P. Schmiedl,4,924,DEN,2021,Zagueiro
P. Sisto,10,1990,DEN,2021,Extremo
P. Vindahl Jensen,0,3011,DEN,2021,Goleiro
Paulinho,1,2280,DEN,2021,Lateral
Pedro Ferreira,8,2452,DEN,2021,Segundo Volante
Pep Biel,11,1527,DEN,2021,Extremo
R. Falk,8,2385,DEN,2021,Segundo Volante
R. Laursen,1,1553,DEN,2021,Lateral
R. Østrøm,1,923,DEN,2021,Lateral
R. Thelander,4,2563,DEN,2021,Zagueiro
R. Thellufsen Pedersen,8,916,DEN,2021,Segundo Volante
R. Vinderslev,8,1468,DEN,2021,Segundo Volante
S. Crone,1,924,DEN,2021,Lateral
S. Ezatolahi,7,2723,DEN,2021,Primeiro Volante
S. Gartenmann,4,2872,DEN,2021,Zagueiro
S. Graves,4,2157,DEN,2021,Zagueiro
S. Hausner,4,2556,DEN,2021,Zagueiro
S. Hedlund,12,2201,DEN,2021,Atacante
S. Kaba,12,2067,DEN,2021,Atacante
S. Piesinger,4,1627,DEN,2021,Zagueiro
S. Reese,4,1499,DEN,2021,Zagueiro
S. Rosted,4,1479,DEN,2021,Zagueiro
T. Chukwuani,8,941,DEN,2021,Segundo Volante
T. Kehinde,10,1691,DEN,2021,Extremo
T. Kløve,8,2244,DEN,2021,Segundo Volante
T. Klysner,10,1260,DEN,2021,Extremo
T. Mikkelsen,0,2891,DEN,2021,Goleiro
T. Mølgaard,1,1865,DEN,2021,Lateral
T. Prica,12,1069,DEN,2021,Atacante
T. van Weert,12,1675,DEN,2021,Atacante
U. Jenssen,4,2514,DEN,2021,Zagueiro
V. Fischer,10,1622,DEN,2021,Extremo
V. Hammershøj-Mistrati,8,2334,DEN,2021,Segundo Volante
V. Jensen,9,1171,DEN,2021,Meia
V. Kristiansen,1,945,DEN,2021,Lateral
V. Mpindi,7,2112,DEN,2021,Primeiro Volante
V. Nelsson,4,2527,DEN,2021,Zagueiro
V. Torp,12,2344,DEN,2021,Atacante
W. Faghir,12,1924,DEN,2021,Atacante
Y. Ramadani,8,2078,DEN,2021,Segundo Volante
Zeca,7,2659,DEN,2021,Primeiro Volante
A. Assis,8,2273,ECU,2021,Segundo Volante
A. Baroja,0,1012,ECU,2021,Goleiro
A. Cabeza,12,1667,ECU,2021,Atacante
A. Cisneros,4,2066,ECU,2021,Zagueiro
A. Frezzotti,7,984,ECU,2021,Primeiro Volante
A. Gabbarini,0,2266,ECU,2021,Goleiro
A. Godoy,8,1115,ECU,2021,Segundo Volante
Á. Gracia,1,1107,ECU,2021,Lateral
A. Landázuri,4,1383,ECU,2021,Zagueiro
Á. Ledesma,12,1578,ECU,2021,Atacante
A. Leguizamón,4,2966,ECU,2021,Zagueiro
A. López,1,1656,ECU,2021,Lateral
A. Mendoza,1,2312,ECU,2021,Lateral
A. Moreira,4,2079,ECU,2021,Zagueiro
A. Muñoz,10,1623,ECU,2021,Extremo
A. Murialdo,12,1381,ECU,2021,Atacante
Á. Pizzorno,4,2797,ECU,2021,Zagueiro
A. Quiñonez,10,1513,ECU,2021,Extremo
A. Santacruz,4,2494,ECU,2021,Zagueiro
A. Zapata,10,1545,ECU,2021,Extremo
Ar. Rodríguez,10,2220,ECU,2021,Extremo
B. Arce,12,1159,ECU,2021,Atacante
B. Carabalí,10,1948,ECU,2021,Extremo
B. Castillo,1,2395,ECU,2021,Lateral
B. Cucco,4,1032,ECU,2021,Zagueiro
B. Delgado,10,2164,ECU,2021,Extremo
B. García,8,1411,ECU,2021,Segundo Volante
B. Heras,0,2290,ECU,2021,Goleiro
B. Hernández,1,1840,ECU,2021,Lateral
B. Piñatares,7,1931,ECU,2021,Primeiro Volante
B. Rivera,1,1147,ECU,2021,Lateral
B. Rodríguez,11,1090,ECU,2021,Extremo
C. Cruz,1,2112,ECU,2021,Lateral
C. Cuero,12,1070,ECU,2021,Atacante
C. Cuero,1,1786,ECU,2021,Lateral
C. Feraud,8,2375,ECU,2021,Segundo Volante
C. Garcés,12,1671,ECU,2021,Atacante
C. García,7,1815,ECU,2021,Primeiro Volante
C. Martínez Borja,12,972,ECU,2021,Atacante
C. Orejuela,10,988,ECU,2021,Extremo
C. Palomeque,1,1288,ECU,2021,Lateral
C. Pellerano,7,1608,ECU,2021,Primeiro Volante
C. Penilla,10,1205,ECU,2021,Extremo
C. Tutalchá,1,1900,ECU,2021,Lateral
C. Vélez,8,1259,ECU,2021,Segundo Volante
D. Armas,8,1130,ECU,2021,Segundo Volante
D. Arroyo,8,2765,ECU,2021,Segundo Volante
D. Bone,7,1632,ECU,2021,Primeiro Volante
D. Cabezas,12,2352,ECU,2021,Atacante
D. Díaz,12,1671,ECU,2021,Atacante
D. Dorregaray,12,2350,ECU,2021,Atacante
D. Frascarelli,0,2502,ECU,2021,Goleiro
D. García,10,1828,ECU,2021,Extremo
D. Jiménez,8,2625,ECU,2021,Segundo Volante
D. Luna,10,2700,ECU,2021,Extremo
D. Patiño,1,1334,ECU,2021,Lateral
D. Quilumba,4,1575,ECU,2021,Zagueiro
D. Quintero,4,1855,ECU,2021,Zagueiro
D. Reasco,12,1062,ECU,2021,Atacante
D. Schmidt,4,1951,ECU,2021,Zagueiro
D. Torres,4,1553,ECU,2021,Zagueiro
E. Caicedo,8,1902,ECU,2021,Segundo Volante
E. Farías,12,1112,ECU,2021,Atacante
E. Guevara,4,2892,ECU,2021,Zagueiro
E. Méndez,8,942,ECU,2021,Segundo Volante
E. Montaño,12,910,ECU,2021,Atacante
E. Patta,1,2636,ECU,2021,Lateral
E. Rodríguez,9,1170,ECU,2021,Meia
E. Tovo,4,1197,ECU,2021,Zagueiro
É. Vega,7,1304,ECU,2021,Primeiro Volante
F. Barceló,12,2276,ECU,2021,Atacante
F. Fontanini,4,1444,ECU,2021,Zagueiro
F. Fydriszewski,12,2296,ECU,2021,Atacante
F. Gaibor,9,1785,ECU,2021,Meia
F. Guerra,4,2087,ECU,2021,Zagueiro
F. Guerrero,1,959,ECU,2021,Lateral
F. Jourdan,10,1366,ECU,2021,Extremo
F. Martínez,8,2009,ECU,2021,Segundo Volante
F. Mera,10,998,ECU,2021,Extremo
F. Mina,10,1143,ECU,2021,Extremo
F. Mora,1,2431,ECU,2021,Lateral
G. Achilier,4,2335,ECU,2021,Zagueiro
G. Anangonó,1,2020,ECU,2021,Lateral
G. Bustamante,1,1386,ECU,2021,Lateral
G. Cevallos,0,2578,ECU,2021,Goleiro
G. Corozo,1,1124,ECU,2021,Lateral
G. Corozo,1,1778,ECU,2021,Lateral
G. Cortez,1,1810,ECU,2021,Lateral
G. Cortéz,9,941,ECU,2021,Meia
G. De Los Santos,4,1872,ECU,2021,Zagueiro
G. Jara,10,986,ECU,2021,Extremo
G. Martínez,9,1284,ECU,2021,Meia
G. Mastriani,12,1788,ECU,2021,Atacante
G. Nazareno,1,1081,ECU,2021,Lateral
G. Valle,0,1194,ECU,2021,Goleiro
G. Verón,10,988,ECU,2021,Extremo
H. Galíndez,0,2507,ECU,2021,Goleiro
H. Matamoros,9,1269,ECU,2021,Meia
H. Patta,10,2287,ECU,2021,Extremo
H. Piedra,0,2468,ECU,2021,Goleiro
H. Salaberry,4,1412,ECU,2021,Zagueiro
I. Zambrano,8,1193,ECU,2021,Segundo Volante
J. Alcívar,8,1935,ECU,2021,Segundo Volante
J. Alman,12,1388,ECU,2021,Atacante
J. Andrade,9,2476,ECU,2021,Meia
J. Angulo,10,1707,ECU,2021,Extremo
J. Ayoví,12,1231,ECU,2021,Atacante
J. Ayoví,10,2031,ECU,2021,Extremo
J. Bauman,12,2830,ECU,2021,Atacante
J. Bolaños,1,2221,ECU,2021,Lateral
J. Burrai,0,2852,ECU,2021,Goleiro
J. Carabalí,1,1242,ECU,2021,Lateral
J. Cazares,8,2121,ECU,2021,Segundo Volante
J. Cevallos,9,1559,ECU,2021,Meia
J. Chávez,1,1438,ECU,2021,Lateral
J. Cifuente,12,1880,ECU,2021,Atacante
J. Corozo,10,2579,ECU,2021,Extremo
J. Domínguez,4,966,ECU,2021,Zagueiro
J. Estacio,8,1169,ECU,2021,Segundo Volante
J. Fajardo,12,2498,ECU,2021,Atacante
J. Ferrari,4,1145,ECU,2021,Zagueiro
J. Hernández,10,1472,ECU,2021,Extremo
J. Humanante,7,2575,ECU,2021,Primeiro Volante
J. Hurtado,1,2194,ECU,2021,Lateral
J. Jaime,4,1382,ECU,2021,Zagueiro
J. Jiménez,4,2403,ECU,2021,Zagueiro
J. Julio,10,2099,ECU,2021,Extremo
J. Kouffati,9,1631,ECU,2021,Meia
J. León,4,1516,ECU,2021,Zagueiro
J. López Pissano,9,1403,ECU,2021,Meia
J. Mohor,1,1396,ECU,2021,Lateral
J. Ortiz,8,2764,ECU,2021,Segundo Volante
J. Padilla,0,1682,ECU,2021,Goleiro
J. Peña,4,1502,ECU,2021,Zagueiro
J. Pinos,0,1655,ECU,2021,Goleiro
J. Pucheta,0,2140,ECU,2021,Goleiro
J. Quiñonez,4,1448,ECU,2021,Zagueiro
J. Quiñónez,7,1894,ECU,2021,Primeiro Volante
J. Quintero,1,1181,ECU,2021,Lateral
J. Rezabala,10,1556,ECU,2021,Extremo
J. Rodríguez,7,1436,ECU,2021,Primeiro Volante
J. Rodríguez,1,1531,ECU,2021,Lateral
J. Rojas,10,1881,ECU,2021,Extremo
J. Santacruz,12,1268,ECU,2021,Atacante
J. Sornoza,12,1320,ECU,2021,Atacante
J. Tévez,12,1754,ECU,2021,Atacante
J. Uchuari,10,1574,ECU,2021,Extremo
J. Valencia,10,1192,ECU,2021,Extremo
José Angulo,12,1470,ECU,2021,Atacante
