Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
209,J. Herrera,Red Bull Bragantino,Red Bull Bragantino,"RAMF, RW, CF",RAMF,10,23,0,2029-12-31,14,819,Argentina,Argentina,left,172,68,no,2.966337,2.53,1.54011,0.55,2.09,0.15,0.5499670000000001,5.882,0.12,0.66,1.1,0.55,0.44,BRA1,Testing,2026,0.3228680046910915,0.310212642132177,0.3165403234116342
210,Matheus Martins,Botafogo,Botafogo,"LAMF, CF, LW",LAMF,10,22,7000000,2028-12-31,15,939,Brazil,Brazil,right,179,77,no,4.217724,2.49,2.2977,0.38,1.92,0.22,1.151005,18.182,0.03,0.58,0.58,0.58,0.19,BRA1,Testing,2026,0.4539047627149738,0.4253611641748429,0.4396329634449083
211,Allan Elias,Palmeiras,Palmeiras,"RW, RAMF",RW,10,22,0,2029-12-31,17,1322,Brazil,Brazil,,0,0,no,6.332661999999999,1.97,3.334608,0.48,1.23,0.16,0.816855,15.385,0.06,0.82,0.89,0.2,0.54,BRA1,Testing,2026,0.3571914256777073,0.3591741917099981,0.3581828086938527
212,Victor Hugo,Atlético Mineiro,Atlético Mineiro,"RW, LCMF, RCMF",RW,10,22,0,2030-12-31,15,1310,Brazil,Brazil,left,184,81,no,3.711136,1.37,1.168212,0.21,1.1,0.12,0.618,20.0,0.09,0.76,0.76,0.27,0.48,BRA1,Testing,2026,0.3668069320928912,0.3427952080132358,0.3548010700530635
213,Lucas Ronier,Coritiba,Coritiba,"RW, RAMF",RW,10,21,0,2027-12-31,15,1368,Brazil,Brazil,left,165,60,no,5.002116,2.76,2.304988,0.26,1.58,0.15,0.46,3.571,0.14,0.79,0.79,0.39,0.46,BRA1,Testing,2026,0.2835270382302884,0.2900376153472958,0.2867823267887921
214,Gabriel Bontempo,Santos,Santos,"RAMF, RW, RCMF",RAMF,10,21,0,2030-12-31,16,1169,Brazil,Brazil,unknown,0,0,no,2.231,2.16,1.000404,0.46,0.69,0.07,0.07665899999999999,0.0,0.11,1.39,1.08,0.46,0.54,BRA1,Testing,2026,0.1764485082076798,0.1851657681647983,0.1808071381862391
215,J. Lavega,Coritiba,Coritiba,"LW, RAMF",LW,10,21,1500000,2029-12-31,17,947,Uruguay,Uruguay,left,174,68,yes,1.237308,1.43,0.76,0.29,2.38,0.23,0.66774,38.462,0.04,0.38,0.67,0.48,0.29,BRA1,Testing,2026,0.405484068865579,0.4277505132719334,0.4166172910687561
216,Gabriel Mec,Grêmio,Grêmio,"LWF, AMF, LAMF",LWF,11,18,0,2027-06-30,14,742,Brazil,Brazil,unknown,0,0,no,5.215905,2.06,1.820979,0.36,1.33,0.2,0.486618,16.667,0.04,0.61,0.36,0.0,0.24,BRA1,Testing,2026,0.3032691371709544,0.2954331949665174,0.2993511660687359
217,Keny Arroyo,Cruzeiro,Cruzeiro,"RAMF, LAMF",RAMF,10,20,0,2029-12-31,15,986,Ecuador,Ecuador,left,176,67,no,4.016619,3.19,2.832348,0.18,1.46,0.12,0.9130799999999999,8.696,0.14,1.0,1.0,0.82,0.73,BRA1,Testing,2026,0.4610763452956542,0.4281258364574955,0.4446010908765748
218,Breno Bidon,Corinthians,Corinthians,"RAMF, RW, RCMF",RAMF,10,21,0,2029-12-31,16,1254,Brazil,Brazil,left,174,70,no,3.733268000000001,0.65,0.9305120000000001,0.0,0.93,0.1,0.143622,18.182,0.04,0.65,0.36,0.0,0.14,BRA1,Testing,2026,0.2367801340681869,0.2120439620939041,0.2244120480810455
219,Guilherme Marques,Atlético GO,Atlético GO,"RAMF, AMF, CF",RAMF,10,35,650000,2026-11-30,12,703,Brazil,Brazil,left,174,75,no,2.817962,2.69,1.40553,0.13,2.05,0.21,0.767194,14.286,0.22,1.54,1.41,0.9,0.38,BRA2,Testing,2026,0.4748070584119534,0.4667112542209017,0.4707591563164275
220,Aylon,Operário PR,Operário PR,"LWF, LAMF, RW",LWF,11,34,350000,2026-11-30,12,951,Brazil,Brazil,right,180,75,no,2.840625,1.89,0.5656859999999999,0.0,1.8,0.17,0.378714,6.667,0.12,1.04,0.38,0.38,0.47,BRA2,Testing,2026,0.2558986181568864,0.2644364488202636,0.260167533488575
221,Vinícius,Náutico,Náutico,"RAMF, LAMF, CF",RAMF,10,32,1000000,2027-12-31,14,1379,Brazil,Brazil,right,180,83,no,3.327045,3.65,1.762902,0.72,1.96,0.32,1.174117,13.636,0.18,1.11,0.98,1.17,1.04,BRA2,Testing,2026,0.5729565957288183,0.5858976146318008,0.5794271051803095
222,Gegé,Goiás,Goiás,"LAMF, LCMF, LW",LAMF,10,32,200000,2026-12-31,10,810,Brazil,Brazil,left,175,70,yes,0.9998999999999999,1.44,0.6667000000000001,0.0,0.78,0.11,0.666338,10.526,0.11,1.11,1.11,0.33,0.33,BRA2,Testing,2026,0.2948614767097806,0.2763201243546931,0.2855908005322368
223,Jean Lucas,Avaí,Avaí,"LAMF, LW, AMF",LAMF,10,31,250000,2026-12-31,13,1010,Brazil,Brazil,right,175,73,no,2.762087999999999,0.98,0.8025,0.0,1.96,0.08,0.445247,9.524,0.1,1.16,0.89,0.62,0.36,BRA2,Testing,2026,0.2715100560444371,0.2676283360156103,0.2695691960300237
224,M. Castro,Juventude,Juventude,"LW, RW, AMF",LW,10,30,0,2026-12-31,12,706,Uruguay,Uruguay,right,175,73,no,1.913445,1.15,0.892449,0.13,1.4,0.04,0.253308,0.0,0.09,0.51,0.13,0.64,0.25,BRA2,Testing,2026,0.1173131348375417,0.1200310031342841,0.1186720689859128
225,Bryan,Ponte Preta,Ponte Preta,"LW, LCMF, CF",LW,10,29,50000,2026-11-30,8,775,Brazil,Brazil,right,175,74,no,4.295995,2.21,1.85796,0.23,0.81,0.15,0.6965969999999999,5.556,0.05,0.46,0.12,0.23,0.23,BRA2,Testing,2026,0.256682298611515,0.2423436832585393,0.2495129909350272
226,Fábio Lima,Juventude,Juventude,"RW, AMF",RW,10,29,500000,2026-11-30,12,713,Brazil,Brazil,left,176,61,no,3.155,3.28,1.26092,0.13,2.02,0.22,0.882063,6.667,0.1,1.77,1.26,0.5,0.63,BRA2,Testing,2026,0.4471490805418703,0.4225285276991279,0.434838804120499
227,Dadá Belmonte,CRB,CRB,"LW, LWF, LAMF",LW,10,29,0,2026-11-30,12,1056,Brazil,Brazil,right,166,59,no,5.027156,2.05,2.127924,0.17,1.36,0.23,1.107301,10.345,0.19,1.53,0.94,0.68,0.77,BRA2,Testing,2026,0.494576509679711,0.4833562013013629,0.4889663554905369
228,Kelvin,Botafogo SP,Botafogo SP,"LW, LAMF",LW,10,28,400000,2026-11-30,13,976,Brazil,Brazil,right,174,70,no,2.488618,2.31,1.476,0.18,1.2,0.11,0.276,0.0,0.09,0.65,1.01,1.01,0.37,BRA2,Testing,2026,0.2227379648489831,0.2270147152096934,0.2248763400293382
229,Pedro Vitor,São Bernardo FC,São Bernardo FC,"RW, RAMF",RW,10,28,0,2026-12-31,13,840,Brazil,Brazil,left,177,69,no,4.6092,2.79,1.714125,0.21,2.14,0.27,1.070919,8.333,0.14,1.07,0.86,1.07,0.64,BRA2,Testing,2026,0.4993973353645939,0.4774314907147215,0.4884144130396576
230,Janderson,Vila Nova,Vila Nova,"LAMF, LCMF",LAMF,10,27,900000,2027-11-30,13,1102,Brazil,Brazil,right,161,58,no,5.39,2.7,3.104226,0.25,2.12,0.2,0.816,16.0,0.14,1.39,1.06,1.55,0.49,BRA2,Testing,2026,0.4943775736789925,0.5019178109928591,0.4981476923359258
231,Zé Hugo,Botafogo SP,Botafogo SP,"RAMF, RW",RAMF,10,26,400000,2027-12-31,13,919,Brazil,Brazil,right,178,70,yes,5.974262,2.74,2.937317,0.39,2.06,0.09,0.683895,7.692,0.08,0.39,0.59,0.49,0.39,BRA2,Testing,2026,0.3312149096153125,0.3148219760401538,0.3230184428277331
232,Echaporã,São Bernardo FC,São Bernardo FC,"LAMF, LW",LAMF,10,26,700000,2026-11-30,13,798,Brazil,Brazil,right,169,64,no,2.707992,1.58,1.24,0.11,1.24,0.11,0.9018520000000001,0.0,0.07,0.79,0.56,0.23,0.23,BRA2,Testing,2026,0.2511119844350819,0.2161322754702342,0.233622129952658
233,Iago Teles,Londrina,Londrina,"LW, LAMF, LWF",LW,10,25,0,2026-11-30,12,1015,Brazil,Brazil,right,177,75,no,6.73712,2.31,3.193008,0.09,1.33,0.19,1.240591,5.556,0.12,1.68,0.98,0.35,0.53,BRA2,Testing,2026,0.3967154456052622,0.3947923171256897,0.3957538813654758
234,Soares,Atlético GO,Atlético GO,"LAMF, LW",LAMF,10,25,0,2029-08-25,13,1030,Brazil,Brazil,,168,63,yes,4.54536,2.45,2.79345,0.7,1.49,0.16,0.873948,0.0,0.23,1.4,0.79,0.79,0.7,BRA2,Testing,2026,0.4868168375780429,0.4248093142708171,0.45581307592443
235,Vinícius Paiva,Grêmio Novorizontino,Grêmio Novorizontino,"LAMF, RAMF, LW",LAMF,10,25,700000,2026-12-31,13,965,Brazil,Brazil,right,174,65,no,5.593216,2.52,3.07781,0.65,1.77,0.11,0.279,10.0,0.08,0.65,1.21,1.12,0.56,BRA2,Testing,2026,0.3150738033787482,0.3370562595518629,0.3260650314653055
236,Ryan Lima,Vila Nova,Vila Nova,RAMF,RAMF,10,25,0,2028-11-30,14,1222,Brazil,Brazil,,0,0,no,4.641738,0.96,2.504275,0.22,1.25,0.16,0.8842399999999999,10.526,0.12,1.1,0.74,0.88,0.44,BRA2,Testing,2026,0.3793703843086584,0.385966720288747,0.3826685522987027
237,Chrystian Barletta,Sport Recife,Sport Recife,"RAMF, RW, RWF",RAMF,10,24,0,2028-12-31,12,1169,Brazil,Brazil,left,178,70,no,5.15736,2.16,3.00215,1.08,1.85,0.43,0.845748,18.75,0.17,1.15,1.0,1.0,0.38,BRA2,Testing,2026,0.5394421080884952,0.5481433367329483,0.5437927224107217
238,M. Segovia,América Mineiro,América Mineiro,"RW, RCMF",RW,10,23,0,2026-12-31,13,825,Paraguay,Paraguay,left,165,60,yes,3.054240000000001,2.4,1.855374,0.33,2.51,0.19,0.546612,6.667,0.35,2.51,1.75,1.09,0.87,BRA2,Testing,2026,0.5496232988404531,0.5575378079602809,0.5535805534003669
239,Thayllon Roberth,Avaí,Avaí,"RAMF, RW",RAMF,10,19,0,2026-11-30,14,1055,Brazil,Brazil,unknown,0,0,no,3.072,2.99,1.792829,0.09,2.3,0.13,0.426445,11.765,0.15,1.62,1.54,0.43,0.6,BRA2,Testing,2026,0.3572189720031053,0.3733201577022248,0.365269564852665
240,Melk,Ceará,Ceará,"RAMF, RWF, RW",RAMF,10,19,0,2028-12-31,12,946,Brazil,Brazil,unknown,0,0,no,3.6138,2.47,1.90242,0.38,0.38,0.24,1.047018,14.815,0.24,1.33,1.05,0.86,0.19,BRA2,Testing,2026,0.4872464072653028,0.4762569566477027,0.4817516819565027
241,Rodrigo Alves,Itabaiana,Itabaiana,"LW, CF, LAMF",LW,10,30,0,2026-10-30,11,1023,Brazil,Brazil,right,171,71,yes,6.77304,0.88,2.726826,0.62,1.06,0.15,0.7912649999999999,3.448,0.11,1.67,0.79,0.62,0.18,BRA3,Testing,2026,0.3331707892636235,0.3131157807167002,0.3231432849901618
242,Ronald,Santa Cruz,Santa Cruz,"RW, RAMF, RWF",RW,10,29,300000,2026-10-31,11,952,Brazil,Brazil,both,162,60,no,5.48448,1.8,3.028186,0.57,1.51,0.06,0.285,12.5,0.11,0.66,0.38,1.04,0.38,BRA3,Testing,2026,0.3121259883321162,0.3245160648331348,0.3183210265826255
243,Garraty,Floresta EC,Floresta EC,"LW, AMF",LW,10,28,0,2026-10-30,11,855,Brazil,Brazil,right,178,72,no,3.159867,1.26,1.368813,0.21,0.74,0.15,1.156865,6.897,0.11,0.74,0.32,0.11,0.11,BRA3,Testing,2026,0.2978771317183904,0.2748661768924482,0.2863716543054193
244,Will,Maranhão,Maranhão,"RAMF, CF, LW",RAMF,10,27,0,,10,899,Brazil,Brazil,right,184,73,no,6.205471,1.8,3.306266,0.2,2.0,0.08,0.49997,0.0,0.1,0.8,0.4,0.5,0.5,BRA3,Testing,2026,0.2630719166699814,0.2643596571564128,0.2637157869131971
245,Kleiton,Paysandu,Paysandu,"LAMF, LW, CF",LAMF,10,27,250000,,10,811,Brazil,Brazil,right,182,76,no,4.661524,3.88,1.332,0.22,1.33,0.18,1.219665,17.391,0.11,0.89,0.67,0.11,0.22,BRA3,Testing,2026,0.4152875580679789,0.4179230479630851,0.4166053030155319
246,Danielzinho,Ypiranga Erechim,Ypiranga Erechim,"LW, CF",LW,10,25,0,,11,1053,Brazil,Brazil,right,170,67,no,5.299946,3.08,2.905728,0.34,1.54,0.28,0.9420120000000002,6.25,0.29,2.14,1.37,1.28,1.11,BRA3,Testing,2026,0.6230664786895319,0.6210540771681006,0.6220602779288162
247,Vitor Leque,Inter de Limeira,Inter de Limeira,"LW, RW, LAMF",LW,10,25,0,,10,775,Brazil,Brazil,right,174,67,no,5.57336,2.21,1.73859,0.0,1.86,0.31,0.81141,4.545,0.13,1.16,0.81,0.58,0.46,BRA3,Testing,2026,0.3916068014470255,0.3988442662949859,0.3952255338710056
248,Raynan,Figueirense,Figueirense,"LW, LAMF, LCMF",LW,10,25,0,2027-12-31,9,771,Brazil,Brazil,,0,0,no,2.68604,2.33,0.70148,0.35,1.05,0.14,0.5833800000000001,0.0,0.05,0.7,0.7,0.47,0.23,BRA3,Testing,2026,0.2420275357723324,0.2092900417129968,0.2256587887426645
249,Guilherme Cachoeira,Guarani,Guarani,"RW, LAMF, RAMF",RW,10,24,0,,11,901,Brazil,Brazil,right,167,67,no,4.894272,4.0,2.89992,0.5,1.5,0.22,1.0,12.0,0.16,1.4,1.2,0.6,0.6,BRA3,Testing,2026,0.469433641729167,0.4825090476597692,0.4759713446944681
250,João Pedro,Confiança,Confiança,"RW, RAMF, LWF",RW,10,23,0,2027-12-31,10,803,Brazil,Brazil,right,178,70,yes,2.801149999999999,3.47,1.232,0.45,1.34,0.25,0.784,10.0,0.05,0.9,0.56,1.23,0.11,BRA3,Testing,2026,0.3858560625513974,0.3946772393738492,0.3902666509626233
251,Petterson,Brusque,Brusque,"LW, LAMF, LWF",LW,10,22,0,2027-07-31,11,911,Brazil,Brazil,right,181,76,no,6.320354999999999,2.96,3.45682,0.59,0.79,0.14,0.7907889999999999,0.0,0.19,0.89,1.09,0.69,0.89,BRA3,Testing,2026,0.4424743872267009,0.4032903045916966,0.4228823459091987
252,Adrianinho,Brusque,Brusque,"RW, RWF, RAMF",RW,10,22,0,2028-12-29,10,754,Brazil,Brazil,right,175,67,no,5.015868,3.22,2.505,0.24,2.15,0.3,1.074682,23.529,0.33,0.95,0.95,0.84,0.72,BRA3,Testing,2026,0.6549794130490695,0.640422480646798,0.6477009468479337
253,H. Massunda,Forge,Forge,"RAMF, LWF, AMF",RAMF,10,21,0,2026-12-31,10,771,Canada,Canada,,0,0,no,4.900994,3.5,2.8,0.12,2.57,0.29,0.7,13.333,0.07,0.82,1.05,0.82,0.47,CAN,Testing,2026,0.4284801679081415,0.4419415878943186,0.43521087790123
254,G. Ntignee,Cavalry,Cavalry,"LAMF, LW",LAMF,10,24,50000,2027-12-31,10,907,Nigeria,"Nigeria, Canada",right,172,70,no,5.657101,5.16,2.580787,0.69,1.89,0.27,0.594256,9.524,0.22,1.49,1.69,1.09,1.59,CAN,Testing,2026,0.5683215154212676,0.5756914044225215,0.5720064599218946
255,M. Amissi,Vancouver FC,Vancouver FC,"LAMF, CF",LAMF,10,25,100000,2027-12-31,8,726,Belgium,"Belgium, Burundi",right,173,70,no,3.5948,4.96,2.728998,0.25,2.48,0.62,1.365,13.636,0.09,0.62,1.24,0.62,0.5,CAN,Testing,2026,0.469062547869703,0.5342059560492829,0.501634251959493
256,B. Tabla,Atlético Ottawa,Atlético Ottawa,LWF,LWF,11,27,300000,2026-12-31,10,952,Côte d'Ivoire,"Côte d'Ivoire, Canada",right,173,82,no,3.120208,3.31,1.042362,0.38,1.04,0.25,0.565752,21.429,0.05,0.47,1.32,0.19,0.28,CAN,Testing,2026,0.3970842717893375,0.3835804401795768,0.3903323559844571
257,D. Choinière,FC Supra,FC Supra,"LAMF, LW, RAMF",LAMF,10,29,175000,,9,707,Canada,Canada,right,170,68,no,2.16568,3.31,0.7614749999999999,0.38,1.4,0.14,0.51,0.0,0.16,0.89,1.27,0.76,0.51,CAN,Testing,2026,0.3004551860373422,0.2965304593572203,0.2984928226972812
258, Leandro Hernández,Colo Colo,Colo Colo,"RWF, RW, CF",RWF,11,21,0,,14,769,Chile,Chile,right,168,56,no,5.7348,2.93,3.392232,0.94,1.29,0.12,0.584375,12.5,0.16,1.29,0.94,0.7,0.82,CHI,Testing,2026,0.4430418888094739,0.4321898904520898,0.4376158896307818
259,E. Ramos,Everton,Everton,"LW, LAMF, LCMF",LW,10,21,0,2026-12-31,15,928,Chile,Chile,,0,0,no,3.783780000000001,3.01,1.646523,0.48,2.42,0.07,0.387702,0.0,0.13,0.87,0.48,1.07,0.78,CHI,Testing,2026,0.3158086586247483,0.3131158874663703,0.3144622730455593
260,Jeison Fuentealba,Univ. Concepción,Univ. Concepción,"LWF, CF, AMF",LWF,11,23,0,2026-12-31,15,1316,Chile,Chile,right,170,63,no,4.171463999999999,2.39,1.914216,0.21,1.71,0.11,0.4795,10.0,0.17,1.44,0.89,1.09,0.68,CHI,Testing,2026,0.4042633561028732,0.3920697803539272,0.3981665682284001
261,Benjamín Chandía,Coquimbo Unido,Coquimbo Unido,"LAMF, RW, LW",LAMF,10,23,0,2027-12-31,14,759,Chile,Chile,right,166,62,no,2.725802,2.96,1.898548,0.95,1.54,0.21,0.35653,0.0,0.2,0.95,0.95,1.07,0.71,CHI,Testing,2026,0.3565818568832542,0.3683957184419994,0.3624887876626268
262,J. Gutiérrez,La Serena,La Serena,"RWF, RAMF, RB",RWF,11,23,700000,2026-12-31,14,960,Chile,Chile,right,172,70,no,0.843904,1.69,0.280881,0.09,3.09,0.09,0.187953,0.0,0.04,0.38,0.09,0.19,0.19,CHI,Testing,2026,0.05122156174867928,0.09294184457958778,0.07208170316413352
263,B. Yáñez,O'Higgins,O'Higgins,"LW, LAMF",LW,10,24,500000,2027-12-31,13,744,Chile,Chile,left,173,69,no,2.421095,1.69,1.57366,0.48,0.85,0.02,0.119988,33.333,0.15,0.85,0.6,1.21,0.36,CHI,Testing,2026,0.4537277583532812,0.4247491894123298,0.4392384738828054
264,C. Montes,Universidad Católica,Universidad Católica,"RW, RAMF, RWF",RW,10,25,0,2027-12-31,11,760,Chile,Chile,right,178,75,no,4.734718,4.86,3.433044,0.24,2.49,0.25,0.828357,16.667,0.23,1.07,0.59,0.83,0.71,CHI,Testing,2026,0.5771995717620705,0.5525180533496816,0.564858812555876
265,F. González,O'Higgins,O'Higgins,"RAMF, RW, AMF",RAMF,10,25,0,2028-12-31,15,1256,Argentina,Argentina,left,171,70,no,6.951595,3.08,4.228448,0.29,1.79,0.15,0.9296039999999999,15.152,0.3,2.08,1.07,2.72,0.86,CHI,Testing,2026,0.6441699459797708,0.6466862418310545,0.6454280939054127
266,A. Jara,Concepción,Concepción,"RW, RAMF",RW,10,25,75000,2028-12-31,15,987,Chile,Chile,,0,0,no,5.013519,2.74,3.554508,0.46,2.46,0.18,0.63903,4.348,0.06,1.09,0.91,1.46,0.55,CHI,Testing,2026,0.3807478264108693,0.3866254808480573,0.3836866536294633
267,Agustín Urzi,Univ. Concepción,Univ. Concepción,"LW, RWF, RW",LW,10,26,1800000,2027-12-31,14,937,Argentina,"Argentina, Italy",left,169,71,yes,4.516004,2.88,1.154502,0.1,0.86,0.22,0.7686379999999999,4.348,0.13,1.15,1.06,0.86,0.58,CHI,Testing,2026,0.3909137257762026,0.3799585058819728,0.3854361158290877
268,M. Guerrero,Universidad de Chile,Universidad de Chile,"RW, RWF, RWB",RW,10,26,1300000,2026-12-31,15,1149,Chile,Chile,right,170,65,no,1.958255,3.92,1.252454,0.39,1.8,0.13,0.7817400000000001,9.091,0.1,1.02,0.94,0.94,0.55,CHI,Testing,2026,0.3813302669582071,0.384842492723768,0.3830863798409875
269,C. Munder,Palestino,Palestino,"LWF, LAMF, RWF",LWF,11,26,1000000,2026-12-31,11,829,Cuba,"Cuba, Chile",right,166,62,no,5.429868,2.93,3.47701,0.11,2.71,0.41,0.7587999999999999,8.0,0.24,1.63,0.65,2.39,0.87,CHI,Testing,2026,0.6426818722046171,0.6271933539077026,0.6349376130561598
270,J. Giani,Universidad Católica,Universidad Católica,"LW, LAMF, LWF",LW,10,27,0,2026-12-31,15,1458,Argentina,"Argentina, Italy",right,180,69,no,2.221748,4.01,0.432752,0.06,3.4,0.41,1.049349,15.385,0.07,0.68,1.36,0.37,0.37,CHI,Testing,2026,0.4271840946542315,0.4991497518878109,0.4631669232710211
271, Luis Riveros,Coquimbo Unido,Coquimbo Unido,"RAMF, LW, CF",RAMF,10,28,300000,,14,736,Paraguay,Paraguay,right,178,70,no,4.401,4.04,0.976,0.12,1.47,0.27,0.488547,7.143,0.18,1.22,1.96,0.24,0.73,CHI,Testing,2026,0.384189548115102,0.4356111321929116,0.4099003401540068
272,J. Vargas,La Serena,La Serena,"LAMF, LW, LWF",LAMF,10,28,0,2026-12-31,15,1418,Chile,Chile,right,169,72,no,2.984118,1.21,1.33548,0.57,1.14,0.27,0.7612380000000001,14.286,0.23,2.16,0.89,0.51,0.38,CHI,Testing,2026,0.4430050630951848,0.4516471095201487,0.4473260863076667
273,M. Sarrafiore,O'Higgins,O'Higgins,"LAMF, AMF, LW",LAMF,10,28,0,2027-12-31,13,865,Argentina,Argentina,left,180,70,no,4.786493999999999,4.16,1.974726,0.83,1.04,0.19,0.831387,7.143,0.18,1.46,1.98,0.83,0.83,CHI,Testing,2026,0.4860814372366771,0.49291092639401,0.4894961818153435
274,Kevin Méndez,Unión La Calera,Unión La Calera,"RAMF, RW, RWB",RAMF,10,30,700000,,14,1352,Uruguay,"Uruguay, Italy",right,175,71,no,5.124366,2.4,2.929234,0.33,3.33,0.13,0.4653339999999999,23.529,0.31,2.66,1.2,1.66,1.2,CHI,Testing,2026,0.6570236607784518,0.6507509056133088,0.6538872831958802
275,B. Oyarzo,Unión La Calera,Unión La Calera,"LAMF, LW",LAMF,10,30,500000,,14,935,Chile,Chile,right,165,64,no,5.101481,2.21,2.983134,0.39,1.64,0.07,0.576,6.667,0.09,0.67,0.77,0.96,0.48,CHI,Testing,2026,0.3255026904013395,0.3172546262247599,0.3213786583130497
276,D. Castro,Deportes Limache,Deportes Limache,"LWF, CF, LW",LWF,11,32,200000,2026-12-31,15,1453,Chile,Chile,right,174,72,no,1.85692,4.09,1.24,0.68,3.1,0.44,1.36496,16.327,0.12,0.74,1.18,0.37,0.56,CHI,Testing,2026,0.4904025886327078,0.5369138213853567,0.5136582050090321
277,Yang Mingrui,Dalian Young Boy,Dalian Young Boy,"RAMF, LW, LAMF",RAMF,10,19,0,2027-07-02,14,941,China PR,China PR,unknown,0,0,no,2.773956,1.15,1.816528,0.38,1.72,0.05,0.48,0.0,0.02,0.38,0.48,0.77,0.29,CHN,Testing,2026,0.2299200580379052,0.185773449825351,0.2078467539316281
278,Wang Yudong,Zhejiang Professional,Zhejiang Professional,"LAMF, RAMF",LAMF,10,19,0,2029-12-31,15,1335,China PR,China PR,unknown,0,0,no,4.181184,4.04,2.696936,0.27,2.9,0.32,1.012581,13.889,0.08,0.67,1.01,0.54,0.4,CHN,Testing,2026,0.4371576046148076,0.4786868147462577,0.4579222096805326
279,J. Xiong,Wuhan Three Towns,Wuhan Three Towns,"RAMF, LCMF, RCMF",RAMF,10,21,0,2027-12-31,11,828,China PR,China PR,unknown,0,0,no,2.390292,0.76,0.542868,0.0,0.98,0.08,0.43632,0.0,0.07,0.76,0.87,0.22,0.54,CHN,Testing,2026,0.1839377747046304,0.169465487522987,0.1767016311138087
280,Xiang Yuwang,Chongqing Tongliang Long,Chongqing Tongliang Long,"LW, CF, AMF",LW,10,22,0,2026-12-31,13,905,China PR,China PR,unknown,0,0,no,2.088572,2.39,0.60003,0.1,1.49,0.21,0.595335,7.692,0.0,0.1,0.1,0.0,0.0,CHN,Testing,2026,0.2502417719909184,0.2463819078749578,0.2483118399329381
281,Jin Yonghao,Qingdao Hainiu,Qingdao Hainiu,"LAMF, LW",LAMF,10,23,0,2026-12-31,14,1018,China PR,China PR,,0,0,no,2.739315,2.56,1.678245,0.0,2.03,0.25,0.353298,16.667,0.08,0.88,0.53,0.35,0.27,CHN,Testing,2026,0.3160958626407375,0.3350648043682737,0.3255803335045056
282,G. Cîmpanu,Chongqing Tongliang Long,Chongqing Tongliang Long,RW,RW,10,25,400000,2026-06-30,13,1034,Romania,Romania,left,178,67,yes,3.13446,1.65,1.914612,0.09,2.35,0.09,0.870903,12.5,0.23,1.57,1.31,0.7,0.44,CHN,Testing,2026,0.4483845273387482,0.4153819303340985,0.4318832288364233
283,Jeffinho,Liaoning Tieren,Liaoning Tieren,"LW, LAMF",LW,10,26,0,2028-12-31,14,1248,Brazil,Brazil,right,176,69,yes,6.416806,3.82,3.102510000000001,0.58,3.03,0.29,0.9374819999999999,9.091,0.09,1.23,1.23,0.94,0.5,CHN,Testing,2026,0.4541458524201427,0.4739020721137246,0.4640239622669336
284,D. Owusu-Sekyere,Shenzhen Peng City,Shenzhen Peng City,"RW, RAMF",RW,10,26,0,,14,1142,Netherlands,Netherlands,right,184,80,no,6.620569999999999,3.55,3.702633,0.24,1.81,0.24,0.7869680000000001,2.632,0.08,0.79,0.63,0.95,0.47,CHN,Testing,2026,0.3874018941437372,0.3843336541384518,0.3858677741410944
285,O. Maritu,Yunnan Yukun,Yunnan Yukun,"LW, LAMF, LWF",LW,10,26,900000,2026-12-31,15,1532,Congo DR,Congo DR,right,182,80,no,2.29207,3.94,1.117052,0.23,2.47,0.39,1.408208,20.755,0.08,0.94,0.7,0.59,0.41,CHN,Testing,2026,0.566173564316833,0.548840706058544,0.5575071351876884
286,Dai Wai-Tsun,Shenzhen Peng City,Shenzhen Peng City,"LW, AMF, RW",LW,10,26,300000,2026-12-31,14,907,Hong Kong,"Hong Kong, China PR",right,177,75,no,1.98465,1.59,1.1904,0.4,0.89,0.12,0.596607,0.0,0.14,1.19,0.4,0.79,0.5,CHN,Testing,2026,0.2787357492775671,0.2610587628904667,0.2698972560840168
287,Jordi Mboula,Henan,Henan,"RAMF, LAMF, LWF",RAMF,10,27,1200000,2026-06-30,11,768,Spain,"Spain, Congo",right,183,74,no,4.570426,3.75,2.694929,0.12,1.52,0.28,0.8199179999999999,4.762,0.15,0.82,1.05,0.23,0.47,CHN,Testing,2026,0.4012331004719648,0.4021731201159224,0.4017031102939436
288,K. Bevis,Wuhan Three Towns,Wuhan Three Towns,"LW, LAMF",LW,10,28,750000,2026-06-30,10,796,France,"France, Guadeloupe",right,173,70,no,6.441646,2.49,3.730269,0.34,1.81,0.13,0.79,21.429,0.13,1.13,0.45,1.81,0.34,CHN,Testing,2026,0.4903009091514302,0.4899137731788675,0.4901073411651488
