Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1710,J. van der Gaag,União de Leiria,União de Leiria,"RW, RAMF",RW,10,27,300000,2026-06-30,22,1844,Netherlands,Netherlands,left,177,69,no,3.17198,2.34,2.24442,0.49,2.34,0.14,0.4871259999999999,6.452,0.3,1.95,1.02,0.98,0.78,POR2,Testing,2026,0.4948417552798856,0.4818394057346866,0.4883405805072861
1711,João Oliveira,Feirense,Feirense,"RW, RB, RWF",RW,10,27,100000,2026-06-30,26,2216,Portugal,Portugal,right,178,66,no,1.381717,1.5,0.6916559999999999,0.12,1.67,0.07,0.202182,4.348,0.2,1.46,0.61,1.3,0.69,POR2,Testing,2026,0.3081599002664808,0.3197653365046298,0.3139626183855553
1712,Léo Teixeira,Felgueiras 1932,Felgueiras 1932,"LWF, LAMF, RWF",LWF,11,26,300000,2026-06-30,24,1404,Portugal,Portugal,right,177,60,no,4.360202,2.76,1.79629,0.58,1.28,0.14,0.256338,4.545,0.12,1.35,1.6,0.9,0.71,POR2,Testing,2026,0.3249069859091456,0.3248973714623064,0.324902178685726
1713,João Silva,UD Oliveirense,UD Oliveirense,"RWF, CF, RW",RWF,11,26,100000,2026-06-30,32,2812,Portugal,Portugal,right,176,63,no,2.369003,2.82,1.023904,0.32,2.5,0.16,0.67125,7.143,0.09,1.15,0.77,0.64,0.32,POR2,Testing,2026,0.3395631562711482,0.3264749160327686,0.3330190361519584
1714,B. Simo,Marítimo,Marítimo,"RAMF, RW, RWF",RAMF,10,26,0,,31,2560,Morocco,Morocco,,0,0,no,3.446278,3.2,1.792978,0.18,1.65,0.37,0.7371219999999999,15.686,0.15,0.98,1.27,0.6,0.67,POR2,Testing,2026,0.51997813921745,0.511611262901195,0.5157947010593225
1715,L. Santos,Feirense,Feirense,"LW, RW, LWF",LW,10,26,300000,2026-06-30,18,919,Portugal,Portugal,right,176,68,no,2.74265,2.25,1.761965,0.39,1.47,0.09,0.491706,16.667,0.07,0.59,0.39,1.08,0.49,POR2,Testing,2026,0.3739636114649756,0.3589025558262803,0.366433083645628
1716,João Guilherme,Académico de Viseu F.C.,Académico de Viseu F.C.,"RAMF, RW",RAMF,10,25,0,2026-06-30,30,2050,Brazil,Brazil,right,180,72,yes,4.344624,2.99,2.15215,0.26,1.45,0.21,0.394808,16.129,0.1,0.66,0.66,0.66,0.48,POR2,Testing,2026,0.3708888518485282,0.3688892641327001,0.3698890579906141
1717,Costinha,Petro de Luanda,Paços de Ferreira,"LWF, LW",LWF,11,25,250000,2026-06-30,17,1326,Portugal,Portugal,right,173,66,no,3.868104,2.24,1.492446,0.2,1.29,0.23,0.542168,11.111,0.07,0.61,0.61,0.95,0.68,POR2,Testing,2026,0.3832516178764035,0.3571577136323938,0.3702046657543986
1718,Reinaldo,Chaves,Chaves,"LWF, LAMF",LWF,11,25,400000,2026-06-30,30,2672,Brazil,Brazil,right,178,73,yes,5.45797,3.6,2.626965,0.71,1.72,0.24,0.67266,9.091,0.12,1.35,1.04,0.47,0.74,POR2,Testing,2026,0.4548017217441376,0.4409845102362163,0.4478931159901769
1719,Ronaldo Lumungo,Paços de Ferreira,Paços de Ferreira,"RAMF, RWF, RW",RAMF,10,24,225000,2027-06-30,31,2733,São Tomé e Príncipe,São Tomé e Príncipe,right,170,64,no,4.016817000000001,3.19,2.108632,0.89,1.51,0.16,0.494816,7.018,0.07,0.76,0.59,0.89,0.49,POR2,Testing,2026,0.3129787657117831,0.3235088977992617,0.3182438317555224
1720,I. Seydi,Torreense,Torreense,"LWF, RWF, LW",LWF,11,24,0,2028-06-30,33,1333,France,France,right,181,0,yes,4.25378,2.77,2.4325,0.74,1.49,0.2,0.5386329999999999,20.0,0.06,0.41,0.88,0.27,0.34,POR2,Testing,2026,0.3615881775024887,0.3590656749126085,0.3603269262075486
1721,Manu Pozo,Torreense,Torreense,"RWF, RW, RAMF",RWF,11,24,400000,2028-06-30,25,1811,Spain,Spain,left,168,62,no,3.826911,2.93,2.584798,0.2,2.29,0.29,0.746571,13.636,0.11,1.24,1.09,1.04,0.4,POR2,Testing,2026,0.4750759723784733,0.4784178208670905,0.4767468966227819
1722,R. Esajas,Chaves,Chaves,"RWF, RAMF",RWF,11,24,0,2028-06-30,22,1165,Netherlands,"Netherlands, Suriname",left,181,0,no,4.0166,3.4,2.392345,0.46,1.7,0.22,1.002145,4.167,0.11,0.54,0.77,0.46,0.46,POR2,Testing,2026,0.3789325304888204,0.3734889027924844,0.3762107166406523
1723,Á. Zamora,Académico de Viseu F.C.,Académico de Viseu F.C.,"LAMF, LW",LAMF,10,24,0,2028-06-30,30,2535,Costa Rica,Costa Rica,right,180,65,yes,3.868584,3.55,2.132819,0.11,2.24,0.21,0.8879779999999999,11.94,0.1,1.17,0.75,0.82,0.53,POR2,Testing,2026,0.4370257930155805,0.4537815328600956,0.445403662937838
1724,M. Lacava,Vizela,Vizela,"LAMF, LWF",LAMF,10,23,700000,,13,1135,Venezuela,"Venezuela, Spain",left,167,62,no,6.900552999999999,2.78,4.676365000000001,0.71,1.11,0.1,0.317373,6.667,0.3,1.82,0.32,1.67,0.79,POR2,Testing,2026,0.5269481761804133,0.5167385508332606,0.5218433635068369
1725,D. Jean,Torreense,Torreense,"LWF, LAMF, LW",LWF,11,23,0,2027-06-30,31,2538,Haiti,Haiti,right,170,67,no,4.963525000000001,3.65,2.16135,0.85,2.7,0.2,0.85098,9.091,0.15,1.13,1.35,0.57,0.46,POR2,Testing,2026,0.4290440654399514,0.4374340281891168,0.4332390468145341
1726,André Candeias,Farense U23,Farense,"RAMF, AMF, RWF",RAMF,10,23,0,2028-06-30,29,1511,Portugal,Portugal,left,176,63,no,3.03968,2.5,1.134326,0.0,1.91,0.25,0.8353930000000002,6.667,0.03,0.42,0.54,0.3,0.18,POR2,Testing,2026,0.3265118951498869,0.3027600336001146,0.3146359643750007
1727,João Adriano,UD Oliveirense,UD Oliveirense,"RWF, RW",RWF,11,23,0,2026-06-30,22,925,Brazil,Brazil,both,0,0,yes,2.821383,1.17,1.363488,0.1,0.88,0.05,0.194,0.0,0.11,1.46,0.29,0.88,0.1,POR2,Testing,2026,0.1841872511236849,0.1611684457976787,0.1726778484606818
1728,Berna,Felgueiras 1932,Felgueiras 1932,"LWF, LB, LWB",LWF,11,22,300000,2026-06-30,20,966,Portugal,Portugal,left,169,62,no,2.608055,0.93,0.9293560000000001,0.0,1.4,0.05,0.3725,0.0,0.04,0.56,0.56,1.02,0.09,POR2,Testing,2026,0.1666525068795547,0.1407745941609127,0.1537135505202337
1729,Werton,Leixões,Leixões,"LW, LAMF, LWF",LW,10,22,600000,2028-06-30,29,1605,Brazil,Brazil,right,170,74,no,6.674975999999999,2.86,3.591156,0.9,1.74,0.12,0.7279439999999999,6.667,0.14,0.95,1.29,0.45,0.67,POR2,Testing,2026,0.4251295702875213,0.4041914775280038,0.4146605239077625
1730,Thauan Lara,Portimonense,Portimonense,"RWF, RW, CF",RWF,11,22,0,2027-06-30,18,1202,Brazil,Brazil,left,176,76,yes,2.919648,0.9,0.5981700000000001,0.22,0.82,0.07,0.59997,14.286,0.27,1.95,0.52,0.37,0.15,POR2,Testing,2026,0.3525509293008696,0.3259768095048832,0.3392638694028763
1731,Miguel Falé,Paços de Ferreira,Paços de Ferreira,LAMF,LAMF,10,22,0,2028-06-30,14,1122,Portugal,Portugal,right,180,78,no,4.493656,4.17,3.12915,0.64,1.68,0.25,1.4445,2.5,0.05,0.8,0.8,0.56,0.48,POR2,Testing,2026,0.3792497252012147,0.3952760826124828,0.3872629039068487
1732,Rodrigo Ramos,Vizela U23,Vizela,"RAMF, RW, RWB",RAMF,10,22,0,,23,1114,Portugal,Portugal,right,181,0,no,2.909445,1.62,1.049318,0.32,1.21,0.06,0.565801,8.333,0.1,0.89,1.21,0.65,0.4,POR2,Testing,2026,0.2893619140065981,0.2703589166295882,0.2798604153180931
1733,Martín Tejón,Marítimo,Marítimo,"LAMF, LW, LWF",LAMF,10,22,0,2027-06-30,32,2894,Spain,Spain,right,165,60,no,4.075763999999999,2.33,1.71162,0.31,2.11,0.16,0.7158190000000001,7.042,0.18,1.43,0.72,1.12,0.47,POR2,Testing,2026,0.4093236991882786,0.4139194990364874,0.4116215991123829
1734,Gui Meira,Feirense,Feirense,"LW, LCMF, RCMF",LW,10,21,0,2030-06-30,31,1175,Brazil,Brazil,unknown,0,0,no,3.142185,2.22,1.914834,0.0,0.54,0.21,0.6875999999999999,16.0,0.03,0.69,0.84,0.31,0.15,POR2,Testing,2026,0.3095474604856331,0.315777090967828,0.3126622757267305
1735,Manuel Mendonça,Sporting CP II,Sporting CP II,"RW, RWF, CF",RW,10,21,0,2028-06-30,31,1925,Portugal,Portugal,right,170,63,no,1.355672,1.87,0.7480000000000001,0.19,1.68,0.14,0.561295,3.226,0.1,0.7,0.61,0.65,0.42,POR2,Testing,2026,0.2656041385597284,0.2578110324109133,0.2617075854853208
1736,João Rêgo,Benfica II,Benfica II,"RWF, AMF, LCMF",RWF,11,20,0,2030-06-30,15,1279,Portugal,Portugal,right,183,65,no,6.330833999999999,2.25,1.195737,0.49,1.2,0.15,0.423291,5.556,0.04,0.56,1.06,0.42,0.35,POR2,Testing,2026,0.2426625015549225,0.2353674686901432,0.2390149851225329
1737,Vladimir Silva,Paços de Ferreira,Paços de Ferreira,"RAMF, RW, RWF",RAMF,10,17,0,2028-06-30,26,1057,Portugal,Portugal,unknown,0,0,no,3.659742,1.96,1.961172,0.09,1.79,0.07,0.08496600000000001,8.333,0.08,1.02,0.68,0.68,0.34,POR2,Testing,2026,0.2095436604800793,0.224170969020432,0.2168573147502556
1738,André Miranda,Porto U19,Porto II,"RW, RWF, RAMF",RW,10,18,0,2031-06-30,15,1006,Portugal,Portugal,,174,63,no,5.90662,1.7,2.77233,0.45,1.97,0.12,0.623672,18.182,0.06,1.07,0.98,0.63,0.54,POR2,Testing,2026,0.413623930863852,0.3917087357228584,0.4026663332933552
1739,Flávio Gonçalves,Sporting CP II,Sporting CP II,"LWF, CF, AMF",LWF,11,19,0,2030-06-30,24,1499,Portugal,Portugal,right,175,63,no,3.424269999999999,2.28,1.62006,0.3,2.1,0.21,0.54,24.0,0.1,1.26,0.84,0.9,0.66,POR2,Testing,2026,0.4963409348359404,0.4845276013046471,0.4904342680702937
1740,Danio Djassi,Portimonense U23,Portimonense,"LWF, LW",LWF,11,19,0,2026-06-30,20,1262,Guinea-Bissau,Guinea-Bissau,,0,0,no,5.422512,2.71,3.136396,0.36,1.28,0.16,0.42633,5.263,0.07,1.21,1.21,0.57,0.5,POR2,Testing,2026,0.2995164418293608,0.3095735670817621,0.3045450044555614
1741,Paulo Cardoso,Sporting CP II,Sporting CP II,"LW, LAMF, LWB",LW,10,19,0,2030-06-30,29,2391,Cape Verde Islands,Cape Verde Islands,,0,0,no,3.87543,2.33,2.709528,0.94,1.84,0.1,0.525,15.625,0.11,0.72,0.38,1.13,0.45,POR2,Testing,2026,0.3801761112528814,0.392186846890671,0.3861814790717761
1742,Gonçalo Sousa,Porto II,Porto II,"LWF, RWF, LW",LWF,11,19,0,2027-06-30,30,2109,Portugal,Portugal,left,186,74,no,3.24205,1.62,1.49263,0.77,2.35,0.1,0.34,30.0,0.12,1.45,0.51,0.68,0.34,POR2,Testing,2026,0.4455787124066237,0.4185898604056578,0.4320842864061407
1743,Olívio Tomé,Benfica II,Benfica II,"LWF, LW, LAMF",LWF,11,20,0,2027-06-30,20,966,Portugal,Portugal,left,183,67,no,5.029801,4.19,3.261372,0.28,2.8,0.12,0.37269,9.091,0.14,1.21,0.84,1.58,0.93,POR2,Testing,2026,0.4200887656129541,0.4424384016660683,0.4312635836395111
1744,Álvaro Santos,Penafiel,Penafiel,"LW, RW, RAMF",LW,10,20,0,2026-06-30,28,2207,Spain,Spain,,0,0,yes,4.15875,2.24,2.24167,0.16,1.3,0.1,0.611785,10.526,0.07,0.82,0.77,0.86,0.29,POR2,Testing,2026,0.3130587321742259,0.3101899386706337,0.3116243354224297
1745,Mauro Couto,Sporting CP II,Sporting CP II,"RW, RWF, RAMF",RW,10,20,0,2027-06-30,30,2347,Portugal,Portugal,right,173,63,no,3.373974,1.46,0.8439999999999999,0.08,0.96,0.14,0.689388,3.774,0.04,0.54,0.5,0.65,0.23,POR2,Testing,2026,0.2494234823792731,0.2321590077067599,0.2407912450430165
1746,Tiago Andrade,Porto II,Porto II,"RWF, RW, RAMF",RWF,11,20,0,2027-06-30,24,1180,Portugal,Portugal,right,170,62,no,3.888275000000001,1.98,1.982744,0.31,1.68,0.19,0.763024,7.407,0.04,0.69,0.23,0.46,0.38,POR2,Testing,2026,0.3118338819887504,0.3021353733621403,0.3069846276754453
1747,Y. Brahimi,Al Gharafa,Al Gharafa,"LW, LAMF, LWF",LW,10,36,2800000,2026-06-30,20,1981,France,"France, Algeria",right,175,68,no,10.447935,3.45,5.542734999999999,0.23,1.64,0.36,1.044656,14.583,0.29,1.95,1.54,0.82,0.45,QAT,Testing,2026,0.5763127858519539,0.6101637945387935,0.5932382901953737
1748,Rodrigo,Al Rayyan,Al Rayyan,"RAMF, AMF, CF",RAMF,10,35,4500000,2026-06-30,19,1594,Brazil,"Brazil, Spain",left,182,77,no,2.090175,3.73,0.9047879999999999,0.06,1.64,0.39,1.12716,15.909,0.09,0.9,1.19,0.62,0.62,QAT,Testing,2026,0.5195100851078146,0.5347613535831336,0.527135719345474
1749,Gerard Valentín,Al Wakrah,Al Wakrah,"RAMF, RW, RB",RAMF,10,32,800000,2027-06-30,16,1007,Spain,Spain,right,177,75,no,5.271903,2.95,3.038136,0.98,2.41,0.04,0.0,0.0,0.12,0.71,0.63,1.25,0.45,QAT,Testing,2026,0.2981684055579835,0.2815431032100394,0.2898557543840115
1750,J. Draxler,Al Ahli,Al Ahli,"LAMF, LW, CF",LAMF,10,32,4000000,2028-06-30,19,1715,Germany,Germany,right,185,72,no,4.45985,2.62,2.6775,0.1,2.47,0.23,0.9432,28.0,0.14,1.47,1.63,0.47,0.52,QAT,Testing,2026,0.5668213516649865,0.5484099608614259,0.5576156562632062
1751,F. Selemani,Qatar SC,Qatar SC,"LW, LAMF, LCMF",LW,10,32,2000000,2027-06-30,19,1764,France,"France, Comoros",right,182,65,no,4.95015,2.3,2.447438,0.31,1.12,0.19,0.6108480000000001,6.818,0.23,1.58,0.71,0.87,0.31,QAT,Testing,2026,0.4000533388693154,0.3944751707011582,0.3972642547852367
1752,Edmílson Junior,Al Duhail,Al Duhail,"RAMF, LAMF, LW",RAMF,10,31,2000000,,19,1659,Qatar,"Qatar, Brazil",right,182,71,no,4.231955,2.28,2.007729,0.05,3.53,0.15,0.6503279999999999,16.129,0.22,1.95,0.87,1.84,0.98,QAT,Testing,2026,0.5963632012805319,0.5744732900882138,0.5854182456843728
1753,J. Kouassi,Umm Salal,Umm Salal,"LAMF, LW, CF",LAMF,10,31,900000,,17,1014,Côte d'Ivoire,Côte d'Ivoire,right,180,82,no,2.838936,2.31,1.065,0.36,1.69,0.2,0.8025,25.0,0.03,0.36,1.24,0.09,0.18,QAT,Testing,2026,0.4185640790922775,0.3980830324199415,0.4083235557561095
1754,A. El Ghazi,Al Sailiya,Al Sailiya,"LAMF, CF",LAMF,10,31,2500000,2027-06-30,17,1134,Netherlands,"Netherlands, Morocco",right,189,90,no,4.046238,2.06,2.616492,0.48,1.67,0.26,1.271256,5.405,0.04,0.63,0.4,0.32,0.24,QAT,Testing,2026,0.3224963912507844,0.3261014889505866,0.3242989401006855
1755,A. Ounas,Al Shamal,Al Shamal,"RAMF, AMF, RW",RAMF,10,29,4000000,2026-06-30,18,1059,France,"France, Algeria",left,172,65,no,7.3071,2.38,4.417464,0.42,2.38,0.08,0.425034,11.111,0.25,1.87,1.44,0.93,0.76,QAT,Testing,2026,0.516236034870751,0.4744137841158795,0.4953249094933152
1756,Akram Afif,Al Sadd,Al Sadd,"LAMF, LW",LAMF,10,29,6000000,,22,2152,Qatar,"Qatar, Tanzania",right,177,69,no,4.35204,5.56,2.674214,1.09,2.89,0.41,1.17,26.786,0.42,3.09,3.01,1.46,1.34,QAT,Testing,2026,0.8712917666616343,0.865119835244286,0.8682058009529601
1757,Wesley,Al Rayyan,Al Rayyan,"LAMF, LW",LAMF,10,27,5500000,2026-12-31,13,1112,Brazil,Brazil,right,175,64,no,4.372071,3.48,2.590822,0.4,1.38,0.29,1.052694,9.677,0.27,1.62,1.21,1.38,0.89,QAT,Testing,2026,0.6177884546571111,0.6129090374186154,0.6153487460378632
1758,Yusuf Abdurisag,Al Wakrah,Al Wakrah,"RAMF, CF",RAMF,10,26,0,2027-06-30,18,1177,Qatar,"Qatar, Sweden",right,175,70,no,3.210108,2.52,1.834552,0.0,2.06,0.17,0.53534,23.529,0.11,0.76,0.76,0.69,0.46,QAT,Testing,2026,0.4343555842976432,0.4312416602051701,0.4327986222514066
1759,Álvaro Djaló,Al Gharafa,Al Gharafa,"RW, LW, AMF",RW,10,26,15000000,2029-06-30,18,1006,Spain,"Spain, Guinea-Bissau",right,175,67,yes,4.7399,2.77,2.06,0.18,2.33,0.22,0.8960000000000001,4.0,0.1,0.89,0.98,0.89,0.36,QAT,Testing,2026,0.3917397114103344,0.3967271988091486,0.3942334551097415
1760,Rodri Sánchez,Al Arabi,Al Arabi,"RAMF, RW",RAMF,10,26,3000000,2027-06-30,22,2148,Spain,Spain,left,175,62,no,8.003829,3.06,4.65,0.08,1.8,0.15,0.7115400000000001,9.302,0.24,1.8,1.38,2.3,1.26,QAT,Testing,2026,0.6179815035343582,0.6107991896228058,0.6143903465785819
1761,A. Zouhzouh,Al Wakrah,Al Wakrah,"LAMF, AMF, LW",LAMF,10,25,0,2029-06-30,22,1958,Morocco,Morocco,right,0,0,no,3.722265999999999,3.17,2.020704,0.28,2.02,0.34,0.964472,16.667,0.26,1.84,1.06,1.06,0.6,QAT,Testing,2026,0.5805469674098706,0.6062763833643358,0.593411675387103
1762,Ahmed Al Ganehi,Al Gharafa,Al Gharafa,"RAMF, RW, RWF",RAMF,10,25,450000,2026-06-30,11,985,Qatar,Qatar,right,178,70,no,2.193726,2.01,0.8229119999999999,0.27,1.92,0.21,0.82057,11.765,0.02,0.46,0.55,0.46,0.18,QAT,Testing,2026,0.3232933896981177,0.3135506677919896,0.3184220287450537
1763,Naif Al Hadhrami,Qatar SC,Qatar SC,RW,RW,10,24,150000,2028-06-30,19,1219,Qatar,Qatar,right,180,68,yes,1.773076,0.59,0.367813,0.07,0.59,0.06,0.147258,9.091,0.1,0.89,0.81,0.37,0.44,QAT,Testing,2026,0.1681466598135151,0.180300490791696,0.1742235753026055
1764,Gabriel Pereira,Al Rayyan,Al Rayyan,"RAMF, RWB, RW",RAMF,10,24,7000000,2028-06-30,20,1144,Brazil,Brazil,left,175,68,no,7.237197,3.3,4.015632,0.39,1.73,0.16,0.393494,0.0,0.23,1.89,1.89,1.73,1.02,QAT,Testing,2026,0.5543141393074742,0.5194240972311382,0.5368691182693062
1765,Khaled Ali Sabah,Al Rayyan,Al Rayyan,"RAMF, RW",RAMF,10,24,150000,2028-06-30,20,1326,Qatar,Qatar,left,0,0,no,3.597648,1.63,2.03585,0.14,1.97,0.19,0.813374,38.889,0.09,1.15,1.02,0.61,0.27,QAT,Testing,2026,0.4806714290889809,0.465164925229998,0.4729181771594894
1766,A. Assal,Al Wakrah,Al Wakrah,"LAMF, RAMF, LW",LAMF,10,24,600000,2028-06-30,18,1297,England,"England, Morocco",right,162,62,no,4.161706000000001,3.54,2.567548,0.21,1.53,0.33,0.9012640000000001,10.0,0.13,0.9,0.76,0.49,0.49,QAT,Testing,2026,0.4377874504795191,0.4477844323864427,0.4427859414329808
1767,Lotfi Madjer,Al Shahaniya,Al Shahaniya,"RAMF, RW, LW",RAMF,10,24,0,2030-06-30,19,1439,Qatar,Qatar,right,0,0,no,2.877888,2.38,1.940235,0.38,2.5,0.11,0.6875,15.0,0.14,0.69,0.5,1.13,0.56,QAT,Testing,2026,0.4011264271755849,0.4136766274594526,0.4074015273175187
1768,I. Lihadji,Al Arabi,Al Arabi,"LW, LAMF",LW,10,24,900000,2026-06-30,22,1463,France,"France, Comoros",left,177,70,no,5.473257,2.52,3.997708,0.37,1.54,0.12,0.4323900000000001,17.647,0.13,1.11,0.92,1.41,0.74,QAT,Testing,2026,0.4637843231084995,0.4574697978602739,0.4606270604843866
1769,J. Jawad,Al Shahaniya,Al Shahaniya,"LAMF, LW, CF",LAMF,10,23,0,,19,1223,Cyprus,Cyprus,unknown,0,0,no,8.168505,2.28,5.51869,1.18,2.06,0.13,0.73629,3.03,0.12,0.66,0.52,0.59,0.44,QAT,Testing,2026,0.3571924238258162,0.3392088726386932,0.3482006482322547
1770,A. Boulbina,Al Duhail,Al Duhail,"LAMF, LW, RAMF",LAMF,10,23,0,2030-06-30,19,1507,Algeria,Algeria,right,0,0,no,4.657445,4.6,3.04836,0.48,3.17,0.43,1.435376,9.434,0.14,1.13,1.07,1.31,0.72,QAT,Testing,2026,0.5574741033240932,0.555864484179609,0.556669293751851
1771,Suhaib Gannan,Al Ahli,Al Ahli,"RAMF, RW, RB",RAMF,10,22,0,2028-01-31,15,1057,Qatar,Qatar,,0,0,yes,2.978108,1.45,1.447712,0.09,1.02,0.11,0.339966,16.667,0.0,0.09,0.34,0.09,0.17,QAT,Testing,2026,0.2202763011202287,0.2164747771531421,0.2183755391366854
1772,Giovani,Al Sadd,Al Sadd,"RAMF, RW",RAMF,10,22,8000000,2028-06-30,17,1382,Brazil,Brazil,left,184,74,no,4.690629,4.69,3.97137,0.52,2.8,0.33,1.692792,14.894,0.13,1.3,2.08,1.04,0.91,QAT,Testing,2026,0.5947272267294436,0.626968575439552,0.6108479010844977
1773,M. Omar,Al Shamal,Al Shamal,"LAMF, RAMF, LWF",LAMF,10,22,0,,21,1819,Algeria,Algeria,both,164,0,no,3.069247,3.46,2.22464,0.35,2.57,0.17,0.794084,18.519,0.22,1.34,1.63,0.49,0.99,QAT,Testing,2026,0.5689058138316118,0.5271926683774432,0.5480492411045275
1774,Moaz Elwadia,Al Shahaniya,Al Shahaniya,"LW, LAMF, RAMF",LW,10,21,0,2030-06-30,21,1068,Qatar,Qatar,unknown,0,0,yes,3.202992,1.94,2.02112,0.0,1.94,0.03,0.168563,0.0,0.12,0.76,0.67,0.34,0.42,QAT,Testing,2026,0.170024584583943,0.1783551989902936,0.1741898917871183
1775,Mohamed Gouda,Al Arabi,Al Arabi,"LAMF, LW",LAMF,10,21,0,,19,909,Qatar,Qatar,unknown,0,0,no,5.642405999999999,3.86,3.168584,0.1,1.58,0.1,0.495873,0.0,0.1,0.89,0.69,0.3,0.59,QAT,Testing,2026,0.2728801564511039,0.294457661403965,0.2836689089275344
1776,G. Grozav,Petrolul 52,Petrolul 52,"LAMF, LW, LWF",LAMF,10,35,500000,2027-06-30,38,3087,Romania,Romania,right,182,74,no,1.925432,2.19,1.048983,0.12,1.22,0.23,0.6133860000000001,9.211,0.08,0.82,0.79,0.5,0.41,ROM,Testing,2026,0.2958384450077774,0.3024935762448539,0.2991660106263156
1777,J. Cisotti,FCS Bucureşti,FCS Bucureşti,"RAMF, LAMF, RW",RAMF,10,33,700000,2027-06-30,38,2926,Italy,Italy,right,175,64,no,3.012172,3.14,1.076509,0.12,2.06,0.2,0.616716,13.889,0.14,1.2,1.41,1.02,0.46,ROM,Testing,2026,0.4239137025332045,0.438441863998547,0.4311777832658757
1778,S. Jebari,Csikszereda Miercurea Ciuc,Csikszereda Miercurea Ciuc,"LW, AMF, LCMF",LW,10,31,0,,27,1219,Morocco,"Morocco, Spain",,175,70,no,4.651388,1.11,2.507323,0.3,0.59,0.09,0.4425,8.333,0.02,0.59,0.81,0.15,0.15,ROM,Testing,2026,0.2120460741520286,0.2056932747932381,0.2088696744726333
1779,C. Bărbuţ,Unirea Slobozia,Unirea Slobozia,"RAMF, RWF, LAMF",RAMF,10,31,100000,,35,1762,Romania,Romania,right,166,60,no,3.679208,2.09,1.84041,0.97,2.04,0.07,0.305699,0.0,0.13,1.17,0.82,0.46,0.51,ROM,Testing,2026,0.2090631184094325,0.2287430255918055,0.218903072000619
1780,Andrezinho,Oţelul,Oţelul,"LAMF, AMF, LWF",LAMF,10,29,175000,2027-06-30,39,2939,Portugal,Portugal,right,174,64,no,3.0615,1.96,1.16276,0.18,1.35,0.17,0.368046,8.889,0.15,1.35,1.19,0.98,0.52,ROM,Testing,2026,0.3412955545631658,0.352769499332939,0.3470325269480524
1781,M. Korenica,CFR Cluj,CFR Cluj,"LAMF, LWF, AMF",LAMF,10,29,0,2027-06-30,38,2885,Serbia,"Serbia, Kosovo",right,175,70,no,3.339672,1.84,1.654809,0.03,1.75,0.23,0.9960469999999999,12.676,0.18,1.87,0.75,0.47,0.44,ROM,Testing,2026,0.4104029481281318,0.4311502903317276,0.4207766192299296
1782,A. Bettaieb,Argeș,Argeș,"LWF, CF, LW",LWF,11,29,350000,2026-06-30,38,2994,France,"France, Tunisia",right,184,75,no,3.755985000000001,3.73,1.65464,0.27,2.28,0.19,0.689928,16.176,0.09,0.81,0.87,0.39,0.33,ROM,Testing,2026,0.3661515685297203,0.3882750866956672,0.3772133276126937
1783,V. Gheorghe,Petrolul 52,Petrolul 52,"LW, RAMF, LWF",LW,10,29,450000,2027-06-30,24,1082,Romania,Romania,right,175,70,no,2.41292,2.08,1.413784,0.42,1.91,0.11,0.66675,4.762,0.07,0.67,0.42,0.42,0.25,ROM,Testing,2026,0.2695664392100185,0.2472073274434375,0.258386883326728
1784,Y. Zakir,Metaloglobus,Metaloglobus,"LW, LCMF, LAMF",LW,10,29,75000,,31,2016,Netherlands,"Netherlands, Morocco",right,175,68,no,3.481011000000001,2.37,2.006426,0.27,1.43,0.17,0.8046880000000001,23.529,0.07,0.67,0.67,0.63,0.27,ROM,Testing,2026,0.4383444867566101,0.411282559777964,0.424813523267287
1785,D. Armstrong,Dinamo Bucureşti,Dinamo Bucureşti,"RWF, LWF",RWF,11,28,1500000,2027-06-30,39,2816,Scotland,"Scotland, Republic of Ireland",left,175,64,no,3.836492,2.24,1.979424,0.26,1.41,0.21,0.8617500000000001,12.766,0.27,2.37,0.77,1.44,0.58,ROM,Testing,2026,0.5244124926267449,0.5408796307338636,0.5326460616803042
1786,S. Mailat,Botoşani,Botoşani,"LAMF, RAMF, CF",LAMF,10,28,0,,38,2959,Romania,Romania,right,173,67,no,2.735386,3.92,1.490368,0.64,2.04,0.35,0.8210250000000001,20.27,0.11,0.97,1.22,0.27,0.55,ROM,Testing,2026,0.541940109911635,0.5244198546104923,0.5331799822610637
1787,V. Costache,Noah,UTA Arad,"RAMF, LAMF, CF",RAMF,10,27,500000,2027-06-30,27,2296,Romania,Romania,right,178,71,no,2.35128,2.78,1.3733,0.12,2.16,0.35,0.9402260000000001,14.754,0.11,1.06,1.25,0.74,0.39,ROM,Testing,2026,0.4596150737479434,0.4844224371773351,0.4720187554626392
