Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Passes criativos (p90),xT Passes no último terço (p90),xT Passes para último terço (p90),xT Passes (p90),xT Cruzamentos (p90)
BRA1,2024,373429.0,Igor Vinícius,Sao Paulo,2722.0,DR,Lateral,Lateral,0.734727206903517,0.9459725472353118,0.1001418149876645,1.007927335626346,1.0411643845471303
BRA1,2024,373513.0,Lucas Piton,Vasco da Gama,3000.0,DL,Lateral,Lateral,1.7407920068063032,0.6636645180885329,-0.6021665051679669,0.577456987331941,2.33459305807692
BRA1,2024,374916.0,Caio Paulista,Palmeiras,1350.0,DL,Lateral,Lateral,-0.8751543959508957,-0.2089431269217657,0.0521967861136338,-0.0340040976820078,-0.1079668672605865
BRA1,2024,376939.0,João Lucas,Juventude,2890.0,DR,Lateral,Lateral,1.5386723488265266,0.137322040940455,-0.1334141189284123,-0.2280111453345427,1.356760247002985
BRA1,2024,381686.0,Lucas Esteves,Vitoria,3306.0,DL,Lateral,Lateral,0.5172493516971355,-0.6712507199298653,-0.410260795863808,0.0446327160037792,0.7469136878094045
BRA1,2024,383128.0,Bruno Gomes,Internacional,2431.0,DR,Lateral,Lateral,-1.274888252338244,1.4474483408203136,0.7613416342672646,1.411743323835046,-0.7194570062506902
BRA1,2024,386203.0,Alexandro Bernabéi,Internacional,2314.0,DL,Lateral,Lateral,2.3715266479536843,2.548524596255352,1.162457798599073,2.0610883634225448,1.7373179138390265
BRA1,2024,388576.0,José Rodríguez,Vasco da Gama,1274.0,DR,Lateral,Lateral,-0.1513865884612187,0.0897144156625629,-0.5624715992353091,-0.6879956119639442,0.561850541407959
BRA1,2024,389158.0,Welington,Sao Paulo,1896.0,DL,Lateral,Lateral,-0.6572451542144203,-0.1580248937791478,-0.4656502429361686,-0.3715363130551184,0.2291492059462857
BRA1,2024,397517.0,Luciano Juba,Bahia,3462.0,DL,Lateral,Lateral,1.1812964347490276,0.3507556398797041,0.7084333794834121,1.2279552610377102,0.6801311620860148
BRA1,2024,397584.0,Michel Araújo,Sao Paulo,988.0,DL,Lateral,Lateral,-0.1365747679712582,0.2825946234589727,-0.7269777123685103,-0.1686800754586996,-0.4673988324277962
BRA1,2024,397843.0,Ramon,Cuiaba,2962.0,DL,Lateral,Lateral,0.3126158346521407,-0.5042318958898291,-0.4426883537825795,-0.3273679890793798,0.9897519919578744
